X;C3.csv;C5.csv;C6.csv
acte de naissance;0.333333;0.333333;0
mariage;0.333333;0.333333;0
minimales;0.333333;0.333333;0
album;0.333333;0.333333;0
photo;0.333333;0.333333;0
import-export;0.333333;0.333333;0
gedcom;0.333333;0.333333;0
mormons;0.333333;0.333333;0
nom complet;0.333333;0.333333;0
jésus-christ;0.333333;0.333333;0
logiciel de généalogie;0.333333;0.333333;0
stocker;0.333333;0.333333;0
maladies;0.333333;0.333333;0
bonheur;0.333333;0.333333;0
organisation;0.333333;0.333333;0
part;0.333333;0.333333;0
exception;0.333333;0.333333;0
sexe;0.333333;0.333333;0
gravite;0.333333;0.333333;0
administratif;0.333333;0.333333;0
besoin de savoir;0.333333;0.333333;0
fier;0.333333;0.333333;0
temps partiel;0.333333;0.333333;0
partiel;0.333333;0.333333;0
décharges;0.333333;0.333333;0
contrat;0.333333;0.333333;0
libre accès;0.333333;0.333333;0
enseignant;0.333333;0.333333;0
vacataires;0.333333;0.333333;0
deug;0.333333;0.333333;0
service;0.333333;0.333333;0
semestre;0.333333;0.333333;0
universitaires;0.333333;0.333333;0
universitaire;0.333333;0.333333;0
économie;0.333333;0.333333;0
histoire;0.333333;0.333333;0
maître de conférence;0.333333;0.333333;0
moins;0.333333;0.333333;0
pédagogique;0.333333;0.333333;0
titulaires;0.333333;0.333333;0
cm;0.333333;0.333333;0
travaux dirigés;0.333333;0.333333;0
parler;0.333333;0.333333;0
obliger;0.333333;0.333333;0
philosophie;0.333333;0.333333;0
bac;0.333333;0.333333;0
chargé;0.333333;0.333333;0
chargé de cours;0.333333;0.333333;0
criminelles;0.333333;0.333333;0
institutions;0.333333;0.333333;0
politique;0.333333;0.333333;0
littérature;0.333333;0.333333;0
littérature germaniques;0.333333;0.333333;0
romanes;0.333333;0.333333;0
littérature arabes;0.333333;0.333333;0
psychologie;0.333333;0.333333;0
psychologie clinique;0.333333;0.333333;0
psychologie sociale;0.333333;0.333333;0
arts;0.333333;0.333333;0
musique;0.333333;0.333333;0
musicologie;0.333333;0.333333;0
anthropologie;0.333333;0.333333;0
éthnologie;0.333333;0.333333;0
préhistoire;0.333333;0.333333;0
civilisation;0.333333;0.333333;0
archéologie;0.333333;0.333333;0
contemporain;0.333333;0.333333;0
géographie;0.333333;0.333333;0
géographie physique;0.333333;0.333333;0
espace;0.333333;0.333333;0
mathématiques;0.333333;0.333333;0
constituants;0.333333;0.333333;0
chimie théorique;0.333333;0.333333;0
chimie organique;0.333333;0.333333;0
astronomie;0.333333;0.333333;0
océanographie;0.333333;0.333333;0
océanographie physique;0.333333;0.333333;0
physique;0.333333;0.333333;0
pharmaceutiques;0.333333;0.333333;0
génie mécanique;0.333333;0.333333;0
génie civil;0.333333;0.333333;0
génie informatique;0.333333;0.333333;0
procédés;0.333333;0.333333;0
biochimie;0.333333;0.333333;0
biologie;0.333333;0.333333;0
biologie moléculaire;0.333333;0.333333;0
moléculaire;0.333333;0.333333;0
biologie cellulaire;0.333333;0.333333;0
physiologie;0.333333;0.333333;0
population;0.333333;0.333333;0
écologie;0.333333;0.333333;0
organismes;0.333333;0.333333;0
éducation;0.333333;0.333333;0
epistémologie;0.333333;0.333333;0
cultures;0.333333;0.333333;0
activité physiques;0.333333;0.333333;0
théologie;0.333333;0.333333;0
théologie catholique;0.333333;0.333333;0
approche;0.333333;0.333333;0
vinyl;0.333333;0.333333;0
l’album;0.333333;0.333333;0
ailleurs;0.333333;0.333333;0
problème;0.333333;0.333333;0
recherche;0.333333;0.333333;0
là;0.333333;0.333333;0
centrale;0.333333;0.333333;0
intitulé;0.333333;0.333333;0
rock;0.333333;0.333333;0
pénétration;0.333333;0.333333;0
date de sortie;0.333333;0.333333;0
figurer;0.333333;0.333333;0
code postal;0.333333;0.333333;0
bureau;0.333333;0.333333;0
compte en banque;0.333333;0.333333;0
numéro isbn;0.333333;0.333333;0
axiome;0.333333;0.333333;0
residents;0.333333;0.333333;0
rolling stones;0.333333;0.333333;0
mick jagger;0.333333;0.333333;0
keith richard;0.333333;0.333333;0
john lennon;0.333333;0.333333;0
futur;0.333333;0.333333;0
code barre;0.333333;0.333333;0
compositeur;0.333333;0.333333;0
song;0.333333;0.333333;0
varier;0.333333;0.333333;0
velvet underground;0.333333;0.333333;0
terry riley;0.333333;0.333333;0
probabilité;0.333333;0.333333;0
mémoriser;0.333333;0.333333;0
conceptuel;0.333333;0.333333;0
numero;0.333333;0.333333;0
facilité;0.333333;0.333333;0
alternative;0.333333;0.333333;0
quanta;0.333333;0.333333;0
intermédiaire;0.333333;0.333333;0
associatif;0.333333;0.333333;0
ébauche;0.333333;0.333333;0
