;C1;C12;C13;C14;C16;C18;C2;C4;C7;C8;C9
argument bn:00005603n;0; 1; 0; 0; 1; 1; 0; 0; 0; 0; 0; 
utiliser bn:00082705v;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
tableau associatif bn:03848413n;0; 1; 0; 0; 1; 1; 0; 0; 1; 0; 0; 
base64 bn:01435984n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
statistiques bn:00074061n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
librairie gd bn:03462925n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
forme géométrique bn:00062770n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
rectangle bn:00066608n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
polygone bn:00063423n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
largeur bn:00012893n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
boutons bn:03843242n;0; 1; 0; 1; 0; 0; 0; 1; 0; 0; 0; 
mathématiques bn:00053823n;0; 1; 0; 1; 1; 0; 0; 0; 0; 0; 0; 
type de fonction bn:03403506n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
long bn:00116154r;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
nombre pi bn:00062194n;0; 1; 0; 1; 0; 0; 1; 0; 0; 0; 0; 
min bn:00055094n;0; 1; 0; 1; 0; 0; 1; 0; 0; 0; 0; 
sqrt bn:16869243n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
exponentielles bn:00032356n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
acos bn:15498538n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
trigonométrie bn:00078277n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
changement de bases bn:00314885n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
affiche bn:00087013v;0; 1; 0; 0; 1; 0; 0; 1; 0; 0; 0; 
expat bn:03734680n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
traiter bn:00092034v;0; 1; 0; 0; 1; 0; 1; 0; 0; 0; 0; 
casse bn:03225002n;0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
encodage bn:00030696n;0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
traitement bn:00064545n;0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
remplacer bn:00092816v;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
calculer bn:00084373v;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
répéter bn:00089731v;0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 
richesse bn:00080746n;0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
fichier par bn:03318531n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
exécutable bn:00102521a;0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 
aspect bn:03635987n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
charte graphique bn:15437249n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
feuille de styles bn:00802225n;0; 1; 0; 1; 0; 0; 0; 1; 0; 0; 0; 
navigation bn:00057073n;0; 1; 0; 1; 0; 0; 1; 1; 0; 0; 0; 
internet bn:00024712n;0; 1; 0; 1; 0; 1; 0; 0; 0; 0; 1; 
rapidité bn:00073258n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
développement bn:01834425n;0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
common gateway interface bn:03588331n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
communication bn:00021221n;0; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 
capables bn:00099215a;0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 
gif bn:00444440n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
langage de description bn:05019440n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
description bn:04723965n;0; 1; 0; 1; 1; 0; 0; 0; 0; 0; 0; 
protocole de transfert de fichier bn:00034430n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
transfert de fichier bn:03563534n;0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
daemon bn:03222189n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
access bn:02744817n;0; 1; 0; 1; 1; 0; 0; 0; 0; 0; 0; 
portable network graphics bn:01772322n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
network bn:02131525n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
format libre bn:01985717n;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
système bn:15125301n;0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 
ascii bn:00003473n;0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 
pdf bn:01745594n;0; 0; 1; 0; 1; 1; 0; 1; 0; 0; 0; 
type de programme bn:00144629n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
système d bn:04836299n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 
tache bn:00028345n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
matériel bn:00021480n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
ssh bn:02244459n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
firefox bn:01387235n;0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 
matlab bn:01312834n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
web application bn:02246184n;0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 1; 
mac bn:00052516n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
mac os bn:01415427n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
windows bn:00081305n;0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 
commun bn:00021051n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
internet explorer bn:17346309n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
outlook express bn:01003371n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
thunderbird bn:01597870n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
msn bn:01095820n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
gaim bn:01141048n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
skype bn:03166959n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
css bn:00056944n;0; 0; 1; 1; 1; 0; 0; 0; 0; 0; 0; 
cascading style sheet bn:01642119n;0; 0; 1; 1; 0; 0; 0; 1; 0; 0; 0; 
système de gestion bn:01510781n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
cd bn:00016915n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
flash bn:01369336n;0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 
science bn:00069670n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
univers bn:00022991n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
accueil bn:00044514n;0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 
insertion bn:02234787n;0; 0; 1; 0; 0; 1; 0; 1; 0; 0; 0; 
photo bn:00062084n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
animation bn:00004263n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
img bn:02450504n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
menu bn:00021485n;0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 
touch bn:03178622n;0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 
arial bn:01485779n;0; 0; 1; 1; 0; 0; 0; 1; 0; 0; 0; 
id bn:03885719n;0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 
gimp bn:00433129n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
creation bn:03599511n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
droit bn:00048655n;0; 0; 1; 1; 0; 1; 0; 1; 0; 0; 0; 
calque bn:00095056v;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
flou bn:03173349n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
flou gaussien bn:01085310n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
rendu bn:00047114n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
nuages bn:00020002n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
plasma bn:15408550n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
diffraction bn:00027046n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
masque bn:03236329n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
colorer bn:00100030a;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
résultat final bn:00034520n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
final bn:01755798n;0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 1; 
gestion de contenu bn:00883027n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
dédier bn:00085427v;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
habillage bn:04699521n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
terminal bn:00100203a;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
déconnexion bn:00027504n;0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 1; 
rue bn:00074595n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
marseille bn:00053540n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
site de news bn:03722635n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
bilan bn:00008060n;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
thomas bn:00005240n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
wikipédia bn:03288118n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 
back-end bn:03173264n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
application bn:00005095n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
informatique bn:00021494n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
étage bn:00034203n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
concept bn:00021547n;0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 1; 
fonctionnement bn:00036838n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
coder bn:00084976v;0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 1; 
flux vidéo bn:02230830n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
js bn:15539067n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
relais bn:00030187n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
proxy bn:03664545n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
cache bn:00014484n;0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 
tunnel bn:00448122n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
langage de balisage bn:00053492n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
web design bn:02763125n;0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 
ajax bn:00850961n;0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 
standardiser bn:00073927n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
date bn:17273686n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
paradigme bn:01164163n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
extension de fichier bn:00032416n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
w3c bn:02673666n;0; 0; 0; 1; 1; 1; 0; 1; 0; 0; 1; 
sgml bn:00070813n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
wikicode bn:02697746n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
bbcode bn:03547972n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
xhtml bn:01163644n;0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 
doctype bn:15839327n;0; 0; 0; 1; 1; 0; 0; 1; 0; 1; 1; 
dtd bn:15232677n;0; 0; 0; 1; 1; 1; 0; 1; 0; 0; 1; 
respect bn:00031654n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
validateur bn:02748538n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
html5 bn:03675085n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
web sémantique bn:02276858n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
sémantique bn:00070404n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
informatique bn:00100175a;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
portabilité bn:03720519n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
mobile bn:00106819a;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
pile bn:02100952n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
structure arborescente bn:03156222n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
minimal bn:00106755a;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
paragraphe bn:00060556n;0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 
abréviation bn:00000239n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
acronyme bn:00001058n;0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 
courriel bn:00087450v;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
cohérente bn:00099970a;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
tr bn:03561884n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
spécification bn:00073217n;0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 1; 
svg bn:02136503n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
iso-8859-1 bn:00717125n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
spéciaux bn:00108295a;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
robots bn:00007371n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
nouvelles bn:00107274a;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
canvas bn:02415221n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
links bn:01052609n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
formulaire bn:14352118n;0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 
balise html bn:02104867n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 
classique bn:00019566n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
helvetica bn:00043646n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
letter-spacing bn:00951097n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
angles bn:00004117n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
généralité bn:00037670n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
actuelle bn:00108977a;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
interface bn:00047088n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
seul bn:00110667a;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
finir bn:00088223v;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
faute de frappe bn:00031482n;0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 
trim bn:00074703n;0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 1; 
unset bn:00176172n;0; 0; 0; 1; 1; 0; 0; 1; 0; 0; 1; 
diff bn:16709776n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
h2 bn:02803535n;0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 
papa bn:00024989n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
nb bn:00056690n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
mère bn:00034027n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 
barre d’adresse bn:15081463n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
file bn:00065682n;0; 0; 0; 1; 1; 0; 0; 0; 1; 0; 0; 
radio bn:00065899n;0; 0; 0; 1; 0; 1; 1; 1; 0; 0; 1; 
ajouter bn:00082317v;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
blogs bn:00011339n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
phpmyadmin bn:03382496n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 
interrogative bn:00047208n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
sélective bn:00110293a;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
décompter bn:00086432v;0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 
order bn:02240223n;0; 0; 0; 1; 1; 1; 0; 0; 0; 0; 0; 
mysqli bn:01438356n;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 
acronyme récursif bn:03061784n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
unix bn:00079165n;0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 
utilité bn:00079399n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
système de fichier bn:00034429n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
imap bn:00696730n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
localisation bn:03977550n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
confusion bn:00021792n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
famille bn:00032893n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
réel bn:00066395n;0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 
oeufs bn:00029914n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
impossible bn:00104687a;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
comparaison bn:00021304n;0; 0; 0; 0; 1; 1; 1; 0; 0; 1; 1; 
supérieur bn:00111465a;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
droite bn:00051291n;0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 
précédence bn:01410322n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
initialisation bn:00046781n;0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 
sizeof bn:03205994n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 
génération de code bn:01151877n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
charset bn:00017756n;0; 0; 0; 0; 1; 1; 0; 1; 0; 0; 0; 
champ bn:00034274n;0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 
banane bn:00008268n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
5b bn:13842911n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
références bn:00063236n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
définition de fonction bn:04733431n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
arrêt bn:00025510n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
stream bn:02122367n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
line bn:16701562n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
idée bn:00045800n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
travers bn:00042404n;0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 
recette de cuisine bn:03877095n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
vivantes bn:00096787a;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
procédé bn:03245758n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
rassembler bn:00082246v;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
modificateurs bn:00055488n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
setters bn:00021412n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
nouvelle classe bn:02230821n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
mammifère bn:00053079n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
choix public bn:14709103n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
abstraire bn:00082180v;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 
nouvelle bn:02989482n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
disponible bn:00097846a;0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 
self bn:03432485n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 
constante bn:14692918n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
set bn:04928161n;0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 1; 
clonage bn:04738539n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
spécifique bn:00111001a;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
microsoft bn:01165400n;0; 0; 0; 0; 1; 1; 0; 1; 0; 0; 1; 
microsoft sql server bn:00605043n;0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 
ibm db2 bn:00637255n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 
exec bn:15669055n;0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 
rollback bn:00133978n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 
erreur de syntaxe bn:00075740n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
letter bn:00950340n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
cry bn:00848703n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
type de valeur bn:00253515n;0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 
root bn:00168023n;0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 
émulation bn:00030643n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
supporter bn:00083226v;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 
attaque par injection bn:00184104n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
injection bn:03211312n;0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 
injection sql bn:03319192n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
validation bn:03925844n;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
serveur fiables bn:15865575n;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
json bn:00802141n;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
histoire bn:00044268n;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
indépendant bn:00036335n;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
wampserver bn:03978910n;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
ecriture bn:00081714n;0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 1; 
premier bn:00034738n;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
attention bn:00007020n;0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 
filtrage bn:00259585n;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
supprime bn:00087533v;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
critère bn:00023853n;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
degre bn:00005380n;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
existence bn:00009676n;0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 
location bn:00067131n;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
accès bn:00000759n;0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 
faille bn:00012898n;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
courante bn:00107963a;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
validité bn:01410980n;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
timestamp bn:03603649n;0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 
wbmp bn:00172178n;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
tcpdf bn:00870659n;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
chrome bn:00018877n;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
catch bn:00037180n;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
libération bn:00050944n;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
enum bn:02324948n;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
avg bn:00179783n;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
vente bn:00053480n;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
catalogue bn:00016652n;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
dvd bn:00029245n;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
université de rouen bn:00601230n;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
évolué bn:00084199v;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
crée bn:00086008v;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
manuel bn:00099315a;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
français bn:00103321a;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
expr bn:03120209n;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
spécifique bn:00111003a;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
inverse bn:00056301n;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
trie bn:02479296n;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
occurence bn:00047732n;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
rouen bn:03268781n;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
code postal bn:00063770n;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
mot de passe bn:00023218n;0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 
rows bn:03611246n;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 
bouton radio bn:03157702n;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
multiple bn:00056285n;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 
touche ctrl bn:00020947n;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
fin de fichier bn:02781064n;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
carte d’identité bn:00015915n;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
mémoire vive bn:00066091n;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
