;C1;C12;C13;C14;C16;C18;C2;C4;C7;C8;C9
copy bn:14086525n;1; 0; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
rename bn:00342646n;1; 0; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
argument bn:00005603n;1; 0; 1; 1; 0; 0; 1; 1; 1; 1; 1; 
utiliser bn:00082705v;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
tableau associatif bn:03848413n;1; 0; 1; 1; 0; 0; 1; 1; 0; 1; 1; 
base64 bn:01435984n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
statistiques bn:00074061n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
librairie gd bn:03462925n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
forme géométrique bn:00062770n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
rectangle bn:00066608n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
polygone bn:00063423n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
largeur bn:00012893n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
boutons bn:03843242n;1; 0; 1; 0; 1; 1; 1; 0; 1; 1; 1; 
mathématiques bn:00053823n;1; 0; 1; 0; 0; 1; 1; 1; 1; 1; 1; 
type de fonction bn:03403506n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
long bn:00116154r;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
nombre pi bn:00062194n;1; 0; 1; 0; 1; 1; 0; 1; 1; 1; 1; 
min bn:00055094n;1; 0; 1; 0; 1; 1; 0; 1; 1; 1; 1; 
sqrt bn:16869243n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
exponentielles bn:00032356n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
acos bn:15498538n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
trigonométrie bn:00078277n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
changement de bases bn:00314885n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
affiche bn:00087013v;1; 0; 1; 1; 0; 1; 1; 0; 1; 1; 0; 
expat bn:03734680n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
traiter bn:00092034v;1; 0; 1; 1; 0; 1; 0; 1; 1; 1; 1; 
casse bn:03225002n;1; 0; 1; 0; 1; 1; 0; 1; 1; 1; 1; 
encodage bn:00030696n;1; 0; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
traitement bn:00064545n;1; 0; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
remplacer bn:00092816v;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
calculer bn:00084373v;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
répéter bn:00089731v;1; 0; 1; 1; 0; 1; 1; 1; 1; 1; 0; 
richesse bn:00080746n;1; 0; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
fichier par bn:03318531n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
exécutable bn:00102521a;1; 0; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
aspect bn:03635987n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
charte graphique bn:15437249n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
feuille de styles bn:00802225n;1; 0; 1; 0; 1; 1; 1; 0; 1; 1; 1; 
navigation bn:00057073n;1; 0; 1; 0; 1; 1; 0; 0; 1; 1; 1; 
internet bn:00024712n;1; 0; 0; 0; 1; 0; 1; 1; 1; 1; 0; 
rapidité bn:00073258n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
développement bn:01834425n;1; 0; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
common gateway interface bn:03588331n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
communication bn:00021221n;1; 0; 0; 0; 1; 1; 1; 1; 1; 1; 1; 
capables bn:00099215a;1; 0; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
gif bn:00444440n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
langage de description bn:05019440n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
description bn:04723965n;1; 0; 1; 0; 0; 1; 1; 1; 1; 1; 1; 
protocole de transfert de fichier bn:00034430n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
transfert de fichier bn:03563534n;1; 0; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
daemon bn:03222189n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
access bn:02744817n;1; 0; 1; 0; 0; 1; 1; 1; 1; 1; 1; 
portable network graphics bn:01772322n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
network bn:02131525n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
format libre bn:01985717n;1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
système bn:15125301n;1; 0; 0; 1; 0; 1; 1; 1; 1; 1; 0; 
ascii bn:00003473n;1; 1; 0; 1; 1; 1; 1; 0; 1; 1; 1; 
pdf bn:01745594n;1; 1; 0; 1; 0; 0; 1; 0; 1; 1; 1; 
exe bn:14503132n;1; 1; 0; 1; 1; 1; 0; 1; 1; 1; 1; 
type de programme bn:00144629n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
système d bn:04836299n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 0; 
tache bn:00028345n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
matériel bn:00021480n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
ssh bn:02244459n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
firefox bn:01387235n;1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 1; 
matlab bn:01312834n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
web application bn:02246184n;1; 1; 0; 1; 1; 1; 1; 1; 1; 0; 0; 
mac bn:00052516n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
mac os bn:01415427n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
windows bn:00081305n;1; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 
commun bn:00021051n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
internet explorer bn:17346309n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
outlook express bn:01003371n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
thunderbird bn:01597870n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
msn bn:01095820n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
gaim bn:01141048n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
skype bn:03166959n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
css bn:00056944n;1; 1; 0; 0; 0; 1; 1; 1; 1; 1; 1; 
cascading style sheet bn:01642119n;1; 1; 0; 0; 1; 1; 1; 0; 1; 1; 1; 
système de gestion bn:01510781n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
cd bn:00016915n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
flash bn:01369336n;1; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 
science bn:00069670n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
univers bn:00022991n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
accueil bn:00044514n;1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 1; 
insertion bn:02234787n;1; 1; 0; 1; 1; 0; 1; 0; 1; 1; 1; 
photo bn:00062084n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
animation bn:00004263n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
img bn:02450504n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
menu bn:00021485n;1; 1; 0; 0; 1; 0; 1; 1; 1; 1; 1; 
touch bn:03178622n;1; 1; 0; 1; 1; 1; 1; 0; 1; 1; 1; 
arial bn:01485779n;1; 1; 0; 0; 1; 1; 1; 0; 1; 1; 1; 
id bn:03885719n;1; 1; 0; 1; 0; 1; 1; 1; 1; 0; 1; 
gimp bn:00433129n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
creation bn:03599511n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
droit bn:00048655n;1; 1; 0; 0; 1; 0; 1; 0; 1; 1; 1; 
calque bn:00095056v;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
flou bn:03173349n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
flou gaussien bn:01085310n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
rendu bn:00047114n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
nuages bn:00020002n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
plasma bn:15408550n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
diffraction bn:00027046n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
masque bn:03236329n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
colorer bn:00100030a;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
résultat final bn:00034520n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
final bn:01755798n;1; 1; 0; 1; 1; 1; 1; 1; 1; 0; 0; 
gestion de contenu bn:00883027n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
dédier bn:00085427v;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
habillage bn:04699521n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
terminal bn:00100203a;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
déconnexion bn:00027504n;1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 0; 
rue bn:00074595n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
marseille bn:00053540n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
site de news bn:03722635n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
bilan bn:00008060n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
thomas bn:00005240n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
wikipédia bn:03288118n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 0; 
back-end bn:03173264n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
application bn:00005095n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
informatique bn:00021494n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
étage bn:00034203n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
concept bn:00021547n;1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 0; 
fonctionnement bn:00036838n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
coder bn:00084976v;1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 0; 
flux vidéo bn:02230830n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
js bn:15539067n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
relais bn:00030187n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
proxy bn:03664545n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
cache bn:00014484n;1; 1; 1; 0; 1; 0; 1; 1; 1; 1; 1; 
tunnel bn:00448122n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
langage de balisage bn:00053492n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
web design bn:02763125n;1; 1; 1; 0; 1; 1; 1; 1; 0; 1; 1; 
ajax bn:00850961n;1; 1; 1; 0; 1; 0; 1; 1; 1; 1; 1; 
standardiser bn:00073927n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
date bn:17273686n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
paradigme bn:01164163n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
extension de fichier bn:00032416n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
w3c bn:02673666n;1; 1; 1; 0; 0; 0; 1; 0; 1; 1; 0; 
sgml bn:00070813n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
wikicode bn:02697746n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
bbcode bn:03547972n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
xhtml bn:01163644n;1; 1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 
doctype bn:15839327n;1; 1; 1; 0; 0; 1; 1; 0; 1; 0; 0; 
dtd bn:15232677n;1; 1; 1; 0; 0; 0; 1; 0; 1; 1; 0; 
respect bn:00031654n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
validateur bn:02748538n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
html5 bn:03675085n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
web sémantique bn:02276858n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
sémantique bn:00070404n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
informatique bn:00100175a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
portabilité bn:03720519n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
mobile bn:00106819a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
pile bn:02100952n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
structure arborescente bn:03156222n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
minimal bn:00106755a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
paragraphe bn:00060556n;1; 1; 1; 0; 1; 1; 1; 0; 1; 1; 1; 
abréviation bn:00000239n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
acronyme bn:00001058n;1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 1; 
courriel bn:00087450v;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
cohérente bn:00099970a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
tr bn:03561884n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
spécification bn:00073217n;1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 0; 
svg bn:02136503n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
iso-8859-1 bn:00717125n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
spéciaux bn:00108295a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
robots bn:00007371n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
nouvelles bn:00107274a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
canvas bn:02415221n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
links bn:01052609n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
formulaire bn:14352118n;1; 1; 1; 0; 1; 1; 1; 1; 0; 1; 1; 
balise html bn:02104867n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 0; 
classique bn:00019566n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
helvetica bn:00043646n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
letter-spacing bn:00951097n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
angles bn:00004117n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
généralité bn:00037670n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
actuelle bn:00108977a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
interface bn:00047088n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
seul bn:00110667a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
finir bn:00088223v;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
faute de frappe bn:00031482n;1; 1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 
trim bn:00074703n;1; 1; 1; 0; 1; 1; 0; 1; 1; 1; 0; 
unset bn:00176172n;1; 1; 1; 0; 0; 1; 1; 0; 1; 1; 0; 
diff bn:16709776n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
h2 bn:02803535n;1; 1; 1; 0; 1; 1; 1; 0; 1; 1; 1; 
papa bn:00024989n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
nb bn:00056690n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
mère bn:00034027n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 0; 
barre d’adresse bn:15081463n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
file bn:00065682n;1; 1; 1; 0; 0; 1; 1; 1; 0; 1; 1; 
radio bn:00065899n;1; 1; 1; 0; 1; 0; 0; 0; 1; 1; 0; 
ajouter bn:00082317v;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
blogs bn:00011339n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
phpmyadmin bn:03382496n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 0; 
interrogative bn:00047208n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
sélective bn:00110293a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
décompter bn:00086432v;1; 1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 
order bn:02240223n;1; 1; 1; 0; 0; 0; 1; 1; 1; 1; 1; 
mysqli bn:01438356n;1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 0; 
acronyme récursif bn:03061784n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
unix bn:00079165n;1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 
utilité bn:00079399n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
système de fichier bn:00034429n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
imap bn:00696730n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
localisation bn:03977550n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
head bn:02338897n;1; 1; 1; 1; 0; 1; 1; 0; 1; 1; 1; 
confusion bn:00021792n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
famille bn:00032893n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
réel bn:00066395n;1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 
oeufs bn:00029914n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
impossible bn:00104687a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
comparaison bn:00021304n;1; 1; 1; 1; 0; 0; 0; 1; 1; 0; 0; 
supérieur bn:00111465a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
droite bn:00051291n;1; 1; 1; 1; 0; 1; 1; 0; 1; 1; 1; 
précédence bn:01410322n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
initialisation bn:00046781n;1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 
sizeof bn:03205994n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 
génération de code bn:01151877n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
charset bn:00017756n;1; 1; 1; 1; 0; 0; 1; 0; 1; 1; 1; 
champ bn:00034274n;1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 1; 
banane bn:00008268n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
5b bn:13842911n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
références bn:00063236n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
définition de fonction bn:04733431n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
arrêt bn:00025510n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
stream bn:02122367n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
line bn:16701562n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
idée bn:00045800n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
travers bn:00042404n;1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 1; 
recette de cuisine bn:03877095n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
vivantes bn:00096787a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
procédé bn:03245758n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
rassembler bn:00082246v;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
attribut bn:00007068n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 
modificateurs bn:00055488n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
setters bn:00021412n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
nouvelle classe bn:02230821n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
mammifère bn:00053079n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
choix public bn:14709103n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
abstraire bn:00082180v;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 
valeur bn:00079508n;1; 1; 1; 1; 0; 1; 1; 1; 0; 1; 1; 
nouvelle bn:02989482n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
disponible bn:00097846a;1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 1; 
self bn:03432485n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 
constante bn:14692918n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
set bn:04928161n;1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 0; 
clonage bn:04738539n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
spécifique bn:00111001a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
moteur bn:00030850n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 
microsoft bn:01165400n;1; 1; 1; 1; 0; 0; 1; 0; 1; 1; 0; 
microsoft sql server bn:00605043n;1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 0; 
ibm db2 bn:00637255n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 
exec bn:15669055n;1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 
rollback bn:00133978n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 
erreur de syntaxe bn:00075740n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
letter bn:00950340n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
cry bn:00848703n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
type de valeur bn:00253515n;1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 1; 
root bn:00168023n;1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 0; 
émulation bn:00030643n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
supporter bn:00083226v;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 
attaque par injection bn:00184104n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
injection bn:03211312n;1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 
injection sql bn:03319192n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
validation bn:03925844n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
serveur fiables bn:15865575n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
json bn:00802141n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
histoire bn:00044268n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
indépendant bn:00036335n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
wampserver bn:03978910n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
ecriture bn:00081714n;1; 1; 1; 1; 1; 0; 1; 0; 1; 1; 0; 
premier bn:00034738n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
attention bn:00007020n;1; 1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 
filtrage bn:00259585n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
supprime bn:00087533v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
critère bn:00023853n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
degre bn:00005380n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
existence bn:00009676n;1; 1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 
location bn:00067131n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
accès bn:00000759n;1; 1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 
faille bn:00012898n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
courante bn:00107963a;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
validité bn:01410980n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
timestamp bn:03603649n;1; 1; 1; 1; 1; 0; 0; 1; 0; 1; 1; 
wbmp bn:00172178n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
tcpdf bn:00870659n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
chrome bn:00018877n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
catch bn:00037180n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
libération bn:00050944n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
enum bn:02324948n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
avg bn:00179783n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
vente bn:00053480n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
catalogue bn:00016652n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
dvd bn:00029245n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
université de rouen bn:00601230n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
évolué bn:00084199v;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
crée bn:00086008v;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
manuel bn:00099315a;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
français bn:00103321a;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
expr bn:03120209n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
spécifique bn:00111003a;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
inverse bn:00056301n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
trie bn:02479296n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
occurence bn:00047732n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
rouen bn:03268781n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
code postal bn:00063770n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
mot de passe bn:00023218n;1; 1; 1; 1; 1; 1; 0; 1; 1; 0; 1; 
rows bn:03611246n;1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 0; 
