X;C1;C2;C3;C4;C5;C6;C7;C8;C9;C10;CJA
page web statiques;0.00729927;0;0;0;0;0;0;0;0;0;0
navigateur;0;0;0;0.00666667;0;0;0;0;0;0;0
disque dur;0.0555556;0;0;0;0;0.0377358;0.0842105;0;0;0.0310078;0
client serveur;0.0986842;0;0;0;0.0700935;0.0681818;0;0;0.0747664;0.056391;0
ensemble;0.0144928;0;0;0;0;0;0;0;0;0.00793651;0
javascript;0.282787;0.258427;0.249249;0.273438;0.28866;0.300341;0;0;0.278912;0.252199;0
perl;0.14881;0;0.104478;0.138122;0.123348;0;0;0;0.117904;0.104317;0
python;0.0555556;0;0.0323887;0;0.038835;0.0377358;0;0;0;0;0
code source;0.0555556;0;0;0;0.038835;0.0377358;0;0;0;0;0.0418848
fichier texte;0.217593;0.217021;0.240678;0.20524;0.212687;0.230483;0.175824;0;0;0;0.206226
mise en forme;0.0285714;0;0;0.0261438;0;0;0;0;0;0;0.0213904
affichage;0.293671;0.341709;0.486683;0.333333;0.418317;0.42963;0.193798;0;0.383133;0.395089;0.354369
gras;0.0285714;0;0.0164609;0.0261438;0;0;0;0;0;0;0
chemin;0.0986842;0;0;0;0.0700935;0.0681818;0;0;0.0747664;0.056391;0
lien hypertextes;0.21659;0.21097;0;0.204348;0.202952;0.211679;0;0.183784;0.233962;0.239344;0
textuels;0.00729927;0;0;0;0;0;0;0;0;0;0
page web dynamique;0.0144928;0;0;0;0;0.00970874;0;0;0;0;0
champ de saisie;0.123457;0.126374;0;0.114286;0;0;0;0.132231;0.0986547;0.112782;0
size;0.119048;0;0.0981132;0;0.111111;0;0;0.172131;0;0.10219;0.124402
vide;0.0285714;0;0;0;0;0;0;0;0;0.015748;0.0213904
liste déroulante;0.0285714;0;0;0.0261438;0;0.0192308;0;0;0;0;0
sélectionner;0.0555556;0;0;0;0;0.0377358;0;0;0;0.0310078;0.0418848
déclencher;0.0144928;0;0.00829876;0;0;0;0;0;0;0;0
réinitialisation;0.0144928;0.0124224;0;0;0;0;0;0;0;0;0
langage impératif;0.00729927;0;0;0;0;0;0;0;0;0;0
impératif;0.0144928;0;0;0;0;0.00970874;0;0;0;0;0
affectation;0.183784;0.174757;0.166667;0;0;0.161943;0.172414;0;0;0.132653;0.151515
booléen;0.187192;0.211009;0.202797;0.203791;0;0;0.185185;0.152941;0;0.195286;0.190083
réalité;0.0144928;0;0;0;0;0.00970874;0;0;0;0;0
concatène;0.00729927;0;0;0;0;0;0;0;0;0;0
addition;0.105263;0;0.0627451;0;0;0.0727273;0;0;0.0744186;0.0601504;0
soustraction;0.105263;0;0;0;0;0.0727273;0;0;0.0744186;0.0601504;0.080402
multiplié;0.00729927;0;0;0;0;0;0;0;0;0;0
modulo;0.105263;0;0.0627451;0;0;0;0;0;0.0744186;0.0601504;0.080402
égalité;0.0285714;0;0;0.0261438;0.019802;0;0;0;0;0;0
logiques;0.279661;0.297003;0.400504;0;0.351706;0.371053;0.188235;0.21791;0.361478;0.413965;0.340483
syntaxe;0.265152;0;0.296736;0.314394;0.315615;0.309446;0;0;0.310231;0.272727;0.309278
prenom;0.154696;0;0;0;0.138655;0.130612;0.167883;0.163121;0.142857;0.14539;0
structure de contrôle;0.208122;0.191781;0.179931;0;0.2;0.204724;0;0;0.175781;0;0.1875
définition;0.265152;0;0.296736;0.314394;0.315615;0.309446;0;0;0.310231;0.272727;0.309278
initialiser;0.167568;0.165854;0.164234;0;0.14876;0.168724;0.159722;0;0;0;0.153509
dépendre;0.105263;0;0.0627451;0;0;0.0727273;0;0;0;0.0601504;0.080402
passwd;0.0144928;0;0;0;0.01;0;0;0;0;0;0
phase;0.0555556;0;0;0;0.038835;0.0377358;0;0;0;0;0.0418848
être utile;0.0555556;0;0.0323887;0;0;0.0377358;0;0;0;0;0.0418848
boucle while;0.0789474;0;0;0;0;0;0;0.11215;0.0657277;0.0610687;0.071066
euro;0.0144928;0;0;0;0;0.00970874;0;0;0;0;0
etc;0.178571;0;0.114815;0;0.130435;0.127119;0;0;0.139738;0.106383;0
détruire;0.0486111;0;0;0;0;0;0.0736842;0;0.0338164;0.0311284;0
second;0.0285714;0;0.0164609;0;0;0;0;0;0.0197044;0;0
ordinateur;0.0555556;0;0;0;0;0.0377358;0;0;0.0386473;0.0310078;0
développement web;0;0;0;0.0509554;0.038835;0.0377358;0;0;0;0.0310078;0
organisation;0;0;0;0;0;0.0192308;0;0;0;0.015748;0.0213904
premier;0;0;0.0323887;0;0;0.0377358;0;0;0;0.0310078;0.0418848
devoir sur table;0;0;0;0;0;0;0;0;0;0.00398406;0
semaine;0;0;0.0164609;0;0;0.0192308;0;0;0;0.015748;0
devoir maison;0;0;0;0;0;0;0;0;0;0.00398406;0
interrogation;0;0;0;0;0.019802;0;0;0;0;0.015748;0.0213904
générale;0;0;0;0;0;0.0192308;0;0;0;0.015748;0.0213904
explication;0;0;0;0;0;0;0;0;0;0.00398406;0
front office;0;0;0;0;0;0;0;0;0;0.00398406;0
front;0;0;0;0;0;0;0;0;0;0.00398406;0
xamp;0;0;0.0323887;0;0.038835;0;0;0;0.0386473;0.0310078;0
internet;0;0;0.118081;0;0.13913;0.135593;0;0;0.138528;0.113475;0.148837
faille de sécurité;0;0;0;0;0.01;0;0;0;0;0.00793651;0
sql;0;0;0.1;0;0.122807;0.114894;0;0.211382;0.122271;0.115942;0
concret;0;0;0;0;0;0;0;0;0;0.00793651;0.0108108
chaîne;0;0;0;0;0;0.0192308;0;0;0.0197044;0;0.0213904
head;0;0;0;0.0509554;0.038835;0.0377358;0;0;0;0.0310078;0
informatique;0;0;0;0;0.038835;0.0377358;0;0;0;0.0310078;0.0418848
w3c;0;0;0.0627451;0.0969697;0;0.0727273;0;0;0.0744186;0.0601504;0
dtd;0;0;0;0.0509554;0;0.0377358;0;0;0.0386473;0.0310078;0
firefox;0;0;0;0;0.01;0;0;0;0;0.00793651;0
internet explorer;0;0;0;0;0.01;0;0;0;0;0.00793651;0
internet explorer 9;0;0;0;0;0;0;0;0;0;0.00398406;0
recherche;0;0;0;0;0;0.00970874;0;0;0;0.00793651;0
descriptions;0;0;0;0;0.019802;0.0192308;0;0;0;0.015748;0
précision;0;0;0;0;0;0;0;0;0;0.00398406;0
paragraphe;0;0;0;0.013245;0;0;0;0;0;0.00793651;0
h2;0;0;0;0.0261438;0.019802;0;0;0;0;0.015748;0
terme technique;0;0;0;0;0;0;0;0;0;0.00398406;0
tr;0;0;0;0;0.01;0;0;0;0;0.00793651;0
insertion;0;0;0.0164609;0.0261438;0;0;0;0;0;0.015748;0
img;0;0;0.0164609;0;0;0.0192308;0;0;0;0.015748;0
infobulle;0;0;0;0;0;0;0;0;0;0.00398406;0
balise html;0;0;0.0323887;0;0;0.0377358;0;0;0.0386473;0.0310078;0
js;0;0;0;0;0.01;0;0;0;0;0.00793651;0
css;0;0;0.00829876;0;0;0;0;0;0;0.00793651;0
dns;0;0;0;0;0;0;0;0;0;0.00398406;0
logique métier;0;0;0;0;0.01;0;0;0;0;0.00793651;0
port 443;0;0;0;0;0;0;0;0;0;0.00398406;0
host;0;0;0;0;0.0700935;0.0681818;0;0.140187;0.0697674;0.0603774;0
uniform resource identifier;0;0;0;0;0;0;0;0;0;0.00398406;0
ipv4;0;0;0;0;0;0;0;0;0;0.00398406;0
ipv6;0;0;0;0;0;0;0;0;0;0.00398406;0
visiter;0;0;0;0;0;0;0;0;0;0.00398406;0
nom de domaine;0;0;0;0;0;0;0;0;0;0.00398406;0
domaine;0;0;0;0;0;0;0;0;0;0.00398406;0
sous-domaines;0;0;0;0;0;0;0;0;0;0.00398406;0
common gateway interface;0;0;0;0;0;0.00970874;0;0;0;0.00793651;0
gateway;0;0;0;0;0;0;0;0;0;0.00398406;0
lire;0;0;0.211221;0.300469;0.244275;0.238806;0;0;0.243346;0.203822;0.259109
langage de programmation;0;0.197309;0.1843;0.218009;0.204724;0.214008;0;0;0;0.169935;0.217573
