X;C1;C2;C3;C4;C5;C6;C7;C8;C9;C10;CJA
open source;0;0;0.0323887;0;0;0;0;0;0.0386473;0.0310078;0.0418848
grand nombre;0;0;0.0323887;0;0;0.0377358;0;0;0.0386473;0.0310078;0
facebook;0;0;0;0;0.019802;0;0;0;0.0197044;0.015748;0
wikipédia;0;0;0;0;0;0;0;0;0.0197044;0.015748;0.0213904
installation;0;0;0;0;0.019802;0;0;0;0;0.015748;0.0213904
wamp;0;0;0.0323887;0;0.038835;0;0;0;0.0386473;0.0310078;0
mamp;0;0;0;0;0.019802;0;0;0;0.0197044;0.015748;0
éditeur de texte;0;0;0;0;0;0;0;0;0.0197044;0.015748;0.0213904
macos;0;0;0.0164609;0;0.019802;0;0;0;0;0.015748;0
windows;0;0;0.0627451;0;0.0747664;0.0727273;0;0;0;0.0601504;0.080402
emacs;0;0;0;0;0;0.00970874;0;0;0;0.00793651;0
nano;0;0;0;0;0;0;0;0;0;0.00398406;0
langage c;0;0;0.0627451;0.0969697;0;0;0;0;0.0744186;0.0601504;0.080402
attribut;0;0;0;0;0.038835;0;0;0;0.0386473;0.0310078;0.0418848
integer;0;0;0.103704;0;0.127193;0.114407;0;0.219512;0;0.115523;0.13615
concaténation;0;0.157068;0;0;0.140351;0.127119;0;0;0.12987;0.11032;0.139535
opérateur logiques;0;0;0.0323887;0;0;0.0377358;0;0;0.0386473;0.0310078;0
multiplication;0;0;0.211221;0.300469;0.244275;0.238806;0;0;0.243346;0.203822;0.259109
division;0;0;0.0627451;0;0;0.0727273;0;0;0.0744186;0.0601504;0.080402
valeur numérique;0;0;0.0164609;0;0;0;0;0;0.0197044;0.015748;0
comparaison;0;0.109948;0.101887;0;0;0;0;0.170732;0.115044;0.105839;0.12381
égal;0;0;0.118081;0.176796;0;0.135593;0;0;0.138528;0.113475;0.148837
inférieur;0;0;0;0;0;0.0377358;0;0;0.0386473;0.0310078;0.0418848
mathématiques;0;0;0;0;0;0;0;0;0;0.00398406;0
extraction;0;0;0;0;0;0;0;0;0;0.00398406;0
procédural;0;0;0.00829876;0;0;0;0;0;0;0.00793651;0
capables;0;0;0;0.013245;0;0;0;0;0;0.00793651;0
tableau associatifs;0;0;0;0;0.019802;0;0.043956;0;0;0.015748;0
hash;0;0;0.0627451;0.0969697;0.0747664;0;0;0;0;0.0601504;0.080402
sizeof;0;0;0;0;0;0;0;0;0.00995025;0.00793651;0
rappel;0;0;0.172535;0.185366;0.186992;0.164062;0.198675;0;0.176707;0.158249;0
serveur;0;0;0.0977444;0.122222;0.110619;0;0;0.170732;0.12;0.10989;0
unix;0;0;0.0323887;0;0.038835;0;0;0;0;0.0310078;0.0418848
page;0;0;0.00829876;0;0;0;0;0;0;0.00793651;0
possibilité;0;0;0;0.176796;0.13913;0.135593;0;0;0.138528;0.113475;0.148837
linux;0;0;0.0627451;0;0.0747664;0.0727273;0;0;0.0744186;0.0601504;0
line;0;0;0;0;0;0;0;0;0;0.00793651;0.0108108
rows;0;0.0479042;0;0;0;0.0377358;0;0;0.0386473;0.0310078;0
query string;0;0;0;0;0.01;0;0;0;0;0.00793651;0
clique;0;0;0;0;0;0;0;0;0;0.00398406;0
analyser;0;0;0;0;0;0;0;0;0;0.00398406;0
variables;0;0;0;0;0;0;0;0;0;0.00398406;0
femme;0;0;0;0;0;0;0;0.0421053;0.0197044;0.015748;0
ok;0;0;0;0;0;0;0;0;0;0.00398406;0
droit;0;0;0.0627451;0.0969697;0.0747664;0.0727273;0;0;0;0.0601504;0
générique;0;0;0.0164609;0;0;0;0;0;0;0.015748;0.0213904
échouer;0;0;0;0;0;0;0;0;0;0.00398406;0
contacter;0;0;0;0;0.01;0;0;0;0;0.00793651;0
pouvoir;0;0;0;0;0;0.00970874;0;0;0;0.00793651;0
standard;0;0;0.0627451;0;0.0747664;0.0727273;0;0;0;0.0601504;0.080402
conditionnelles;0;0;0.0323887;0;0;0;0;0;0.0386473;0.0310078;0.0418848
diagramme;0;0;0;0;0;0;0;0.0215054;0;0.00793651;0
switch;0;0.222707;0.232877;0.205357;0;0;0.202312;0.191011;0.203008;0.228477;0.206349
bloc;0;0;0.0323887;0;0.038835;0;0;0;0;0.0310078;0.0418848
prix unitaire;0;0;0;0;0;0;0;0.0215054;0;0.00793651;0
boucle for;0;0;0;0;0;0.0727273;0;0.149533;0.0744186;0.0601504;0.080402
répéter;0;0;0.0323887;0;0.038835;0;0;0;0.0386473;0.0310078;0
initialisation;0;0;0;0;0.019802;0;0;0;0;0.015748;0.0213904
incrémentation;0;0;0.0164609;0;0;0;0;0;0;0.015748;0.0213904
mettre à jour;0;0;0;0;0;0;0;0;0;0.00398406;0
col;0;0;0;0;0;0;0;0;0;0.00398406;0
evaluation;0;0;0;0;0;0;0;0;0;0.00398406;0
binôme;0;0;0;0;0;0;0;0;0;0.00398406;0
constantes;0;0;0.0164609;0;0;0;0;0;0.0197044;0.015748;0
créer;0;0.0245399;0;0;0;0.0192308;0;0;0;0.015748;0
env;0;0;0.0627451;0;0.0747664;0;0.15534;0;0.0744186;0.0601504;0
session;0;0.0124224;0;0;0;0;0;0;0;0.00793651;0
temps;0;0.233202;0.268608;0.237705;0.258065;0.248252;0.230769;0;0.248227;0.228659;0
adresse ip;0;0;0;0;0;0;0;0;0.00995025;0.00793651;0
ip;0;0;0.0164609;0;0;0;0;0;0.0197044;0.015748;0
réutilisation;0;0;0;0;0;0;0;0;0.0197044;0.015748;0.0213904
entité;0;0;0.118081;0;0.13913;0.135593;0;0;0.138528;0.113475;0.148837
entité html;0;0;0.0164609;0;0;0;0;0;0.0197044;0.015748;0
comportement;0;0;0.211221;0.300469;0.244275;0.238806;0;0;0.243346;0.203822;0.259109
trim;0;0.151832;0.107011;0;0.131004;0.132479;0;0;0.130435;0.102837;0
séquence;0;0;0.103321;0;0;0.118644;0;0.227642;0.131004;0.115108;0.140845
bcd;0;0;0;0;0;0.00970874;0;0;0;0.00793651;0
unset;0;0;0.0323887;0.0509554;0;0;0;0;0.0386473;0.0310078;0
vrai;0;0;0;0;0;0.00970874;0;0;0;0.00793651;0
disponible;0;0;0.0283401;0;0;0.0330189;0;0.0707071;0;0.0311284;0
vides;0;0;0;0;0;0;0;0;0;0.00398406;0
possibles;0;0;0.0323887;0;0.038835;0.0377358;0;0;0;0.0310078;0
id;0;0;0.103704;0;0.127193;0.114407;0;0.219512;0;0.115523;0.13615
essayer;0;0;0;0;0.019802;0.0192308;0;0;0;0.015748;0
impossible;0;0;0.0627451;0;0.0747664;0.0727273;0;0;0;0.0601504;0.080402
mp4;0;0;0;0;0;0;0;0;0;0.00398406;0
stream;0;0;0.00829876;0;0;0;0;0;0;0.00793651;0
développement;0;0;0;0;0.019802;0;0;0;0;0.015748;0.0213904
système de gestion;0;0;0.0323887;0;0.038835;0.0377358;0;0;0;0.0310078;0
dbms;0;0;0.0323887;0.0509554;0;0.0377358;0;0;0;0.0310078;0
system;0;0;0.118081;0;0.13913;0.135593;0;0;0.138528;0.113475;0.148837
logiciel système;0;0;0;0;0;0;0;0;0.00995025;0.00793651;0
complexité;0;0;0;0;0;0;0;0;0.00995025;0.00793651;0
postgresql;0;0;0;0;0;0.0192308;0;0;0.0197044;0.015748;0
mariadb;0;0;0;0;0;0;0;0;0.00995025;0.00793651;0
coder;0;0;0;0;0.0747664;0.0727273;0;0;0.0744186;0.0601504;0.080402
handle;0;0;0.0164609;0.0261438;0;0;0;0;0;0.015748;0
bibliothèque;0;0;0;0;0.0700935;0.0681818;0;0.140187;0;0.0603774;0.0753769
connecteur;0;0;0;0;0;0;0;0;0;0.00398406;0
pilote;0;0;0;0;0;0.00970874;0;0;0;0.00793651;0
odbc;0;0;0;0;0;0.00970874;0;0;0;0.00793651;0
phpmyadmin;0;0;0.0323887;0;0.038835;0;0;0;0.0386473;0.0310078;0
hébergeur;0;0;0.0323887;0;0;0.0377358;0;0;0.0386473;0.0310078;0
travers;0;0;0;0;0.038835;0;0;0.0808081;0;0.0310078;0.0418848
mdp;0;0.0689655;0.0513834;0;0;0.059633;0;0.102804;0;0.0613027;0
delete;0;0;0.054902;0;0.0704225;0.0636364;0;0.130841;0;0.0606061;0
val;0;0;0.00829876;0;0;0;0;0;0;0.00793651;0
debugger;0;0;0;0;0;0;0;0;0;0.00793651;0.0108108
nobody;0;0;0;0;0;0;0;0;0;0.00398406;0
printf;0;0.0914286;0;0;0.0747664;0;0;0;0.0744186;0.0601504;0.080402
dater;0;0;0;0;0;0;0;0;0;0.00398406;0
sql server;0;0;0;0;0;0.0192308;0;0;0.0197044;0.015748;0
ecriture;0;0;0.118081;0.176796;0.13913;0;0;0;0.138528;0.113475;0.148837
exec;0;0;0;0;0;0;0;0;0;0.00398406;0
poo;0;0;0.0627451;0;0.0747664;0;0;0;0.0744186;0.0601504;0.080402
classe;0;0;0.0323887;0;0.038835;0;0;0;0;0.0310078;0.0418848
classe type;0;0;0;0;0;0;0;0;0.00995025;0.00793651;0
concept;0;0;0;0;0;0;0;0;0.0197044;0.015748;0.0213904
héritage;0;0;0.178451;0;0.197674;0.197719;0;0.303226;0.20155;0.203333;0.219917
encapsulation;0;0;0;0;0;0;0;0;0.0197044;0.015748;0.0213904
caractéristique;0;0;0;0;0.0747664;0.0727273;0;0;0.0744186;0.0601504;0.080402
hériter;0;0;0;0;0;0;0;0;0.0197044;0.015748;0.0213904
polymorphisme;0;0;0.0323887;0;0;0;0;0;0.0386473;0.0310078;0.0418848
constructeur;0;0;0.178451;0;0.197674;0.197719;0;0.303226;0.20155;0.203333;0.219917
importer;0;0;0;0.0727273;0;0.0642202;0;0.11215;0;0.0610687;0.071066
redéfinition;0;0;0.0323887;0;0;0;0;0;0.0386473;0.0310078;0.0418848
portée;0;0;0.00829876;0;0;0;0;0;0;0.00793651;0
double;0;0;0;0;0;0;0;0;0;0.00398406;0
self;0;0;0.0323887;0;0.038835;0;0;0;0.0386473;0.0310078;0
dehors;0;0;0;0;0;0;0;0;0;0.00793651;0.0108108
uml;0;0;0;0;0;0;0;0.0215054;0;0.00793651;0
web;0;0;0.0323887;0;0;0.0377358;0;0;0;0.0310078;0.0418848
plugins;0;0;0;0;0.01;0;0;0;0;0.00793651;0
erreur;0;0;0;0;0;0;0;0;0;0.00398406;0
nécessaire;0;0;0.0627451;0.0969697;0;0.0727273;0;0;0;0.0601504;0.080402
voir;0;0;0;0;0;0;0;0;0;0.00398406;0
juste;0;0;0.0164609;0;0;0;0;0.0421053;0;0.015748;0
réduire;0;0;0;0;0;0;0;0;0;0.00398406;0
time;0;0;0.0323887;0;0.038835;0;0.0842105;0;0;0.0310078;0
mettre;0;0;0.0164609;0.0261438;0;0;0;0;0;0.015748;0
transaction;0;0;0;0;0;0;0;0;0;0.00398406;0
vente en ligne;0;0;0.0164609;0;0.019802;0;0;0;0;0.015748;0
isoler;0;0;0.00829876;0;0;0;0;0;0;0.00793651;0
bas niveau;0;0;0;0;0.019802;0;0;0;0;0.015748;0.0213904
process mining;0;0;0;0;0;0;0;0;0;0.00398406;0
commettre;0;0;0;0;0.01;0;0;0;0;0.00793651;0
validation;0;0;0;0;0;0;0;0;0;0.00398406;0
vouloir;0;0.157068;0.110701;0;0.130435;0.136752;0;0;0;0.106383;0.14486
rollback;0;0;0.0323887;0;0.038835;0;0;0;0.0386473;0.0310078;0
généralement;0;0.0245399;0;0;0;0;0;0;0;0.015748;0.0213904
mémoire ram;0;0.0124224;0;0;0;0;0;0;0;0.00793651;0
retrouver;0;0;0;0;0.019802;0.0192308;0;0;0;0.015748;0
cohérent;0;0;0.0323887;0;0;0.0377358;0;0;0;0.0310078;0.0418848
isolation;0;0;0;0;0;0;0;0;0.00995025;0.00793651;0
durabilité;0;0;0;0;0;0;0;0;0.00995025;0.00793651;0
jointures;0;0;0.00829876;0;0;0;0;0;0;0.00793651;0
correcte;0;0.0479042;0;0;0;0.0377358;0;0;0;0.0310078;0.0418848
finale;0;0;0.0323887;0;0;0;0;0;0.0386473;0.0310078;0.0418848
système d’exploitation;0;0;0;0;0;0.0192308;0;0;0.0197044;0.015748;0
étrangères;0;0;0;0;0;0;0;0;0;0.00398406;0
innodb;0;0;0.0164609;0;0;0;0;0;0.0197044;0.015748;0
modèle relationnel;0;0;0;0;0;0;0;0;0.00995025;0.00793651;0
relationnel;0;0;0.0323887;0;0;0;0;0;0.0386473;0.0310078;0.0418848
perdre;0;0;0;0;0;0;0;0;0;0.00398406;0
oublier;0;0;0;0;0;0;0.0224719;0;0;0.00793651;0
compatible;0;0;0.0164609;0;0;0;0;0;0;0.015748;0.0213904
université de rouen;0;0.00625;0;0;0;0;0;0;0;0;0
évolué;0;0.00625;0;0;0;0;0;0;0;0;0
manuel;0;0.00625;0;0;0;0;0;0;0;0;0
français;0;0.00625;0;0;0;0;0;0;0;0;0
attention;0;0.0479042;0.0323887;0;0.038835;0;0;0;0;0;0.0418848
faute de frappe;0;0.0124224;0;0;0;0;0;0;0;0;0.0108108
entiers;0;0.12973;0.111538;0;0.107143;0;0.151261;0;0.106667;0;0.104265
3.14;0;0.0245399;0;0;0.019802;0;0;0;0;0;0.0213904
expr;0;0.00625;0;0;0;0;0;0;0;0;0
spécifique;0;0.00625;0;0;0;0;0;0;0;0;0
inverse;0;0.00625;0;0;0;0;0;0;0;0;0
trie;0;0.00625;0;0;0;0;0;0;0;0;0
accès;0;0.00625;0;0;0;0;0;0;0;0;0
strcmp;0;0.0124224;0.00829876;0;0;0;0;0;0;0;0
occurence;0;0.00625;0;0;0;0;0;0;0;0;0
décompte;0;0.0245399;0.0164609;0;0;0.0192308;0;0;0;0;0
valeur de retour;0;0.0479042;0.0323887;0;0;0.0377358;0;0;0.0386473;0;0
passage par référence;0;0.0245399;0;0.0261438;0;0;0;0;0;0;0.0213904
traiter;0;0.00625;0;0;0;0;0;0;0;0;0
navigation;0;0.0124224;0;0.013245;0;0;0;0;0;0;0
rouen;0;0.00625;0;0;0;0;0;0;0;0;0
code postal;0;0.0124224;0;0;0;0.00970874;0;0;0;0;0
bouton radio;0;0.0124224;0;0;0;0.00970874;0;0;0;0;0
radio;0;0.0479042;0;0.0509554;0;0.0377358;0;0;0.0386473;0;0
multiple;0;0.0124224;0;0;0;0;0;0;0.00995025;0;0
touche ctrl;0;0.00625;0;0;0;0;0;0;0;0;0
transfert de fichier;0;0.00625;0;0;0;0;0;0;0;0;0
fread;0;0.0245399;0.0164609;0.0261438;0;0;0;0;0;0;0
fin de fichier;0;0.0124224;0.00829876;0;0;0;0;0;0;0;0
existence;0;0.0245399;0;0;0.019802;0.0192308;0;0;0;0;0
carte d’identité;0;0.00625;0;0;0;0;0;0;0;0;0
min;0;0.0124224;0;0;0;0.00970874;0;0;0;0;0
exe;0;0.00625;0;0;0;0;0;0;0;0;0
xhtml;0;0.0124224;0.00829876;0;0;0;0;0;0;0;0
2.0;0;0.00625;0;0;0;0;0;0;0;0;0
base;0;0;0.00416667;0;0;0;0;0;0;0;0
séparateur;0;0;0.00829876;0;0;0.00970874;0;0;0;0;0
supprimer;0;0;0.00416667;0;0;0;0;0;0;0;0
précédence;0;0;0.00829876;0;0;0;0;0;0;0;0.0108108
bits;0;0;0.0164609;0;0.019802;0;0;0;0;0;0.0213904
strftime;0;0;0.00829876;0;0.01;0;0;0;0;0;0
modifier;0;0;0.00416667;0;0;0;0;0;0;0;0
numériques;0;0;0.00416667;0;0;0;0;0;0;0;0
réels;0;0;0.0164609;0;0;0.0192308;0;0;0;0;0.0213904
enum;0;0;0.00416667;0;0;0;0;0;0;0;0
fulltext;0;0;0.00416667;0;0;0;0;0;0;0;0
fichier par;0;0;0.00416667;0;0;0;0;0;0;0;0
sortie;0;0;0.00829876;0;0;0;0;0;0;0;0.0108108
sortie standard;0;0;0.0164609;0.0261438;0.019802;0;0;0;0;0;0
fermer;0;0;0.00829876;0;0;0.00970874;0;0;0;0;0
système de fichiers;0;0;0.00416667;0;0;0;0;0;0;0;0
comparer;0;0;0.00416667;0;0;0;0;0;0;0;0
couleurs;0;0;0.118081;0.176796;0.13913;0.135593;0;0;0.138528;0;0.148837
rectangle;0;0;0.00416667;0;0;0;0;0;0;0;0
polygones;0;0;0.00416667;0;0;0;0;0;0;0;0
destructeur;0;0;0.00416667;0;0;0;0;0;0;0;0
nouveauté;0;0;0.00416667;0;0;0;0;0;0;0;0
sauvegarder;0;0;0.0323887;0;0.038835;0.0377358;0;0;0;0;0.0418848
inspirer;0;0;0.00416667;0;0;0;0;0;0;0;0
rasmus lerdorf;0;0;0.00829876;0;0.01;0;0;0;0;0;0
site personnel;0;0;0.00416667;0;0;0;0;0;0;0;0
interpreter;0;0;0.00829876;0;0;0.00970874;0;0;0;0;0
contributeurs;0;0;0.00416667;0;0;0;0;0;0;0;0
juin;0;0;0.00829876;0;0.01;0;0;0;0;0;0
zeev suraski;0;0;0.00829876;0;0.01;0;0;0;0;0;0
modulaire;0;0;0.00829876;0;0.01;0;0;0;0;0;0
extensible;0;0;0.00416667;0;0;0;0;0;0;0;0
supplémentaires;0;0;0.0164609;0;0.019802;0.0192308;0;0;0;0;0
manquer;0;0;0.00829876;0;0;0.00970874;0;0;0;0;0
zend;0;0;0.00829876;0;0.01;0;0;0;0;0;0
zend engine;0;0;0.00829876;0;0.01;0;0;0;0;0;0
mai;0;0;0.00416667;0;0;0;0;0;0;0;0
c++;0;0;0.0627451;0.0969697;0.0747664;0.0727273;0;0;0;0;0.080402
forum;0;0;0.00416667;0;0;0;0;0;0;0;0
messagerie;0;0;0.00829876;0;0;0;0;0;0.00995025;0;0
banque;0;0;0.0164609;0.0261438;0;0.0192308;0;0;0;0;0
publication en ligne;0;0;0.00416667;0;0;0;0;0;0;0;0
incorporer;0;0;0.00416667;0;0;0;0;0;0;0;0
semblant;0;0;0.00416667;0;0;0;0;0;0;0;0
dédier;0;0;0.00416667;0;0;0;0;0;0;0;0
vitesse;0;0;0.00829876;0;0;0.00970874;0;0;0;0;0
côté;0;0;0.00416667;0;0;0;0;0;0;0;0
vbscript;0;0;0.00416667;0;0;0;0;0;0;0;0
jscript;0;0;0.00416667;0;0;0;0;0;0;0;0
activex;0;0;0.00416667;0;0;0;0;0;0;0;0
portage;0;0;0.00416667;0;0;0;0;0;0;0;0
plate-forme;0;0;0.00829876;0;0;0;0;0;0;0;0.0108108
langage de programmation procédural;0;0;0.00829876;0;0.01;0;0;0;0;0;0
mac;0;0;0.00829876;0;0.01;0;0;0;0;0;0
distribution linux;0;0;0.00829876;0;0.01;0;0;0;0;0;0
mode;0;0;0.118081;0.176796;0.13913;0.135593;0;0;0.138528;0;0.148837
répertoire personnel;0;0;0.00416667;0;0;0;0;0;0;0;0
complexe;0;0;0.0323887;0;0.038835;0.0377358;0;0;0;0;0.0418848
uvre;0;0;0.0323887;0.0509554;0;0.0377358;0;0;0;0;0.0418848
employer;0;0;0.00829876;0;0.01;0;0;0;0;0;0
easyphp;0;0;0.00416667;0;0;0;0;0;0;0;0
coloration syntaxique;0;0;0.00416667;0;0;0;0;0;0;0;0
mozilla;0;0;0.00829876;0.013245;0;0;0;0;0;0;0
galeon;0;0;0.00416667;0;0;0;0;0;0;0;0
konqueror;0;0;0.00416667;0;0;0;0;0;0;0;0
bordélique;0;0;0.00416667;0;0;0;0;0;0;0;0
endroit;0;0;0.0323887;0;0.038835;0.0377358;0;0;0.0386473;0;0
souple;0;0;0.00416667;0;0;0;0;0;0;0;0
point-virgule;0;0;0.0164609;0;0;0.0192308;0;0;0;0;0.0213904
sensible;0;0;0.0323887;0.0509554;0.038835;0.0377358;0;0;0;0;0
lettre;0;0;0.00829876;0;0.01;0;0;0;0;0;0
contexte;0;0;0.00829876;0;0;0;0;0;0;0;0.0108108
transtypage;0;0;0.0323887;0.0509554;0;0.0377358;0;0;0;0;0.0418848
