X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6 ; CJA
php bn:01753580n ; 0.0869565 ; 0 ; 0.142857 ; 0 ; 0 ; 0 ; 0 ; 0
texte bn:00076732n ; 0 ; 0 ; 0.1875 ; 0 ; 0 ; 0.0857143 ; 0 ; 0.137931
fichier bn:00021475n ; 0.214286 ; 0 ; 0 ; 0 ; 0 ; 0.189189 ; 0.263158 ; 0.181818
données bn:00025314n ; 0 ; 0 ; 0 ; 0.206897 ; 0.21875 ; 0.216216 ; 0 ; 0.176471
base de donnees bn:00025333n ; 0 ; 0 ; 0.269231 ; 0.235294 ; 0.314286 ; 0.238095 ; 0 ; 0.27027
site bn:00047172n ; 0 ; 0 ; 0 ; 0 ; 0.137931 ; 0.114286 ; 0 ; 0.133333
client web bn:00013447n ; 0 ; 0 ; 0 ; 0 ; 0.137931 ; 0.114286 ; 0 ; 0.133333
langage de script bn:01431715n ; 0 ; 0 ; 0 ; 0.12 ; 0 ; 0.117647 ; 0.2 ; 0
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.12 ; 0 ; 0.117647 ; 0 ; 0.1
sélectionner bn:00084931v ; 0 ; 0.111111 ; 0 ; 0 ; 0 ; 0 ; 0.2 ; 0.137931
code bn:00020354n ; 0.30303 ; 0.25 ; 0 ; 0 ; 0 ; 0.292683 ; 0.269231 ; 0.297297
afficher bn:00087013v ; 0.206897 ; 0 ; 0.3 ; 0 ; 0.21875 ; 0 ; 0 ; 0.212121
nécessaire bn:00107182a ; 0 ; 0.206897 ; 0 ; 0 ; 0.15625 ; 0 ; 0.210526 ; 0.225806
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.037037
fois bn:00032768n ; 0.304348 ; 0.377778 ; 0 ; 0.333333 ; 0.361702 ; 0.458333 ; 0 ; 0.3
class bn:03598962n ; 0.206897 ; 0.233333 ; 0 ; 0.206897 ; 0 ; 0.216216 ; 0 ; 0
commentaires bn:00020978n ; 0.25 ; 0.305556 ; 0 ; 0.323529 ; 0.25641 ; 0.309524 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0.0869565 ; 0 ; 0.0606061 ; 0 ; 0
syntaxe bn:00062118n ; 0.304348 ; 0.377778 ; 0 ; 0.333333 ; 0.361702 ; 0.458333 ; 0 ; 0.3
personne bn:00046516n ; 0.16 ; 0 ; 0 ; 0 ; 0.137931 ; 0.114286 ; 0 ; 0
hiérarchie bn:00044017n ; 0.0454545 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
langage bn:00049910n ; 0 ; 0.297297 ; 0 ; 0.314286 ; 0.315789 ; 0.302326 ; 0 ; 0.243902
méthode bn:01641329n ; 0.178571 ; 0 ; 0 ; 0.178571 ; 0 ; 0.228571 ; 0.277778 ; 0
pouvoir bn:00084450v ; 0.0869565 ; 0.08 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
timestamp bn:03603649n ; 0.16 ; 0.148148 ; 0 ; 0 ; 0 ; 0.114286 ; 0 ; 0
pouvoir bn:00084451v ; 0 ; 0.0416667 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
client bn:00019764n ; 0 ; 0.2 ; 0.25 ; 0.214286 ; 0.225806 ; 0 ; 0 ; 0
echo bn:03626250n ; 0 ; 0.08 ; 0 ; 0.0869565 ; 0 ; 0 ; 0 ; 0
rue bn:00074595n ; 0 ; 0 ; 0.0769231 ; 0 ; 0 ; 0 ; 0 ; 0
void bn:01326821n ; 0 ; 0.0416667 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
exception bn:00032118n ; 0 ; 0.08 ; 0.142857 ; 0 ; 0 ; 0 ; 0 ; 0
wamp bn:01708928n ; 0 ; 0 ; 0 ; 0 ; 0.0740741 ; 0.0606061 ; 0 ; 0
symfony bn:02798620n ; 0 ; 0 ; 0 ; 0.0454545 ; 0 ; 0 ; 0 ; 0
doctype bn:15839327n ; 0 ; 0 ; 0 ; 0.0454545 ; 0 ; 0 ; 0 ; 0
environnement de développement bn:00748100n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.037037
realisateur bn:00027369n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.03125 ; 0 ; 0
informatique bn:00100175a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0606061 ; 0 ; 0.0714286
