X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6 ; CJA
C11 ; 1 ; 0.142857 ; 0.375 ; 0.1 ; 0.285714 ; 0.0833333 ; 0.142857 ; 0.153846
C15 ; 0.142857 ; 1 ; 0.222222 ; 0.222222 ; 0.125 ; 0.0833333 ; 0.142857 ; 0.0714286
C17 ; 0.375 ; 0.222222 ; 1 ; 0.0769231 ; 0.2 ; 0.142857 ; 0.1 ; 0.285714
C19 ; 0.1 ; 0.222222 ; 0.0769231 ; 1 ; 0.2 ; 0.454545 ; 0.222222 ; 0.2
C3 ; 0.285714 ; 0.125 ; 0.2 ; 0.2 ; 1 ; 0.272727 ; 0.125 ; 0.454545
C5 ; 0.0833333 ; 0.0833333 ; 0.142857 ; 0.454545 ; 0.272727 ; 1 ; 0.181818 ; 0.428571
C6 ; 0.142857 ; 0.142857 ; 0.1 ; 0.222222 ; 0.125 ; 0.181818 ; 1 ; 0.153846
CJA ; 0.153846 ; 0.0714286 ; 0.285714 ; 0.2 ; 0.454545 ; 0.428571 ; 0.153846 ; 1
