X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6 ; CJA
programmation bn:00021493n ; 0.25 ; 0.25 ; 0.25 ; 0.26 ; 0 ; 0.259615 ; 0.27619 ; 0
class bn:03598962n ; 0.097561 ; 0.097561 ; 0 ; 0.102564 ; 0 ; 0.0963855 ; 0 ; 0
commentaires bn:00020978n ; 0.177778 ; 0.177778 ; 0 ; 0.186047 ; 0.15534 ; 0.175824 ; 0 ; 0
composer bn:14766022n ; 0.166667 ; 0.166667 ; 0.176471 ; 0 ; 0 ; 0 ; 0.172043 ; 0.182927
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0.0277778 ; 0 ; 0.025974 ; 0 ; 0
syntaxe bn:00062118n ; 0.247619 ; 0.259615 ; 0 ; 0.257426 ; 0.263158 ; 0.281553 ; 0 ; 0.255102
personne bn:00046516n ; 0.0512821 ; 0 ; 0 ; 0 ; 0.043956 ; 0.0506329 ; 0 ; 0
hiérarchie bn:00044017n ; 0.0133333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
définition bn:00025928n ; 0.349206 ; 0 ; 0.330645 ; 0.33871 ; 0.386364 ; 0.315385 ; 0.348837 ; 0.317073
langage bn:00049910n ; 0 ; 0.166667 ; 0 ; 0.174419 ; 0.156863 ; 0.164835 ; 0 ; 0.182927
mise bn:00016287n ; 0.097561 ; 0.097561 ; 0 ; 0 ; 0.0842105 ; 0 ; 0.0930233 ; 0
mode bn:00033729n ; 0.377953 ; 0.356589 ; 0 ; 0.346457 ; 0.392593 ; 0.385827 ; 0.325926 ; 0.325397
configuration bn:03088982n ; 0.177778 ; 0.177778 ; 0.188235 ; 0.186047 ; 0.15534 ; 0 ; 0 ; 0
xml bn:02771436n ; 0.097561 ; 0 ; 0.103896 ; 0 ; 0.0842105 ; 0 ; 0.0930233 ; 0
postgresql bn:01709156n ; 0.097561 ; 0.097561 ; 0.103896 ; 0.102564 ; 0 ; 0 ; 0 ; 0
web bn:00080772n ; 0 ; 0.168539 ; 0 ; 0.162791 ; 0.158416 ; 0 ; 0.148936 ; 0.170732
méthode bn:01641329n ; 0.097561 ; 0 ; 0 ; 0.102564 ; 0 ; 0.0963855 ; 0.0930233 ; 0
bits bn:00010731n ; 0.166667 ; 0.166667 ; 0 ; 0 ; 0.145631 ; 0.177778 ; 0 ; 0.182927
foreach bn:03463379n ; 0.284314 ; 0.259615 ; 0 ; 0 ; 0.230769 ; 0.257143 ; 0.238532 ; 0.268041
pouvoir bn:00084450v ; 0.0263158 ; 0.0263158 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
information bn:00046705n ; 0 ; 0 ; 0.176471 ; 0.174419 ; 0.156863 ; 0.164835 ; 0 ; 0.182927
timestamp bn:03603649n ; 0.0512821 ; 0.0512821 ; 0 ; 0 ; 0 ; 0.0506329 ; 0 ; 0
easyphp bn:14837849n ; 0.097561 ; 0.097561 ; 0 ; 0.102564 ; 0.0842105 ; 0 ; 0 ; 0
pouvoir bn:00084451v ; 0 ; 0.0133333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
impossible bn:00104687a ; 0 ; 0.097561 ; 0 ; 0 ; 0.0842105 ; 0.0963855 ; 0 ; 0.108108
public bn:00109211a ; 0.097561 ; 0.097561 ; 0 ; 0 ; 0.0842105 ; 0.0963855 ; 0 ; 0
en-tête bn:00043309n ; 0 ; 0.177778 ; 0.188235 ; 0 ; 0.15534 ; 0 ; 0.170213 ; 0.195122
client bn:00019764n ; 0 ; 0.097561 ; 0.103896 ; 0.102564 ; 0.0842105 ; 0 ; 0 ; 0
java bn:00048043n ; 0 ; 0.264151 ; 0.277228 ; 0.27451 ; 0.25641 ; 0.285714 ; 0.277778 ; 0
file bn:00065682n ; 0 ; 0.097561 ; 0.103896 ; 0.102564 ; 0 ; 0 ; 0 ; 0.108108
echo bn:03626250n ; 0 ; 0.0263158 ; 0 ; 0.0277778 ; 0 ; 0 ; 0 ; 0
rue bn:00074595n ; 0 ; 0 ; 0.0142857 ; 0 ; 0 ; 0 ; 0 ; 0
void bn:01326821n ; 0 ; 0.0133333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
classe bn:03608262n ; 0 ; 0.264151 ; 0.277228 ; 0.27451 ; 0.25641 ; 0.285714 ; 0.277778 ; 0
exception bn:00032118n ; 0 ; 0.0263158 ; 0.028169 ; 0 ; 0 ; 0 ; 0 ; 0
wamp bn:01708928n ; 0 ; 0 ; 0 ; 0 ; 0.0224719 ; 0.025974 ; 0 ; 0
symfony bn:02798620n ; 0 ; 0 ; 0 ; 0.0140845 ; 0 ; 0 ; 0 ; 0
doctype bn:15839327n ; 0 ; 0 ; 0 ; 0.0140845 ; 0 ; 0 ; 0 ; 0
environnement de développement bn:00748100n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0149254
realisateur bn:00027369n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0131579 ; 0 ; 0
informatique bn:00100175a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.025974 ; 0 ; 0.0294118
