X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6 ; CJA
C11 ; 1 ; 0.25 ; 0.285714 ; 0.25 ; 0.166667 ; 0.2 ; 0.166667 ; 0.166667
C15 ; 0.25 ; 1 ; 0.142857 ; 0.333333 ; 0.2 ; 0.25 ; 0.2 ; 0.2
C17 ; 0.285714 ; 0.142857 ; 1 ; 0.142857 ; 0.25 ; 0.125 ; 0.25 ; 0.25
C19 ; 0.25 ; 0.333333 ; 0.142857 ; 1 ; 0.2 ; 0.25 ; 0.2 ; 0.2
C3 ; 0.166667 ; 0.2 ; 0.25 ; 0.2 ; 1 ; 0.166667 ; 0.142857 ; 0.333333
C5 ; 0.2 ; 0.25 ; 0.125 ; 0.25 ; 0.166667 ; 1 ; 0.4 ; 0.166667
C6 ; 0.166667 ; 0.2 ; 0.25 ; 0.2 ; 0.142857 ; 0.4 ; 1 ; 0.142857
CJA ; 0.166667 ; 0.2 ; 0.25 ; 0.2 ; 0.333333 ; 0.166667 ; 0.142857 ; 1
