X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6 ; CJA
php bn:01753580n ; 0.0327869 ; 0 ; 0.0327869 ; 0 ; 0 ; 0 ; 0 ; 0
texte bn:00076732n ; 0 ; 0 ; 0.0491803 ; 0 ; 0 ; 0.0491803 ; 0 ; 0.0655738
fichier bn:00021475n ; 0.0983607 ; 0 ; 0 ; 0 ; 0 ; 0.114754 ; 0.0819672 ; 0.0983607
données bn:00025314n ; 0 ; 0 ; 0 ; 0.0983607 ; 0.114754 ; 0.131148 ; 0 ; 0.0983607
base de donnees bn:00025333n ; 0 ; 0 ; 0.114754 ; 0.131148 ; 0.180328 ; 0.163934 ; 0 ; 0.163934
site bn:00047172n ; 0 ; 0 ; 0 ; 0 ; 0.0655738 ; 0.0655738 ; 0 ; 0.0655738
client web bn:00013447n ; 0 ; 0 ; 0 ; 0 ; 0.0655738 ; 0.0655738 ; 0 ; 0.0655738
langage de script bn:01431715n ; 0 ; 0 ; 0 ; 0.0491803 ; 0 ; 0.0655738 ; 0.0491803 ; 0
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.0491803 ; 0 ; 0.0655738 ; 0 ; 0.0491803
sélectionner bn:00084931v ; 0 ; 0.0491803 ; 0 ; 0 ; 0 ; 0 ; 0.0491803 ; 0.0655738
code bn:00020354n ; 0.163934 ; 0.147541 ; 0 ; 0 ; 0 ; 0.196721 ; 0.114754 ; 0.180328
afficher bn:00087013v ; 0.0983607 ; 0 ; 0.0983607 ; 0 ; 0.114754 ; 0 ; 0 ; 0.114754
nécessaire bn:00107182a ; 0 ; 0.0983607 ; 0 ; 0 ; 0.0819672 ; 0 ; 0.0655738 ; 0.114754
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0163934
fois bn:00032768n ; 0.229508 ; 0.278689 ; 0 ; 0.245902 ; 0.278689 ; 0.360656 ; 0 ; 0.245902
class bn:03598962n ; 0.0983607 ; 0.114754 ; 0 ; 0.0983607 ; 0 ; 0.131148 ; 0 ; 0
commentaires bn:00020978n ; 0.147541 ; 0.180328 ; 0 ; 0.180328 ; 0.163934 ; 0.213115 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0.0327869 ; 0 ; 0.0327869 ; 0 ; 0
syntaxe bn:00062118n ; 0.229508 ; 0.278689 ; 0 ; 0.245902 ; 0.278689 ; 0.360656 ; 0 ; 0.245902
personne bn:00046516n ; 0.0655738 ; 0 ; 0 ; 0 ; 0.0655738 ; 0.0655738 ; 0 ; 0
hiérarchie bn:00044017n ; 0.0163934 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
langage bn:00049910n ; 0 ; 0.180328 ; 0 ; 0.180328 ; 0.196721 ; 0.213115 ; 0 ; 0.163934
méthode bn:01641329n ; 0.0819672 ; 0 ; 0 ; 0.0819672 ; 0 ; 0.131148 ; 0.0819672 ; 0
pouvoir bn:00084450v ; 0.0327869 ; 0.0327869 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
timestamp bn:03603649n ; 0.0655738 ; 0.0655738 ; 0 ; 0 ; 0 ; 0.0655738 ; 0 ; 0
pouvoir bn:00084451v ; 0 ; 0.0163934 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
client bn:00019764n ; 0 ; 0.0983607 ; 0.0819672 ; 0.0983607 ; 0.114754 ; 0 ; 0 ; 0
echo bn:03626250n ; 0 ; 0.0327869 ; 0 ; 0.0327869 ; 0 ; 0 ; 0 ; 0
rue bn:00074595n ; 0 ; 0 ; 0.0163934 ; 0 ; 0 ; 0 ; 0 ; 0
void bn:01326821n ; 0 ; 0.0163934 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
exception bn:00032118n ; 0 ; 0.0327869 ; 0.0327869 ; 0 ; 0 ; 0 ; 0 ; 0
wamp bn:01708928n ; 0 ; 0 ; 0 ; 0 ; 0.0327869 ; 0.0327869 ; 0 ; 0
symfony bn:02798620n ; 0 ; 0 ; 0 ; 0.0163934 ; 0 ; 0 ; 0 ; 0
doctype bn:15839327n ; 0 ; 0 ; 0 ; 0.0163934 ; 0 ; 0 ; 0 ; 0
environnement de développement bn:00748100n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0163934
realisateur bn:00027369n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0163934 ; 0 ; 0
informatique bn:00100175a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0327869 ; 0 ; 0.0327869
