X;C3.csv;C5.csv;C6.csv;CJA-automatic.csv
cas particulier;0.2;0.2;0;0
générale;0.2;0.2;0;0
quelconques;0.2;0.2;0;0
soustraction;0.2;0.2;0;0
classiques;0.2;0.2;0;0
inférieur;0.2;0.2;0;0
table de multiplication;0.333333;0.333333;0;0.333333
factorielles;0.333333;0.333333;0;0.333333
enfant;0.333333;0.333333;0;0.333333
common gateway interface;0.333333;0.333333;0;0.333333
pouvoir;0.333333;0.333333;0;0.333333
après;0.2;0.2;0;0
bouton radio;0.333333;0.333333;0;0.333333
radio;0.333333;0.333333;0;0.333333
case à cocher;0.333333;0.333333;0;0.333333
clic;0.2;0.2;0;0
exclusifs;0.333333;0.333333;0;0.333333
sélectionner;0.2;0.2;0;0
avoir accès;0.333333;0.333333;0;0.333333
phrase;0.333333;0.333333;0;0.333333
bébé;0.333333;0.333333;0;0.333333
distance;0.333333;0.333333;0;0.333333
vrai;0.333333;0.333333;0;0.333333
nom de personne;0.333333;0.333333;0;0.333333
permis de chasse;0.333333;0.333333;0;0.333333
capital;0.333333;0.333333;0;0.333333
coûter;0.333333;0.333333;0;0.333333
groupe;0.333333;0.333333;0;0.333333
liste déroulante;0.333333;0.333333;0;0.333333
incomplète;0.333333;0.333333;0;0.333333
devinette;0.333333;0.333333;0;0.333333
manipulation;0.333333;0.333333;0;0.333333
abuser;0.333333;0.333333;0;0.333333
string;0.333333;0.333333;0;0.333333
matrice;0.333333;0.333333;0;0.333333
boucle for;0.2;0.2;0;0
couple;0.333333;0.333333;0;0.333333
touch;0.333333;0.333333;0;0.333333
hoaxbuster;0.333333;0.333333;0;0.333333
virus;0.333333;0.333333;0;0.333333
e-mail;0.333333;0.333333;0;0.333333
identifier;0.333333;0.333333;0;0.333333
xxvii;0.333333;0.333333;0;0.333333
pilote;0.333333;0.333333;0;0.333333
fonction de base;0.333333;0.333333;0;0.333333
migration;0.333333;0.333333;0;0.333333
comme;0.333333;0.333333;0;0.333333
adodb;0.333333;0.333333;0;0.333333
metadata;0.333333;0.333333;0;0.333333
mssql;0.333333;0.333333;0;0.333333
firebird;0.333333;0.333333;0;0.333333
informix;0.333333;0.333333;0;0.333333
odbc;0.333333;0.333333;0;0.333333
clore;0.2;0.2;0;0
explicitement;0.333333;0.333333;0;0.333333
ansi;0.333333;0.333333;0;0.333333
homogène;0.333333;0.333333;0;0.333333
adresse mail;0.333333;0.333333;0;0.333333
copier-coller;0.333333;0.333333;0;0.333333
rendre;0.333333;0.333333;0;0.333333
détecter;0.2;0.2;0;0
envier;0.333333;0.333333;0;0.333333
souhaitable;0.333333;0.333333;0;0.333333
force brute;0.333333;0.333333;0;0.333333
bc;0.333333;0.333333;0;0.333333
temps de calcul;0.333333;0.333333;0;0.333333
compliquer;0.333333;0.333333;0;0.333333
chaîne littérale;0.333333;0.333333;0;0.333333
tex;0.333333;0.333333;0;0.333333
alex;0.333333;0.333333;0;0.333333
thomas;0.333333;0.333333;0;0.333333
avoir envie de;0.333333;0.333333;0;0.333333
impératif;0.333333;0.333333;0;0.333333
fonctionnalité;0.2;0.2;0;0
archiver;0.333333;0.333333;0;0.333333
stocker;0.2;0.2;0;0
particulier;0.333333;0.333333;0;0.333333
data source name;0.333333;0.333333;0;0.333333
héberger;0.333333;0.333333;0;0.333333
légèrement;0.333333;0.333333;0;0.333333
configurer;0.333333;0.333333;0;0.333333
affichage;0.2;0.2;0;0
tel;0.333333;0.333333;0;0.333333
fax;0.333333;0.333333;0;0.333333
guise;0.333333;0.333333;0;0.333333
rows;0.333333;0.333333;0;0.333333
bcd;0.333333;0.333333;0;0.333333
sous-répertoire;0.333333;0.333333;0;0.333333
article de presse;0.333333;0.333333;0;0.333333
copier;0.2;0.2;0;0
horizontale;0.333333;0.333333;0;0.333333
fin de paragraphe;0.333333;0.333333;0;0.333333
système d’exploitation;0.333333;0.333333;0;0.333333
disque dur;0.333333;0.333333;0;0.333333
disquette;0.333333;0.333333;0;0.333333
mini-site;0.333333;0.333333;0;0.333333
accès libre;0.333333;0.333333;0;0.333333
libre;0.333333;0.333333;0;0.333333
numéro de téléphone;0.333333;0.333333;0;0.333333
téléphone;0.2;0.2;0;0
énoncé;0.333333;0.333333;0;0.333333
punition;0.333333;0.333333;0;0.333333
récursive;0.333333;0.333333;0;0.333333
retour;0.333333;0.333333;0;0.333333
or;0.333333;0.333333;0;0.333333
compléter;0.333333;0.333333;0;0.333333
féminin;0.333333;0.333333;0;0.333333
chasse;0.333333;0.333333;0;0.333333
chiens;0.333333;0.333333;0;0.333333
amis;0.333333;0.333333;0;0.333333
bienvenue;0.333333;0.333333;0;0.333333
interdit;0.333333;0.333333;0;0.333333
correct;0.2;0.2;0;0
limiter;0.333333;0.333333;0;0.333333
min;0.333333;0.333333;0;0.333333
triche;0.333333;0.333333;0;0.333333
pipotron;0.333333;0.333333;0;0.333333
égard;0.333333;0.333333;0;0.333333
dégradation;0.333333;0.333333;0;0.333333
convient;0.2;0.2;0;0
anticiper;0.333333;0.333333;0;0.333333
préoccuper;0.333333;0.333333;0;0.333333
remémorer;0.333333;0.333333;0;0.333333
globalité;0.333333;0.333333;0;0.333333
possession;0.333333;0.333333;0;0.333333
bon sens;0.333333;0.333333;0;0.333333
correspondante;0.333333;0.333333;0;0.333333
onglets;0.333333;0.333333;0;0.333333
sciences;0.333333;0.333333;0;0.333333
créer;0.333333;0.333333;0;0.333333
chansons;0.333333;0.333333;0;0.333333
genre musicaux;0.333333;0.333333;0;0.333333
parole;0.333333;0.333333;0;0.333333
statistique;0.333333;0.333333;0;0.333333
droit d’auteur;0.333333;0.333333;0;0.333333
supprimer;0.333333;0.333333;0;0.333333
paroles de chanson;0.333333;0.333333;0;0.333333
orthographe;0.333333;0.333333;0;0.333333
familiarisation;0.333333;0.333333;0;0.333333
créneau horaires;0.333333;0.333333;0;0.333333
pouvoir;0.333333;0.333333;0;0.333333
notification;0.333333;0.333333;0;0.333333
tableur;0.333333;0.333333;0;0.333333
dérouler;0.333333;0.333333;0;0.333333
rue;0.333333;0.333333;0;0.333333
seance;0.333333;0.333333;0;0.333333
club de tennis;0.333333;0.333333;0;0.333333
tennis;0.333333;0.333333;0;0.333333
défaire;0.333333;0.333333;0;0.333333
payer;0.333333;0.333333;0;0.333333
sport;0.333333;0.333333;0;0.333333
matériel;0.333333;0.333333;0;0.333333
civile;0.333333;0.333333;0;0.333333
clavier;0.2;0.2;0;0
vol;0.333333;0.333333;0;0.333333
dégradation;0.333333;0.333333;0;0.333333
mettre en prison;0.333333;0.333333;0;0.333333
vainqueur;0.333333;0.333333;0;0.333333
logistiques;0.333333;0.333333;0;0.333333
match;0.333333;0.333333;0;0.333333
caravane;0.333333;0.333333;0;0.333333
branchement;0.333333;0.333333;0;0.333333
lit;0.333333;0.333333;0;0.333333
lit pliants;0.333333;0.333333;0;0.333333
nuit;0.333333;0.333333;0;0.333333
redevance;0.333333;0.333333;0;0.333333
véhicules;0.333333;0.333333;0;0.333333
courrier publicitaires;0.333333;0.333333;0;0.333333
publicitaires;0.333333;0.333333;0;0.333333
car;0.333333;0.333333;0;0.333333
réfrigérateur;0.333333;0.333333;0;0.333333
prestation;0.333333;0.333333;0;0.333333
localisation géographique;0.333333;0.333333;0;0.333333
téléphone;0.333333;0.333333;0;0.333333
entendre;0.333333;0.333333;0;0.333333
fin;0.333333;0.333333;0;0.333333
presque;0.333333;0.333333;0;0.333333
adhérents;0.333333;0.333333;0;0.333333
adhesion;0.333333;0.333333;0;0.333333
euro;0.333333;0.333333;0;0.333333
moindre;0.333333;0.333333;0;0.333333
intuitive;0.333333;0.333333;0;0.333333
vital;0.333333;0.333333;0;0.333333
bibliothèque thématiques;0.333333;0.333333;0;0.333333
thématiques;0.333333;0.333333;0;0.333333
avantageront;0.333333;0.333333;0;0.333333
aphorisme;0.333333;0.333333;0;0.333333
logiciel libres;0.333333;0.333333;0;0.333333
décès;0.333333;0.333333;0;0.333333
seul;0.333333;0.333333;0;0.333333
lieu de naissance;0.333333;0.333333;0;0.333333
multimédia;0.333333;0.333333;0;0.333333
document officiel;0.333333;0.333333;0;0.333333
acte;0.333333;0.333333;0;0.333333
acte de naissance;0.333333;0.333333;0;0.333333
mariage;0.333333;0.333333;0;0.333333
minimales;0.333333;0.333333;0;0.333333
album;0.333333;0.333333;0;0.333333
photo;0.333333;0.333333;0;0.333333
import-export;0.333333;0.333333;0;0.333333
gedcom;0.333333;0.333333;0;0.333333
mormons;0.333333;0.333333;0;0.333333
nom complet;0.333333;0.333333;0;0.333333
jésus-christ;0.333333;0.333333;0;0.333333
logiciel de généalogie;0.333333;0.333333;0;0.333333
stocker;0.333333;0.333333;0;0.333333
maladies;0.333333;0.333333;0;0.333333
bonheur;0.333333;0.333333;0;0.333333
organisation;0.2;0.2;0;0
part;0.333333;0.333333;0;0.333333
exception;0.333333;0.333333;0;0.333333
sexe;0.333333;0.333333;0;0.333333
gravite;0.333333;0.333333;0;0.333333
administratif;0.333333;0.333333;0;0.333333
besoin de savoir;0.333333;0.333333;0;0.333333
fier;0.333333;0.333333;0;0.333333
temps partiel;0.333333;0.333333;0;0.333333
partiel;0.333333;0.333333;0;0.333333
décharges;0.333333;0.333333;0;0.333333
contrat;0.333333;0.333333;0;0.333333
libre accès;0.333333;0.333333;0;0.333333
enseignant;0.333333;0.333333;0;0.333333
vacataires;0.333333;0.333333;0;0.333333
deug;0.333333;0.333333;0;0.333333
service;0.333333;0.333333;0;0.333333
semestre;0.333333;0.333333;0;0.333333
universitaires;0.333333;0.333333;0;0.333333
universitaire;0.333333;0.333333;0;0.333333
économie;0.333333;0.333333;0;0.333333
histoire;0.333333;0.333333;0;0.333333
maître de conférence;0.333333;0.333333;0;0.333333
moins;0.333333;0.333333;0;0.333333
pédagogique;0.333333;0.333333;0;0.333333
titulaires;0.333333;0.333333;0;0.333333
cm;0.333333;0.333333;0;0.333333
travaux dirigés;0.333333;0.333333;0;0.333333
parler;0.333333;0.333333;0;0.333333
obliger;0.333333;0.333333;0;0.333333
philosophie;0.333333;0.333333;0;0.333333
bac;0.333333;0.333333;0;0.333333
chargé;0.333333;0.333333;0;0.333333
chargé de cours;0.333333;0.333333;0;0.333333
criminelles;0.333333;0.333333;0;0.333333
institutions;0.333333;0.333333;0;0.333333
politique;0.333333;0.333333;0;0.333333
littérature;0.333333;0.333333;0;0.333333
littérature germaniques;0.333333;0.333333;0;0.333333
romanes;0.333333;0.333333;0;0.333333
littérature arabes;0.333333;0.333333;0;0.333333
psychologie;0.333333;0.333333;0;0.333333
psychologie clinique;0.333333;0.333333;0;0.333333
psychologie sociale;0.333333;0.333333;0;0.333333
arts;0.333333;0.333333;0;0.333333
musique;0.333333;0.333333;0;0.333333
musicologie;0.333333;0.333333;0;0.333333
anthropologie;0.333333;0.333333;0;0.333333
éthnologie;0.333333;0.333333;0;0.333333
préhistoire;0.333333;0.333333;0;0.333333
civilisation;0.333333;0.333333;0;0.333333
archéologie;0.333333;0.333333;0;0.333333
contemporain;0.333333;0.333333;0;0.333333
géographie;0.333333;0.333333;0;0.333333
géographie physique;0.333333;0.333333;0;0.333333
espace;0.333333;0.333333;0;0.333333
mathématiques;0.2;0.2;0;0
constituants;0.333333;0.333333;0;0.333333
chimie théorique;0.333333;0.333333;0;0.333333
chimie organique;0.333333;0.333333;0;0.333333
astronomie;0.333333;0.333333;0;0.333333
océanographie;0.333333;0.333333;0;0.333333
océanographie physique;0.333333;0.333333;0;0.333333
physique;0.333333;0.333333;0;0.333333
pharmaceutiques;0.333333;0.333333;0;0.333333
génie mécanique;0.333333;0.333333;0;0.333333
génie civil;0.333333;0.333333;0;0.333333
génie informatique;0.333333;0.333333;0;0.333333
procédés;0.333333;0.333333;0;0.333333
biochimie;0.333333;0.333333;0;0.333333
biologie;0.333333;0.333333;0;0.333333
biologie moléculaire;0.333333;0.333333;0;0.333333
moléculaire;0.333333;0.333333;0;0.333333
biologie cellulaire;0.333333;0.333333;0;0.333333
physiologie;0.333333;0.333333;0;0.333333
population;0.333333;0.333333;0;0.333333
écologie;0.333333;0.333333;0;0.333333
organismes;0.333333;0.333333;0;0.333333
éducation;0.333333;0.333333;0;0.333333
epistémologie;0.333333;0.333333;0;0.333333
cultures;0.333333;0.333333;0;0.333333
activité physiques;0.333333;0.333333;0;0.333333
théologie;0.333333;0.333333;0;0.333333
théologie catholique;0.333333;0.333333;0;0.333333
approche;0.333333;0.333333;0;0.333333
vinyl;0.333333;0.333333;0;0.333333
l’album;0.333333;0.333333;0;0.333333
ailleurs;0.333333;0.333333;0;0.333333
problème;0.333333;0.333333;0;0.333333
recherche;0.333333;0.333333;0;0.333333
là;0.333333;0.333333;0;0.333333
centrale;0.333333;0.333333;0;0.333333
intitulé;0.2;0.2;0;0
rock;0.333333;0.333333;0;0.333333
pénétration;0.333333;0.333333;0;0.333333
date de sortie;0.333333;0.333333;0;0.333333
figurer;0.333333;0.333333;0;0.333333
code postal;0.333333;0.333333;0;0.333333
bureau;0.333333;0.333333;0;0.333333
compte en banque;0.333333;0.333333;0;0.333333
numéro isbn;0.333333;0.333333;0;0.333333
axiome;0.333333;0.333333;0;0.333333
residents;0.333333;0.333333;0;0.333333
rolling stones;0.333333;0.333333;0;0.333333
mick jagger;0.333333;0.333333;0;0.333333
keith richard;0.333333;0.333333;0;0.333333
john lennon;0.333333;0.333333;0;0.333333
futur;0.333333;0.333333;0;0.333333
code barre;0.333333;0.333333;0;0.333333
compositeur;0.333333;0.333333;0;0.333333
song;0.333333;0.333333;0;0.333333
varier;0.333333;0.333333;0;0.333333
velvet underground;0.333333;0.333333;0;0.333333
terry riley;0.333333;0.333333;0;0.333333
probabilité;0.333333;0.333333;0;0.333333
mémoriser;0.333333;0.333333;0;0.333333
conceptuel;0.333333;0.333333;0;0.333333
numero;0.333333;0.333333;0;0.333333
facilité;0.333333;0.333333;0;0.333333
alternative;0.333333;0.333333;0;0.333333
quanta;0.333333;0.333333;0;0.333333
intermédiaire;0.2;0.2;0;0
associatif;0.333333;0.333333;0;0.333333
ébauche;0.333333;0.333333;0;0.333333
mémento;0.333333;0.333333;0.333333;0
reference;0.333333;0.333333;0.333333;0
générateur;0.333333;0.333333;0.333333;0
générateur de documentation;0.333333;0.333333;0.333333;0
javadoc;0.333333;0.333333;0.333333;0
style de programmation;0.333333;0.333333;0.333333;0
identificateurs;0.333333;0.333333;0.333333;0
type primitifs;0.333333;0.333333;0.333333;0
type statique;0.333333;0.333333;0.333333;0
hiérarchie;0.333333;0.333333;0.333333;0
nouvelle classe;0.333333;0.333333;0.333333;0
mise en page;0.333333;0.333333;0.333333;0
swing;0.333333;0.333333;0.333333;0
thread;0.333333;0.333333;0.333333;0
section critiques;0.333333;0.333333;0.333333;0
interactive;0.333333;0.333333;0.333333;0
test unitaires;0.333333;0.333333;0.333333;0
unitaires;0.333333;0.333333;0.333333;0
design pattern;0.333333;0.333333;0.333333;0
modèle singleton;0.333333;0.333333;0.333333;0
machine virtuelle java;0.333333;0.333333;0.333333;0
glossaire;0.333333;0.333333;0.333333;0
monde réel;0.333333;0.333333;0.333333;0
concrète;0.333333;0.333333;0.333333;0
grise;0.333333;0.333333;0.333333;0
typiquement;0.333333;0.333333;0.333333;0
encapsuler;0.333333;0.333333;0.333333;0
interagir;0.333333;0.333333;0.333333;0
nom générique;0.333333;0.333333;0.333333;0
consommation;0.333333;0.333333;0.333333;0
hiérarchique;0.333333;0.333333;0.333333;0
sun microsystems;0.333333;0.333333;0.333333;0
james gosling;0.333333;0.333333;0.333333;0
obligatoire;0.333333;0.333333;0.333333;0
lisibilité;0.333333;0.333333;0.333333;0
durée de vie;0.333333;0.333333;0.333333;0
verbe;0.333333;0.333333;0.333333;0
paraphraser;0.333333;0.333333;0.333333;0
intitulé;0.333333;0.333333;0.333333;0
complète;0.333333;0.333333;0.333333;0
lettre minuscules;0.333333;0.333333;0.333333;0
rassembler;0.333333;0.333333;0.333333;0
jar;0.333333;0.333333;0.333333;0
classpath;0.333333;0.333333;0.333333;0
void;0.333333;0.333333;0.333333;0
abstract;0.333333;0.333333;0.333333;0
sémantique;0.333333;0.333333;0.333333;0
matériels;0.333333;0.333333;0.333333;0
spécifique;0.333333;0.333333;0.333333;0
ajouter;0.333333;0.333333;0.333333;0
conformer;0.333333;0.333333;0.333333;0
contribuer;0.333333;0.333333;0.333333;0
concept;0.333333;0.333333;0.333333;0
intérieur;0.333333;0.333333;0.333333;0
classe internes;0.333333;0.333333;0.333333;0
regroupement;0.333333;0.333333;0.333333;0
encapsulation;0.333333;0.333333;0.333333;0
mots-clés;0.333333;0.333333;0.333333;0
modificateurs;0.333333;0.333333;0.333333;0
variable de classe;0.333333;0.333333;0.333333;0
variable de type;0.333333;0.333333;0.333333;0
tentative;0.333333;0.333333;0.333333;0
espace mémoire;0.333333;0.333333;0.333333;0
collector;0.333333;0.333333;0.333333;0
indirectement;0.333333;0.333333;0.333333;0
sémantique;0.333333;0.333333;0.333333;0
cyrillique;0.333333;0.333333;0.333333;0
windows nt;0.333333;0.333333;0.333333;0
système de codage;0.333333;0.333333;0.333333;0
byte;0.333333;0.333333;0.333333;0
simple précision;0.333333;0.333333;0.333333;0
double précision;0.333333;0.333333;0.333333;0
point décimal;0.333333;0.333333;0.333333;0
affection;0.333333;0.333333;0.333333;0
bibliothèque standard;0.333333;0.333333;0.333333;0
primitif;0.333333;0.333333;0.333333;0
autoboxing;0.333333;0.333333;0.333333;0
auparavant;0.333333;0.333333;0.333333;0
noter;0.333333;0.333333;0.333333;0
opérandes;0.333333;0.333333;0.333333;0
mark;0.333333;0.333333;0.333333;0
applicables;0.333333;0.333333;0.333333;0
agrégat;0.333333;0.333333;0.333333;0
fréquents;0.333333;0.333333;0.333333;0
généricité;0.333333;0.333333;0.333333;0
précédente;0.333333;0.333333;0.333333;0
gestion;0.333333;0.333333;0.333333;0
évolution;0.333333;0.333333;0.333333;0
is;0.333333;0.333333;0.333333;0
borne supérieure;0.333333;0.333333;0.333333;0
principales;0.333333;0.333333;0.333333;0
relever;0.333333;0.333333;0.333333;0
opération;0.333333;0.333333;0.333333;0
grand entier;0.333333;0.333333;0.333333;0
enveloppe;0.333333;0.333333;0.333333;0
explicite;0.333333;0.333333;0.333333;0
ordre normal;0.333333;0.333333;0.333333;0
division euclidienne;0.333333;0.333333;0.333333;0
euclidienne;0.333333;0.333333;0.333333;0
arrondir;0.333333;0.333333;0.333333;0
unaires;0.333333;0.333333;0.333333;0
exclusif;0.333333;0.333333;0.333333;0
inférer;0.333333;0.333333;0.333333;0
opérateur booléen;0.333333;0.333333;0.333333;0
négation;0.333333;0.333333;0.333333;0
paramètre formel;0.333333;0.333333;0.333333;0
formel;0.333333;0.333333;0.333333;0
effectifs;0.333333;0.333333;0.333333;0
signature;0.333333;0.333333;0.333333;0
duplication de code;0.333333;0.333333;0.333333;0
pointe;0.333333;0.333333;0.333333;0
capter;0.333333;0.333333;0.333333;0
commande;0.333333;0.333333;0.333333;0
fichier exécutable;0.333333;0.333333;0.333333;0
syntaxique;0.333333;0.333333;0.333333;0
instruction vide;0.333333;0.333333;0.333333;0
vide;0.333333;0.333333;0.333333;0
mettre fin à;0.333333;0.333333;0.333333;0
boucle while;0.333333;0.333333;0.333333;0
jour;0.333333;0.333333;0.333333;0
améliorer;0.333333;0.333333;0.333333;0
mode graphique;0.333333;0.333333;0.333333;0
scanner;0.333333;0.333333;0.333333;0
périphérique;0.333333;0.333333;0.333333;0
approprié;0.333333;0.333333;0.333333;0
accès séquentiel;0.333333;0.333333;0.333333;0
terminal;0.333333;0.333333;0.333333;0
erreur de saisie;0.333333;0.333333;0.333333;0
classloader;0.333333;0.333333;0.333333;0
accessibilité;0.333333;0.333333;0.333333;0
pare-feu;0.333333;0.333333;0.333333;0
technique;0.333333;0.333333;0.333333;0
réutilisation;0.333333;0.333333;0.333333;0
réutilisation de code;0.333333;0.333333;0.333333;0
astre;0.333333;0.333333;0.333333;0
hériter;0.333333;0.333333;0.333333;0
sous-type;0.333333;0.333333;0.333333;0
ascendant;0.333333;0.333333;0.333333;0
planete;0.333333;0.333333;0.333333;0
descendre;0.333333;0.333333;0.333333;0
type dynamique;0.333333;0.333333;0.333333;0
liaison dynamique;0.333333;0.333333;0.333333;0
annotation;0.333333;0.333333;0.333333;0
compatibilité;0.333333;0.333333;0.333333;0
accessible;0.333333;0.333333;0.333333;0
invoquer;0.333333;0.333333;0.333333;0
draw;0.333333;0.333333;0.333333;0
dehors;0.333333;0.333333;0.333333;0
différencier;0.333333;0.333333;0.333333;0
cat;0.333333;0.333333;0.333333;0
division par zéro;0.333333;0.333333;0.333333;0
paquetage;0.333333;0.333333;0.333333;0
normal;0.333333;0.333333;0.333333;0
normalement;0.333333;0.333333;0.333333;0
prendre en compte;0.333333;0.333333;0.333333;0
interfaces graphiques;0.333333;0.333333;0.333333;0
abstract window toolkit;0.333333;0.333333;0.333333;0
prompt;0.333333;0.333333;0.333333;0
containers;0.333333;0.333333;0.333333;0
intermédiaires;0.333333;0.333333;0.333333;0
panel;0.333333;0.333333;0.333333;0
positionnement;0.333333;0.333333;0.333333;0
taille;0.333333;0.333333;0.333333;0
souris;0.333333;0.333333;0.333333;0
généré;0.333333;0.333333;0.333333;0
nature;0.333333;0.333333;0.333333;0
listener;0.333333;0.333333;0.333333;0
touche;0.333333;0.333333;0.333333;0
fenêtre;0.333333;0.333333;0.333333;0
anonyme;0.333333;0.333333;0.333333;0
modèle-vue-contrôleur;0.333333;0.333333;0.333333;0
interface utilisateur;0.333333;0.333333;0.333333;0
paradigme;0.333333;0.333333;0.333333;0
dater;0.333333;0.333333;0.333333;0
adaptabilité;0.333333;0.333333;0.333333;0
type de programme;0.333333;0.333333;0.333333;0
programmation concurrente;0.333333;0.333333;0.333333;0
segment de code;0.333333;0.333333;0.333333;0
garantir;0.333333;0.333333;0.333333;0
consommateur;0.333333;0.333333;0.333333;0
symétrique;0.333333;0.333333;0.333333;0
javabeans;0.333333;0.333333;0.333333;0
couplage;0.333333;0.333333;0.333333;0
cohesion;0.333333;0.333333;0.333333;0
adéquation;0.333333;0.333333;0.333333;0
délicats;0.333333;0.333333;0.333333;0
processus de conception;0.333333;0.333333;0.333333;0
garder;0.333333;0.333333;0.333333;0
impact;0.333333;0.333333;0.333333;0
architecture logicielle;0.333333;0.333333;0.333333;0
minimiser;0.333333;0.333333;0.333333;0
objet métier;0.333333;0.333333;0.333333;0
représentation interne;0.333333;0.333333;0.333333;0
gestion de données;0.333333;0.333333;0.333333;0
applicatives;0.333333;0.333333;0.333333;0
schéma de;0.333333;0.333333;0.333333;0
idéale;0.333333;0.333333;0.333333;0
import;0.333333;0.333333;0.333333;0
view;0.333333;0.333333;0.333333;0
esprit;0.333333;0.333333;0.333333;0
système distribués;0.333333;0.333333;0.333333;0
java ee;0.333333;0.333333;0.333333;0
ejb;0.333333;0.333333;0.333333;0
servlets;0.333333;0.333333;0.333333;0
interrelation;0.333333;0.333333;0.333333;0
plan de test;0.333333;0.333333;0.333333;0
test système;0.333333;0.333333;0.333333;0
cas de test;0.333333;0.333333;0.333333;0
malheureusement;0.333333;0.333333;0.333333;0
régression;0.333333;0.333333;0.333333;0
test de non-régression;0.333333;0.333333;0.333333;0
batterie;0.333333;0.333333;0.333333;0
communauté open source;0.333333;0.333333;0.333333;0
outil;0.333333;0.333333;0.333333;0
test fixture;0.333333;0.333333;0.333333;0
test;0.333333;0.333333;0.333333;0
bean;0.333333;0.333333;0.333333;0
composant;0.333333;0.333333;0.333333;0
assemblé;0.333333;0.333333;0.333333;0
plate-forme java;0.333333;0.333333;0.333333;0
java se;0.333333;0.333333;0.333333;0
convention de nommage;0.333333;0.333333;0.333333;0
environnement de développement;0.333333;0.333333;0.333333;0
personnalisation;0.333333;0.333333;0.333333;0
persistance;0.333333;0.333333;0.333333;0
support de stockage;0.333333;0.333333;0.333333;0
sérialisation;0.333333;0.333333;0.333333;0
canvas;0.333333;0.333333;0.333333;0
théoriques;0.333333;0.333333;0.333333;0
algorithmes;0.333333;0.333333;0.333333;0
fondamentaux;0.333333;0.333333;0.333333;0
structuration;0.333333;0.333333;0.333333;0
interaction;0.333333;0.333333;0.333333;0
unique;0.333333;0.333333;0.333333;0
wikipedia;0.333333;0.333333;0.333333;0
barre de défilement;0.333333;0.333333;0.333333;0
existants;0.333333;0.333333;0.333333;0
an;0.333333;0.333333;0.333333;0
bytecode;0.333333;0.333333;0.333333;0
structure de classe;0.333333;0.333333;0.333333;0
java native interface;0.333333;0.333333;0.333333;0
tutoriel;0.333333;0.333333;0.333333;0
interface de programmation;0.333333;0.333333;0.333333;0
interfaçage;0.333333;0.333333;0.333333;0
programme c;0.333333;0.333333;0.333333;0
wall;0.333333;0.333333;0.333333;0
illustrer;0.333333;0.333333;0.333333;0
procedure;0.333333;0.333333;0.333333;0
descripteur;0.333333;0.333333;0.333333;0
structure de donnée;0.333333;0.333333;0.333333;0
line;0.333333;0.333333;0.333333;0
scanf;0.333333;0.333333;0.333333;0
allocation;0.333333;0.333333;0.333333;0
mémoire dynamique;0.333333;0.333333;0.333333;0
edition;0.333333;0.333333;0.333333;0
java platform, micro edition;0.333333;0.333333;0.333333;0
décembre 2006;0.333333;0.333333;0.333333;0
produit logiciel;0.333333;0.333333;0.333333;0
java runtime environment;0.333333;0.333333;0.333333;0
runtime;0.333333;0.333333;0.333333;0
java development kit;0.333333;0.333333;0.333333;0
débogueur;0.333333;0.333333;0.333333;0
imprécis;0.333333;0.333333;0.333333;0
kit de développement;0.333333;0.333333;0.333333;0
application mobiles;0.333333;0.333333;0.333333;0
pda;0.333333;0.333333;0.333333;0
java card;0.333333;0.333333;0.333333;0
carte à puce;0.333333;0.333333;0.333333;0
javafx;0.333333;0.333333;0.333333;0
encyclopédie;0.333333;0.333333;0.333333;0
éditeur de texte;0.333333;0.333333;0.333333;0
java 2;0.333333;0.333333;0.333333;0
plateforme java;0.333333;0.333333;0.333333;0
