X;C1;C11;C12;C13;C14;C15;C16;C17;C18;C19;C2;C3;C4;C5;C6;C7;C8;C9
navigateur;0;0;0.180851;0.0927152;0.171429;0;0.236453;0;0;0;0.189349;0.194529;0;0.230189;0.205128;0.141026;0.0939597;0.209184
fichier;0.162791;0;0;0.163265;0.114943;0;0.075188;0;0;0;0;0;0;0;0.0728155;0;0;0.0932203
client;0.109589;0;0.137778;0;0.132743;0.164286;0;0.138889;0;0.131737;0;0.120567;0.137097;0;0;0;0;0
base de donnée;0;0;0.186441;0;0;0;0.185629;0.166667;0;0.189944;0;0.148649;0.153846;0.15678;0;0.190476;0;0
donnée;0;0;0.174274;0;0;0;0.22561;0;0;0.2;0.188976;0.151007;0.142857;0.164557;0;0.185185;0;0
php;0;0.0917431;0;0.176471;0.123596;0;0.0656934;0.158537;0;0;0;0;0;0;0.0926829;0;0;0
code;0;0;0;0.119048;0;0;0;0;0.128205;0;0;0;0.0752688;0;0.055;0;0;0.0625
texte;0;0;0.086758;0;0;0;0.147059;0.153846;0;0;0;0;0;0.0794393;0.0883721;0.185714;0;0
commentaire;0.0914634;0.139535;0.273381;0;0;0.180995;0.20354;0;0;0.253275;0;0.28972;0.165854;0.271062;0;0;0.115152;0.264706
post;0;0.194595;0.195652;0.102041;0.202381;0.215385;0;0;0;0;0.131429;0.25;0;0.237548;0.273438;0;0;0.206186
nombre;0;0;0.0941704;0;0.16;0;0;0;0;0.127389;0;0;0.121739;0.128571;0;0.155844;0.213115;0
text;0.0787037;0.210526;0.295238;0;0;0.230469;0.202952;0;0.0772727;0.249084;0.174468;0.356522;0.176707;0.293548;0.303226;0;0;0
sélectionner;0.142857;0;0;0;0;0.0363636;0;0;0;0;0;0;0;0;0.0201005;0;0;0
langage;0.136986;0;0;0;0;0.1;0.142857;0;0;0.143713;0;0.104167;0;0.115556;0;0;0.128205;0.173913
zones;0;0.0784314;0;0.133333;0.123457;0;0;0;0;0;0;0.0333333;0;0;0.0643564;0;0;0
utilisateur;0;0.211268;0.292254;0;0.149038;0.262673;0;0.152709;0.0828729;0;0;0.313846;0.183099;0.245675;0.310469;0;0;0.188596
personne;0;0.106557;0.104072;0;0;0;0;0;0;0;0;0.0935252;0.121739;0.107477;0;0;0.138462;0.138462
méthode post;0;0.189349;0;0;0;0;0.245902;0.127389;0.103175;0.162679;0.178808;0.213115;0;0;0.209486;0.148148;0.0852713;0.169399
passwd;0.0769231;0;0;0;0;0;0;0;0;0;0;0;0;0.0103093;0;0;0;0
mysql;0;0;0.290441;0.0892857;0.198925;0.258537;0;0.197802;0;0.224138;0;0.256881;0.19797;0.219858;0.248201;0;0;0
salaire;0;0;0;0;0;0.0185185;0;0;0;0.0149254;0;0;0;0;0;0;0;0
site;0.156863;0;0.0733945;0;0;0;0.125926;0;0;0;0.133333;0.0690909;0;0.0758294;0;0;0;0
types;0;0.155405;0;0;0.160305;0.161491;0;0;0;0.176796;0;0.152542;0;0.186957;0.169492;0.146789;0;0
session;0;0.14876;0.092511;0;0;0;0;0;0;0.13125;0;0.107914;0;0.115741;0.109091;0;0;0
langage de script;0;0;0;0.138462;0.14;0;0.118881;0;0;0.100629;0.170213;0;0;0.103286;0.106977;0;0;0
afficher;0;0.152672;0.130435;0;0;0;0.155844;0.209524;0;0;0;0.122807;0.141732;0;0.142857;0;0;0
nécessaire;0;0;0;0;0;0.0526316;0;0;0;0;0;0.0301887;0.0652174;0;0.0346535;0;0;0
serveur;0;0;0;0;0;0;0.0168067;0;0;0;0;0;0;0;0.0101523;0;0;0
chaîne;0;0;0;0;0.0759494;0;0;0;0;0.0503597;0;0;0;0.040404;0;0;0.162162;0
helvetica;0;0;0;0;0.0138889;0;0;0;0;0;0;0;0;0;0;0;0;0
web;0;0;0.0821918;0;0;0.152;0;0;0.1;0.118421;0;0.0722022;0;0;0.104265;0;0;0
foreach;0;0.255435;0.245421;0;0;0.241206;0;0;0.126667;0;0.162011;0.286174;0.184211;0.233333;0.272727;0;0;0.207921
timestamp;0;0.115385;0;0;0;0.0819672;0;0;0.125;0;0.0941176;0;0;0.0634146;0.0833333;0;0;0
pouvoir;0;0;0;0;0;0.00934579;0;0;0;0;0;0;0;0;0;0;0;0
bienvenue;0;0.0319149;0;0;0;0;0;0.0428571;0;0;0;0;0;0;0.020202;0;0;0
paris;0;0;0.0197044;0;0;0.0363636;0;0;0;0;0;0;0;0;0;0;0;0.0373832
france;0;0;0.0197044;0;0;0;0;0;0;0.0294118;0.056338;0;0;0;0;0;0;0
programmation web;0;0;0.0386473;0;0;0;0;0;0;0;0;0;0.0869565;0.04;0.0394089;0;0;0
interpréter;0;0;0.0147783;0;0;0;0;0;0;0;0;0;0;0.0205128;0;0;0.0909091;0
opérateurs;0;0;0.0197044;0;0;0;0.0330579;0;0;0;0;0.0152091;0;0;0;0;0;0
cle;0;0;0.140351;0;0;0;0.178808;0;0;0.14881;0.185185;0.122807;0.115385;0;0;0;0;0.179856
classes;0;0;0.23506;0;0;0.261628;0;0.172185;0;0.215;0;0.225166;0;0.174419;0.186047;0;0;0.18232
header;0;0;0.0958904;0;0;0.130769;0;0.138298;0;0;0;0.0830325;0;0;0.0875576;0;0;0.107692
null;0;0;0.0744186;0;0;0;0.120301;0;0;0.108108;0;0;0;0.0769231;0;0;0;0.134454
echo;0;0;0.0386473;0;0;0.0701754;0;0;0;0.0571429;0;0;0;0;0.0394089;0;0;0
positionnement;0;0;0.005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
exe;0;0;0;0.114286;0;0.0363636;0;0.0571429;0;0;0;0;0;0;0;0;0;0
rue;0;0;0;0.114286;0;0;0;0.0571429;0;0;0;0;0;0;0.0201005;0;0;0
thomas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00510204;0;0;0
mysqli;0;0;0;0;0.0533333;0;0;0;0;0;0;0;0;0.0204082;0;0;0;0.0373832
transaction;0;0;0;0;0;0.0363636;0;0;0;0;0;0.0152091;0;0.0204082;0;0;0;0
exception;0;0;0;0;0;0.0185185;0;0.0294118;0;0;0;0;0;0;0;0;0;0
head;0;0;0;0;0;0;0;0;0;0;0;0;0.0454545;0.0204082;0.0201005;0;0;0
wamp;0;0;0;0;0;0;0;0;0;0;0;0.0152091;0;0.0204082;0;0;0;0.0373832
symfony;0;0;0;0;0;0;0;0;0;0.0075188;0;0;0;0;0;0;0;0
inverse;0;0;0;0;0;0;0;0;0;0.0075188;0;0;0;0;0;0;0;0
info;0;0;0;0;0;0;0;0;0;0.0075188;0;0;0;0;0;0;0;0
realisateur;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00518135;0;0;0;0
généralité;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00510204;0;0;0
autre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00510204;0;0;0
