X;A1;A2;A3;A4;A5;C1;C2;C3;C4;C5;C6;C7;C8
man-machine interface;0.0136054;0.017316;0;0;0.0146252;0.0249221;0;0;0;0;0;0;0
kind;0.0236887;0.027897;0.0395257;0;0;0;0.0431655;0;0.0466321;0;0;0;0
rooted;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
difficulty;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
way;0.156832;0.139963;0.195846;0.164859;0.150327;0.19202;0;0.16568;0;0;0;0;0.158654
time;0.545241;0.43253;0.250643;0.410191;0.527578;0.350515;0.32626;0.191595;0.204756;0;0.233333;0.425061;0.350449
research;0.0136054;0.017316;0.0325203;0;0.0146252;0;0;0;0;0;0;0;0
author;0.0136054;0.017316;0;0;0.0146252;0.0249221;0;0;0;0;0;0;0
consulting;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
research development;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
aircraft;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
aircraft industries;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
industries;0.00343643;0;0;0;0.00369686;0;0;0;0;0;0;0;0
ad;0.00684932;0.00873362;0;0.0106383;0;0;0;0;0;0;0;0;0
cad;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
rigorous;0.00684932;0.00873362;0;0;0;0.0126183;0;0;0;0;0;0;0
detailed;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
simulation;0.0462046;0;0.0814815;0;0.0514184;0;0;0.0884615;0;0.135417;0;0.0550661;0
really;0.00684932;0;0;0;0;0.0126183;0;0;0;0;0;0;0.0124611
set;0.147929;0.166966;0.219101;0.205945;0.141304;0.18648;0.209974;0;0;0;0;0.180608;0
output;0.268741;0.253659;0;0.257299;0.247813;0;0.222689;0.21875;0.17619;0.211587;0;0.238731;0.207619
information;0.078905;0.0815109;0.119454;0.102625;0;0;0.123418;0;0;0;0.12;0.102784;0
usually;0.0923318;0.108527;0;0.139535;0;0.149333;0.164134;0;0;0;0;0.119588;0.147757
lend;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
gradual;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
mind;0.0136054;0.017316;0;0.0210526;0.0146252;0;0;0;0;0;0;0;0
input/output;0.00343643;0;0;0;0.00369686;0;0;0;0;0;0;0;0
tool;0.160061;0.150362;0.210983;0.176596;0.152;0.199029;0;0.188406;0;0;0;0.156489;0
very well;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
difficult;0.00343643;0;0.00833333;0;0;0;0;0;0;0;0;0;0
number;0.200886;0.192708;0.223377;0.188605;0.195046;0;0;0;0;0.192192;0.175;0.227612;0.190476
medium;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
state transition;0.194564;0;0.190821;0.236686;0.204856;0.213675;0.223529;0;0;0;0.199461;0.229656;0.227468
alpha state;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
concerning;0.0136054;0.017316;0.0325203;0.0210526;0;0;0;0;0;0;0;0;0
dynamics;0.00684932;0;0;0;0.00736648;0;0;0;0;0;0.0206186;0;0
nature;0.0463576;0.0497925;0.0820896;0.0573566;0.0478723;0;0;0.0807692;0;0;0;0;0
directed graphs;0.0268456;0.0340426;0;0.0412371;0;0;0.0569395;0;0;0;0;0.0362812;0
denoting;0.0136054;0.017316;0;0.0210526;0.0146252;0;0;0;0;0;0;0;0
triggering;0.223011;0.206897;0.221176;0.267961;0.220238;0;0.258065;0;0;0;0.213918;0.256228;0.220408
unstructured;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
hierarchical;0.0268456;0;0;0;0;0.0486322;0.0569395;0;0;0;0;0.0362812;0.048048
gearbox;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
ability;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
orthogonality;0.108239;0.104536;0.135314;0;0.108247;0;0;0.127946;0.105469;0.163793;0;0;0.0958549
flowchart;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
techniques;0.0268456;0.0340426;0;0.0412371;0.0288288;0;0;0;0;0;0;0.0362812;0
computer science;0.0528053;0.0556701;0.100372;0;0.0492091;0;0;0;0;0.132653;0;0.0615385;0
research community;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
main;0.0522876;0.0658436;0;0.0792079;0.056042;0.0927536;0;0;0;0;0;0.0700219;0
possible;0.29525;0.272334;0;0.302439;0.318801;0.285962;0.309434;0;0.216867;0;0.260692;0.309816;0.315697
easily;0.0268456;0.0340426;0;0.0412371;0;0.0486322;0.0569395;0;0;0;0;0;0
forth;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
broadcast;0.0674342;0.0673469;0.0925267;0;0.0685413;0;0;0.103704;0.0742358;0.131068;0;0;0
idea;0.0136054;0.017316;0;0.0210526;0;0.0249221;0;0;0;0;0;0;0
strongly;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
diagrammatic;0.00684932;0.00873362;0;0;0.00736648;0;0;0;0;0;0;0;0
textual;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
mundane name;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
lack;0.00343643;0;0.00833333;0;0;0;0;0;0;0;0;0;0
chart;0.0136054;0.017316;0;0;0;0;0.029304;0;0;0;0;0.0184758;0
version;0.0509868;0.057732;0.1;0.0694789;0.0491228;0.0813953;0;0;0;0;0;0;0
stratification;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
entirety;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
investigation;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
addition;0.0268456;0;0;0.0412371;0.0288288;0.0486322;0;0;0;0;0;0.0362812;0
temporal logic;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
logic;0.0993789;0.123552;0;0.146789;0.106136;0.169761;0;0;0;0;0;0.130879;0.167979
probabilism;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
semantics;0.358042;0.304012;0.240631;0;0.349782;0.259392;0;0.218075;0.175983;0.225166;0.178499;0.276995;0.250883
treatment;0.00684932;0.00873362;0;0;0;0;0;0;0;0;0.0206186;0;0
mentioned;0.00684932;0.00873362;0;0;0;0.0126183;0;0;0;0;0;0;0
implementation;0.0837283;0.0980392;0;0.111628;0.0988075;0.123324;0;0;0;0;0.165354;0.117895;0
graphical representation;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
area;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
location;0.00684932;0.00873362;0;0.0106383;0;0;0;0;0;0;0;0;0
rounded;0.00684932;0;0;0;0.00736648;0;0.0148699;0;0;0;0;0;0
rectangle;0.0136054;0.017316;0;0;0.0146252;0;0.029304;0;0;0;0;0;0
graphics;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
concept;0.251359;0.251969;0.247845;0.315498;0.234222;0.279843;0.275789;0;0;0;0;0.270315;0.282651
euler;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
circles;0.00684932;0.00873362;0;0;0;0;0.0148699;0;0;0;0;0;0
abbreviation;0.00684932;0;0;0.0106383;0;0;0.0148699;0;0;0;0;0;0
occurring;0.0776699;0.0865191;0.109589;0.0930788;0.0702055;0;0.125;0;0.114407;0;0;0;0
instant;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
lb;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
citizen watch;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
america;0.139969;0.140977;0;0.146288;0.127036;0;0.177465;0.130178;0;0;0.178694;0.156;0
angle;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
say;0.00684932;0;0;0;0;0.0126183;0;0;0;0;0.0206186;0;0
added;0.00684932;0.00873362;0;0;0;0;0;0;0;0;0;0;0.0124611
give rise;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
illustrated;0.0268908;0;0.0590551;0.0386598;0.027027;0.0455927;0;0;0;0;0;0;0
achieved;0.026936;0.0297872;0.0551181;0.0387597;0;0;0;0;0;0;0;0;0.042042
time being;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
significance;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
world concerned;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
obvious;0.00684932;0.00873362;0;0.0106383;0;0;0;0;0;0;0;0;0
automata;0.102073;0.0907336;0;0.125874;0.092437;0;0;0.172414;0;0.238739;0;0.109731;0
beeper;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
c d;0.0495868;0;0;0.0648379;0;0.0697674;0;0;0.110048;0;0;0.0619469;0.0751445
am/pm;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
hour;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
month;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
week;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
stopwatch;0.011925;0.0151844;0;0;0;0;0;0;0;0.0348837;0;0;0.0184615
terminology;0.00343643;0;0;0;0;0;0;0;0;0;0;0.00468384;0
distinction;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
likely;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
detected;0.0136054;0.017316;0;0.0210526;0;0;0.029304;0;0;0;0;0;0
normal;0.00684932;0;0;0;0.00736648;0.0126183;0;0;0;0;0;0;0
observation;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
avoided;0.00684932;0;0;0.0106383;0;0;0;0;0;0;0;0;0.0124611
beeping;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
t2;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
sec;0.026936;0.0297872;0;0;0.0270758;0.0425532;0;0;0.0725389;0;0;0;0
sleep;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
available;0.00343643;0;0;0;0;0;0;0;0;0;0;0;0.00626959
things;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
good enough;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
min;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
frequent;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
history;0.219585;0.208333;0;0;0.22606;0.198704;0.212919;0.160099;0.207493;0.137255;0.186813;0;0.189362
corresponding;0.0136054;0;0;0.0210526;0.0146252;0;0;0;0;0;0.040404;0;0
asterisk;0.00684932;0;0;0.0106383;0;0;0.0148699;0;0;0;0;0;0
effect;0.132399;0.136106;0.170213;0.158482;0.130148;0;0.167139;0.122388;0;0;0;0;0.142857
modifying;0.026936;0.0297872;0;0.0360825;0;0.0457317;0;0.0571429;0;0;0;0;0
require;0.131498;0;0.167155;0.154013;0.145902;0.167901;0;0;0;0;0.166667;0.158416;0.169118
pressing;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
contradiction;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
determinism;0.0136054;0;0;0;0;0;0;0.0337553;0;0.0465116;0;0.0184758;0
dashed;0.00684932;0.00873362;0;0;0;0;0.0148699;0;0;0;0;0;0
simultaneous;0.0410509;0;0;0;0.0514184;0;0.085034;0;0.121359;0;0.109091;0;0.0691643
happenings;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
dependence;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
generalization;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
lack;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
application;0.160061;0.150362;0.210983;0.176596;0.152;0.199029;0;0.188406;0;0;0;0.156489;0
radar;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
calibration;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
matter;0.00343643;0;0;0;0;0;0;0;0;0;0;0.00468384;0
omitted;0.00343643;0;0;0;0;0.00634921;0;0;0;0;0;0;0
explicit;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
epsilon;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
possibility;0.142202;0.152134;0.19469;0.174292;0.135048;0;0.186813;0.147826;0;0;0;0.151751;0
merging;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
stubbed;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
rely;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
delta h;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
separate;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
person;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
status;0.00684932;0.00873362;0;0;0;0;0.0148699;0;0;0;0;0;0
light;0.0826709;0;0;0.112941;0.0884354;0.0981432;0;0.166078;0;0.188341;0;0.0981211;0
linked;0.0136054;0;0.0325203;0.0210526;0;0;0;0;0;0;0;0.0184758;0
writing programs;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
death;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
forgotten;0.00343643;0;0;0;0;0.00634921;0;0;0;0;0;0;0
criterion;0.00684932;0;0.0165289;0.0106383;0;0;0;0;0;0;0;0;0
employed;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
right;0.0136054;0.017316;0;0.0210526;0.0146252;0;0;0;0;0;0;0;0
process;0.147929;0.166966;0.219101;0.205945;0.141304;0.18648;0.209974;0;0;0;0;0.180608;0
second;0.201158;0.19322;0;0.205426;0.202744;0.192797;0.237981;0;0.196078;0;0.22905;0.209677;0
beep;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
designer;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
case;0.00684932;0;0;0.0106383;0;0;0;0;0;0;0;0.00932401;0
applicability;0.00343643;0;0.00833333;0;0;0;0;0;0;0;0;0;0
documentation;0.00684932;0;0;0;0;0;0;0.0171674;0;0.0238095;0;0;0
list;0.00684932;0;0;0.0106383;0;0;0;0;0.0220994;0;0;0;0
merely;0.0507365;0.0617284;0;0.079602;0;0.0869565;0.10101;0;0;0;0;0.0656455;0
instructive;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
prescribed;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
mon;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
reason;0.0268908;0.0319149;0.0590551;0.0386598;0.027027;0;0;0;0;0;0;0;0
end time;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
accompanying;0.00343643;0;0;0;0;0;0;0;0;0;0;0;0.00626959
text;0.00684932;0;0;0.0106383;0.00736648;0;0;0;0;0;0;0;0
content;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
reg;0.00343643;0;0;0.00534759;0;0;0;0;0;0;0;0;0
ok;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
topology;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
incomplete;0.00343643;0;0;0.00534759;0;0;0;0;0;0;0;0;0
able;0.00684932;0;0;0;0.00736648;0.0126183;0;0;0;0;0;0;0
generic;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
specifier;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
select;0.00684932;0;0.0165289;0.0106383;0;0;0;0;0;0;0;0;0
disjunction;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
timeout;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
timers;0.0136054;0;0;0;0.0146252;0.0249221;0;0;0.0432432;0;0;0;0
time unit;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
syntax;0.0731707;0.0809717;0;0;0.0727903;0.0977654;0;0.103571;0;0.134884;0;0;0.072973
upper;0.00343643;0;0;0.00534759;0;0;0;0;0;0;0;0;0
purpose;0.00343643;0;0.00833333;0;0;0;0;0;0;0;0;0;0
advantage;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
philosophy;0.00343643;0;0;0;0;0;0;0;0;0;0;0.00468384;0
desirable;0.00684932;0.00873362;0;0.0106383;0;0;0;0;0;0;0;0;0
letter;0.0136054;0.017316;0;0.0210526;0;0;0.029304;0;0;0;0;0;0
word;0.00684932;0.00873362;0;0.0106383;0;0;0;0;0;0;0;0;0
obviously;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
responsible;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
so far;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
sensed;0.00684932;0;0;0;0.00736648;0.0126183;0;0;0;0;0;0;0
respond;0.00684932;0;0;0;0.00736648;0;0;0;0;0.0238095;0;0;0
value;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
instantaneous;0.00684932;0;0;0.0106383;0;0;0.0148699;0;0;0;0;0;0
balance;0.0136054;0.017316;0;0.0210526;0.0146252;0;0;0;0;0;0;0;0
trigger;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
necessarily;0.00684932;0;0.0165289;0.0106383;0;0;0;0;0;0;0;0;0
instantaneously;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
accordingly;0.00684932;0.00873362;0;0;0;0.0126183;0;0;0;0;0;0;0
associate;0.00343643;0;0;0;0;0;0;0;0;0;0;0.00468384;0
meanings;0.00684932;0.00873362;0;0.0106383;0;0;0;0;0;0;0;0;0
entrance;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
port;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
method;0.00343643;0;0;0.00534759;0;0;0;0;0;0;0;0;0
conviction;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
instruction;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
a.;0.0268456;0.0340426;0;0.0412371;0.0288288;0;0;0;0;0;0;0.0362812;0
boolean;0.00343643;0;0;0;0;0;0.00749064;0;0;0;0;0;0
simultaneously;0.00343643;0;0;0;0;0;0.00749064;0;0;0;0;0;0
induced;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
delicate;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
thereof;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
processor;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
problem finding;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
sequential;0.0268456;0.0340426;0;0.0412371;0;0;0;0;0;0;0;0.0362812;0.048048
programming language;0.123613;0.121154;0;0;0.128378;0;0.162242;0.111801;0.163498;0;0.185874;0.11022;0
fit;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
preliminary;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
feature;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
project;0.096063;0.108949;0.172185;0.127021;0.0916667;0.144;0;0;0;0;0;0.117769;0
later;0.00343643;0;0;0;0.00369686;0;0;0;0;0;0;0;0
crossing;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
borderline;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
underlying;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
actually;0.0481728;0.0520833;0;0.0601504;0;0.0674487;0.0784983;0;0.0909091;0;0;0;0
entirely;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
human;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
conceptual;0.0136054;0.017316;0.0325203;0.0210526;0;0;0;0;0;0;0;0;0
economy;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
substates;0.0776699;0.0756972;0;0;0.0813149;0.0931507;0.117834;0;0.138528;0;0.131148;0;0
marriage;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
elementary;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
waive;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
synchronization;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
fully;0.00684932;0;0;0;0.00736648;0;0;0;0;0;0;0.00932401;0
potential;0.00343643;0;0;0.00534759;0;0;0;0;0;0;0;0;0
attempt;0.00343643;0;0;0;0;0.00634921;0;0;0;0;0;0;0
proof method;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
sequence diagram;0.00343643;0;0;0;0;0;0;0;0;0;0;0;0.00626959
supplied;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
shutting;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
conditional;0.00343643;0;0;0;0;0;0.00749064;0;0;0;0;0;0
terminal;0.00684932;0;0;0.0106383;0;0;0.0148699;0;0;0;0;0;0
coin;0.00684932;0;0;0.0106383;0;0;0;0;0;0;0;0.00932401;0
markov chain;0.00343643;0;0;0;0;0;0;0;0;0;0;0.00468384;0
semanticist;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
cooperation;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
communication channels;0.00343643;0;0;0;0.00369686;0;0;0;0;0;0;0;0
handshake;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
acting;0.00343643;0;0;0;0;0;0.00749064;0;0;0;0;0;0
undefined;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
sight;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
defined;0.148607;0;0.186944;0.165939;0.151067;0.184539;0;0.153392;0;0;0;0.142023;0.154217
instant;0.00343643;0;0;0;0;0;0.00749064;0;0;0;0;0;0
intuition;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
wish;0.00343643;0;0;0.00534759;0;0;0;0;0;0;0;0;0
formal syntax;0.0268908;0.0319149;0;0.0386598;0;0;0;0;0;0.0833333;0;0.0340136;0
operational semantics;0.00343643;0;0;0;0;0;0;0;0;0.0120482;0;0;0
least common ancestor;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
definition;0.321945;0.296024;0.231911;0.338926;0.283245;0.294221;0.294007;0;0.164093;0;0;0.297256;0.303509
ordered pair;0.00684932;0.00873362;0;0.0106383;0;0;0;0;0;0;0;0;0
condition c;0.00343643;0;0;0;0;0;0.00749064;0;0;0;0;0;0
error;0.0136054;0.017316;0;0.0210526;0.0146252;0;0;0;0;0;0;0;0
analyzing;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
appropriate;0.00343643;0;0;0.00534759;0;0;0;0;0;0;0;0;0
final result;0.00172117;0;0;0;0;0;0;0;0;0;0;0;0
computing;0.0268456;0.0340426;0;0.0412371;0.0288288;0;0;0;0;0;0;0.0362812;0
exception;0.00684932;0;0;0.0106383;0;0.0126183;0;0;0;0;0;0;0
hardware;0.0136054;0;0;0.0210526;0.0146252;0;0;0;0;0;0;0.0184758;0
papers;0.00343643;0.00438596;0;0;0;0;0;0;0;0;0;0;0
