X ; A1 ; A2 ; A3 ; A4 ; A5 ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8
A1 ; 1 ; 0.414716 ; 0.224638 ; 0.33 ; 0.375 ; 0.280405 ; 0.145329 ; 0.251969 ; 0.11245 ; 0.0753968 ; 0.11236 ; 0.353135 ; 0.117216
A2 ; 0.414716 ; 1 ; 0.189922 ; 0.291228 ; 0.349835 ; 0.298507 ; 0.190476 ; 0.17623 ; 0.103139 ; 0.0666667 ; 0.131915 ; 0.289116 ; 0.0873016
A3 ; 0.224638 ; 0.189922 ; 1 ; 0.189076 ; 0.186813 ; 0.163717 ; 0.108247 ; 0.0978261 ; 0.0387097 ; 0.0689655 ; 0.0225989 ; 0.225 ; 0.0738636
A4 ; 0.33 ; 0.291228 ; 0.189076 ; 1 ; 0.274834 ; 0.285714 ; 0.164557 ; 0.15859 ; 0.062201 ; 0.0334928 ; 0.0950226 ; 0.314815 ; 0.121076
A5 ; 0.375 ; 0.349835 ; 0.186813 ; 0.274834 ; 1 ; 0.241497 ; 0.165441 ; 0.164751 ; 0.114407 ; 0.06639 ; 0.225108 ; 0.306931 ; 0.145669
C1 ; 0.280405 ; 0.298507 ; 0.163717 ; 0.285714 ; 0.241497 ; 1 ; 0.132743 ; 0.140845 ; 0.0631579 ; 0.0315789 ; 0.0935961 ; 0.25 ; 0.121951
C2 ; 0.145329 ; 0.190476 ; 0.108247 ; 0.164557 ; 0.165441 ; 0.132743 ; 1 ; 0.0955056 ; 0.062069 ; 0.0422535 ; 0.0875 ; 0.15261 ; 0.109756
C3 ; 0.251969 ; 0.17623 ; 0.0978261 ; 0.15859 ; 0.164751 ; 0.140845 ; 0.0955056 ; 1 ; 0.0444444 ; 0.0887097 ; 0.0662252 ; 0.146444 ; 0.0180723
C4 ; 0.11245 ; 0.103139 ; 0.0387097 ; 0.062201 ; 0.114407 ; 0.0631579 ; 0.062069 ; 0.0444444 ; 1 ; 0.0444444 ; 0.111111 ; 0.0938967 ; 0.0322581
C5 ; 0.0753968 ; 0.0666667 ; 0.0689655 ; 0.0334928 ; 0.06639 ; 0.0315789 ; 0.0422535 ; 0.0887097 ; 0.0444444 ; 1 ; 0.0178571 ; 0.0657277 ; 0.042735
C6 ; 0.11236 ; 0.131915 ; 0.0225989 ; 0.0950226 ; 0.225108 ; 0.0935961 ; 0.0875 ; 0.0662252 ; 0.111111 ; 0.0178571 ; 1 ; 0.109649 ; 0.121212
C7 ; 0.353135 ; 0.289116 ; 0.225 ; 0.314815 ; 0.306931 ; 0.25 ; 0.15261 ; 0.146444 ; 0.0938967 ; 0.0657277 ; 0.109649 ; 1 ; 0.12987
C8 ; 0.117216 ; 0.0873016 ; 0.0738636 ; 0.121076 ; 0.145669 ; 0.121951 ; 0.109756 ; 0.0180723 ; 0.0322581 ; 0.042735 ; 0.121212 ; 0.12987 ; 1
