X ; science bn:00069670n ; computer bn:00021464n ; statecharts bn:01128895n ; systems bn:15125301n ; david harel bn:03178978n ; mathematics bn:00053823n ; state bn:00023236n ; state machine bn:00212740n ; diagrams bn:00026817n ; communication bn:00021221n ; units bn:00021497n ; language bn:00049910n ; behavior bn:00009657n ; complex bn:00100148a ; complex system bn:03086504n ; problem bn:00048242n ; reactive systems bn:02824399n ; example bn:00032100n ; automobiles bn:00007309n ; networks bn:00024712n ; kind bn:00035907n ; way bn:00033729n ; time bn:00077270n ; simulation bn:00021496n ; set bn:00070697n ; output bn:00036821n ; information bn:00046705n ; tool bn:00077585n ; number bn:00058285n ; state transition bn:03348716n ; nature bn:00057017n ; triggering bn:00082306v ; hierarchical bn:00104156a ; orthogonality bn:00059586n ; main bn:00099598a ; possible bn:00108829a ; broadcast bn:00013234n ; semantics bn:00070404n ; concept bn:00021547n ; occurring bn:00085337v ; america bn:00003341n ; achieved bn:00082226v ; automata bn:00007371n ; c d bn:00016915n ; sec bn:00068672n ; history bn:00044268n ; effect bn:00021961n ; require bn:00091028v ; determinism bn:00026654n ; simultaneous bn:00099916a ; application bn:00005095n ; possibility bn:00045632n ; light bn:00051108n ; second bn:00095974a ; merely bn:00114626r ; reg bn:01922794n ; timers bn:00077309n ; syntax bn:00062118n ; substates bn:00964536n ; conditional bn:00100214a ; defined bn:00086465v ; formal syntax bn:01042120n ; operational semantics bn:02057536n ; definition bn:00025928n ; condition c bn:00675915n ; subset bn:00074971n ; management bn:00053116n ; higraphs bn:01691263n ; finite bn:00102992a ; new york bn:00041611n ; automata theory bn:00152075n ; entity bn:00031027n ; types bn:00016413n ; multiple bn:00107028a ; composite bn:00100155a ; sequence bn:00070574n ; large number bn:14223782n ; goal bn:00030721n ; scenario bn:01190125n ; city bn:03335997n ; workflows bn:00081578n ; plant bn:00035324n ; transition state bn:03731398n ; strategy bn:00069579n ; police bn:00022026n ; transducer bn:00077966n ; code bn:00020354n ; current bn:00096401a ; traffic light bn:00074441n ; bit bn:00010731n ; include bn:00089662v ; logical value bn:00855623n ; gate bn:00037487n ; flip-flop bn:00035248n ; summary bn:00075142n ; autonomous bn:00097830a ; stateflow bn:03369007n ; red light bn:00066676n ; composite states bn:00892979n ; inner bn:00105133a ; deep bn:00101054a ; simple bn:00098053a ; atomic bn:00097696a ; interaction diagram bn:02571962n ; activity diagrams bn:02627321n ; deterministic finite state automata bn:03499526n ; superstate bn:03656095n ; fsa bn:03013778n ; basic bn:00098103a ; fsms bn:03431506n ; state actions bn:00955439n
simulation bn:00021496n ; 0.0526316 ; 0.0769231 ; 0.0434783 ; 0.0714286 ; 0.0606061 ; 0.05 ; 0.0909091 ; 0.0291971 ; 0.0314961 ; 0.1 ; 0.0188679 ; 0.0344828 ; 0.153846 ; 0.0344828 ; 0.025641 ; 0.25 ; 0.150943 ; 0.0266667 ; 0.142857 ; 0.5 ; 0.111111 ; 0.0444444 ; 0.028169 ; 1 ; 0.137931 ; 0.0487805 ; 0.135593 ; 0.0754717 ; 0.102564 ; 0.117647 ; 0.0909091 ; 0.117647 ; 0.153846 ; 0.0597015 ; 0.0434783 ; 0.0344828 ; 0.16 ; 0.0434783 ; 0.0769231 ; 0.0701754 ; 0.039604 ; 0.0666667 ; 0.0434783 ; 0.0952381 ; 0.0769231 ; 0.111111 ; 0.0238095 ; 0.0860215 ; 0.2 ; 0.1 ; 0.0733945 ; 0.0547945 ; 0.142857 ; 0.045977 ; 0.1 ; 0.125 ; 0.111111 ; 0.03125 ; 0.0571429 ; 0.125 ; 0.0733945 ; 0.142857 ; 0.125 ; 0.0567376 ; 0.125 ; 0.2 ; 0.2 ; 0.0666667 ; 0.0909091 ; 0.190476 ; 0.111111 ; 0.0526316 ; 0.0322581 ; 0.0327869 ; 0.0526316 ; 0.2 ; 0.0909091 ; 0.0588235 ; 0.0588235 ; 0.125 ; 0.111111 ; 0.125 ; 0.111111 ; 0.0526316 ; 0.111111 ; 0.125 ; 0.0588235 ; 0.0465116 ; 0.111111 ; 0.0952381 ; 0.0588235 ; 0.0588235 ; 0.125 ; 0.125 ; 0.0344828 ; 0.125 ; 0.2 ; 0.0588235 ; 0.0526316 ; 0.0588235 ; 0.0588235 ; 0.210526 ; 0.0588235 ; 0.0909091 ; 0.0588235 ; 0.111111 ; 0.0588235 ; 0.125 ; 0.125 ; 0.125 ; 0.125
set bn:00070697n ; 0.0754717 ; 0.097561 ; 0.0512821 ; 0.175 ; 0.0615385 ; 0.174419 ; 0.0357143 ; 0.09375 ; 0.107383 ; 0.114286 ; 0.126126 ; 0.222222 ; 0.0322581 ; 0.222222 ; 0.0571429 ; 0.0571429 ; 0.091954 ; 0.0776699 ; 0.137931 ; 0.16 ; 0.0384615 ; 0.109589 ; 0.097561 ; 0.137931 ; 1 ; 0.115942 ; 0.188235 ; 0.112782 ; 0.115942 ; 0.375 ; 0.108108 ; 0.0784314 ; 0.28 ; 0.0824742 ; 0.108108 ; 0.222222 ; 0.0952381 ; 0.0655738 ; 0.258621 ; 0.091954 ; 0.0610687 ; 0.03125 ; 0.0512821 ; 0.111111 ; 0.0689655 ; 0.0384615 ; 0.0547945 ; 0.134454 ; 0.0740741 ; 0.0769231 ; 0.247934 ; 0.0776699 ; 0.137931 ; 0.146789 ; 0.114286 ; 0.04 ; 0.08 ; 0.0869565 ; 0.126984 ; 0.04 ; 0.247934 ; 0.0645161 ; 0.04 ; 0.196078 ; 0.04 ; 0.0740741 ; 0.16 ; 0.0645161 ; 0.0357143 ; 0.105263 ; 0.08 ; 0.0384615 ; 0.166667 ; 0.0898876 ; 0.0188679 ; 0.0740741 ; 0.0740741 ; 0.04 ; 0.0196078 ; 0.04 ; 0.08 ; 0.04 ; 0.08 ; 0.08 ; 0.08 ; 0.04 ; 0.0196078 ; 0.0533333 ; 0.0384615 ; 0.14 ; 0.0196078 ; 0.0196078 ; 0.04 ; 0.04 ; 0.015873 ; 0.0196078 ; 0.0740741 ; 0.04 ; 0.0384615 ; 0.04 ; 0.04 ; 0.0754717 ; 0.0196078 ; 0.0740741 ; 0.04 ; 0.0384615 ; 0.0196078 ; 0.04 ; 0.04 ; 0.04 ; 0.04
output bn:00036821n ; 0.0963855 ; 0.0634921 ; 0.0727273 ; 0.0597015 ; 0.0952381 ; 0.0981595 ; 0.0606061 ; 0.216 ; 0.0597015 ; 0.170213 ; 0.135 ; 0.13913 ; 0.108108 ; 0.13913 ; 0.378378 ; 0.0851064 ; 0.125 ; 0.1 ; 0.228571 ; 0.0606061 ; 0.0333333 ; 0.0357143 ; 0.0536913 ; 0.0487805 ; 0.115942 ; 1 ; 0.114286 ; 0.0330579 ; 0.08 ; 0.0481928 ; 0.156863 ; 0.101266 ; 0.108108 ; 0.242424 ; 0.0727273 ; 0.13913 ; 0.131148 ; 0.038835 ; 0.149533 ; 0.125 ; 0.0740741 ; 0.228571 ; 0.156863 ; 0.0754717 ; 0.258065 ; 0.148148 ; 0.35 ; 0.0769231 ; 0.0606061 ; 0.137931 ; 0.0322581 ; 0.1 ; 0.0487805 ; 0.186047 ; 0.170213 ; 0.0740741 ; 0.0689655 ; 0.262295 ; 0.5 ; 0.0740741 ; 0.0322581 ; 0.102564 ; 0.0740741 ; 0.0526316 ; 0.0740741 ; 0.0606061 ; 0.129032 ; 0.228571 ; 0.129032 ; 0.0701754 ; 0.148148 ; 0.148148 ; 0.119403 ; 0.0571429 ; 0.148148 ; 0.0606061 ; 0.0606061 ; 0.0357143 ; 0.0357143 ; 0.0357143 ; 0.0689655 ; 0.0357143 ; 0.0689655 ; 0.148148 ; 0.0689655 ; 0.0357143 ; 0.0357143 ; 0.0769231 ; 0.0333333 ; 0.0625 ; 0.0357143 ; 0.0357143 ; 0.0357143 ; 0.0357143 ; 0.0512821 ; 0.0357143 ; 0.0606061 ; 0.0740741 ; 0.148148 ; 0.0740741 ; 0.0740741 ; 0.0625 ; 0.0357143 ; 0.129032 ; 0.0740741 ; 0.0333333 ; 0.0740741 ; 0.0357143 ; 0.0357143 ; 0.0357143 ; 0.0357143
information bn:00046705n ; 0.0747664 ; 0.0963855 ; 0.106667 ; 0.1875 ; 0.0294118 ; 0.0855615 ; 0.0727273 ; 0.0931677 ; 0.106667 ; 0.0533333 ; 0.125561 ; 0.220472 ; 0.140351 ; 0.220472 ; 0.056338 ; 0.119403 ; 0.0909091 ; 0.0769231 ; 0.135593 ; 0.156863 ; 0.0377358 ; 0.0512821 ; 0.0969697 ; 0.135593 ; 0.188235 ; 0.114286 ; 1 ; 0.273504 ; 0.114286 ; 0.168421 ; 0.238806 ; 0.405063 ; 0.140351 ; 0.0816327 ; 0.106667 ; 0.220472 ; 0.0941176 ; 0.0650407 ; 0.53125 ; 0.2 ; 0.129032 ; 0.135593 ; 0.106667 ; 0.109589 ; 0.0677966 ; 0.0784314 ; 0.114286 ; 0.133333 ; 0.0727273 ; 0.0363636 ; 0.117647 ; 0.166667 ; 0.135593 ; 0.285714 ; 0.54902 ; 0.0392157 ; 0.0377358 ; 0.0412371 ; 0.125 ; 0.0392157 ; 0.117647 ; 0.313725 ; 0.0392157 ; 0.210526 ; 0.0392157 ; 0.156863 ; 0.0727273 ; 0.0634921 ; 0.156863 ; 0.214286 ; 0.0377358 ; 0.0377358 ; 0.178571 ; 0.0888889 ; 0.0377358 ; 0.156863 ; 0.0727273 ; 0.0192308 ; 0.0192308 ; 0.0392157 ; 0.0377358 ; 0.0392157 ; 0.0377358 ; 0.0377358 ; 0.0377358 ; 0.0392157 ; 0.0392157 ; 0.0526316 ; 0.0784314 ; 0.0740741 ; 0.0392157 ; 0.0392157 ; 0.0392157 ; 0.0392157 ; 0.031746 ; 0.0192308 ; 0.0350877 ; 0.0192308 ; 0.0185185 ; 0.0192308 ; 0.0192308 ; 0.0740741 ; 0.0192308 ; 0.0727273 ; 0.0392157 ; 0.0377358 ; 0.0192308 ; 0.0392157 ; 0.0392157 ; 0.0392157 ; 0.0392157
tool bn:00077585n ; 0.109589 ; 0.0615385 ; 0.140351 ; 0.126984 ; 0.0353982 ; 0.131222 ; 0.0816327 ; 0.0772947 ; 0.383117 ; 0.0677966 ; 0.246862 ; 0.188235 ; 0.0769231 ; 0.188235 ; 0.0166667 ; 0.0701754 ; 0.125984 ; 0.242188 ; 0.0754717 ; 0.0816327 ; 0.02 ; 0.141593 ; 0.151515 ; 0.0754717 ; 0.112782 ; 0.0330579 ; 0.273504 ; 1 ; 0.0683761 ; 0.234375 ; 0.140351 ; 0.253968 ; 0.0769231 ; 0.116788 ; 0.140351 ; 0.188235 ; 0.129032 ; 0.186667 ; 0.197531 ; 0.125984 ; 0.206452 ; 0.0754717 ; 0.140351 ; 0.142857 ; 0.0377358 ; 0.0408163 ; 0.0330579 ; 0.0958084 ; 0.0816327 ; 0.0196078 ; 0.353741 ; 0.242188 ; 0.163265 ; 0.101911 ; 0.145455 ; 0.0204082 ; 0.0408163 ; 0.121212 ; 0.0347826 ; 0.0204082 ; 0.353741 ; 0.163265 ; 0.0204082 ; 0.33526 ; 0.0204082 ; 0.0816327 ; 0.0392157 ; 0.0754717 ; 0.0816327 ; 0.137931 ; 0.02 ; 0.02 ; 0.123077 ; 0.124031 ; 0.02 ; 0.0816327 ; 0.0816327 ; 0.0204082 ; 0.010101 ; 0.0204082 ; 0.02 ; 0.0204082 ; 0.02 ; 0.00990099 ; 0.02 ; 0.0204082 ; 0.0204082 ; 0.0325203 ; 0.0408163 ; 0.039604 ; 0.0204082 ; 0.0204082 ; 0.0204082 ; 0.0204082 ; 0.0181818 ; 0.010101 ; 0.0192308 ; 0.010101 ; 0.00990099 ; 0.010101 ; 0.010101 ; 0.0194175 ; 0.010101 ; 0.0192308 ; 0.010101 ; 0.0408163 ; 0.010101 ; 0.0204082 ; 0.0204082 ; 0.0204082 ; 0.0204082
number bn:00058285n ; 0.181818 ; 0.675 ; 0.0727273 ; 0.0597015 ; 0.179487 ; 0.0848485 ; 0.0294118 ; 0.101449 ; 0.0597015 ; 0.170213 ; 0.0365297 ; 0.0650407 ; 0.108108 ; 0.0650407 ; 0.0851064 ; 0.0408163 ; 0.0588235 ; 0.1 ; 0.102564 ; 0.129032 ; 0.0689655 ; 0.16 ; 0.105634 ; 0.102564 ; 0.115942 ; 0.08 ; 0.114286 ; 0.0683761 ; 1 ; 0.225352 ; 0.372093 ; 0.101266 ; 0.0512821 ; 0.108108 ; 0.0727273 ; 0.0650407 ; 0.131148 ; 0.038835 ; 0.149533 ; 0.285714 ; 0.137255 ; 0.102564 ; 0.156863 ; 0.0754717 ; 0.114286 ; 0.0689655 ; 0.08 ; 0.317647 ; 0.0606061 ; 0.137931 ; 0.142857 ; 0.222222 ; 0.102564 ; 0.159091 ; 0.0784314 ; 0.0740741 ; 0.0689655 ; 0.0547945 ; 0.0909091 ; 0.0740741 ; 0.142857 ; 0.102564 ; 0.0740741 ; 0.111111 ; 0.0740741 ; 0.129032 ; 0.129032 ; 0.102564 ; 0.129032 ; 0.0701754 ; 0.148148 ; 0.0689655 ; 0.056338 ; 0.121212 ; 0.0333333 ; 0.0606061 ; 0.0294118 ; 0.0357143 ; 0.0740741 ; 0.0357143 ; 0.148148 ; 0.0740741 ; 0.148148 ; 0.0689655 ; 0.148148 ; 0.0357143 ; 0.0740741 ; 0.166667 ; 0.0689655 ; 0.030303 ; 0.0740741 ; 0.0740741 ; 0.0357143 ; 0.0357143 ; 0.108108 ; 0.0357143 ; 0.0606061 ; 0.0740741 ; 0.0689655 ; 0.0740741 ; 0.0740741 ; 0.030303 ; 0.0740741 ; 0.0294118 ; 0.0357143 ; 0.0333333 ; 0.0357143 ; 0.0357143 ; 0.0357143 ; 0.0357143 ; 0.0357143
state transition bn:03348716n ; 0.0689655 ; 0.190476 ; 0.0952381 ; 0.181818 ; 0.0533333 ; 0.164835 ; 0.030303 ; 0.0451977 ; 0.223776 ; 0.1 ; 0.140351 ; 0.242424 ; 0.0571429 ; 0.242424 ; 0.0243902 ; 0.05 ; 0.0824742 ; 0.152381 ; 0.117647 ; 0.133333 ; 0.0322581 ; 0.213333 ; 0.202532 ; 0.117647 ; 0.375 ; 0.0481928 ; 0.168421 ; 0.234375 ; 0.225352 ; 1 ; 0.210526 ; 0.153846 ; 0.121212 ; 0.0747664 ; 0.210526 ; 0.242424 ; 0.0851064 ; 0.0606061 ; 0.258065 ; 0.179775 ; 0.120301 ; 0.0555556 ; 0.0952381 ; 0.216216 ; 0.0588235 ; 0.0322581 ; 0.0481928 ; 0.283186 ; 0.0625 ; 0.0645161 ; 0.594059 ; 0.152381 ; 0.266667 ; 0.134454 ; 0.1 ; 0.0333333 ; 0.0666667 ; 0.0784314 ; 0.0519481 ; 0.0333333 ; 0.594059 ; 0.117647 ; 0.0333333 ; 0.451128 ; 0.0333333 ; 0.133333 ; 0.133333 ; 0.0555556 ; 0.0625 ; 0.0930233 ; 0.0666667 ; 0.0322581 ; 0.173913 ; 0.175824 ; 0.015873 ; 0.0625 ; 0.0625 ; 0.0333333 ; 0.0163934 ; 0.0333333 ; 0.0666667 ; 0.0333333 ; 0.0666667 ; 0.0322581 ; 0.0666667 ; 0.0333333 ; 0.0333333 ; 0.0987654 ; 0.0666667 ; 0.0634921 ; 0.0333333 ; 0.0333333 ; 0.0333333 ; 0.0333333 ; 0.0277778 ; 0.0163934 ; 0.0625 ; 0.0333333 ; 0.0322581 ; 0.0333333 ; 0.0333333 ; 0.0307692 ; 0.0163934 ; 0.030303 ; 0.0163934 ; 0.0322581 ; 0.0163934 ; 0.0333333 ; 0.0333333 ; 0.0333333 ; 0.0333333
nature bn:00057017n ; 0.2 ; 0.285714 ; 0.142857 ; 0.0555556 ; 0.0851064 ; 0.0952381 ; 0.0526316 ; 0.113475 ; 0.122137 ; 0.153846 ; 0.0740741 ; 0.133333 ; 0.210526 ; 0.133333 ; 0.0769231 ; 0.0769231 ; 0.115942 ; 0.207792 ; 0.2 ; 0.111111 ; 0.0588235 ; 0.145455 ; 0.109589 ; 0.0909091 ; 0.108108 ; 0.156863 ; 0.238806 ; 0.140351 ; 0.372093 ; 0.210526 ; 1 ; 0.210526 ; 0.0454545 ; 0.225352 ; 0.142857 ; 0.133333 ; 0.275862 ; 0.037037 ; 0.333333 ; 0.711111 ; 0.152381 ; 0.2 ; 0.333333 ; 0.0689655 ; 0.222222 ; 0.125 ; 0.156863 ; 0.158416 ; 0.0526316 ; 0.117647 ; 0.136752 ; 0.52459 ; 0.0909091 ; 0.175824 ; 0.153846 ; 0.0625 ; 0.0588235 ; 0.108108 ; 0.177778 ; 0.0625 ; 0.136752 ; 0.2 ; 0.0625 ; 0.240602 ; 0.0625 ; 0.111111 ; 0.111111 ; 0.2 ; 0.25 ; 0.0645161 ; 0.125 ; 0.125 ; 0.111111 ; 0.112676 ; 0.0588235 ; 0.111111 ; 0.0526316 ; 0.030303 ; 0.030303 ; 0.030303 ; 0.125 ; 0.0625 ; 0.125 ; 0.0588235 ; 0.125 ; 0.030303 ; 0.0625 ; 0.0701754 ; 0.0588235 ; 0.0263158 ; 0.0625 ; 0.0625 ; 0.030303 ; 0.030303 ; 0.0454545 ; 0.030303 ; 0.0526316 ; 0.0625 ; 0.0588235 ; 0.0625 ; 0.0625 ; 0.0263158 ; 0.030303 ; 0.025641 ; 0.030303 ; 0.0285714 ; 0.030303 ; 0.030303 ; 0.030303 ; 0.030303 ; 0.030303
triggering bn:00082306v ; 0.0689655 ; 0.0869565 ; 0.0952381 ; 0.168539 ; 0.025974 ; 0.177778 ; 0.0625 ; 0.0946746 ; 0.100629 ; 0.1 ; 0.140351 ; 0.108108 ; 0.121212 ; 0.108108 ; 0.05 ; 0.235294 ; 0.0824742 ; 0.0707965 ; 0.117647 ; 0.133333 ; 0.0322581 ; 0.045977 ; 0.1875 ; 0.117647 ; 0.0784314 ; 0.101266 ; 0.405063 ; 0.253968 ; 0.101266 ; 0.153846 ; 0.210526 ; 1 ; 0.0571429 ; 0.161616 ; 0.0952381 ; 0.108108 ; 0.0851064 ; 0.129032 ; 0.258065 ; 0.179775 ; 0.120301 ; 0.266667 ; 0.0952381 ; 0.216216 ; 0.0588235 ; 0.0666667 ; 0.101266 ; 0.26087 ; 0.0625 ; 0.03125 ; 0.110345 ; 0.152381 ; 0.117647 ; 0.134454 ; 0.222222 ; 0.0333333 ; 0.0322581 ; 0.0784314 ; 0.0519481 ; 0.0333333 ; 0.110345 ; 0.266667 ; 0.0333333 ; 0.198758 ; 0.0333333 ; 0.133333 ; 0.0625 ; 0.0555556 ; 0.133333 ; 0.0930233 ; 0.0322581 ; 0.0322581 ; 0.08 ; 0.0808081 ; 0.0666667 ; 0.133333 ; 0.0625 ; 0.0163934 ; 0.0163934 ; 0.0333333 ; 0.0322581 ; 0.0333333 ; 0.0322581 ; 0.015873 ; 0.0322581 ; 0.0333333 ; 0.0333333 ; 0.0987654 ; 0.0666667 ; 0.0307692 ; 0.0333333 ; 0.0333333 ; 0.0333333 ; 0.0333333 ; 0.0571429 ; 0.0163934 ; 0.030303 ; 0.0163934 ; 0.0322581 ; 0.0163934 ; 0.0163934 ; 0.0307692 ; 0.0163934 ; 0.0625 ; 0.0163934 ; 0.0322581 ; 0.0333333 ; 0.0333333 ; 0.0333333 ; 0.0333333 ; 0.0333333
hierarchical bn:00104156a ; 0.0263158 ; 0.0384615 ; 0.0454545 ; 0.137255 ; 0.0645161 ; 0.0506329 ; 0.1 ; 0.0296296 ; 0.0661157 ; 0.05 ; 0.07 ; 0.134615 ; 0.0769231 ; 0.134615 ; 0.0555556 ; 0.0555556 ; 0.0727273 ; 0.056338 ; 0.153846 ; 0.222222 ; 0.0588235 ; 0.0465116 ; 0.0285714 ; 0.153846 ; 0.28 ; 0.108108 ; 0.140351 ; 0.0769231 ; 0.0512821 ; 0.121212 ; 0.0454545 ; 0.0571429 ; 1 ; 0.0298507 ; 0.0952381 ; 0.134615 ; 0.037037 ; 0.0444444 ; 0.0784314 ; 0.0350877 ; 0.040404 ; 0.0714286 ; 0.0454545 ; 0.222222 ; 0.0833333 ; 0.125 ; 0.0512821 ; 0.0421053 ; 0.222222 ; 0.111111 ; 0.0747664 ; 0.0273973 ; 0.363636 ; 0.0987654 ; 0.235294 ; 0.142857 ; 0.285714 ; 0.0666667 ; 0.129032 ; 0.142857 ; 0.0747664 ; 0.153846 ; 0.142857 ; 0.057554 ; 0.142857 ; 0.222222 ; 0.222222 ; 0.0714286 ; 0.1 ; 0.2 ; 0.125 ; 0.0588235 ; 0.127273 ; 0.0701754 ; 0.0588235 ; 0.1 ; 0.222222 ; 0.142857 ; 0.0666667 ; 0.142857 ; 0.0588235 ; 0.0666667 ; 0.0588235 ; 0.125 ; 0.0588235 ; 0.142857 ; 0.0666667 ; 0.0487805 ; 0.125 ; 0.5 ; 0.0666667 ; 0.0666667 ; 0.142857 ; 0.142857 ; 0.037037 ; 0.0666667 ; 0.1 ; 0.0666667 ; 0.0588235 ; 0.0666667 ; 0.0666667 ; 0.235294 ; 0.0666667 ; 0.222222 ; 0.142857 ; 0.125 ; 0.0666667 ; 0.142857 ; 0.142857 ; 0.142857 ; 0.142857
orthogonality bn:00059586n ; 0.352273 ; 0.091954 ; 0.101266 ; 0.0421053 ; 0.121212 ; 0.182857 ; 0.0677966 ; 0.44 ; 0.103896 ; 0.509091 ; 0.123348 ; 0.0529801 ; 0.0615385 ; 0.0529801 ; 0.112676 ; 0.112676 ; 0.190476 ; 0.16 ; 0.126984 ; 0.0677966 ; 0.0350877 ; 0.102564 ; 0.0946746 ; 0.0597015 ; 0.0824742 ; 0.242424 ; 0.0816327 ; 0.116788 ; 0.108108 ; 0.0747664 ; 0.225352 ; 0.161616 ; 0.0298507 ; 1 ; 0.0481928 ; 0.0529801 ; 0.469697 ; 0.134454 ; 0.118519 ; 0.190476 ; 0.125 ; 0.126984 ; 0.225352 ; 0.0493827 ; 0.135593 ; 0.0727273 ; 0.108108 ; 0.129032 ; 0.0677966 ; 0.0701754 ; 0.114286 ; 0.364706 ; 0.0289855 ; 0.0655738 ; 0.0506329 ; 0.0363636 ; 0.0350877 ; 0.363636 ; 0.117647 ; 0.0363636 ; 0.114286 ; 0.0597015 ; 0.0363636 ; 0.0930233 ; 0.0363636 ; 0.0327869 ; 0.0677966 ; 0.290909 ; 0.0677966 ; 0.0470588 ; 0.0727273 ; 0.0727273 ; 0.040404 ; 0.0408163 ; 0.0727273 ; 0.0677966 ; 0.0327869 ; 0.0178571 ; 0.0178571 ; 0.0178571 ; 0.0727273 ; 0.0363636 ; 0.0727273 ; 0.0350877 ; 0.0727273 ; 0.0178571 ; 0.0178571 ; 0.05 ; 0.0172414 ; 0.0163934 ; 0.0178571 ; 0.0178571 ; 0.0178571 ; 0.0178571 ; 0.0298507 ; 0.0178571 ; 0.0327869 ; 0.0363636 ; 0.0727273 ; 0.0363636 ; 0.0363636 ; 0.0163934 ; 0.0178571 ; 0.0327869 ; 0.0178571 ; 0.0350877 ; 0.0363636 ; 0.0178571 ; 0.0178571 ; 0.0178571 ; 0.0178571
main bn:00099598a ; 0.0434783 ; 0.0588235 ; 0.333333 ; 0.117647 ; 0.0408163 ; 0.0952381 ; 0.111111 ; 0.0261438 ; 0.278261 ; 0.0344828 ; 0.16 ; 0.307692 ; 0.0952381 ; 0.307692 ; 0.0769231 ; 0.0769231 ; 0.115942 ; 0.207792 ; 0.2 ; 0.0526316 ; 0.0285714 ; 0.145455 ; 0.246154 ; 0.0434783 ; 0.108108 ; 0.0727273 ; 0.106667 ; 0.140351 ; 0.0727273 ; 0.210526 ; 0.142857 ; 0.0952381 ; 0.0952381 ; 0.0481928 ; 1 ; 0.307692 ; 0.0571429 ; 0.0769231 ; 0.142857 ; 0.115942 ; 0.152381 ; 0.0909091 ; 0.142857 ; 0.148148 ; 0.1 ; 0.0588235 ; 0.156863 ; 0.0733945 ; 0.0526316 ; 0.0555556 ; 0.136752 ; 0.0941176 ; 0.2 ; 0.175824 ; 0.153846 ; 0.030303 ; 0.0588235 ; 0.108108 ; 0.0816327 ; 0.030303 ; 0.136752 ; 0.2 ; 0.030303 ; 0.240602 ; 0.030303 ; 0.111111 ; 0.111111 ; 0.0909091 ; 0.111111 ; 0.0645161 ; 0.0588235 ; 0.125 ; 0.666667 ; 0.680851 ; 0.0588235 ; 0.111111 ; 0.25 ; 0.0625 ; 0.030303 ; 0.0625 ; 0.0588235 ; 0.030303 ; 0.0588235 ; 0.0588235 ; 0.0588235 ; 0.0625 ; 0.0625 ; 0.150943 ; 0.125 ; 0.114286 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0454545 ; 0.030303 ; 0.111111 ; 0.0625 ; 0.0588235 ; 0.0625 ; 0.0625 ; 0.0540541 ; 0.030303 ; 0.0526316 ; 0.030303 ; 0.0588235 ; 0.030303 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625
possible bn:00108829a ; 0.0769231 ; 0.0909091 ; 0.133333 ; 0.104478 ; 0.0512821 ; 0.174312 ; 0.037037 ; 0.100962 ; 0.412903 ; 0.03125 ; 0.433962 ; 1 ; 0.0727273 ; 1 ; 0.0666667 ; 0.0322581 ; 0.120301 ; 0.240602 ; 0.153846 ; 0.037037 ; 0.0188679 ; 0.0629921 ; 0.158416 ; 0.0344828 ; 0.222222 ; 0.13913 ; 0.220472 ; 0.188235 ; 0.0650407 ; 0.242424 ; 0.133333 ; 0.108108 ; 0.134615 ; 0.0529801 ; 0.307692 ; 1 ; 0.057971 ; 0.0635838 ; 0.360544 ; 0.18254 ; 0.198758 ; 0.0714286 ; 0.133333 ; 0.135593 ; 0.115385 ; 0.0384615 ; 0.12931 ; 0.0924855 ; 0.037037 ; 0.0576923 ; 0.184971 ; 0.107383 ; 0.153846 ; 0.420635 ; 0.269231 ; 0.0192308 ; 0.0384615 ; 0.115942 ; 0.201923 ; 0.0192308 ; 0.184971 ; 0.153846 ; 0.0192308 ; 0.453988 ; 0.0192308 ; 0.0769231 ; 0.0769231 ; 0.0714286 ; 0.0769231 ; 0.121951 ; 0.0384615 ; 0.0384615 ; 0.461538 ; 0.268908 ; 0.0188679 ; 0.037037 ; 0.0769231 ; 0.0192308 ; 0.00952381 ; 0.0192308 ; 0.0188679 ; 0.00952381 ; 0.0188679 ; 0.0384615 ; 0.0188679 ; 0.0192308 ; 0.0192308 ; 0.064 ; 0.0384615 ; 0.0673077 ; 0.0192308 ; 0.0192308 ; 0.0192308 ; 0.0192308 ; 0.0350877 ; 0.00952381 ; 0.037037 ; 0.0192308 ; 0.0188679 ; 0.0192308 ; 0.0192308 ; 0.0373832 ; 0.00952381 ; 0.037037 ; 0.0192308 ; 0.0188679 ; 0.00952381 ; 0.0192308 ; 0.0192308 ; 0.0192308 ; 0.0192308
