Concept ID;Level;Type Obj/Att;Nb Obj;Nb Att;Objects/Attributes;
0;9;Objects;0;13;
0;9;Attributes;0;13;A1;A2;A3;A4;A5;C1;C2;C3;C4;C5;C6;C7;C8;
1;6;Objects;1;6;computer bn:00021464n;
1;6;Attributes;1;6;A1;A3;A4;A5;C4;C6;
2;6;Objects;1;6;systems bn:15125301n;
2;6;Attributes;1;6;A3;A4;C1;C2;C7;C8;
3;8;Objects;1;9;mathematics bn:00053823n;
3;8;Attributes;1;9;A1;A2;A3;A5;C1;C4;C6;C7;C8;
4;7;Objects;1;9;state machine bn:00212740n;
4;7;Attributes;1;9;A1;A2;A3;A5;C2;C3;C4;C6;C8;
5;8;Objects;1;9;units bn:00021497n;
5;8;Attributes;1;9;A1;A2;A4;A5;C1;C2;C3;C7;C8;
6;4;Objects;1;4;behavior bn:00009657n;
6;4;Attributes;1;4;A1;A2;A4;C5;
7;5;Objects;1;5;problem bn:00048242n;
7;5;Attributes;1;5;A2;A3;C5;C7;C8;
8;6;Objects;1;6;reactive systems bn:02824399n;
8;6;Attributes;1;6;A1;A2;A5;C3;C5;C7;
9;7;Objects;1;8;time bn:00077270n;
9;7;Attributes;1;8;A2;A3;A4;A5;C1;C6;C7;C8;
10;4;Objects;1;4;simulation bn:00021496n;
10;4;Attributes;1;4;A1;A3;C5;C7;
11;6;Objects;1;6;set bn:00070697n;
11;6;Attributes;1;6;A1;A3;A5;C1;C2;C7;
12;7;Objects;1;7;tool bn:00077585n;
12;7;Attributes;1;7;A1;A2;A3;A4;C1;C3;C7;
13;6;Objects;1;6;triggering bn:00082306v;
13;6;Attributes;1;6;A1;A2;A3;A4;C7;C8;
14;6;Objects;1;6;broadcast bn:00013234n;
14;6;Attributes;1;6;A1;A2;A3;A5;C3;C5;
15;7;Objects;1;8;semantics bn:00070404n;
15;7;Attributes;1;8;A2;A3;C1;C3;C4;C6;C7;C8;
16;7;Objects;1;7;concept bn:00021547n;
16;7;Attributes;1;7;A1;A2;A3;A4;A5;C2;C7;
17;7;Objects;1;7;america bn:00003341n;
17;7;Attributes;1;7;A1;A2;A4;A5;C3;C6;C7;
18;6;Objects;1;7;require bn:00091028v;
18;6;Attributes;1;7;A1;A3;A4;A5;C6;C7;C8;
19;6;Objects;1;6;possibility bn:00045632n;
19;6;Attributes;1;6;A1;A2;A3;A4;A5;C3;
20;7;Objects;1;7;second bn:00095974a;
20;7;Attributes;1;7;A1;A2;A4;A5;C2;C6;C7;
21;8;Objects;1;8;definition bn:00025928n;
21;8;Attributes;1;8;A1;A2;A3;A4;A5;C1;C4;C7;
22;6;Objects;1;6;new york bn:00041611n;
22;6;Attributes;1;6;A1;A4;C2;C3;C5;C7;
23;4;Objects;1;4;summary bn:00075142n;
23;4;Attributes;1;4;A4;C4;C6;C8;
24;6;Objects;2;7;science bn:00069670n;state machine bn:00212740n;
24;6;Attributes;2;7;A1;A2;A3;A5;C3;C4;C6;
25;3;Objects;2;3;computer bn:00021464n;summary bn:00075142n;
25;3;Attributes;2;3;A4;C4;C6;
26;3;Objects;2;3;systems bn:15125301n;state machine bn:00212740n;
26;3;Attributes;2;3;A3;C2;C8;
27;5;Objects;2;5;systems bn:15125301n;units bn:00021497n;
27;5;Attributes;2;5;A4;C1;C2;C7;C8;
28;5;Objects;2;5;systems bn:15125301n;time bn:00077270n;
28;5;Attributes;2;5;A3;A4;C1;C7;C8;
29;4;Objects;2;4;systems bn:15125301n;set bn:00070697n;
29;4;Attributes;2;4;A3;C1;C2;C7;
30;7;Objects;2;7;mathematics bn:00053823n;state machine bn:00212740n;
30;7;Attributes;2;7;A1;A2;A3;A5;C4;C6;C8;
31;6;Objects;2;6;mathematics bn:00053823n;units bn:00021497n;
31;6;Attributes;2;6;A1;A2;A5;C1;C7;C8;
32;6;Objects;2;7;mathematics bn:00053823n;time bn:00077270n;
32;6;Attributes;2;7;A2;A3;A5;C1;C6;C7;C8;
33;5;Objects;2;5;mathematics bn:00053823n;triggering bn:00082306v;
33;5;Attributes;2;5;A1;A2;A3;C7;C8;
34;6;Objects;2;7;mathematics bn:00053823n;semantics bn:00070404n;
34;6;Attributes;2;7;A2;A3;C1;C4;C6;C7;C8;
35;5;Objects;2;6;mathematics bn:00053823n;require bn:00091028v;
35;5;Attributes;2;6;A1;A3;A5;C6;C7;C8;
36;7;Objects;2;7;mathematics bn:00053823n;definition bn:00025928n;
36;7;Attributes;2;7;A1;A2;A3;A5;C1;C4;C7;
37;6;Objects;2;6;state machine bn:00212740n;units bn:00021497n;
37;6;Attributes;2;6;A1;A2;A5;C2;C3;C8;
38;5;Objects;2;5;state machine bn:00212740n;complex system bn:03086504n;
38;5;Attributes;2;5;A2;A5;C2;C6;C8;
39;6;Objects;2;6;state machine bn:00212740n;orthogonality bn:00059586n;
39;6;Attributes;2;6;A1;A2;A3;A5;C3;C8;
40;6;Objects;2;6;state machine bn:00212740n;semantics bn:00070404n;
40;6;Attributes;2;6;A2;A3;C3;C4;C6;C8;
41;5;Objects;2;5;state machine bn:00212740n;concept bn:00021547n;
41;5;Attributes;2;5;A1;A2;A3;A5;C2;
42;5;Objects;2;5;state machine bn:00212740n;second bn:00095974a;
42;5;Attributes;2;5;A1;A2;A5;C2;C6;
43;7;Objects;2;7;diagrams bn:00026817n;units bn:00021497n;
43;7;Attributes;2;7;A1;A2;A4;A5;C1;C3;C7;
44;6;Objects;2;6;units bn:00021497n;time bn:00077270n;
44;6;Attributes;2;6;A2;A4;A5;C1;C7;C8;
45;5;Objects;2;5;units bn:00021497n;triggering bn:00082306v;
45;5;Attributes;2;5;A1;A2;A4;C7;C8;
46;5;Objects;2;5;units bn:00021497n;semantics bn:00070404n;
46;5;Attributes;2;5;A2;C1;C3;C7;C8;
47;5;Objects;2;5;units bn:00021497n;c d bn:00016915n;
47;5;Attributes;2;5;A1;A4;C1;C7;C8;
48;5;Objects;2;5;units bn:00021497n;effect bn:00021961n;
48;5;Attributes;2;5;A2;A4;A5;C2;C8;
49;5;Objects;2;5;units bn:00021497n;require bn:00091028v;
49;5;Attributes;2;5;A1;A4;A5;C7;C8;
50;6;Objects;2;6;units bn:00021497n;syntax bn:00062118n;
50;6;Attributes;2;6;A1;A2;A5;C1;C3;C8;
51;5;Objects;2;5;units bn:00021497n;new york bn:00041611n;
51;5;Attributes;2;5;A1;A4;C2;C3;C7;
52;3;Objects;2;3;behavior bn:00009657n;new york bn:00041611n;
52;3;Attributes;2;3;A1;A4;C5;
