Attributes;Weight
A1;0.645161
A2;0.505006
A3;0.264739
A4;0.413793
A5;0.599555
C1;0.348165
C2;0.294772
C3;0.254727
C4;0.196885
C5;0.182425
C6;0.211346
C7;0.472747
C8;0.352614
