X ; A1 ; A2 ; A3 ; A4 ; A5 ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8
attractive bn:00097733a ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
behavioral bn:00098202a ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
design methodology bn:02802208n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
methodology bn:00054633n ; 0.0177976 ; 0.0155729 ; 0 ; 0 ; 0.0166852 ; 0 ; 0 ; 0.0155729 ; 0 ; 0.0155729 ; 0 ; 0 ; 0
functional decomposition bn:00302749n ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
data-flow bn:03750145n ; 0.00444939 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00444939
experience bn:00032306n ; 0.00222469 ; 0 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
particularly bn:00115235r ; 0.00444939 ; 0.00444939 ; 0 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
complex bn:00100148a ; 0.154616 ; 0.126808 ; 0 ; 0.117909 ; 0.147942 ; 0.101224 ; 0.110122 ; 0 ; 0.0778643 ; 0 ; 0.0912125 ; 0.130145 ; 0
complex system bn:03086504n ; 0.0311457 ; 0.0278087 ; 0 ; 0 ; 0.0322581 ; 0 ; 0.0278087 ; 0 ; 0 ; 0 ; 0.0244716 ; 0 ; 0.0266963
literature bn:00051538n ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
system engineering bn:02138008n ; 0.00222469 ; 0 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
engineering bn:00086870v ; 0.00889878 ; 0 ; 0.00889878 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00889878 ; 0 ; 0.00889878 ; 0
problem bn:00048242n ; 0.057842 ; 0.051168 ; 0.0433815 ; 0 ; 0 ; 0.0456062 ; 0 ; 0 ; 0 ; 0.0389321 ; 0 ; 0.0533927 ; 0.0411568
reactive systems bn:02824399n ; 0.051168 ; 0.0378198 ; 0 ; 0 ; 0.0456062 ; 0 ; 0 ; 0.0355951 ; 0.0222469 ; 0.0344828 ; 0 ; 0.0378198 ; 0
characterized bn:00084801v ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
example bn:00032100n ; 0.18465 ; 0.139043 ; 0.105673 ; 0.131257 ; 0.163515 ; 0.117909 ; 0 ; 0.116796 ; 0 ; 0.105673 ; 0 ; 0.14238 ; 0
automobiles bn:00007309n ; 0.0177976 ; 0.0177976 ; 0 ; 0 ; 0.0177976 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0177976 ; 0.0177976
communication networks bn:03231902n ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
networks bn:00024712n ; 0.00889878 ; 0.00889878 ; 0.00889878 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00889878 ; 0
computer operating systems bn:00059123n ; 0.00444939 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0
missile bn:00055322n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
avionics bn:00007477n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
man-machine interface bn:00047088n ; 0.00889878 ; 0.00889878 ; 0 ; 0 ; 0.00889878 ; 0.00889878 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
kind bn:00035907n ; 0.0155729 ; 0.0144605 ; 0.0111235 ; 0 ; 0 ; 0 ; 0.0133482 ; 0 ; 0.0100111 ; 0 ; 0 ; 0 ; 0
rooted bn:00093113v ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
difficulty bn:00027043n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
way bn:00033729n ; 0.112347 ; 0.0845384 ; 0.0734149 ; 0.0845384 ; 0.102336 ; 0.0856507 ; 0 ; 0.0622914 ; 0 ; 0 ; 0 ; 0 ; 0.0734149
time bn:00077270n ; 0.516129 ; 0.399333 ; 0.216908 ; 0.358176 ; 0.489433 ; 0.302558 ; 0.273637 ; 0.172414 ; 0.172414 ; 0 ; 0.194661 ; 0.384872 ; 0.303671
research bn:00067280n ; 0.00889878 ; 0.00889878 ; 0.00889878 ; 0 ; 0.00889878 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
author bn:00007287n ; 0.00889878 ; 0.00889878 ; 0 ; 0 ; 0.00889878 ; 0.00889878 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
consulting bn:00085686v ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
research development bn:02012371n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
aircraft bn:00002275n ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
aircraft industries bn:03857294n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
industries bn:00046576n ; 0.00222469 ; 0 ; 0 ; 0 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
ad bn:00001227n ; 0.00444939 ; 0.00444939 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
cad bn:00014510n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
rigorous bn:00109874a ; 0.00444939 ; 0.00444939 ; 0 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
detailed bn:00101268a ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
simulation bn:00021496n ; 0.0311457 ; 0 ; 0.0244716 ; 0 ; 0.0322581 ; 0 ; 0 ; 0.025584 ; 0 ; 0.028921 ; 0 ; 0.0278087 ; 0
really bn:00115504r ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00444939
set bn:00070697n ; 0.111235 ; 0.103448 ; 0.0867631 ; 0.107898 ; 0.101224 ; 0.0889878 ; 0.0889878 ; 0 ; 0 ; 0 ; 0 ; 0.105673 ; 0
output bn:00036821n ; 0.211346 ; 0.173526 ; 0 ; 0.156841 ; 0.189099 ; 0 ; 0.117909 ; 0.10901 ; 0.0823137 ; 0.0934372 ; 0 ; 0.159066 ; 0.121246
information bn:00046705n ; 0.054505 ; 0.0456062 ; 0.0389321 ; 0.0478309 ; 0 ; 0 ; 0.0433815 ; 0 ; 0 ; 0 ; 0.0333704 ; 0.0533927 ; 0
usually bn:00114778r ; 0.0656285 ; 0.0622914 ; 0 ; 0.0667408 ; 0 ; 0.0622914 ; 0.0600667 ; 0 ; 0 ; 0 ; 0 ; 0.0645161 ; 0.0622914
lend bn:00090289v ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
gradual bn:00103716a ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
mind bn:00012681n ; 0.00889878 ; 0.00889878 ; 0 ; 0.00889878 ; 0.00889878 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
input/output bn:01541423n ; 0.00222469 ; 0 ; 0 ; 0 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
tool bn:00077585n ; 0.116796 ; 0.0923248 ; 0.0812013 ; 0.0923248 ; 0.105673 ; 0.0912125 ; 0 ; 0.0723026 ; 0 ; 0 ; 0 ; 0.0912125 ; 0
very well bn:00114213r ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
difficult bn:00101358a ; 0.00222469 ; 0 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
number bn:00058285n ; 0.151279 ; 0.123471 ; 0.0956618 ; 0.106785 ; 0.140156 ; 0 ; 0 ; 0 ; 0 ; 0.0711902 ; 0.0700779 ; 0.135706 ; 0.0978865
medium bn:00054149n ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
state transition bn:03348716n ; 0.151279 ; 0 ; 0.0878754 ; 0.133482 ; 0.150167 ; 0.111235 ; 0.105673 ; 0 ; 0 ; 0 ; 0.0823137 ; 0.141268 ; 0.117909
alpha state bn:02017266n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
concerning bn:00083240v ; 0.00889878 ; 0.00889878 ; 0.00889878 ; 0.00889878 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
dynamics bn:00029296n ; 0.00444939 ; 0 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00444939 ; 0 ; 0
nature bn:00057017n ; 0.0311457 ; 0.0266963 ; 0.0244716 ; 0.025584 ; 0.0300334 ; 0 ; 0 ; 0.0233593 ; 0 ; 0 ; 0 ; 0 ; 0
directed graphs bn:01240512n ; 0.0177976 ; 0.0177976 ; 0 ; 0.0177976 ; 0 ; 0 ; 0.0177976 ; 0 ; 0 ; 0 ; 0 ; 0.0177976 ; 0
denoting bn:00086587v ; 0.00889878 ; 0.00889878 ; 0 ; 0.00889878 ; 0.00889878 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
triggering bn:00082306v ; 0.174638 ; 0.140156 ; 0.104561 ; 0.153504 ; 0.164627 ; 0 ; 0.124583 ; 0 ; 0 ; 0 ; 0.0923248 ; 0.160178 ; 0.120133
unstructured bn:00113284a ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
hierarchical bn:00104156a ; 0.0177976 ; 0 ; 0 ; 0 ; 0 ; 0.0177976 ; 0.0177976 ; 0 ; 0 ; 0 ; 0 ; 0.0177976 ; 0.0177976
gearbox bn:14477485n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
ability bn:00000318n ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
orthogonality bn:00059586n ; 0.0745273 ; 0.0589544 ; 0.0456062 ; 0 ; 0.0700779 ; 0 ; 0 ; 0.0422692 ; 0.0300334 ; 0.0422692 ; 0 ; 0 ; 0.0411568
flowchart bn:00035375n ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
techniques bn:00076341n ; 0.0177976 ; 0.0177976 ; 0 ; 0.0177976 ; 0.0177976 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0177976 ; 0
computer science bn:00021494n ; 0.0355951 ; 0.0300334 ; 0.0300334 ; 0 ; 0.0311457 ; 0 ; 0 ; 0 ; 0 ; 0.028921 ; 0 ; 0.0311457 ; 0
research community bn:02747390n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
main bn:00099598a ; 0.0355951 ; 0.0355951 ; 0 ; 0.0355951 ; 0.0355951 ; 0.0355951 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0355951 ; 0
possible bn:00108829a ; 0.25584 ; 0.210234 ; 0 ; 0.206897 ; 0.260289 ; 0.183537 ; 0.182425 ; 0 ; 0.120133 ; 0 ; 0.14238 ; 0.224694 ; 0.19911
easily bn:00115155r ; 0.0177976 ; 0.0177976 ; 0 ; 0.0177976 ; 0 ; 0.0177976 ; 0.0177976 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
forth bn:00114455r ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
broadcast bn:00013234n ; 0.0456062 ; 0.0367075 ; 0.028921 ; 0 ; 0.0433815 ; 0 ; 0 ; 0.0311457 ; 0.0189099 ; 0.0300334 ; 0 ; 0 ; 0
idea bn:00045800n ; 0.00889878 ; 0.00889878 ; 0 ; 0.00889878 ; 0 ; 0.00889878 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
strongly bn:00116666r ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
diagrammatic bn:00101317a ; 0.00444939 ; 0.00444939 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
textual bn:00111786a ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
mundane name bn:03003964n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
lack bn:00090161v ; 0.00222469 ; 0 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
chart bn:00017904n ; 0.00889878 ; 0.00889878 ; 0 ; 0 ; 0 ; 0 ; 0.00889878 ; 0 ; 0 ; 0 ; 0 ; 0.00889878 ; 0
version bn:00047114n ; 0.0344828 ; 0.0311457 ; 0.0300334 ; 0.0311457 ; 0.0311457 ; 0.0311457 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
stratification bn:00072553n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
entirety bn:00031025n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
investigation bn:00047354n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
addition bn:00001296n ; 0.0177976 ; 0 ; 0 ; 0.0177976 ; 0.0177976 ; 0.0177976 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0177976 ; 0
temporal logic bn:02569818n ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
logic bn:00051845n ; 0.0711902 ; 0.0711902 ; 0 ; 0.0711902 ; 0.0711902 ; 0.0711902 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0711902 ; 0.0711902
probabilism bn:00064506n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
semantics bn:00070404n ; 0.284761 ; 0.219132 ; 0.135706 ; 0 ; 0.268076 ; 0.16129 ; 0 ; 0.123471 ; 0.0945495 ; 0.113459 ; 0.0978865 ; 0.196885 ; 0.157953
treatment bn:00027523n ; 0.00444939 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00444939 ; 0 ; 0
mentioned bn:00082412v ; 0.00444939 ; 0.00444939 ; 0 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
implementation bn:00016287n ; 0.0589544 ; 0.0556174 ; 0 ; 0.0533927 ; 0.0645161 ; 0.051168 ; 0 ; 0 ; 0 ; 0 ; 0.0467186 ; 0.0622914 ; 0
graphical representation bn:00509244n ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
area bn:00005513n ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
location bn:00062699n ; 0.00444939 ; 0.00444939 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
rounded bn:00084164v ; 0.00444939 ; 0 ; 0 ; 0 ; 0.00444939 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
rectangle bn:00066608n ; 0.00889878 ; 0.00889878 ; 0 ; 0 ; 0.00889878 ; 0 ; 0.00889878 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
graphics bn:00005929n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
concept bn:00021547n ; 0.205784 ; 0.177976 ; 0.12792 ; 0.190211 ; 0.185762 ; 0.159066 ; 0.145717 ; 0 ; 0 ; 0 ; 0 ; 0.181313 ; 0.16129
euler bn:00031826n ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
circles bn:00019169n ; 0.00444939 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
abbreviation bn:00000239n ; 0.00444939 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
occurring bn:00085337v ; 0.0533927 ; 0.0478309 ; 0.0355951 ; 0.0433815 ; 0.0456062 ; 0 ; 0.0433815 ; 0 ; 0.0300334 ; 0 ; 0 ; 0 ; 0
instant bn:00046942n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
lb bn:00050327n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
citizen watch bn:01538519n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
america bn:00003341n ; 0.100111 ; 0.083426 ; 0 ; 0.0745273 ; 0.0867631 ; 0 ; 0.0700779 ; 0.0489433 ; 0 ; 0 ; 0.057842 ; 0.0867631 ; 0
angle bn:00004117n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
say bn:00093287v ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0.00444939 ; 0 ; 0
added bn:00082317v ; 0.00444939 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00444939
give rise bn:00084069v ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
illustrated bn:00087826v ; 0.0177976 ; 0 ; 0.0166852 ; 0.0166852 ; 0.0166852 ; 0.0166852 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
achieved bn:00082226v ; 0.0177976 ; 0.0155729 ; 0.0155729 ; 0.0166852 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0155729
time being bn:00057921n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
significance bn:00046139n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
world concerned bn:00334798n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
obvious bn:00097350a ; 0.00444939 ; 0.00444939 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
