X ; science bn:00069670n ; computer bn:00021464n ; statecharts bn:01128895n ; systems bn:15125301n ; david harel bn:03178978n ; mathematics bn:00053823n ; state bn:00023236n ; state machine bn:00212740n ; diagrams bn:00026817n ; communication bn:00021221n ; units bn:00021497n ; language bn:00049910n ; behavior bn:00009657n ; complex bn:00100148a ; complex system bn:03086504n ; problem bn:00048242n ; reactive systems bn:02824399n ; example bn:00032100n ; automobiles bn:00007309n ; networks bn:00024712n ; kind bn:00035907n ; way bn:00033729n ; time bn:00077270n ; simulation bn:00021496n ; set bn:00070697n ; output bn:00036821n ; information bn:00046705n ; tool bn:00077585n ; number bn:00058285n ; state transition bn:03348716n ; nature bn:00057017n ; triggering bn:00082306v ; hierarchical bn:00104156a ; orthogonality bn:00059586n ; main bn:00099598a ; possible bn:00108829a ; broadcast bn:00013234n ; semantics bn:00070404n ; concept bn:00021547n ; occurring bn:00085337v ; america bn:00003341n ; achieved bn:00082226v ; automata bn:00007371n ; c d bn:00016915n ; sec bn:00068672n ; history bn:00044268n ; effect bn:00021961n ; require bn:00091028v ; determinism bn:00026654n ; simultaneous bn:00099916a ; application bn:00005095n ; possibility bn:00045632n ; light bn:00051108n ; second bn:00095974a ; merely bn:00114626r ; reg bn:01922794n ; timers bn:00077309n ; syntax bn:00062118n ; substates bn:00964536n ; conditional bn:00100214a ; defined bn:00086465v ; formal syntax bn:01042120n ; operational semantics bn:02057536n ; definition bn:00025928n ; condition c bn:00675915n ; subset bn:00074971n ; management bn:00053116n ; higraphs bn:01691263n ; finite bn:00102992a ; new york bn:00041611n ; automata theory bn:00152075n ; entity bn:00031027n ; types bn:00016413n ; multiple bn:00107028a ; composite bn:00100155a ; sequence bn:00070574n ; large number bn:14223782n ; goal bn:00030721n ; scenario bn:01190125n ; city bn:03335997n ; workflows bn:00081578n ; plant bn:00035324n ; transition state bn:03731398n ; strategy bn:00069579n ; police bn:00022026n ; transducer bn:00077966n ; code bn:00020354n ; current bn:00096401a ; traffic light bn:00074441n ; bit bn:00010731n ; include bn:00089662v ; logical value bn:00855623n ; gate bn:00037487n ; flip-flop bn:00035248n ; summary bn:00075142n ; autonomous bn:00097830a ; stateflow bn:03369007n ; red light bn:00066676n ; composite states bn:00892979n ; inner bn:00105133a ; deep bn:00101054a ; simple bn:00098053a ; atomic bn:00097696a ; interaction diagram bn:02571962n ; activity diagrams bn:02627321n ; deterministic finite state automata bn:03499526n ; superstate bn:03656095n ; fsa bn:03013778n ; basic bn:00098103a ; fsms bn:03431506n ; state actions bn:00955439n
simulation bn:00021496n ; 0.0506329 ; 0.0769231 ; 0.0727273 ; 0.0769231 ; 0.0571429 ; 0.0479042 ; 0.142857 ; 0.0484848 ; 0.025641 ; 0.1 ; 0.0188679 ; 0.0325203 ; 0.142857 ; 0.0325203 ; 0.025 ; 0.235294 ; 0.156863 ; 0.0277778 ; 0.142857 ; 0.5 ; 0.111111 ; 0.0444444 ; 0.0275862 ; 1 ; 0.129032 ; 0.0481928 ; 0.133333 ; 0.0761905 ; 0.102564 ; 0.117647 ; 0.0909091 ; 0.117647 ; 0.142857 ; 0.0606061 ; 0.0434783 ; 0.0325203 ; 0.16 ; 0.04 ; 0.0761905 ; 0.0701754 ; 0.0434783 ; 0.0666667 ; 0.0465116 ; 0.0952381 ; 0.0769231 ; 0.057971 ; 0.0232558 ; 0.0860215 ; 0.2 ; 0.0769231 ; 0.0747664 ; 0.0727273 ; 0.222222 ; 0.045977 ; 0.1 ; 0.125 ; 0.111111 ; 0.031746 ; 0.0571429 ; 0.125 ; 0.0747664 ; 0.142857 ; 0.125 ; 0.0567376 ; 0.125 ; 0.2 ; 0.2 ; 0.0689655 ; 0.0909091 ; 0.166667 ; 0.111111 ; 0.0526316 ; 0.030303 ; 0.031746 ; 0.0526316 ; 0.2 ; 0.0909091 ; 0.0588235 ; 0.0588235 ; 0.125 ; 0.111111 ; 0.125 ; 0.111111 ; 0.0526316 ; 0.111111 ; 0.125 ; 0.0588235 ; 0.0465116 ; 0.111111 ; 0.0909091 ; 0.0588235 ; 0.0588235 ; 0.125 ; 0.125 ; 0.0333333 ; 0.125 ; 0.2 ; 0.0588235 ; 0.0526316 ; 0.0588235 ; 0.0588235 ; 0.2 ; 0.0588235 ; 0.0909091 ; 0.0588235 ; 0.111111 ; 0.0588235 ; 0.125 ; 0.125 ; 0.125 ; 0.125
set bn:00070697n ; 0.0707965 ; 0.0930233 ; 0.114286 ; 0.111111 ; 0.056338 ; 0.163934 ; 0.0606061 ; 0.0765306 ; 0.192771 ; 0.108108 ; 0.144144 ; 0.240602 ; 0.0294118 ; 0.240602 ; 0.0533333 ; 0.0526316 ; 0.0898876 ; 0.0769231 ; 0.129032 ; 0.148148 ; 0.0357143 ; 0.103896 ; 0.0935673 ; 0.129032 ; 1 ; 0.0683761 ; 0.177778 ; 0.110294 ; 0.109589 ; 0.357143 ; 0.102564 ; 0.0754717 ; 0.296296 ; 0.08 ; 0.102564 ; 0.240602 ; 0.0909091 ; 0.0597015 ; 0.247934 ; 0.0879121 ; 0.0634921 ; 0.0294118 ; 0.0506329 ; 0.105263 ; 0.0645161 ; 0.168421 ; 0.0512821 ; 0.130081 ; 0.0689655 ; 0.0645161 ; 0.243902 ; 0.114286 ; 0.108108 ; 0.141593 ; 0.108108 ; 0.037037 ; 0.0740741 ; 0.0842105 ; 0.119403 ; 0.037037 ; 0.243902 ; 0.0606061 ; 0.037037 ; 0.191083 ; 0.037037 ; 0.0689655 ; 0.148148 ; 0.0615385 ; 0.0333333 ; 0.0930233 ; 0.0740741 ; 0.0357143 ; 0.177778 ; 0.0842105 ; 0.0175439 ; 0.0689655 ; 0.0689655 ; 0.037037 ; 0.0181818 ; 0.037037 ; 0.0740741 ; 0.037037 ; 0.0740741 ; 0.0740741 ; 0.0740741 ; 0.037037 ; 0.0181818 ; 0.0506329 ; 0.0357143 ; 0.148148 ; 0.0181818 ; 0.0181818 ; 0.037037 ; 0.037037 ; 0.0147059 ; 0.0181818 ; 0.0689655 ; 0.037037 ; 0.0357143 ; 0.037037 ; 0.037037 ; 0.0689655 ; 0.0181818 ; 0.0689655 ; 0.037037 ; 0.0357143 ; 0.0181818 ; 0.037037 ; 0.037037 ; 0.037037 ; 0.037037
output bn:00036821n ; 0.2 ; 0.0571429 ; 0.0949367 ; 0.0915033 ; 0.15 ; 0.116505 ; 0.0481928 ; 0.452229 ; 0.131579 ; 0.164706 ; 0.178261 ; 0.130435 ; 0.101266 ; 0.130435 ; 0.185185 ; 0.0777778 ; 0.252747 ; 0.131579 ; 0.101266 ; 0.025974 ; 0.0273973 ; 0.0408163 ; 0.0408163 ; 0.0481928 ; 0.0683761 ; 1 ; 0.0695652 ; 0.05 ; 0.0425532 ; 0.0314961 ; 0.0842105 ; 0.0650407 ; 0.0481928 ; 0.27551 ; 0.040404 ; 0.130435 ; 0.255556 ; 0.104167 ; 0.105263 ; 0.115385 ; 0.110294 ; 0.101266 ; 0.176471 ; 0.0412371 ; 0.169014 ; 0.254902 ; 0.178571 ; 0.0540541 ; 0.0533333 ; 0.169014 ; 0.0493827 ; 0.0949367 ; 0.0421053 ; 0.123077 ; 0.0879121 ; 0.028169 ; 0.0273973 ; 0.290323 ; 0.295775 ; 0.028169 ; 0.0493827 ; 0.0481928 ; 0.028169 ; 0.0625 ; 0.028169 ; 0.025974 ; 0.0533333 ; 0.211268 ; 0.0533333 ; 0.132653 ; 0.056338 ; 0.056338 ; 0.0695652 ; 0.0344828 ; 0.056338 ; 0.025974 ; 0.025974 ; 0.0138889 ; 0.0138889 ; 0.0138889 ; 0.0273973 ; 0.0138889 ; 0.0273973 ; 0.056338 ; 0.0273973 ; 0.0138889 ; 0.0138889 ; 0.0416667 ; 0.0135135 ; 0.025974 ; 0.0138889 ; 0.0138889 ; 0.0138889 ; 0.0138889 ; 0.0487805 ; 0.028169 ; 0.0533333 ; 0.028169 ; 0.056338 ; 0.028169 ; 0.028169 ; 0.0533333 ; 0.0138889 ; 0.0533333 ; 0.028169 ; 0.0273973 ; 0.028169 ; 0.0138889 ; 0.0138889 ; 0.0138889 ; 0.0138889
information bn:00046705n ; 0.0720721 ; 0.0952381 ; 0.262295 ; 0.22314 ; 0.028169 ; 0.0820513 ; 0.133333 ; 0.0829016 ; 0.166667 ; 0.0526316 ; 0.125 ; 0.207407 ; 0.133333 ; 0.207407 ; 0.0547945 ; 0.114286 ; 0.091954 ; 0.0784314 ; 0.133333 ; 0.153846 ; 0.037037 ; 0.0506329 ; 0.0946746 ; 0.133333 ; 0.177778 ; 0.0695652 ; 1 ; 0.273504 ; 0.112676 ; 0.166667 ; 0.235294 ; 0.4 ; 0.133333 ; 0.0816327 ; 0.105263 ; 0.207407 ; 0.0930233 ; 0.0606061 ; 0.536082 ; 0.197531 ; 0.137931 ; 0.133333 ; 0.109589 ; 0.108108 ; 0.0666667 ; 0.0792079 ; 0.111111 ; 0.132231 ; 0.0714286 ; 0.0322581 ; 0.118519 ; 0.262295 ; 0.111111 ; 0.282828 ; 0.538462 ; 0.0384615 ; 0.037037 ; 0.0412371 ; 0.123077 ; 0.0384615 ; 0.118519 ; 0.307692 ; 0.0384615 ; 0.20915 ; 0.0384615 ; 0.153846 ; 0.0714286 ; 0.0634921 ; 0.153846 ; 0.194805 ; 0.037037 ; 0.037037 ; 0.168539 ; 0.0860215 ; 0.037037 ; 0.153846 ; 0.0714286 ; 0.0188679 ; 0.0188679 ; 0.0384615 ; 0.037037 ; 0.0384615 ; 0.037037 ; 0.037037 ; 0.037037 ; 0.0384615 ; 0.0384615 ; 0.0519481 ; 0.0769231 ; 0.0714286 ; 0.0384615 ; 0.0384615 ; 0.0384615 ; 0.0384615 ; 0.0307692 ; 0.0188679 ; 0.0344828 ; 0.0188679 ; 0.0181818 ; 0.0188679 ; 0.0188679 ; 0.0714286 ; 0.0188679 ; 0.0714286 ; 0.0384615 ; 0.037037 ; 0.0188679 ; 0.0384615 ; 0.0384615 ; 0.0384615 ; 0.0384615
tool bn:00077585n ; 0.108108 ; 0.0620155 ; 0.372414 ; 0.184049 ; 0.0350877 ; 0.127753 ; 0.164948 ; 0.0672269 ; 0.302703 ; 0.0683761 ; 0.232365 ; 0.181818 ; 0.0761905 ; 0.181818 ; 0.0166667 ; 0.0695652 ; 0.129032 ; 0.24 ; 0.0761905 ; 0.0824742 ; 0.020202 ; 0.142857 ; 0.15 ; 0.0761905 ; 0.110294 ; 0.05 ; 0.273504 ; 1 ; 0.0689655 ; 0.23622 ; 0.141593 ; 0.256 ; 0.0761905 ; 0.118519 ; 0.141593 ; 0.181818 ; 0.130081 ; 0.193548 ; 0.197531 ; 0.126984 ; 0.195946 ; 0.0761905 ; 0.135135 ; 0.144144 ; 0.0380952 ; 0.0547945 ; 0.0330579 ; 0.0963855 ; 0.0824742 ; 0.0186916 ; 0.361111 ; 0.372414 ; 0.146789 ; 0.102564 ; 0.146789 ; 0.0206186 ; 0.0412371 ; 0.123077 ; 0.0350877 ; 0.0206186 ; 0.361111 ; 0.164948 ; 0.0206186 ; 0.337209 ; 0.0206186 ; 0.0824742 ; 0.039604 ; 0.0769231 ; 0.0824742 ; 0.122951 ; 0.020202 ; 0.020202 ; 0.120301 ; 0.123077 ; 0.020202 ; 0.0824742 ; 0.0824742 ; 0.0206186 ; 0.0102041 ; 0.0206186 ; 0.020202 ; 0.0206186 ; 0.020202 ; 0.01 ; 0.020202 ; 0.0206186 ; 0.0206186 ; 0.0327869 ; 0.0412371 ; 0.039604 ; 0.0206186 ; 0.0206186 ; 0.0206186 ; 0.0206186 ; 0.0181818 ; 0.0102041 ; 0.0194175 ; 0.0102041 ; 0.01 ; 0.0102041 ; 0.0102041 ; 0.0194175 ; 0.0102041 ; 0.0194175 ; 0.0102041 ; 0.0412371 ; 0.0102041 ; 0.0206186 ; 0.0206186 ; 0.0206186 ; 0.0206186
number bn:00058285n ; 0.175 ; 0.675 ; 0.141593 ; 0.0336134 ; 0.170732 ; 0.0813953 ; 0.0487805 ; 0.0823529 ; 0.0490798 ; 0.170213 ; 0.0365297 ; 0.0615385 ; 0.102564 ; 0.0615385 ; 0.0833333 ; 0.0392157 ; 0.0606061 ; 0.103896 ; 0.102564 ; 0.129032 ; 0.0689655 ; 0.16 ; 0.103448 ; 0.102564 ; 0.109589 ; 0.0425532 ; 0.112676 ; 0.0689655 ; 1 ; 0.225352 ; 0.372093 ; 0.101266 ; 0.0487805 ; 0.109589 ; 0.0727273 ; 0.0615385 ; 0.131148 ; 0.036036 ; 0.148148 ; 0.285714 ; 0.150538 ; 0.102564 ; 0.166667 ; 0.0754717 ; 0.114286 ; 0.0909091 ; 0.0784314 ; 0.317647 ; 0.0606061 ; 0.114286 ; 0.145455 ; 0.141593 ; 0.0784314 ; 0.159091 ; 0.0784314 ; 0.0740741 ; 0.0689655 ; 0.0555556 ; 0.0909091 ; 0.0740741 ; 0.145455 ; 0.102564 ; 0.0740741 ; 0.111111 ; 0.0740741 ; 0.129032 ; 0.129032 ; 0.105263 ; 0.129032 ; 0.0634921 ; 0.148148 ; 0.0689655 ; 0.0533333 ; 0.117647 ; 0.0333333 ; 0.0606061 ; 0.0294118 ; 0.0357143 ; 0.0740741 ; 0.0357143 ; 0.148148 ; 0.0740741 ; 0.148148 ; 0.0689655 ; 0.148148 ; 0.0357143 ; 0.0740741 ; 0.166667 ; 0.0689655 ; 0.0294118 ; 0.0740741 ; 0.0740741 ; 0.0357143 ; 0.0357143 ; 0.105263 ; 0.0357143 ; 0.0606061 ; 0.0740741 ; 0.0689655 ; 0.0740741 ; 0.0740741 ; 0.0294118 ; 0.0740741 ; 0.0294118 ; 0.0357143 ; 0.0333333 ; 0.0357143 ; 0.0357143 ; 0.0357143 ; 0.0357143 ; 0.0357143
state transition bn:03348716n ; 0.0672269 ; 0.190476 ; 0.246154 ; 0.114286 ; 0.0519481 ; 0.15873 ; 0.0555556 ; 0.0382775 ; 0.186047 ; 0.1 ; 0.140351 ; 0.230216 ; 0.0555556 ; 0.230216 ; 0.0240964 ; 0.0487805 ; 0.0842105 ; 0.156863 ; 0.117647 ; 0.133333 ; 0.0322581 ; 0.213333 ; 0.198758 ; 0.117647 ; 0.357143 ; 0.0314961 ; 0.166667 ; 0.23622 ; 0.225352 ; 1 ; 0.210526 ; 0.153846 ; 0.117647 ; 0.0754717 ; 0.210526 ; 0.230216 ; 0.0851064 ; 0.0571429 ; 0.256 ; 0.179775 ; 0.129032 ; 0.0555556 ; 0.0987654 ; 0.216216 ; 0.0588235 ; 0.0733945 ; 0.047619 ; 0.283186 ; 0.0625 ; 0.0588235 ; 0.606061 ; 0.246154 ; 0.222222 ; 0.134454 ; 0.1 ; 0.0333333 ; 0.0666667 ; 0.0792079 ; 0.0519481 ; 0.0333333 ; 0.606061 ; 0.117647 ; 0.0333333 ; 0.451128 ; 0.0333333 ; 0.133333 ; 0.133333 ; 0.056338 ; 0.0625 ; 0.0869565 ; 0.0666667 ; 0.0322581 ; 0.166667 ; 0.172043 ; 0.015873 ; 0.0625 ; 0.0625 ; 0.0333333 ; 0.0163934 ; 0.0333333 ; 0.0666667 ; 0.0333333 ; 0.0666667 ; 0.0322581 ; 0.0666667 ; 0.0333333 ; 0.0333333 ; 0.0987654 ; 0.0666667 ; 0.0625 ; 0.0333333 ; 0.0333333 ; 0.0333333 ; 0.0333333 ; 0.0273973 ; 0.0163934 ; 0.0625 ; 0.0333333 ; 0.0322581 ; 0.0333333 ; 0.0333333 ; 0.030303 ; 0.0163934 ; 0.030303 ; 0.0163934 ; 0.0322581 ; 0.0163934 ; 0.0333333 ; 0.0333333 ; 0.0333333 ; 0.0333333
nature bn:00057017n ; 0.192771 ; 0.285714 ; 0.313725 ; 0.0666667 ; 0.0816327 ; 0.0914286 ; 0.0909091 ; 0.0924855 ; 0.1 ; 0.153846 ; 0.0740741 ; 0.125984 ; 0.2 ; 0.125984 ; 0.0754717 ; 0.0740741 ; 0.119403 ; 0.216216 ; 0.2 ; 0.111111 ; 0.0588235 ; 0.145455 ; 0.107383 ; 0.0909091 ; 0.102564 ; 0.0842105 ; 0.235294 ; 0.141593 ; 0.372093 ; 0.210526 ; 1 ; 0.210526 ; 0.0434783 ; 0.228571 ; 0.142857 ; 0.125984 ; 0.275862 ; 0.0344828 ; 0.329897 ; 0.711111 ; 0.166667 ; 0.2 ; 0.355556 ; 0.0689655 ; 0.222222 ; 0.0987654 ; 0.153846 ; 0.158416 ; 0.0526316 ; 0.1 ; 0.13913 ; 0.313725 ; 0.0714286 ; 0.175824 ; 0.153846 ; 0.0625 ; 0.0588235 ; 0.109589 ; 0.177778 ; 0.0625 ; 0.13913 ; 0.2 ; 0.0625 ; 0.240602 ; 0.0625 ; 0.111111 ; 0.111111 ; 0.205128 ; 0.25 ; 0.0588235 ; 0.125 ; 0.125 ; 0.105263 ; 0.109589 ; 0.0588235 ; 0.111111 ; 0.0526316 ; 0.030303 ; 0.030303 ; 0.030303 ; 0.125 ; 0.0625 ; 0.125 ; 0.0588235 ; 0.125 ; 0.030303 ; 0.0625 ; 0.0701754 ; 0.0588235 ; 0.025641 ; 0.0625 ; 0.0625 ; 0.030303 ; 0.030303 ; 0.0444444 ; 0.030303 ; 0.0526316 ; 0.0625 ; 0.0588235 ; 0.0625 ; 0.0625 ; 0.025641 ; 0.030303 ; 0.025641 ; 0.030303 ; 0.0285714 ; 0.030303 ; 0.030303 ; 0.030303 ; 0.030303 ; 0.030303
triggering bn:00082306v ; 0.0672269 ; 0.0869565 ; 0.246154 ; 0.238095 ; 0.0253165 ; 0.171123 ; 0.117647 ; 0.079602 ; 0.0851064 ; 0.1 ; 0.140351 ; 0.103226 ; 0.117647 ; 0.103226 ; 0.0493827 ; 0.228571 ; 0.0842105 ; 0.0727273 ; 0.117647 ; 0.133333 ; 0.0322581 ; 0.045977 ; 0.184049 ; 0.117647 ; 0.0754717 ; 0.0650407 ; 0.4 ; 0.256 ; 0.101266 ; 0.153846 ; 0.210526 ; 1 ; 0.0555556 ; 0.163265 ; 0.0952381 ; 0.103226 ; 0.0851064 ; 0.121212 ; 0.256 ; 0.179775 ; 0.129032 ; 0.266667 ; 0.0987654 ; 0.216216 ; 0.0588235 ; 0.0353982 ; 0.1 ; 0.26087 ; 0.0625 ; 0.0588235 ; 0.111888 ; 0.246154 ; 0.1 ; 0.134454 ; 0.222222 ; 0.0333333 ; 0.0322581 ; 0.0792079 ; 0.0519481 ; 0.0333333 ; 0.111888 ; 0.266667 ; 0.0333333 ; 0.198758 ; 0.0333333 ; 0.133333 ; 0.0625 ; 0.056338 ; 0.133333 ; 0.0869565 ; 0.0322581 ; 0.0322581 ; 0.0769231 ; 0.0792079 ; 0.0666667 ; 0.133333 ; 0.0625 ; 0.0163934 ; 0.0163934 ; 0.0333333 ; 0.0322581 ; 0.0333333 ; 0.0322581 ; 0.015873 ; 0.0322581 ; 0.0333333 ; 0.0333333 ; 0.0987654 ; 0.0666667 ; 0.030303 ; 0.0333333 ; 0.0333333 ; 0.0333333 ; 0.0333333 ; 0.056338 ; 0.0163934 ; 0.030303 ; 0.0163934 ; 0.0322581 ; 0.0163934 ; 0.0163934 ; 0.030303 ; 0.0163934 ; 0.0625 ; 0.0163934 ; 0.0322581 ; 0.0333333 ; 0.0333333 ; 0.0333333 ; 0.0333333 ; 0.0333333
hierarchical bn:00104156a ; 0.0246914 ; 0.037037 ; 0.0350877 ; 0.0769231 ; 0.0571429 ; 0.0479042 ; 0.0666667 ; 0.0236686 ; 0.111111 ; 0.047619 ; 0.08 ; 0.144144 ; 0.0666667 ; 0.144144 ; 0.0512821 ; 0.05 ; 0.0727273 ; 0.0571429 ; 0.142857 ; 0.2 ; 0.0526316 ; 0.0444444 ; 0.0275862 ; 0.142857 ; 0.296296 ; 0.0481928 ; 0.133333 ; 0.0761905 ; 0.0487805 ; 0.117647 ; 0.0434783 ; 0.0555556 ; 1 ; 0.0294118 ; 0.0909091 ; 0.144144 ; 0.0357143 ; 0.04 ; 0.0761905 ; 0.0338983 ; 0.0434783 ; 0.0666667 ; 0.0465116 ; 0.210526 ; 0.0769231 ; 0.123077 ; 0.047619 ; 0.0412371 ; 0.2 ; 0.0769231 ; 0.0747664 ; 0.0350877 ; 0.222222 ; 0.0963855 ; 0.222222 ; 0.125 ; 0.25 ; 0.0655738 ; 0.121212 ; 0.125 ; 0.0747664 ; 0.142857 ; 0.125 ; 0.0567376 ; 0.125 ; 0.2 ; 0.2 ; 0.0689655 ; 0.0909091 ; 0.166667 ; 0.111111 ; 0.0526316 ; 0.133333 ; 0.0655738 ; 0.0526316 ; 0.0909091 ; 0.2 ; 0.125 ; 0.0588235 ; 0.125 ; 0.0526316 ; 0.0588235 ; 0.0526316 ; 0.111111 ; 0.0526316 ; 0.125 ; 0.0588235 ; 0.0465116 ; 0.111111 ; 0.5 ; 0.0588235 ; 0.0588235 ; 0.125 ; 0.125 ; 0.0333333 ; 0.0588235 ; 0.0909091 ; 0.0588235 ; 0.0526316 ; 0.0588235 ; 0.0588235 ; 0.2 ; 0.0588235 ; 0.2 ; 0.125 ; 0.111111 ; 0.0588235 ; 0.125 ; 0.125 ; 0.125 ; 0.125
orthogonality bn:00059586n ; 0.32967 ; 0.0930233 ; 0.238095 ; 0.056338 ; 0.119403 ; 0.176796 ; 0.129032 ; 0.343949 ; 0.0819672 ; 0.518519 ; 0.118943 ; 0.0509554 ; 0.0606061 ; 0.0509554 ; 0.112676 ; 0.111111 ; 0.182927 ; 0.154639 ; 0.129032 ; 0.0689655 ; 0.0357143 ; 0.103896 ; 0.0935673 ; 0.0606061 ; 0.08 ; 0.27551 ; 0.0816327 ; 0.118519 ; 0.109589 ; 0.0754717 ; 0.228571 ; 0.163265 ; 0.0294118 ; 1 ; 0.0487805 ; 0.0509554 ; 0.454545 ; 0.126984 ; 0.118519 ; 0.192771 ; 0.12605 ; 0.129032 ; 0.220588 ; 0.05 ; 0.137931 ; 0.0776699 ; 0.108108 ; 0.130081 ; 0.0689655 ; 0.137931 ; 0.116788 ; 0.238095 ; 0.025 ; 0.0661157 ; 0.0512821 ; 0.037037 ; 0.0357143 ; 0.355263 ; 0.119403 ; 0.037037 ; 0.116788 ; 0.0606061 ; 0.037037 ; 0.0935673 ; 0.037037 ; 0.0333333 ; 0.0689655 ; 0.277778 ; 0.0689655 ; 0.0444444 ; 0.0740741 ; 0.0740741 ; 0.0392157 ; 0.040404 ; 0.0740741 ; 0.0689655 ; 0.0333333 ; 0.0181818 ; 0.0181818 ; 0.0181818 ; 0.0740741 ; 0.037037 ; 0.0740741 ; 0.0357143 ; 0.0740741 ; 0.0181818 ; 0.0181818 ; 0.0506329 ; 0.0175439 ; 0.0163934 ; 0.0181818 ; 0.0181818 ; 0.0181818 ; 0.0181818 ; 0.0298507 ; 0.0181818 ; 0.0333333 ; 0.037037 ; 0.0740741 ; 0.037037 ; 0.037037 ; 0.0163934 ; 0.0181818 ; 0.0333333 ; 0.0181818 ; 0.0357143 ; 0.037037 ; 0.0181818 ; 0.0181818 ; 0.0181818 ; 0.0181818
main bn:00099598a ; 0.0421053 ; 0.0588235 ; 0.135593 ; 0.142857 ; 0.0392157 ; 0.0914286 ; 0.0909091 ; 0.0216216 ; 0.222222 ; 0.0344828 ; 0.16 ; 0.288288 ; 0.0909091 ; 0.288288 ; 0.0754717 ; 0.0740741 ; 0.119403 ; 0.216216 ; 0.2 ; 0.0526316 ; 0.0285714 ; 0.145455 ; 0.240602 ; 0.0434783 ; 0.102564 ; 0.040404 ; 0.105263 ; 0.141593 ; 0.0727273 ; 0.210526 ; 0.142857 ; 0.0952381 ; 0.0909091 ; 0.0487805 ; 1 ; 0.288288 ; 0.0571429 ; 0.0714286 ; 0.141593 ; 0.115942 ; 0.166667 ; 0.0909091 ; 0.150943 ; 0.148148 ; 0.1 ; 0.0987654 ; 0.153846 ; 0.0733945 ; 0.0526316 ; 0.047619 ; 0.13913 ; 0.135593 ; 0.153846 ; 0.175824 ; 0.153846 ; 0.030303 ; 0.0588235 ; 0.109589 ; 0.0816327 ; 0.030303 ; 0.13913 ; 0.2 ; 0.030303 ; 0.240602 ; 0.030303 ; 0.111111 ; 0.111111 ; 0.0930233 ; 0.111111 ; 0.0588235 ; 0.0588235 ; 0.125 ; 0.615385 ; 0.653061 ; 0.0588235 ; 0.111111 ; 0.25 ; 0.0625 ; 0.030303 ; 0.0625 ; 0.0588235 ; 0.030303 ; 0.0588235 ; 0.0588235 ; 0.0588235 ; 0.0625 ; 0.0625 ; 0.150943 ; 0.125 ; 0.111111 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0444444 ; 0.030303 ; 0.111111 ; 0.0625 ; 0.0588235 ; 0.0625 ; 0.0625 ; 0.0526316 ; 0.030303 ; 0.0526316 ; 0.030303 ; 0.0588235 ; 0.030303 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625
possible bn:00108829a ; 0.0722892 ; 0.0863309 ; 0.176796 ; 0.15 ; 0.047619 ; 0.163793 ; 0.0325203 ; 0.0850202 ; 0.634615 ; 0.0296296 ; 0.466981 ; 1 ; 0.0672269 ; 1 ; 0.0625 ; 0.0300752 ; 0.115942 ; 0.233577 ; 0.144144 ; 0.0347826 ; 0.0176991 ; 0.0597015 ; 0.150943 ; 0.0325203 ; 0.240602 ; 0.130435 ; 0.207407 ; 0.181818 ; 0.0615385 ; 0.230216 ; 0.125984 ; 0.103226 ; 0.144144 ; 0.0509554 ; 0.288288 ; 1 ; 0.0551724 ; 0.0585106 ; 0.341935 ; 0.172932 ; 0.201258 ; 0.0672269 ; 0.129032 ; 0.128 ; 0.108108 ; 0.226277 ; 0.120968 ; 0.0888889 ; 0.0347826 ; 0.0512821 ; 0.179775 ; 0.176796 ; 0.130081 ; 0.398496 ; 0.252252 ; 0.018018 ; 0.036036 ; 0.111111 ; 0.189189 ; 0.018018 ; 0.179775 ; 0.144144 ; 0.018018 ; 0.435294 ; 0.018018 ; 0.0720721 ; 0.0720721 ; 0.0677966 ; 0.0720721 ; 0.110294 ; 0.036036 ; 0.036036 ; 0.468468 ; 0.25 ; 0.0176991 ; 0.0347826 ; 0.0720721 ; 0.018018 ; 0.00892857 ; 0.018018 ; 0.0176991 ; 0.00892857 ; 0.0176991 ; 0.036036 ; 0.0176991 ; 0.018018 ; 0.018018 ; 0.0606061 ; 0.036036 ; 0.0720721 ; 0.018018 ; 0.018018 ; 0.018018 ; 0.018018 ; 0.0327869 ; 0.00892857 ; 0.0347826 ; 0.018018 ; 0.0176991 ; 0.018018 ; 0.018018 ; 0.0347826 ; 0.00892857 ; 0.0347826 ; 0.018018 ; 0.0176991 ; 0.00892857 ; 0.018018 ; 0.018018 ; 0.018018 ; 0.018018
