X ; A1 ; A2 ; A3 ; A4 ; A5 ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8
A1 ; 1 ; 0.314869 ; 0.23871 ; 0.287129 ; 0.416938 ; 0.206667 ; 0.163498 ; 0.250951 ; 0.118367 ; 0.101626 ; 0.107914 ; 0.302752 ; 0.139535
A2 ; 0.314869 ; 1 ; 0.251592 ; 0.246875 ; 0.333333 ; 0.257627 ; 0.179775 ; 0.185965 ; 0.12749 ; 0.09375 ; 0.165441 ; 0.298507 ; 0.243816
A3 ; 0.23871 ; 0.251592 ; 1 ; 0.198556 ; 0.236066 ; 0.155894 ; 0.0782609 ; 0.14346 ; 0.125 ; 0.0597015 ; 0.162791 ; 0.268966 ; 0.197479
A4 ; 0.287129 ; 0.246875 ; 0.198556 ; 1 ; 0.264026 ; 0.23506 ; 0.118943 ; 0.149378 ; 0.0571429 ; 0.057971 ; 0.0893617 ; 0.355072 ; 0.127907
A5 ; 0.416938 ; 0.333333 ; 0.236066 ; 0.264026 ; 1 ; 0.219931 ; 0.15444 ; 0.170909 ; 0.121849 ; 0.047619 ; 0.223577 ; 0.262048 ; 0.170732
C1 ; 0.206667 ; 0.257627 ; 0.155894 ; 0.23506 ; 0.219931 ; 1 ; 0.118812 ; 0.152778 ; 0.0601093 ; 0.0437158 ; 0.0654206 ; 0.320611 ; 0.123932
C2 ; 0.163498 ; 0.179775 ; 0.0782609 ; 0.118943 ; 0.15444 ; 0.118812 ; 1 ; 0.0604396 ; 0.037594 ; 0.144068 ; 0.0487805 ; 0.146245 ; 0.0837696
C3 ; 0.250951 ; 0.185965 ; 0.14346 ; 0.149378 ; 0.170909 ; 0.152778 ; 0.0604396 ; 1 ; 0.0952381 ; 0.0675676 ; 0.0773481 ; 0.134058 ; 0.0900474
C4 ; 0.118367 ; 0.12749 ; 0.125 ; 0.0571429 ; 0.121849 ; 0.0601093 ; 0.037594 ; 0.0952381 ; 1 ; 0.03 ; 0.186441 ; 0.0445344 ; 0.100629
C5 ; 0.101626 ; 0.09375 ; 0.0597015 ; 0.057971 ; 0.047619 ; 0.0437158 ; 0.144068 ; 0.0675676 ; 0.03 ; 1 ; 0.0300752 ; 0.0759494 ; 0.0552147
C6 ; 0.107914 ; 0.165441 ; 0.162791 ; 0.0893617 ; 0.223577 ; 0.0654206 ; 0.0487805 ; 0.0773481 ; 0.186441 ; 0.0300752 ; 1 ; 0.118774 ; 0.180791
C7 ; 0.302752 ; 0.298507 ; 0.268966 ; 0.355072 ; 0.262048 ; 0.320611 ; 0.146245 ; 0.134058 ; 0.0445344 ; 0.0759494 ; 0.118774 ; 1 ; 0.189091
C8 ; 0.139535 ; 0.243816 ; 0.197479 ; 0.127907 ; 0.170732 ; 0.123932 ; 0.0837696 ; 0.0900474 ; 0.100629 ; 0.0552147 ; 0.180791 ; 0.189091 ; 1
