Attributes;Weight
A1;0.3125
A2;0.28125
A3;0.1875
A4;0.375
A5;0.28125
C1;0.125
C2;0.09375
C3;0.09375
C4;0.15625
C5;0.09375
C6;0.125
C7;0.1875
C8;0.125
