X ; A1 ; A2 ; A3 ; A4 ; A5 ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8
orthogonality bn:00059586n ; 0.121739 ; 0.117391 ; 0.144385 ; 0 ; 0.11588 ; 0 ; 0 ; 0.165468 ; 0 ; 0 ; 0 ; 0 ; 0.167832
main bn:00099598a ; 0 ; 0.0733945 ; 0 ; 0.0874317 ; 0.0723982 ; 0.114286 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0744186 ; 0
possible bn:00108829a ; 0.203922 ; 0.204724 ; 0 ; 0.220721 ; 0.207031 ; 0.232432 ; 0.217391 ; 0 ; 0.0888889 ; 0 ; 0 ; 0.212 ; 0
broadcast bn:00013234n ; 0.0986547 ; 0.0892857 ; 0.104396 ; 0 ; 0.0786026 ; 0 ; 0 ; 0.137405 ; 0 ; 0.196429 ; 0 ; 0 ; 0
semantics bn:00070404n ; 0 ; 0.175 ; 0.171569 ; 0 ; 0 ; 0.152542 ; 0 ; 0.161491 ; 0.149533 ; 0 ; 0.2 ; 0.134146 ; 0.192547
concept bn:00021547n ; 0.196 ; 0.18254 ; 0.20283 ; 0.200913 ; 0.175781 ; 0 ; 0.25 ; 0 ; 0 ; 0 ; 0 ; 0.194332 ; 0
occurring bn:00085337v ; 0.107143 ; 0.0977778 ; 0.120879 ; 0.109948 ; 0.106195 ; 0 ; 0 ; 0 ; 0.173333 ; 0 ; 0 ; 0 ; 0
america bn:00003341n ; 0.168 ; 0.178138 ; 0 ; 0.185185 ; 0.2 ; 0 ; 0 ; 0.240506 ; 0 ; 0 ; 0.171233 ; 0.180328 ; 0
achieved bn:00082226v ; 0.0379147 ; 0.0380952 ; 0 ; 0.0457143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0666667
automata bn:00007371n ; 0.0730594 ; 0.0733945 ; 0 ; 0.0874317 ; 0.0723982 ; 0 ; 0 ; 0.130081 ; 0 ; 0 ; 0 ; 0 ; 0
c d bn:00016915n ; 0.0688073 ; 0 ; 0 ; 0.0765027 ; 0 ; 0.1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0751174 ; 0.109375
sec bn:00068672n ; 0.0287081 ; 0.0288462 ; 0 ; 0 ; 0.028436 ; 0 ; 0 ; 0 ; 0.0784314 ; 0 ; 0 ; 0 ; 0
history bn:00044268n ; 0.0097561 ; 0.00980392 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
effect bn:00021961n ; 0 ; 0.0651163 ; 0 ; 0.0718232 ; 0.0593607 ; 0 ; 0.1375 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0944882
require bn:00091028v ; 0.142857 ; 0 ; 0.178744 ; 0.166667 ; 0.188525 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.218978 ; 0.168724 ; 0.23125
determinism bn:00026654n ; 0.0193237 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.036036 ; 0 ; 0 ; 0 ; 0.0197044 ; 0
simultaneous bn:00099916a ; 0.0145631 ; 0 ; 0 ; 0 ; 0.0144231 ; 0 ; 0 ; 0 ; 0.0425532 ; 0 ; 0 ; 0 ; 0
application bn:00005095n ; 0.1875 ; 0 ; 0.192661 ; 0.240741 ; 0.190661 ; 0.25 ; 0 ; 0.245509 ; 0 ; 0 ; 0 ; 0.181102 ; 0
possibility bn:00045632n ; 0.137931 ; 0.123932 ; 0.151832 ; 0.151515 ; 0.127119 ; 0 ; 0 ; 0.208633 ; 0 ; 0 ; 0 ; 0 ; 0
light bn:00051108n ; 0.0379147 ; 0 ; 0 ; 0.0457143 ; 0 ; 0.0606061 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0386473 ; 0
second bn:00095974a ; 0.139344 ; 0.154167 ; 0 ; 0.157895 ; 0.176471 ; 0 ; 0.208696 ; 0 ; 0 ; 0 ; 0.162963 ; 0.156118 ; 0
merely bn:00114626r ; 0.059633 ; 0.0599078 ; 0 ; 0.0773481 ; 0 ; 0 ; 0.15 ; 0 ; 0 ; 0 ; 0 ; 0.0657277 ; 0
reg bn:01922794n ; 0.00490196 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
timers bn:00077309n ; 0.0097561 ; 0 ; 0 ; 0 ; 0 ; 0.015873 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
syntax bn:00062118n ; 0.109649 ; 0.115044 ; 0 ; 0 ; 0.103896 ; 0.144737 ; 0 ; 0.154412 ; 0 ; 0 ; 0 ; 0 ; 0.132867
substates bn:00964536n ; 0.0516432 ; 0.0518868 ; 0 ; 0 ; 0.0511628 ; 0 ; 0.118421 ; 0 ; 0.0847458 ; 0 ; 0 ; 0 ; 0
conditional bn:00100214a ; 0.00490196 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
defined bn:00086465v ; 0.1875 ; 0 ; 0.192661 ; 0.240741 ; 0.190661 ; 0.25 ; 0 ; 0.245509 ; 0 ; 0 ; 0 ; 0.181102 ; 0
formal syntax bn:01042120n ; 0.0379147 ; 0.0380952 ; 0 ; 0.0457143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0386473 ; 0
operational semantics bn:02057536n ; 0.00490196 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
definition bn:00025928n ; 0.244444 ; 0.245353 ; 0.253219 ; 0.271186 ; 0.251852 ; 0.278607 ; 0 ; 0 ; 0.121019 ; 0 ; 0 ; 0.257576 ; 0
condition c bn:00675915n ; 0.00490196 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
subset bn:00074971n ; 0.0193237 ; 0 ; 0 ; 0.0233918 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0197044 ; 0
management bn:00053116n ; 0.0193237 ; 0 ; 0 ; 0 ; 0.0191388 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0197044 ; 0
higraphs bn:01691263n ; 0.0379147 ; 0.0380952 ; 0 ; 0 ; 0.0375587 ; 0 ; 0 ; 0.0695652 ; 0 ; 0 ; 0 ; 0 ; 0
finite bn:00102992a ; 0.0193237 ; 0.0194175 ; 0 ; 0.0233918 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
new york bn:00041611n ; 0.087156 ; 0 ; 0 ; 0.0748663 ; 0 ; 0 ; 0.126437 ; 0.101562 ; 0 ; 0.18 ; 0 ; 0.0837209 ; 0
automata theory bn:00152075n ; 0.0097561 ; 0 ; 0 ; 0 ; 0.00966184 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
entity bn:00031027n ; 0 ; 0.00980392 ; 0 ; 0 ; 0.00966184 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
types bn:00016413n ; 0 ; 0.101322 ; 0 ; 0.125654 ; 0.1 ; 0.131579 ; 0.166667 ; 0 ; 0 ; 0 ; 0 ; 0.112613 ; 0
multiple bn:00107028a ; 0 ; 0.106667 ; 0 ; 0.108808 ; 0.110132 ; 0.125 ; 0 ; 0 ; 0 ; 0 ; 0.131579 ; 0.113122 ; 0
composite bn:00100155a ; 0 ; 0.00980392 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0175439
sequence bn:00070574n ; 0 ; 0.0194175 ; 0.0245399 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0197044 ; 0
large number bn:14223782n ; 0 ; 0.0194175 ; 0 ; 0 ; 0 ; 0.03125 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0197044 ; 0
goal bn:00030721n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.008 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
scenario bn:01190125n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0120482 ; 0 ; 0
city bn:03335997n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.005 ; 0
workflows bn:00081578n ; 0 ; 0 ; 0.0124224 ; 0 ; 0.00966184 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
plant bn:00035324n ; 0 ; 0 ; 0.00625 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
transition state bn:03731398n ; 0 ; 0 ; 0.0124224 ; 0 ; 0.00966184 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
strategy bn:00069579n ; 0 ; 0 ; 0 ; 0 ; 0.00966184 ; 0 ; 0.030303 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
police bn:00022026n ; 0 ; 0 ; 0.0124224 ; 0 ; 0.00966184 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
transducer bn:00077966n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.005 ; 0
code bn:00020354n ; 0 ; 0 ; 0 ; 0.00595238 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
current bn:00096401a ; 0 ; 0 ; 0 ; 0.0710383 ; 0.0684932 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.132653 ; 0.0654206 ; 0.110236
traffic light bn:00074441n ; 0 ; 0 ; 0 ; 0.0118343 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00995025 ; 0
bit bn:00010731n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0234375 ; 0.0441176 ; 0 ; 0 ; 0 ; 0 ; 0.019802 ; 0
include bn:00089662v ; 0 ; 0 ; 0 ; 0.00595238 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
logical value bn:00855623n ; 0 ; 0 ; 0 ; 0.00595238 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
gate bn:00037487n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.005 ; 0
flip-flop bn:00035248n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.005 ; 0
summary bn:00075142n ; 0 ; 0 ; 0 ; 0.0402299 ; 0 ; 0 ; 0 ; 0 ; 0.117647 ; 0 ; 0.0909091 ; 0 ; 0.05
autonomous bn:00097830a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0384615 ; 0 ; 0 ; 0
stateflow bn:03369007n ; 0 ; 0 ; 0 ; 0 ; 0.0191388 ; 0 ; 0 ; 0 ; 0 ; 0.137931 ; 0 ; 0.0197044 ; 0
red light bn:00066676n ; 0 ; 0 ; 0 ; 0 ; 0.00485437 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
composite states bn:00892979n ; 0 ; 0 ; 0 ; 0 ; 0.00966184 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0175439
inner bn:00105133a ; 0 ; 0 ; 0 ; 0 ; 0.00485437 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
deep bn:00101054a ; 0 ; 0 ; 0 ; 0 ; 0.00485437 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
simple bn:00098053a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0441176 ; 0 ; 0 ; 0.103448 ; 0 ; 0.019802 ; 0
atomic bn:00097696a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0120482 ; 0 ; 0
interaction diagram bn:02571962n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0588235 ; 0 ; 0 ; 0 ; 0 ; 0.0197044 ; 0.0344828
activity diagrams bn:02627321n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0153846 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
deterministic finite state automata bn:03499526n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0183486 ; 0 ; 0 ; 0 ; 0.00995025 ; 0
superstate bn:03656095n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00884956
fsa bn:03013778n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.005 ; 0
basic bn:00098103a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.005 ; 0
fsms bn:03431506n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.005 ; 0
state actions bn:00955439n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.005 ; 0
