X ; A1 ; A2 ; A3 ; A4 ; A5 ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8
science bn:00069670n ; 0.126582 ; 0.127119 ; 0.15544 ; 0 ; 0.139831 ; 0 ; 0 ; 0.155405 ; 0.202247 ; 0 ; 0.206612 ; 0 ; 0
computer bn:00021464n ; 0.0848214 ; 0 ; 0.105556 ; 0.0952381 ; 0.103604 ; 0 ; 0 ; 0 ; 0.185714 ; 0 ; 0.161905 ; 0 ; 0
statecharts bn:01128895n ; 0 ; 0.0733945 ; 0 ; 0.0874317 ; 0.0723982 ; 0 ; 0 ; 0.130081 ; 0 ; 0 ; 0 ; 0.0744186 ; 0
systems bn:15125301n ; 0 ; 0 ; 0.103261 ; 0.104712 ; 0 ; 0.12 ; 0.173913 ; 0 ; 0 ; 0 ; 0 ; 0.119816 ; 0.130435
david harel bn:03178978n ; 0.0422535 ; 0 ; 0 ; 0 ; 0.046729 ; 0 ; 0 ; 0.0677966 ; 0.107143 ; 0 ; 0.0978261 ; 0 ; 0
mathematics bn:00053823n ; 0.211604 ; 0.268817 ; 0.27459 ; 0 ; 0.261484 ; 0.2 ; 0 ; 0 ; 0.133721 ; 0 ; 0.244681 ; 0.240283 ; 0.281553
state bn:00023236n ; 0 ; 0.0194175 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.036036 ; 0 ; 0 ; 0 ; 0.0197044 ; 0
state machine bn:00212740n ; 0.214815 ; 0.238636 ; 0.251101 ; 0 ; 0.245283 ; 0 ; 0.145455 ; 0.177665 ; 0.166667 ; 0 ; 0.254545 ; 0 ; 0.227979
diagrams bn:00026817n ; 0.232558 ; 0.214559 ; 0 ; 0.258929 ; 0.212121 ; 0.271277 ; 0 ; 0.298246 ; 0 ; 0 ; 0 ; 0.207692 ; 0
communication bn:00021221n ; 0.0645161 ; 0 ; 0.0809249 ; 0 ; 0.0639269 ; 0 ; 0 ; 0.097561 ; 0 ; 0 ; 0 ; 0 ; 0.09375
units bn:00021497n ; 0.316993 ; 0.313725 ; 0 ; 0.32491 ; 0.29393 ; 0.306452 ; 0.173333 ; 0.253061 ; 0 ; 0 ; 0 ; 0.316832 ; 0.214008
language bn:00049910n ; 0.203922 ; 0.204724 ; 0 ; 0.220721 ; 0.207031 ; 0.232432 ; 0.217391 ; 0 ; 0.0888889 ; 0 ; 0 ; 0.212 ; 0
behavior bn:00009657n ; 0.0382775 ; 0.0334928 ; 0 ; 0.0342857 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.181818 ; 0 ; 0 ; 0
complex bn:00100148a ; 0.203922 ; 0.204724 ; 0 ; 0.220721 ; 0.207031 ; 0.232432 ; 0.217391 ; 0 ; 0.0888889 ; 0 ; 0 ; 0.212 ; 0
complex system bn:03086504n ; 0 ; 0.0610329 ; 0 ; 0 ; 0.0601852 ; 0 ; 0.1 ; 0 ; 0 ; 0 ; 0.104167 ; 0 ; 0.088
problem bn:00048242n ; 0 ; 0.0560748 ; 0.0701754 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.195122 ; 0 ; 0.056872 ; 0.0708661
reactive systems bn:02824399n ; 0.102222 ; 0.0929204 ; 0 ; 0 ; 0.0869565 ; 0 ; 0 ; 0.151515 ; 0 ; 0.22807 ; 0 ; 0.0990991 ; 0
example bn:00032100n ; 0.137931 ; 0.123932 ; 0 ; 0.151515 ; 0.127119 ; 0.185897 ; 0 ; 0.208633 ; 0 ; 0 ; 0 ; 0 ; 0
automobiles bn:00007309n ; 0.0379147 ; 0.0380952 ; 0 ; 0 ; 0.0375587 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0386473 ; 0
networks bn:00024712n ; 0.0193237 ; 0 ; 0.0245399 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0197044 ; 0
kind bn:00035907n ; 0 ; 0 ; 0.0124224 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0444444 ; 0 ; 0 ; 0 ; 0
way bn:00033729n ; 0 ; 0 ; 0.0857143 ; 0.0879121 ; 0.0678733 ; 0.107143 ; 0 ; 0.121951 ; 0 ; 0 ; 0 ; 0 ; 0
time bn:00077270n ; 0 ; 0.220588 ; 0.224576 ; 0.212245 ; 0.231618 ; 0.209524 ; 0 ; 0 ; 0 ; 0 ; 0.218391 ; 0.255725 ; 0.260417
simulation bn:00021496n ; 0.0379147 ; 0 ; 0.0479042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.242424 ; 0 ; 0.0386473 ; 0
set bn:00070697n ; 0.109649 ; 0 ; 0.117647 ; 0 ; 0.103896 ; 0.12987 ; 0.212766 ; 0 ; 0 ; 0 ; 0 ; 0.131818 ; 0
output bn:00036821n ; 0.0599078 ; 0.0651163 ; 0 ; 0 ; 0.0642202 ; 0 ; 0.1375 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0859375
information bn:00046705n ; 0.10917 ; 0.1 ; 0.122995 ; 0.123711 ; 0 ; 0 ; 0.197917 ; 0 ; 0 ; 0 ; 0 ; 0.116071 ; 0
tool bn:00077585n ; 0.189723 ; 0.181102 ; 0.178899 ; 0.221198 ; 0 ; 0.240223 ; 0 ; 0.242424 ; 0 ; 0 ; 0 ; 0.192771 ; 0
number bn:00058285n ; 0.0550459 ; 0 ; 0.0751445 ; 0.0718232 ; 0.0740741 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.112245 ; 0 ; 0
state transition bn:03348716n ; 0.119149 ; 0 ; 0.146597 ; 0.152284 ; 0.12766 ; 0.179487 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.140969 ; 0
nature bn:00057017n ; 0.0730594 ; 0.0733945 ; 0.0914286 ; 0.0874317 ; 0.0723982 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
triggering bn:00082306v ; 0.128755 ; 0.12931 ; 0.146597 ; 0.140704 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.140969 ; 0.194444
hierarchical bn:00104156a ; 0.0333333 ; 0 ; 0 ; 0 ; 0 ; 0.0454545 ; 0.0833333 ; 0 ; 0 ; 0 ; 0 ; 0.0390244 ; 0
