Attributes;Weight
A1;0.41129
A2;0.407258
A3;0.245968
A4;0.391129
A5;0.370968
C1;0.306452
C2;0.233871
C3;0.125
C4;0.0806452
C5;0.104839
C6;0.0766129
C7;0.362903
C8;0.137097
