X ; A1 ; A2 ; A3 ; A4 ; A5 ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8
A1 ; 1 ; 0.353612 ; 0.216842 ; 0.310782 ; 0.438776 ; 0.208861 ; 0.217778 ; 0.245495 ; 0.179293 ; 0.105528 ; 0.13785 ; 0.288703 ; 0.151951
A2 ; 0.353612 ; 1 ; 0.251559 ; 0.280318 ; 0.337615 ; 0.264831 ; 0.206751 ; 0.243534 ; 0.188862 ; 0.0815851 ; 0.156109 ; 0.298174 ; 0.247335
A3 ; 0.216842 ; 0.251559 ; 1 ; 0.223022 ; 0.219262 ; 0.169192 ; 0.123077 ; 0.165789 ; 0.0720721 ; 0.0749186 ; 0.145897 ; 0.2019 ; 0.180628
A4 ; 0.310782 ; 0.280318 ; 0.223022 ; 1 ; 0.279116 ; 0.253102 ; 0.2 ; 0.154762 ; 0.0754717 ; 0.0782609 ; 0.0771208 ; 0.268519 ; 0.154567
A5 ; 0.438776 ; 0.337615 ; 0.219262 ; 0.279116 ; 1 ; 0.204082 ; 0.220302 ; 0.24183 ; 0.163462 ; 0.0933014 ; 0.217391 ; 0.241176 ; 0.214286
C1 ; 0.208861 ; 0.264831 ; 0.169192 ; 0.253102 ; 0.204082 ; 1 ; 0.127604 ; 0.155673 ; 0.0931677 ; 0.0551948 ; 0.0689655 ; 0.249377 ; 0.161458
C2 ; 0.217778 ; 0.206751 ; 0.123077 ; 0.2 ; 0.220302 ; 0.127604 ; 1 ; 0.147222 ; 0.0973154 ; 0.0989011 ; 0.0981013 ; 0.181141 ; 0.169444
C3 ; 0.245495 ; 0.243534 ; 0.165789 ; 0.154762 ; 0.24183 ; 0.155673 ; 0.147222 ; 1 ; 0.117845 ; 0.101083 ; 0.139159 ; 0.129108 ; 0.160763
C4 ; 0.179293 ; 0.188862 ; 0.0720721 ; 0.0754717 ; 0.163462 ; 0.0931677 ; 0.0973154 ; 0.117845 ; 1 ; 0.0379147 ; 0.156522 ; 0.103352 ; 0.0932476
C5 ; 0.105528 ; 0.0815851 ; 0.0749186 ; 0.0782609 ; 0.0933014 ; 0.0551948 ; 0.0989011 ; 0.101083 ; 0.0379147 ; 1 ; 0.0213675 ; 0.0919881 ; 0.0944056
C6 ; 0.13785 ; 0.156109 ; 0.145897 ; 0.0771208 ; 0.217391 ; 0.0689655 ; 0.0981013 ; 0.139159 ; 0.156522 ; 0.0213675 ; 1 ; 0.124661 ; 0.168831
C7 ; 0.288703 ; 0.298174 ; 0.2019 ; 0.268519 ; 0.241176 ; 0.249377 ; 0.181141 ; 0.129108 ; 0.103352 ; 0.0919881 ; 0.124661 ; 1 ; 0.175481
C8 ; 0.151951 ; 0.247335 ; 0.180628 ; 0.154567 ; 0.214286 ; 0.161458 ; 0.169444 ; 0.160763 ; 0.0932476 ; 0.0944056 ; 0.168831 ; 0.175481 ; 1
