X ; A1 ; A2 ; A3 ; A4 ; A5 ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8
autonomous bn:00097830a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0196078 ; 0 ; 0 ; 0
stateflow bn:03369007n ; 0 ; 0 ; 0 ; 0 ; 0.0183486 ; 0 ; 0 ; 0 ; 0 ; 0.0740741 ; 0 ; 0.0191388 ; 0
red light bn:00066676n ; 0 ; 0 ; 0 ; 0 ; 0.00465116 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
composite states bn:00892979n ; 0 ; 0 ; 0 ; 0 ; 0.00925926 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.016129
inner bn:00105133a ; 0 ; 0 ; 0 ; 0 ; 0.00465116 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
deep bn:00101054a ; 0 ; 0 ; 0 ; 0 ; 0.00465116 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
simple bn:00098053a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0449438 ; 0 ; 0 ; 0.0740741 ; 0 ; 0.0191388 ; 0
atomic bn:00097696a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0113636 ; 0 ; 0
interaction diagram bn:02571962n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0449438 ; 0 ; 0 ; 0 ; 0 ; 0.0191388 ; 0.031746
activity diagrams bn:02627321n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0116279 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
deterministic finite state automata bn:03499526n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0181818 ; 0 ; 0 ; 0 ; 0.00966184 ; 0
superstate bn:03656095n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00813008
fsa bn:03013778n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00485437 ; 0
basic bn:00098103a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00485437 ; 0
fsms bn:03431506n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00485437 ; 0
state actions bn:00955439n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00485437 ; 0
