Attributes;Weight
A1;0.46571
A2;0.516746
A3;0.315789
A4;0.311005
A5;0.464115
C1;0.315789
C2;0.251994
C3;0.248804
C4;0.157895
C5;0.119617
C6;0.178628
C7;0.403509
C8;0.269537
