Concept ID;Level;Type Obj/Att;Nb Obj;Nb Att;Objects/Attributes;
0;4;Objects;0;8;
0;4;Attributes;0;8;A1;A2;A3;A4;C3;C4;C5;C7;
1;3;Objects;1;3;statecharts bn:01128895n;
1;3;Attributes;1;3;A2;A4;C7;
2;3;Objects;1;3;state bn:00023236n;
2;3;Attributes;1;3;A2;C3;C7;
3;2;Objects;1;2;kind bn:00035907n;
3;2;Attributes;1;2;A3;C4;
4;2;Objects;1;2;history bn:00044268n;
4;2;Attributes;1;2;A1;A2;
5;1;Objects;1;1;autonomous bn:00097830a;
5;1;Attributes;1;1;C5;
6;2;Objects;2;2;statecharts bn:01128895n;state bn:00023236n;
6;2;Attributes;2;2;A2;C7;
7;2;Objects;2;2;statecharts bn:01128895n;traffic light bn:00074441n;
7;2;Attributes;2;2;A4;C7;
8;1;Objects;2;1;kind bn:00035907n;police bn:00022026n;
8;1;Attributes;2;1;A3;
9;1;Objects;3;1;statecharts bn:01128895n;state bn:00023236n;history bn:00044268n;
9;1;Attributes;3;1;A2;
10;1;Objects;3;1;statecharts bn:01128895n;state bn:00023236n;traffic light bn:00074441n;
10;1;Attributes;3;1;C7;
11;1;Objects;3;1;statecharts bn:01128895n;code bn:00020354n;traffic light bn:00074441n;
11;1;Attributes;3;1;A4;
12;0;Objects;8;0;statecharts bn:01128895n;state bn:00023236n;kind bn:00035907n;history bn:00044268n;police bn:00022026n;code bn:00020354n;traffic light bn:00074441n;autonomous bn:00097830a;
12;0;Attributes;8;0;
