X ; A1 ; A2 ; A3 ; A4 ; A5 ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8
A1 ; 1 ; 0.362416 ; 0.164286 ; 0.300654 ; 0.276316 ; 0.219178 ; 0.126761 ; 0.117647 ; 0.0701754 ; 0.0940171 ; 0.0803571 ; 0.263158 ; 0.0793651
A2 ; 0.362416 ; 1 ; 0.182482 ; 0.285714 ; 0.278146 ; 0.237762 ; 0.21374 ; 0.109244 ; 0.0521739 ; 0.0948276 ; 0.0434783 ; 0.264901 ; 0.0629921
A3 ; 0.164286 ; 0.182482 ; 1 ; 0.19697 ; 0.186047 ; 0.141667 ; 0.144231 ; 0.0337079 ; 0.0125 ; 0.0740741 ; 0.0126582 ; 0.227642 ; 0.043956
A4 ; 0.300654 ; 0.285714 ; 0.19697 ; 1 ; 0.251656 ; 0.310606 ; 0.165414 ; 0.0666667 ; 0.0446429 ; 0.0336134 ; 0.0265487 ; 0.280822 ; 0.12931
A5 ; 0.276316 ; 0.278146 ; 0.186047 ; 0.251656 ; 1 ; 0.174825 ; 0.136364 ; 0.0884956 ; 0.0769231 ; 0.0925926 ; 0.0882353 ; 0.263889 ; 0.0677966
C1 ; 0.219178 ; 0.237762 ; 0.141667 ; 0.310606 ; 0.174825 ; 1 ; 0.107438 ; 0.0918367 ; 0.0434783 ; 0.0408163 ; 0.0555556 ; 0.202899 ; 0.134021
C2 ; 0.126761 ; 0.21374 ; 0.144231 ; 0.165414 ; 0.136364 ; 0.107438 ; 1 ; 0.0722892 ; 0.0833333 ; 0.0243902 ; 0.084507 ; 0.15625 ; 0.0952381
C3 ; 0.117647 ; 0.109244 ; 0.0337079 ; 0.0666667 ; 0.0884956 ; 0.0918367 ; 0.0722892 ; 1 ; 0.0408163 ; 0.0961538 ; 0.0416667 ; 0.0707965 ; 0.015625
C4 ; 0.0701754 ; 0.0521739 ; 0.0125 ; 0.0446429 ; 0.0769231 ; 0.0434783 ; 0.0833333 ; 0.0408163 ; 1 ; 0.0454545 ; 0.0833333 ; 0.0679612 ; 0.0188679
C5 ; 0.0940171 ; 0.0948276 ; 0.0740741 ; 0.0336134 ; 0.0925926 ; 0.0408163 ; 0.0243902 ; 0.0961538 ; 0.0454545 ; 1 ; 0.0227273 ; 0.0545455 ; 0.0909091
C6 ; 0.0803571 ; 0.0434783 ; 0.0126582 ; 0.0265487 ; 0.0882353 ; 0.0555556 ; 0.084507 ; 0.0416667 ; 0.0833333 ; 0.0227273 ; 1 ; 0.0686275 ; 0.0816327
C7 ; 0.263158 ; 0.264901 ; 0.227642 ; 0.280822 ; 0.263889 ; 0.202899 ; 0.15625 ; 0.0707965 ; 0.0679612 ; 0.0545455 ; 0.0686275 ; 1 ; 0.0973451
C8 ; 0.0793651 ; 0.0629921 ; 0.043956 ; 0.12931 ; 0.0677966 ; 0.134021 ; 0.0952381 ; 0.015625 ; 0.0188679 ; 0.0909091 ; 0.0816327 ; 0.0973451 ; 1
