Attributes;Weight
A1;0.46822
A2;0.487288
A3;0.345339
A4;0.358051
A5;0.45339
C1;0.298729
C2;0.180085
C3;0.228814
C4;0.112288
C5;0.105932
C6;0.184322
C7;0.434322
C8;0.258475
