Attributes;Weight
A1;0.210526
A2;0.192982
A3;0.0701754
A4;0.122807
A5;0.210526
C1;0.157895
C2;0.140351
C3;0.210526
C4;0.22807
C5;0.245614
C6;0.175439
C7;0.157895
C8;0.210526
