X ; A1 ; A2 ; A3 ; A4 ; A5 ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8
A1 ; 1 ; 0.1875 ; 0.230769 ; 0.294118 ; 0.357143 ; 0.166667 ; 0.0833333 ; 0.0833333 ; 0.25 ; 0.181818 ; 0.272727 ; 0.0666667 ; 0.0769231
A2 ; 0.1875 ; 1 ; 0.0714286 ; 0.3125 ; 0.125 ; 0.0833333 ; 0.2 ; 0.333333 ; 0.0769231 ; 0.2 ; 0.0833333 ; 0.25 ; 0.3
A3 ; 0.230769 ; 0.0714286 ; 1 ; 0.2 ; 0.363636 ; 0.111111 ; 0.125 ; 0.125 ; 0.375 ; 0.125 ; 0.428571 ; 0.0909091 ; 0.111111
A4 ; 0.294118 ; 0.3125 ; 0.2 ; 1 ; 0.3125 ; 0.142857 ; 0.153846 ; 0.153846 ; 0.133333 ; 0.153846 ; 0.230769 ; 0.285714 ; 0.142857
A5 ; 0.357143 ; 0.125 ; 0.363636 ; 0.3125 ; 1 ; 0.0833333 ; 0.2 ; 0.0909091 ; 0.272727 ; 0.0909091 ; 0.3 ; 0.0714286 ; 0.181818
C1 ; 0.166667 ; 0.0833333 ; 0.111111 ; 0.142857 ; 0.0833333 ; 1 ; 0.166667 ; 0.166667 ; 0.125 ; 0.166667 ; 0.142857 ; 0.25 ; 0.142857
C2 ; 0.0833333 ; 0.2 ; 0.125 ; 0.153846 ; 0.2 ; 0.166667 ; 1 ; 0.2 ; 0.142857 ; 0.2 ; 0.166667 ; 0.125 ; 0.4
C3 ; 0.0833333 ; 0.333333 ; 0.125 ; 0.153846 ; 0.0909091 ; 0.166667 ; 0.2 ; 1 ; 0.142857 ; 0.2 ; 0.166667 ; 0.5 ; 0.166667
C4 ; 0.25 ; 0.0769231 ; 0.375 ; 0.133333 ; 0.272727 ; 0.125 ; 0.142857 ; 0.142857 ; 1 ; 0.142857 ; 0.285714 ; 0.1 ; 0.125
C5 ; 0.181818 ; 0.2 ; 0.125 ; 0.153846 ; 0.0909091 ; 0.166667 ; 0.2 ; 0.2 ; 0.142857 ; 1 ; 0.166667 ; 0.125 ; 0.166667
C6 ; 0.272727 ; 0.0833333 ; 0.428571 ; 0.230769 ; 0.3 ; 0.142857 ; 0.166667 ; 0.166667 ; 0.285714 ; 0.166667 ; 1 ; 0.111111 ; 0.142857
C7 ; 0.0666667 ; 0.25 ; 0.0909091 ; 0.285714 ; 0.0714286 ; 0.25 ; 0.125 ; 0.5 ; 0.1 ; 0.125 ; 0.111111 ; 1 ; 0.111111
C8 ; 0.0769231 ; 0.3 ; 0.111111 ; 0.142857 ; 0.181818 ; 0.142857 ; 0.4 ; 0.166667 ; 0.125 ; 0.166667 ; 0.142857 ; 0.111111 ; 1
