X;C1;C2;C3;C4;C5;C6;C7;C8;C9
vide;0.00653595;0;0;0;0;0;0;0;0
liste déroulante;0.025641;0;0;0.0277778;0;0.0275862;0;0;0
sélectionner;0.012987;0;0;0;0;0.013986;0;0;0
déclencher;0.012987;0;0.0107527;0;0;0;0;0;0
réinitialisation;0.012987;0.0136054;0;0;0;0;0;0;0
langage;0.469136;0.447531;0.567901;0.432099;0.533951;0.435185;0.317901;0.410494;0.462963
langage impératif;0.00653595;0;0;0;0;0;0;0;0
impératif;0.012987;0;0;0;0;0.013986;0;0;0
zones;0.05;0;0.0416667;0;0;0.0536913;0;0;0.0506329
utilisateur;0.163043;0;0.138889;0.174419;0.157635;0.180233;0;0;0.164835
affectation;0.0838323;0.0807453;0.0812183;0;0;0.0897436;0.109244;0;0
booléen;0.144444;0.143678;0.15534;0.147929;0;0;0.162963;0.161491;0
réalité;0.012987;0;0;0;0;0.013986;0;0;0
concatène;0.00653595;0;0;0;0;0;0;0;0
addition;0.05;0;0.0416667;0;0;0.0536913;0;0;0.0506329
soustraction;0.025641;0;0;0;0;0.0275862;0;0;0.025974
multiplié;0.00653595;0;0;0;0;0;0;0;0
modulo;0.025641;0;0.0212766;0;0;0;0;0;0.025974
égalité;0.025641;0;0;0.0277778;0.0225989;0;0;0;0
logiques;0.349398;0.305556;0.378277;0;0.362595;0.348548;0.310502;0.29918;0.352227
syntaxe;0.163043;0;0.138889;0.174419;0.157635;0.180233;0;0;0.164835
case;0.149171;0.135593;0.148325;0;0;0.16568;0.177778;0;0.150838
associer;0.0952381;0;0.08;0;0.0846561;0.101911;0;0;0.0963855
personne;0.254717;0;0.226337;0.263682;0.264317;0.262376;0;0.266667;0.257143
prenom;0.144444;0;0;0;0.140704;0.147059;0.171642;0.133333;0.146067
structure de contrôle;0.173913;0.180791;0.148148;0;0.156098;0.184971;0;0;0.175824
définition;0.163043;0;0.138889;0.174419;0.157635;0.180233;0;0;0.164835
initialiser;0.154696;0.141243;0.15311;0;0.138614;0.164706;0.185185;0;0
dépendre;0.025641;0;0.0212766;0;0;0.0275862;0;0;0
méthode post;0.469136;0.447531;0.567901;0.432099;0.533951;0.435185;0.317901;0.410494;0.462963
fermeture;0.340081;0;0.359551;0.291498;0.375;0.327801;0.299539;0.305439;0.342857
passwd;0.012987;0;0;0;0.0114286;0;0;0;0
machine;0.05;0;0.0416667;0;0.0441989;0.0536913;0;0;0
mysql;0.163043;0;0.138889;0.174419;0.157635;0.180233;0;0;0.164835
salaire;0.012987;0;0;0;0;0;0;0.0148148;0
phase;0.025641;0;0;0;0.0225989;0.0275862;0;0;0
être utile;0.025641;0;0.0212766;0;0;0.0275862;0;0;0
boucle while;0.025641;0;0;0;0;0;0;0.0291971;0.025974
jour;0.05;0;0.0416667;0;0;0.0536913;0;0.0567376;0
euro;0.012987;0;0;0;0;0.013986;0;0;0
etc;0.0952381;0;0.08;0;0.0846561;0.101911;0;0;0.0963855
programmation;0.27907;0.294686;0.237903;0.289216;0.275862;0.300493;0;0;0.275701
site;0.469136;0.447531;0.567901;0.432099;0.533951;0.435185;0.317901;0.410494;0.462963
détruire;0.025641;0;0;0;0;0;0.0373832;0;0.025974
second;0.025641;0;0.0212766;0;0;0;0;0;0.025974
ordinateur;0.025641;0;0;0;0;0.0275862;0;0;0.025974
université de rouen;0;0.00684932;0;0;0;0;0;0;0
france;0;0.0136054;0;0;0;0;0.0190476;0;0
langage de programmation;0;0.0993789;0.08;0.102564;0.0846561;0.101911;0;0;0
évolué;0;0.00684932;0;0;0;0;0;0;0
crée;0;0.0136054;0;0;0;0.013986;0;0;0
langage de script;0;0.225;0.256637;0.218274;0.22973;0.242268;0.222892;0;0.237624
interpréter;0;0.0268456;0;0;0.0225989;0;0;0.0291971;0
côté serveur;0;0.0993789;0.08;0;0.0846561;0.101911;0;0;0.0963855
serveur;0;0.268293;0.235537;0.275;0.252174;0.24878;0;0.265306;0.274038
côté client;0;0.0522876;0.0416667;0;0.0441989;0.0536913;0;0;0
manuel;0;0.00684932;0;0;0;0;0;0;0
français;0;0.00684932;0;0;0;0;0;0;0
typage;0;0.141243;0.15311;0;0.138614;0.164706;0.185185;0;0.156425
attention;0;0.0268456;0.0212766;0;0.0225989;0;0;0;0
faute de frappe;0;0.00684932;0;0;0;0;0;0;0
entiers;0;0.0807453;0.0812183;0;0.0744681;0;0.109244;0;0.0848485
3.14;0;0.0136054;0;0;0.0114286;0;0;0;0
printf;0;0.0268456;0;0;0.0225989;0;0;0;0.025974
comparaison;0;0.0522876;0.0416667;0;0;0;0;0.0567376;0.0506329
switch;0;0.143678;0.15534;0.147929;0;0;0.162963;0.161491;0.146067
expr;0;0.00684932;0;0;0;0;0;0;0
spécifique;0;0.00684932;0;0;0;0;0;0;0
foreach;0;0.320833;0.390625;0.316456;0.337209;0.298755;0.261468;0.309013;0.352941
pointeur;0;0.0136054;0.0107527;0;0;0;0;0;0
list;0;0.0522876;0.0416667;0.0540541;0;0;0;0;0.0506329
inverse;0;0.00684932;0;0;0;0;0;0;0
trie;0;0.00684932;0;0;0;0;0;0;0
concaténation;0;0.0522876;0;0;0.0441989;0.0536913;0;0;0.0506329
accès;0;0.00684932;0;0;0;0;0;0;0
strcmp;0;0.0136054;0.0107527;0;0;0;0;0;0
trim;0;0.0993789;0.08;0;0.0846561;0.101911;0;0;0.0963855
casse;0;0.0136054;0;0;0.0114286;0;0;0;0
occurence;0;0.00684932;0;0;0;0;0;0;0
décompte;0;0.0268456;0.0212766;0;0;0.0275862;0;0;0
valeur de retour;0;0.0522876;0.0416667;0;0;0.0536913;0;0;0.0506329
passage par référence;0;0.0136054;0;0.0140845;0;0;0;0;0
traiter;0;0.00684932;0;0;0;0;0;0;0
méthode;0;0.320833;0.390625;0.316456;0.337209;0.298755;0.261468;0.309013;0.352941
navigation;0;0.0136054;0;0.0140845;0;0;0;0;0
rouen;0;0.00684932;0;0;0;0;0;0;0
code postal;0;0.0136054;0;0;0;0.013986;0;0;0
cle;0;0.0993789;0.08;0.102564;0;0;0;0.107383;0.0963855
mot;0;0.175141;0.143519;0.180233;0.156863;0.179191;0;0;0.17033
mot de passe;0;0.0522876;0.0416667;0;0;0.0536913;0;0.0567376;0
rows;0;0.0268456;0;0;0;0.0275862;0;0;0.025974
bouton radio;0;0.0136054;0;0;0;0.013986;0;0;0
radio;0;0.0522876;0;0.0540541;0;0.0536913;0;0;0.0506329
multiple;0;0.0136054;0;0;0;0;0;0;0.0131579
touche ctrl;0;0.00684932;0;0;0;0;0;0;0
transfert de fichier;0;0.00684932;0;0;0;0;0;0;0
fread;0;0.0268456;0.0212766;0.0277778;0;0;0;0;0
fin de fichier;0;0.0136054;0.0107527;0;0;0;0;0;0
existence;0;0.0268456;0;0;0.0225989;0.0275862;0;0;0
carte d’identité;0;0.00684932;0;0;0;0;0;0;0
mémoire vive;0;0.00684932;0;0;0;0;0;0;0
timestamp;0;0.0807453;0.0812183;0;0.0744681;0.0897436;0.109244;0;0
vouloir;0;0.0522876;0.0416667;0;0.0441989;0.0536913;0;0;0
session;0;0.138728;0.145631;0.136095;0.130653;0.142012;0.148148;0;0
temps;0;0.225;0.256637;0.218274;0.22973;0.242268;0.222892;0;0.237624
généralement;0;0.00684932;0;0;0;0;0;0;0
min;0;0.0136054;0;0;0;0.013986;0;0;0
correct;0;0.0136054;0;0;0;0.013986;0;0;0
exe;0;0.00684932;0;0;0;0;0;0;0
xhtml;0;0.0136054;0.0107527;0;0;0;0;0;0
2.0;0;0.00684932;0;0;0;0;0;0;0
page;0;0;0.00540541;0;0;0;0;0;0
base;0;0;0.00540541;0;0;0;0;0;0
séparateur;0;0;0.0107527;0;0;0.013986;0;0;0
bloc;0;0;0.0107527;0;0.0114286;0;0;0;0
portée;0;0;0.00540541;0;0;0;0;0;0
chaîne;0;0;0.132075;0;0.139303;0.152047;0.177778;0.145455;0.157303
supprimer;0;0;0.00540541;0;0;0;0;0;0
précédence;0;0;0.00540541;0;0;0;0;0;0
bits;0;0;0.0107527;0;0.0114286;0;0;0;0
incrémentation;0;0;0.00540541;0;0;0;0;0;0
opérateur logiques;0;0;0.0212766;0;0;0.0275862;0;0;0.025974
strftime;0;0;0.0107527;0;0.0114286;0;0;0;0
phpmyadmin;0;0;0.0212766;0;0.0225989;0;0;0;0.025974
modifier;0;0;0.00540541;0;0;0;0;0;0
numériques;0;0;0.00540541;0;0;0;0;0;0
réels;0;0;0.0107527;0;0;0.013986;0;0;0
enum;0;0;0.00540541;0;0;0;0;0;0
time;0;0;0.0212766;0;0.0225989;0;0.0373832;0;0
sql;0;0;0.08;0;0.0846561;0.101911;0;0.107383;0.0963855
innodb;0;0;0.0107527;0;0;0;0;0;0.0131579
fulltext;0;0;0.00540541;0;0;0;0;0;0
séquence;0;0;0.0416667;0;0;0.0536913;0;0.0567376;0.0506329
fichier par;0;0;0.00540541;0;0;0;0;0;0
sortie;0;0;0.00540541;0;0;0;0;0;0
sortie standard;0;0;0.0212766;0.0277778;0.0225989;0;0;0;0
ecriture;0;0;0.0416667;0.0540541;0.0441989;0;0;0;0.0506329
fermer;0;0;0.0107527;0;0;0.013986;0;0;0
système de fichiers;0;0;0.00540541;0;0;0;0;0;0
comparer;0;0;0.00540541;0;0;0;0;0;0
couleurs;0;0;0.08;0.102564;0.0846561;0.101911;0;0;0.0963855
rectangle;0;0;0.00540541;0;0;0;0;0;0
polygones;0;0;0.00540541;0;0;0;0;0;0
programmation objet;0;0;0.0212766;0;0.0225989;0;0;0;0.025974
opérateur;0;0;0.0107527;0;0;0;0;0.0148148;0
classe;0;0;0.08;0;0.0846561;0.101911;0;0.107383;0.0963855
héritage;0;0;0.08;0;0.0846561;0.101911;0;0.107383;0.0963855
polymorphisme;0;0;0.0107527;0;0;0;0;0;0.0131579
self;0;0;0.0212766;0;0.0225989;0;0;0;0.025974
constructeurs;0;0;0.08;0;0.0846561;0.101911;0;0.107383;0.0963855
destructeur;0;0;0.00540541;0;0;0;0;0;0
nouveauté;0;0;0.00540541;0;0;0;0;0;0
exceptions;0;0;0.00540541;0;0;0;0;0;0
sauvegarder;0;0;0.0212766;0;0.0225989;0.0275862;0;0;0
inspirer;0;0;0.00540541;0;0;0;0;0;0
langage c;0;0;0.0212766;0.0277778;0;0;0;0;0.025974
rasmus lerdorf;0;0;0.0107527;0;0.0114286;0;0;0;0
site personnel;0;0;0.00540541;0;0;0;0;0;0
interpreter;0;0;0.0107527;0;0;0.013986;0;0;0
contributeurs;0;0;0.00540541;0;0;0;0;0;0
juin;0;0;0.0107527;0;0.0114286;0;0;0;0
zeev suraski;0;0;0.0107527;0;0.0114286;0;0;0;0
modulaire;0;0;0.0107527;0;0.0114286;0;0;0;0
extensible;0;0;0.00540541;0;0;0;0;0;0
supplémentaires;0;0;0.0212766;0;0.0225989;0.0275862;0;0;0
manquer;0;0;0.0107527;0;0;0.013986;0;0;0
cohérente;0;0;0.0107527;0;0;0.013986;0;0;0
moteur;0;0;0.0416667;0;0.0441989;0.0536913;0;0;0.0506329
zend;0;0;0.0107527;0;0.0114286;0;0;0;0
zend engine;0;0;0.0107527;0;0.0114286;0;0;0;0
mai;0;0;0.00540541;0;0;0;0;0;0
c++;0;0;0.0416667;0.0540541;0.0441989;0.0536913;0;0;0
xml;0;0;0.0212766;0;0.0225989;0.0275862;0;0;0
forum;0;0;0.00540541;0;0;0;0;0;0
messagerie;0;0;0.0107527;0;0;0;0;0;0.0131579
commerce électronique;0;0;0.0107527;0;0.0114286;0;0;0;0
banque;0;0;0.0212766;0.0277778;0;0.0275862;0;0;0
publication en ligne;0;0;0.00540541;0;0;0;0;0;0
lamp;0;0;0.0212766;0;0.0225989;0;0;0;0.025974
linux;0;0;0.0416667;0;0.0441989;0.0536913;0;0;0.0506329
incorporer;0;0;0.00540541;0;0;0;0;0;0
semblant;0;0;0.00540541;0;0;0;0;0;0
dédier;0;0;0.00540541;0;0;0;0;0;0
lire;0;0;0.08;0.102564;0.0846561;0.101911;0;0;0.0963855
vitesse;0;0;0.0107527;0;0;0.013986;0;0;0
côté;0;0;0.00540541;0;0;0;0;0;0
windows;0;0;0.0212766;0;0.0225989;0.0275862;0;0;0
vbscript;0;0;0.00540541;0;0;0;0;0;0
jscript;0;0;0.00540541;0;0;0;0;0;0
activex;0;0;0.00540541;0;0;0;0;0;0
portage;0;0;0.00540541;0;0;0;0;0;0
plate-forme;0;0;0.00540541;0;0;0;0;0;0
langage de programmation procédural;0;0;0.0107527;0;0.0114286;0;0;0;0
procédural;0;0;0.00540541;0;0;0;0;0;0
nécessaire;0;0;0.0212766;0.0277778;0;0.0275862;0;0;0
unix;0;0;0.0107527;0;0.0114286;0;0;0;0
mac;0;0;0.0107527;0;0.0114286;0;0;0;0
distribution linux;0;0;0.0107527;0;0.0114286;0;0;0;0
mode;0;0;0.08;0.102564;0.0846561;0.101911;0;0;0.0963855
répertoire personnel;0;0;0.00540541;0;0;0;0;0;0
complexe;0;0;0.0212766;0;0.0225989;0.0275862;0;0;0
uvre;0;0;0.0212766;0.0277778;0;0.0275862;0;0;0
employer;0;0;0.0107527;0;0.0114286;0;0;0;0
easyphp;0;0;0.00540541;0;0;0;0;0;0
coloration syntaxique;0;0;0.00540541;0;0;0;0;0;0
w3c;0;0;0.0416667;0.0540541;0;0.0536913;0;0;0.0506329
css;0;0;0.00540541;0;0;0;0;0;0
entête;0;0;0.0416667;0;0;0.0536913;0.0720721;0;0.0506329
mozilla;0;0;0.0107527;0.0140845;0;0;0;0;0
galeon;0;0;0.00540541;0;0;0;0;0;0
konqueror;0;0;0.00540541;0;0;0;0;0;0
compatibles;0;0;0.00540541;0;0;0;0;0;0
bordélique;0;0;0.00540541;0;0;0;0;0;0
endroit;0;0;0.0416667;0;0.0441989;0.0536913;0;0;0.0506329
web;0;0;0.0107527;0;0;0.013986;0;0;0
souple;0;0;0.00540541;0;0;0;0;0;0
point-virgule;0;0;0.0107527;0;0;0.013986;0;0;0
sensible;0;0;0.0416667;0.0540541;0.0441989;0.0536913;0;0;0
lettre;0;0;0.0107527;0;0.0114286;0;0;0;0
contexte;0;0;0.00540541;0;0;0;0;0;0
transtypage;0;0;0.0212766;0.0277778;0;0.0275862;0;0;0
signe égal;0;0;0.00540541;0;0;0;0;0;0
sans;0;0;0.00540541;0;0;0;0;0;0
echo;0;0;0.0107527;0;0;0.013986;0;0;0
affiche;0;0;0.0107527;0;0;0;0;0;0.0131579
globale;0;0;0.0212766;0;0;0.0275862;0;0;0.025974
variable locale;0;0;0.0107527;0;0;0;0.0190476;0;0
locale;0;0;0.0107527;0;0;0;0.0190476;0;0
grand nombre;0;0;0.0212766;0;0;0.0275862;0;0;0.025974
files;0;0;0.0212766;0;0;0.0275862;0.0373832;0;0
upload;0;0;0.00540541;0;0;0;0;0;0
env;0;0;0.0416667;0;0.0441989;0;0.0720721;0;0.0506329
cache;0;0;0.0107527;0;0.0114286;0;0;0;0
dynamique;0;0;0.00540541;0;0;0;0;0;0
ambiguïté;0;0;0.00540541;0;0;0;0;0;0
chaîne vide;0;0;0.0107527;0;0;0.013986;0;0;0
booléenne;0;0;0.00540541;0;0;0;0;0;0
architecture;0;0;0.0107527;0;0.0114286;0;0;0;0
nombre à virgule flottante;0;0;0.0212766;0.0277778;0;0;0;0;0.025974
puissance de 10;0;0;0.00540541;0;0;0;0;0;0
ascii;0;0;0.0107527;0.0140845;0;0;0;0;0
unicode;0;0;0.00540541;0;0;0;0;0;0
échapper;0;0;0.00540541;0;0;0;0;0;0
lf;0;0;0.00540541;0;0;0;0;0;0
carriage return;0;0;0.00540541;0;0;0;0;0;0
cr;0;0;0.00540541;0;0;0;0;0;0
antislash;0;0;0.0107527;0;0;0.013986;0;0;0
notation octale;0;0;0.00540541;0;0;0;0;0;0
notation hexadécimale;0;0;0.00540541;0;0;0;0;0;0
hexadécimale;0;0;0.00540541;0;0;0;0;0;0
égal;0;0;0.0416667;0.0540541;0;0.0536913;0;0;0.0506329
valeur numérique;0;0;0.0107527;0;0;0;0;0;0.0131579
numérique;0;0;0.0212766;0;0;0;0.0373832;0;0.025974
val;0;0;0.00540541;0;0;0;0;0;0
table de hachage;0;0;0.0107527;0.0140845;0;0;0;0;0
hachage;0;0;0.0212766;0.0277778;0.0225989;0;0;0;0
pile;0;0;0.0107527;0;0.0114286;0;0;0;0
séparer;0;0;0.0107527;0;0.0114286;0;0;0;0
volée;0;0;0.00540541;0;0;0;0;0;0
class;0;0;0.0416667;0;0.0441989;0;0;0.0567376;0.0506329
constantes;0;0;0.0107527;0;0;0;0;0;0.0131579
casse;0;0;0.00540541;0;0;0;0;0;0
redéfinir;0;0;0.00540541;0;0;0;0;0;0
integer;0;0;0.0416667;0;0.0441989;0.0536913;0;0.0567376;0
gauche;0;0;0.00540541;0;0;0;0;0;0
droite;0;0;0.0107527;0.0140845;0;0;0;0;0
croître;0;0;0.00540541;0;0;0;0;0;0
associativité;0;0;0.00540541;0;0;0;0;0;0
division;0;0;0.0212766;0;0;0.0275862;0;0;0.025974
multiplication;0;0;0.08;0.102564;0.0846561;0.101911;0;0;0.0963855
division par deux;0;0;0.00540541;0;0;0;0;0;0
deux;0;0;0.0107527;0;0;0.013986;0;0;0
message;0;0;0.0212766;0;0.0225989;0;0;0.0291971;0
oeil;0;0;0.00540541;0;0;0;0;0;0
affiche;0;0;0.0416667;0.0540541;0;0.0536913;0;0;0.0506329
exécutée;0;0;0.00540541;0;0;0;0;0;0
conditionnelle;0;0;0.0107527;0;0;0;0;0;0.0131579
sorte;0;0;0.00540541;0;0;0;0;0;0
ressembler à;0;0;0.0107527;0;0;0.013986;0;0;0
homologue;0;0;0.00540541;0;0;0;0;0;0
impossible;0;0;0.0212766;0;0.0225989;0.0275862;0;0;0
existe;0;0;0.0107527;0;0;0.013986;0;0;0
appel de fonction;0;0;0.00540541;0;0;0;0;0;0
valeur par défaut;0;0;0.08;0.102564;0.0846561;0.101911;0;0;0.0963855
type de valeurs;0;0;0.0107527;0;0;0;0;0.0148148;0
devoir;0;0;0.0107527;0;0;0.013986;0;0;0
couvrir;0;0;0.00540541;0;0;0;0;0;0
rappel;0;0;0.143541;0.133721;0.14;0.152941;0.17037;0;0.151685
limitation;0;0;0.00540541;0;0;0;0;0;0
conteneur;0;0;0.00540541;0;0;0;0;0;0
droit;0;0;0.0416667;0.0540541;0.0441989;0.0536913;0;0;0
chose;0;0;0.0416667;0.0540541;0.0441989;0.0536913;0;0;0
premier;0;0;0.0107527;0;0;0.013986;0;0;0
choix multiples;0;0;0.00540541;0;0;0;0;0;0
vin;0;0;0.00540541;0;0;0;0;0;0
format de date;0;0;0.00540541;0;0;0;0;0;0
langue anglaise;0;0;0.0416667;0.0540541;0;0.0536913;0;0;0.0506329
français;0;0;0.0212766;0;0;0.0275862;0;0;0.025974
système;0;0;0.0416667;0;0.0441989;0.0536913;0;0;0.0506329
semaine;0;0;0.0107527;0;0;0.013986;0;0;0
heure internet;0;0;0.00540541;0;0;0;0;0;0
internet;0;0;0.0416667;0;0.0441989;0.0536913;0;0;0.0506329
vendredi;0;0;0.0107527;0;0.0114286;0;0;0;0
janvier;0;0;0.00540541;0;0;0;0;0;0
hiver;0;0;0.00540541;0;0;0;0;0;0
heure de greenwich;0;0;0.00540541;0;0;0;0;0;0
dec;0;0;0.00540541;0;0;0;0;0;0
fuseau horaire;0;0;0.00540541;0;0;0;0;0;0
dimanche;0;0;0.0212766;0;0.0225989;0.0275862;0;0;0
samedi;0;0;0.0107527;0;0.0114286;0;0;0;0
lundi;0;0;0.0107527;0;0.0114286;0;0;0;0
second;0;0;0.00540541;0;0;0;0;0;0
fonction;0;0;0.00540541;0;0;0;0;0;0
siècle;0;0;0.00540541;0;0;0;0;0;0
numérique;0;0;0.00540541;0;0;0;0;0;0
intervalle;0;0;0.00540541;0;0;0;0;0;0
semaine 1;0;0;0.00540541;0;0;0;0;0;0
abréviation;0;0;0.00540541;0;0;0;0;0;0
littéral;0;0;0.0107527;0;0;0.013986;0;0;0
september;0;0;0.00540541;0;0;0;0;0;0
septembre;0;0;0.0107527;0;0.0114286;0;0;0;0
semaine 3;0;0;0.00540541;0;0;0;0;0;0
système de gestion;0;0;0.0212766;0;0.0225989;0.0275862;0;0;0
système de gestion de base de donnée;0;0;0.0212766;0.0277778;0;0.0275862;0;0;0
relationnel;0;0;0.0107527;0;0;0;0;0;0.0131579
open source;0;0;0.0107527;0;0;0;0;0;0.0131579
mysql ab;0;0;0.00540541;0;0;0;0;0;0
licence;0;0;0.0107527;0;0;0.013986;0;0;0
licence gpl;0;0;0.0107527;0;0;0.013986;0;0;0
support technique;0;0;0.00540541;0;0;0;0;0;0
hébergeur;0;0;0.0212766;0;0;0.0275862;0;0;0.025974
étrangères;0;0;0.00540541;0;0;0;0;0;0
notamment;0;0;0.0107527;0;0.0114286;0;0;0;0
delete;0;0;0.0416667;0;0.0441989;0.0536913;0;0.0567376;0
moteur de recherche;0;0;0.00540541;0;0;0;0;0;0
sqlplus;0;0;0.00540541;0;0;0;0;0;0
intuitif;0;0;0.00540541;0;0;0;0;0;0
toolkit;0;0;0.00540541;0;0;0;0;0;0
qt;0;0;0.00540541;0;0;0;0;0;0
macos;0;0;0.0107527;0;0.0114286;0;0;0;0
configuration;0;0;0.0212766;0;0.0225989;0;0;0;0.025974
ip;0;0;0.0107527;0;0;0;0;0;0.0131579
doute;0;0;0.0107527;0;0;0.013986;0;0;0
administrateur;0;0;0.0107527;0;0;0.013986;0;0;0
mise à jour;0;0;0.0212766;0;0;0.0275862;0.0373832;0;0
insert;0;0;0.0416667;0;0;0.0536913;0;0.0567376;0.0506329
possible;0;0;0.0212766;0;0.0225989;0.0275862;0;0;0
varchar;0;0;0.0212766;0;0.0225989;0.0275862;0;0;0
tenir compte;0;0;0.0107527;0;0;0.013986;0;0;0
quantité variables;0;0;0.00540541;0;0;0;0;0;0
medium;0;0;0.00540541;0;0;0;0;0;0
tris;0;0;0.00540541;0;0;0;0;0;0
champ de;0;0;0.00540541;0;0;0;0;0;0
insérer;0;0;0.00540541;0;0;0;0;0;0
plupart;0;0;0.0107527;0;0;0.013986;0;0;0
préférence;0;0;0.00540541;0;0;0;0;0;0
février;0;0;0.00540541;0;0;0;0;0;0
mise;0;0;0.0212766;0;0;0.0275862;0;0;0.025974
expliquer;0;0;0.00540541;0;0;0;0;0;0
plage;0;0;0.00540541;0;0;0;0;0;0
mm;0;0;0.00540541;0;0;0;0;0;0
fraction;0;0;0.00540541;0;0;0;0;0;0
soumettre;0;0;0.00540541;0;0;0;0;0;0
transaction;0;0;0.0212766;0;0.0225989;0;0;0;0.025974
rollback;0;0;0.0212766;0;0.0225989;0;0;0;0.025974
crash;0;0;0.00540541;0;0;0;0;0;0
contraintes;0;0;0.0107527;0;0;0.013986;0;0;0
intégrité;0;0;0.00540541;0;0;0;0;0;0
parente;0;0;0.00540541;0;0;0;0;0;0
clé étrangère;0;0;0.0107527;0;0;0.013986;0;0;0
fils;0;0;0.00540541;0;0;0;0;0;0
critère;0;0;0.0107527;0;0;0.013986;0;0;0
flotter;0;0;0.00540541;0;0;0;0;0;0
order;0;0;0.00540541;0;0;0;0;0;0
simplicité;0;0;0.00540541;0;0;0;0;0;0
ouverte;0;0;0.00540541;0;0;0;0;0;0
échec;0;0;0.0212766;0;0.0225989;0.0275862;0;0;0
numéroter;0;0;0.00540541;0;0;0;0;0;0
identiques;0;0;0.00540541;0;0;0;0;0;0
renommer;0;0;0.0107527;0;0.0114286;0;0;0;0
insertion;0;0;0.0107527;0.0140845;0;0;0;0;0
avoir besoin de;0;0;0.0212766;0;0.0225989;0.0275862;0;0;0
valeur;0;0;0.0107527;0;0;0;0.0190476;0;0
liste chaînée;0;0;0.00540541;0;0;0;0;0;0
jointure;0;0;0.00540541;0;0;0;0;0;0
activer;0;0;0.00540541;0;0;0;0;0;0
mode texte;0;0;0.00540541;0;0;0;0;0;0
fin;0;0;0.00540541;0;0;0;0;0;0
placer;0;0;0.0107527;0.0140845;0;0;0;0;0
img;0;0;0.0107527;0;0;0.013986;0;0;0
fichier csv;0;0;0.00540541;0;0;0;0;0;0
ret;0;0;0.00540541;0;0;0;0;0;0
fichier binaire;0;0;0.00540541;0;0;0;0;0;0
calculer;0;0;0.0107527;0;0;0.013986;0;0;0
réussite;0;0;0.00540541;0;0;0;0;0;0
chdir;0;0;0.00540541;0;0;0;0;0;0
argument;0;0;0.00540541;0;0;0;0;0;0
relatif;0;0;0.00540541;0;0;0;0;0;0
handle;0;0;0.0107527;0.0140845;0;0;0;0;0
prochaine;0;0;0.0107527;0;0;0.013986;0;0;0
