X;C11;C15;C17;C19;C3;C5;C6;CJA
intranet;0.0166667;0.015625;0;0;0;0;0;0
avoir envie de;0.0166667;0;0;0;0;0;0.0178571;0
classe;0.495798;0.529412;0.5;0.504202;0.462185;0.495798;0.462185;0.462185
dérouler;0.00840336;0;0;0;0;0;0;0
temps;0.351648;0.336842;0.349727;0.347826;0.367816;0.351648;0.367816;0
relation de un à un;0.00840336;0;0;0;0;0;0;0
démarrer;0.119403;0.112676;0.118519;0.117647;0.126984;0;0;0
instanciation;0.00840336;0;0;0;0;0;0;0
modélisation;0.00840336;0;0;0;0;0;0;0
simplifier;0.0327869;0;0.0325203;0;0;0.0327869;0;0
être utiles;0.202703;0.207792;0.201342;0;0.197183;0;0.197183;0.197183
potentiels;0.00840336;0;0;0;0;0;0;0
coordonnées;0.0166667;0;0;0;0.0178571;0;0;0
donner naissance;0.00840336;0;0;0;0;0;0;0
primaire;0.00840336;0;0;0;0;0;0;0
êtres;0.00840336;0;0;0;0;0;0;0
fonctionnalité;0.0634921;0.0597015;0;0;0;0;0.0677966;0.0677966
validité;0.0166667;0;0;0;0;0;0.0178571;0
format de date;0.0327869;0.0307692;0;0;0.0350877;0;0;0
séparément;0.00840336;0;0;0;0;0;0;0
ligne de code;0.0634921;0.0597015;0.0629921;0.0625;0;0;0;0
charge de travail;0.00840336;0;0;0;0;0;0;0
commettre;0.0166667;0;0;0;0;0.0166667;0;0
l’écriture;0.213333;0.202532;0;0.210526;0.225352;0.213333;0;0.225352
ergonomiques;0.00840336;0;0;0;0;0;0;0
police de caractère;0.00840336;0;0;0;0;0;0;0
couleurs;0.331461;0.346154;0;0.335196;0.316092;0.331461;0.316092;0.316092
correcte;0.00840336;0;0;0;0;0;0;0
placer;0.0634921;0.0597015;0;0;0.0677966;0;0.0677966;0
économie;0.00840336;0;0;0;0;0;0;0
dégager;0.00840336;0;0;0;0;0;0;0
répartition;0.00840336;0;0;0;0;0;0;0
mentionner;0.0166667;0;0;0.0163934;0;0;0;0
résulter;0.00840336;0;0;0;0;0;0;0
électronique;0.0166667;0.015625;0;0;0;0;0;0
gif;0.0166667;0;0;0;0.0178571;0;0;0
h2;0.0327869;0;0;0.0322581;0;0.0327869;0;0
solid;0.0166667;0;0.0165289;0;0;0;0;0
encart;0.00840336;0;0;0;0;0;0;0
navigation;0.0166667;0.015625;0;0;0;0;0;0
déconnecter;0.0166667;0.015625;0;0;0;0;0;0
lors;0.00840336;0;0;0;0;0;0;0
lien de retour;0.00840336;0;0;0;0;0;0;0
déconnexion;0.0327869;0;0;0.0322581;0.0350877;0;0;0
feuille;0.0166667;0;0;0;0;0;0.0178571;0
sophistiquée;0.00840336;0;0;0;0;0;0;0
approfondir;0.00840336;0;0;0;0;0;0;0
oublier;0.0166667;0;0.0165289;0;0;0;0;0
certain;0.00840336;0;0;0;0;0;0;0
alternative;0.00840336;0;0;0;0;0;0;0
sens large;0.00840336;0;0;0;0;0;0;0
encodeur;0.00840336;0;0;0;0;0;0;0
bienvenue;0.0166667;0;0.0165289;0;0;0;0;0
ressembler à;0.0634921;0;0;0.0625;0.0677966;0;0.0677966;0
progression;0.00840336;0;0;0;0;0;0;0
difficulté;0.00840336;0;0;0;0;0;0;0
feed-back;0.00840336;0;0;0;0;0;0;0
avoir échoué;0.00840336;0;0;0;0;0;0;0
id;0.331461;0.346154;0;0.335196;0.316092;0.331461;0.316092;0.316092
mini-site;0.0166667;0;0;0;0;0;0.0178571;0
arborescence;0.00840336;0;0;0;0;0;0;0
cache;0.0327869;0;0;0;0.0350877;0.0327869;0;0
daniel;0;0.00787402;0;0;0;0;0;0
historique;0;0.015625;0;0;0;0.0166667;0;0
manuel;0;0.00787402;0;0;0;0;0;0
arrêt;0;0.00787402;0;0;0;0;0;0
interfaçage;0;0.0307692;0.0325203;0;0;0;0;0.0350877
transtypage;0;0.114286;0;0.111111;0.111111;0;0.111111;0.111111
arobase;0;0.00787402;0;0;0;0;0;0
comparaison;0;0.207792;0.201342;0.2;0.197183;0;0.197183;0.197183
fonction utilisateurs;0;0.0307692;0.0325203;0;0;0.0327869;0;0
validation;0;0.015625;0;0;0;0.0166667;0;0
en-tête;0;0.207792;0.201342;0.2;0.197183;0;0.197183;0.197183
base de données web;0;0.00787402;0;0;0;0;0;0
rechercher;0;0.00787402;0;0;0;0;0;0
insérer;0;0.00787402;0;0;0;0;0;0
naviguer;0;0.00787402;0;0;0;0;0;0
lire;0;0.351648;0.335196;0.333333;0.321839;0.337079;0.321839;0.321839
daniel;0;0.00787402;0;0;0;0;0;0
erreur de syntaxe;0;0.015625;0;0;0.0178571;0;0;0
sémantique;0;0.015625;0;0;0;0;0;0.0178571
erreur logique;0;0.00787402;0;0;0;0;0;0
message;0;0.112676;0;0.117647;0.126984;0.119403;0;0.126984
journalisation;0;0.00787402;0;0;0;0;0;0
constructeur;0;0.207792;0.201342;0;0.197183;0.202703;0.197183;0.197183
attribut;0;0.0597015;0;0.0625;0;0.0634921;0;0.0677966
héritage;0;0.207792;0.201342;0;0.197183;0.202703;0.197183;0.197183
redéfinition;0;0.0307692;0;0;0.0350877;0;0;0.0350877
destructeur;0;0.015625;0;0;0.0178571;0;0;0
langage html;0;0.0307692;0.0325203;0.0322581;0;0;0;0
etc.;0;0.202532;0.211921;0.210526;0.225352;0.213333;0.225352;0
hébergeur;0;0.0597015;0;0.0625;0.0677966;0;0.0677966;0
commerce électronique;0;0.0307692;0;0;0.0350877;0.0327869;0;0
nom de domaine;0;0.015625;0.0165289;0;0;0;0;0
messagerie;0;0.015625;0;0;0.0178571;0;0;0
comparable;0;0.00787402;0;0;0;0;0;0
standard;0;0.351648;0.335196;0.333333;0.321839;0.337079;0.321839;0.321839
rasmus lerdorf;0;0.0597015;0.0629921;0;0.0677966;0.0634921;0;0
page perso;0;0.015625;0;0;0.0178571;0;0;0
package;0;0.0597015;0.0629921;0;0;0.0634921;0;0.0677966
interpreter;0;0.0597015;0.0629921;0;0.0677966;0;0.0677966;0
zeev suraski;0;0.0597015;0.0629921;0;0.0677966;0.0634921;0;0
portail;0;0.00787402;0;0;0;0;0;0
moteur;0;0.112676;0;0.117647;0.126984;0.119403;0;0.126984
moteur zend;0;0.0307692;0;0;0.0350877;0.0327869;0;0
zend;0;0.0597015;0;0.0625;0.0677966;0.0634921;0;0
idéal;0;0.015625;0;0;0;0;0;0.0178571
processeurs;0;0.0307692;0;0;0;0;0.0350877;0.0350877
line;0;0.015625;0;0;0;0;0;0.0178571
familière;0;0.00787402;0;0;0;0;0;0
langage c;0;0.0597015;0.0629921;0;0.0677966;0;0;0.0677966
phénomène;0;0.00787402;0;0;0;0;0;0
actifs;0;0.00787402;0;0;0;0;0;0
combinés;0;0.00787402;0;0;0;0;0;0
répartir;0;0.00787402;0;0;0;0;0;0
client;0;0.202532;0.211921;0.210526;0.225352;0.213333;0.225352;0
nouvelles technologies;0;0.00787402;0;0;0;0;0;0
activex;0;0.015625;0;0;0.0178571;0;0;0
applets;0;0.0307692;0;0;0;0;0.0350877;0.0350877
java;0;0.351648;0.335196;0.333333;0.321839;0.337079;0.321839;0.321839
servlets;0;0.015625;0;0;0;0;0;0.0178571
windows;0;0.351648;0.335196;0.333333;0.321839;0.337079;0.321839;0.321839
linux;0;0.202532;0.211921;0.210526;0.225352;0.213333;0.225352;0
serveur apache;0;0.0307692;0.0325203;0.0322581;0;0;0;0
chose;0;0.0597015;0;0;0.0677966;0.0634921;0.0677966;0
publication scientifiques;0;0.00787402;0;0;0;0;0;0
css;0;0.0307692;0;0.0322581;0.0350877;0;0;0
nécessaire;0;0.015625;0;0.0163934;0;0;0;0
application;0;0.015625;0;0;0;0.0166667;0;0
agir;0;0.00787402;0;0;0;0;0;0
utilitaire;0;0.00787402;0;0;0;0;0;0
télécharger;0;0.0307692;0.0325203;0;0.0350877;0;0;0
chemin;0;0.112676;0.118519;0.117647;0;0.119403;0.126984;0
fichier dll;0;0.112676;0;0.117647;0;0.119403;0.126984;0.126984
ext;0;0.00787402;0;0;0;0;0;0
dll;0;0.015625;0;0;0.0178571;0;0;0
path;0;0.112676;0.118519;0.117647;0;0.119403;0;0.126984
exe;0;0.015625;0.0165289;0;0;0;0;0
httpd;0;0.00787402;0;0;0;0;0;0
fenêtre;0;0.015625;0;0;0;0;0;0.0178571
cd;0;0.0307692;0.0325203;0;0;0.0327869;0;0
sybase;0;0.015625;0.0165289;0;0;0;0;0
pilote;0;0.00787402;0;0;0;0;0;0
langage dynamique;0;0.00787402;0;0;0;0;0;0
horloge;0;0.00787402;0;0;0;0;0;0
fichier log;0;0.015625;0;0;0;0.0166667;0;0
accueil;0;0.0307692;0;0.0322581;0;0;0.0350877;0
développements;0;0.112676;0;0.117647;0;0.119403;0.126984;0.126984
coloration syntaxique;0;0.015625;0;0;0.0178571;0;0;0
texte brut;0;0.00787402;0;0;0;0;0;0
ascii;0;0.0597015;0.0629921;0;0.0677966;0;0;0.0677966
sgml;0;0.00787402;0;0;0;0;0;0
vbscript;0;0.015625;0;0;0.0178571;0;0;0
fichier de configuration;0;0.0307692;0.0325203;0;0;0.0327869;0;0
expression régulière;0;0.00787402;0;0;0;0;0;0
integer;0;0.114286;0;0;0.111111;0.112782;0.111111;0.111111
constante;0;0.0307692;0;0;0.0350877;0;0;0.0350877
magiques;0;0.015625;0;0.0163934;0;0;0;0
file;0;0.112676;0.118519;0.117647;0.126984;0;0;0.126984
pi;0;0.0597015;0.0629921;0;0;0.0634921;0;0.0677966
deuxième;0;0.00787402;0;0;0;0;0;0
vrai;0;0.00787402;0;0;0;0;0;0
base 16;0;0.00787402;0;0;0;0;0;0
valeur numérique;0;0.0307692;0.0325203;0;0.0350877;0;0;0
encore;0;0.015625;0.0165289;0;0;0;0;0
syntax;0;0.00787402;0;0;0;0;0;0
affiche;0;0.0307692;0;0.0322581;0.0350877;0;0;0
carriage return;0;0.0307692;0.0325203;0;0.0350877;0;0;0
cr;0;0.015625;0;0;0.0178571;0;0;0
horizontale;0;0.015625;0;0;0;0;0.0178571;0
notation octale;0;0.0307692;0.0325203;0;0.0350877;0;0;0
notation hexadécimale;0;0.0307692;0.0325203;0;0.0350877;0;0;0
isolé;0;0.015625;0;0;0.0178571;0;0;0
fonction;0;0.0307692;0;0.0322581;0.0350877;0;0;0
chien;0;0.00787402;0;0;0;0;0;0
echo;0;0.0597015;0.0629921;0.0625;0.0677966;0;0;0
grace;0;0.00787402;0;0;0;0;0;0
courant;0;0.015625;0;0;0;0.0166667;0;0
auto;0;0.0307692;0;0;0;0.0327869;0;0.0350877
évolution;0;0.015625;0;0;0;0;0;0.0178571
opération élémentaires;0;0.00787402;0;0;0;0;0;0
addition;0;0.0597015;0.0629921;0;0.0677966;0;0.0677966;0
soustraction;0;0.0597015;0.0629921;0;0;0;0.0677966;0.0677966
multiplication;0;0.207792;0.201342;0;0.197183;0.202703;0.197183;0.197183
situer;0;0.015625;0.0165289;0;0;0;0;0
gauche;0;0.0307692;0;0;0.0350877;0;0;0.0350877
affectation;0;0.0597015;0.0629921;0;0.0677966;0;0;0.0677966
droit;0;0.112676;0;0.117647;0.126984;0.119403;0.126984;0
intervenir;0;0.00787402;0;0;0;0;0;0
tester;0;0.0307692;0;0.0322581;0;0;0;0.0350877
valeur de retour;0;0.0597015;0.0629921;0;0.0677966;0;0.0677966;0
égal;0;0.207792;0.201342;0.2;0.197183;0;0.197183;0.197183
opérande;0;0.0307692;0.0325203;0;0;0;0;0.0350877
initialiser;0;0.351648;0.335196;0.333333;0.321839;0.337079;0.321839;0.321839
branchement;0;0.00787402;0;0;0;0;0;0
personnaliser;0;0.00787402;0;0;0;0;0;0
préalable;0;0.00787402;0;0;0;0;0;0
boucle while;0;0.0597015;0.0629921;0.0625;0;0;0;0.0677966
while;0;0.351648;0.335196;0.333333;0.321839;0.337079;0.321839;0.321839
février;0;0.015625;0;0;0.0178571;0;0;0
juillet;0;0.00787402;0;0;0;0;0;0
septembre;0;0.0307692;0;0;0.0350877;0.0327869;0;0
octobre;0;0.00787402;0;0;0;0;0;0
novembre;0;0.015625;0;0;0;0;0.0178571;0
décembre;0;0.00787402;0;0;0;0;0;0
manquant;0;0.0307692;0;0;0.0350877;0;0.0350877;0
tenir de;0;0.00787402;0;0;0;0;0;0
franz kafka;0;0.015625;0;0;0;0.0166667;0;0
albert camus;0;0.00787402;0;0;0;0;0;0
molière;0;0.00787402;0;0;0;0;0;0
end;0;0.00787402;0;0;0;0;0;0
attention;0;0.114286;0;0;0.111111;0.112782;0.111111;0.111111
paire clé-valeur;0;0.00787402;0;0;0;0;0;0
key;0;0.015625;0;0.0163934;0;0;0;0
voyelle;0;0.00787402;0;0;0;0;0;0
serpents;0;0.00787402;0;0;0;0;0;0
oiseaux;0;0.00787402;0;0;0;0;0;0
rue;0;0.015625;0.0165289;0;0;0;0;0
jacques brel;0;0.00787402;0;0;0;0;0;0
scribe;0;0.00787402;0;0;0;0;0;0
paris;0;0.00787402;0;0;0;0;0;0
code postal;0;0.00787402;0;0;0;0;0;0
mathématique;0;0.015625;0;0.0163934;0;0;0;0
physique;0;0.00787402;0;0;0;0;0;0
français;0;0.0597015;0;0.0625;0.0677966;0;0.0677966;0
supprimer;0;0.015625;0;0;0.0178571;0;0;0
papaye;0;0.00787402;0;0;0;0;0;0
banane;0;0.00787402;0;0;0;0;0;0
orange;0;0.00787402;0;0;0;0;0;0
type de fonction;0;0.015625;0.0165289;0;0;0;0;0
vide;0;0.00787402;0;0;0;0;0;0
devoir;0;0.0307692;0;0.0322581;0.0350877;0;0;0
virgule;0;0.00787402;0;0;0;0;0;0
salaire;0;0.015625;0;0.0163934;0;0;0;0
chaine;0;0.00787402;0;0;0;0;0;0
bleu;0;0.015625;0;0;0;0.0166667;0;0
vert;0;0.0307692;0;0;0.0350877;0.0327869;0;0
extérieur;0;0.00787402;0;0;0;0;0;0
total;0;0.0307692;0;0;0.0350877;0;0;0.0350877
nb;0;0.00787402;0;0;0;0;0;0
contraire;0;0.015625;0;0;0.0178571;0;0;0
segment de code;0;0.015625;0;0;0;0;0;0.0178571
comportement;0;0.207792;0;0.2;0.197183;0.202703;0.197183;0.197183
point d’interrogation;0;0.00787402;0;0;0;0;0;0
nature;0;0.015625;0;0;0;0;0;0.0178571
caractère de ponctuation;0;0.00787402;0;0;0;0;0;0
ponctuation;0;0.00787402;0;0;0;0;0;0
décoder;0;0.00787402;0;0;0;0;0;0
chiffre hexadécimaux;0;0.00787402;0;0;0;0;0;0
poster;0;0.00787402;0;0;0;0;0;0
query_string;0;0.0307692;0.0325203;0;0;0.0327869;0;0
split;0;0.00787402;0;0;0;0;0;0
parser;0;0.015625;0;0.0163934;0;0;0;0
figurer;0;0.00787402;0;0;0;0;0;0
courriel;0;0.00787402;0;0;0;0;0;0
groupe;0;0.00787402;0;0;0;0;0;0
civilité;0;0.00787402;0;0;0;0;0;0
anglais;0;0.0601504;0;0;0.059322;0;0.059322;0.059322
art;0;0.00787402;0;0;0;0;0;0
vérification;0;0.0307692;0;0.0322581;0.0350877;0;0;0
traduction;0;0.0597015;0;0.0625;0;0.0634921;0.0677966;0
particulier;0;0.015625;0;0;0;0;0.0178571;0
chevron;0;0.00787402;0;0;0;0;0;0
action;0;0.0597015;0;0.0625;0;0.0634921;0.0677966;0
printf;0;0.112676;0.118519;0.117647;0;0.119403;0;0.126984
statistique;0;0.00787402;0;0;0;0;0;0
simultanés;0;0.00787402;0;0;0;0;0;0
transaction;0;0.0597015;0;0;0.0677966;0.0634921;0;0.0677966
application programming interface;0;0.015625;0;0;0;0;0;0.0178571
ansi;0;0.015625;0;0;0;0;0.0178571;0
schéma de;0;0.0307692;0;0.0322581;0;0;0;0.0350877
gauche;0;0.015625;0;0.0163934;0;0;0;0
unix;0;0.112676;0.118519;0;0.126984;0.119403;0;0.126984
windows nt;0;0.0307692;0.0325203;0;0;0;0;0.0350877
étendre;0;0.00787402;0;0;0;0;0;0
numérique;0;0.015625;0;0;0.0178571;0;0;0
interroger;0;0.00787402;0;0;0;0;0;0
marc;0;0.00787402;0;0;0;0;0;0
paragraphe;0;0.0307692;0;0.0322581;0;0;0.0350877;0
numéro de ligne;0;0.015625;0;0;0.0178571;0;0;0
avoir besoin de;0;0.114286;0;0;0.111111;0.112782;0.111111;0.111111
pouvoir;0;0.00787402;0;0;0;0;0;0
cliquer;0;0.015625;0;0.0163934;0;0;0;0
js;0;0.015625;0;0;0;0.0166667;0;0
second;0;0.015625;0;0;0.0178571;0;0;0
long;0;0.00787402;0;0;0;0;0;0
époque unix;0;0.015625;0;0;0.0178571;0;0;0
gmt;0;0.015625;0;0;0.0178571;0;0;0
droite;0;0.112676;0.118519;0.117647;0.126984;0;0;0.126984
heure internet;0;0.015625;0;0;0.0178571;0;0;0
vendredi;0;0.0307692;0;0;0.0350877;0.0327869;0;0
longue;0;0.00787402;0;0;0;0;0;0
préfixe;0;0.00787402;0;0;0;0;0;0
système horaire;0;0.00787402;0;0;0;0;0;0
booléenne;0;0.0307692;0;0.0322581;0.0350877;0;0;0
monday;0;0.0307692;0;0;0.0350877;0.0327869;0;0
année bissextile;0;0.00787402;0;0;0;0;0;0
dec;0;0.015625;0;0;0.0178571;0;0;0
ordinal;0;0.00787402;0;0;0;0;0;0
fuseau horaire;0;0.015625;0;0;0.0178571;0;0;0
samedi;0;0.0307692;0;0;0.0350877;0.0327869;0;0
année 0;0;0.00787402;0;0;0;0;0;0
août;0;0.00787402;0;0;0;0;0;0
août 2000;0;0.00787402;0;0;0;0;0;0
minuscule;0;0.015625;0;0.0163934;0;0;0;0
temporaire;0;0.015625;0;0;0;0.0166667;0;0
host;0;0.0597015;0;0.0625;0;0.0634921;0.0677966;0
tr;0;0.0307692;0;0.0322581;0;0.0327869;0;0
pear;0;0.015625;0;0;0;0;0.0178571;0
persistance;0;0.015625;0;0;0;0;0;0.0178571
durée de vie;0;0.015625;0;0;0;0;0;0.0178571
chocolat;0;0.00787402;0;0;0;0;0;0
sortie;0;0.112676;0.118519;0.117647;0.126984;0;0;0.126984
variable d’environnement;0;0.00787402;0;0;0;0;0;0
café;0;0.00787402;0;0;0;0;0;0
annexe;0;0.00787402;0;0;0;0;0;0
poisson;0;0.015625;0;0;0;0.0166667;0;0
protocole;0;0.00787402;0;0;0;0;0;0
avoir recours à;0;0.015625;0;0.0163934;0;0;0;0
côté;0;0.0307692;0.0325203;0;0.0350877;0;0;0
cookie de session;0;0.0307692;0;0.0322581;0.0350877;0;0;0
void;0;0.015625;0;0;0;0;0;0.0178571
configurer;0;0.015625;0.0165289;0;0;0;0;0
clé de session;0;0.00787402;0;0;0;0;0;0
sgbd;0;0.00787402;0;0;0;0;0;0
valeur;0;0.112676;0.118519;0.117647;0.126984;0;0;0.126984
arrêté;0;0.00787402;0;0;0;0;0;0
rafraîchir;0;0.00787402;0;0;0;0;0;0
transmettre;0;0.00787402;0;0;0;0;0;0
appel de fonction;0;0.112676;0.118519;0.117647;0.126984;0;0;0.126984
tableau associatif;0;0.0307692;0;0.0322581;0;0.0327869;0;0
unset;0;0.0307692;0;0.0322581;0.0350877;0;0;0
description;0;0.0307692;0;0;0;0.0327869;0.0350877;0
pointeur;0;0.0597015;0.0629921;0;0.0677966;0;0;0.0677966
fermer;0;0.0307692;0;0.0322581;0.0350877;0;0;0
spécifique;0;0.00787402;0;0;0;0;0;0
réussite;0;0.0307692;0;0.0322581;0.0350877;0;0;0
fread;0;0.0307692;0;0.0322581;0.0350877;0;0;0
fin;0;0.0307692;0;0;0.0350877;0;0;0.0350877
gras;0;0.015625;0;0;0.0178571;0;0;0
gestion fichiers;0;0.015625;0;0;0.0178571;0;0;0
fichier en lecture seule;0;0.00787402;0;0;0;0;0;0
copy;0;0.015625;0;0;0.0178571;0;0;0
rename;0;0.015625;0;0;0.0178571;0;0;0
chdir;0;0.015625;0;0;0.0178571;0;0;0
repertoire;0;0.0307692;0.0325203;0.0322581;0;0;0;0
avantageux;0;0.00787402;0;0;0;0;0;0
permission;0;0.0597015;0.0629921;0;0.0677966;0;0.0677966;0
échec;0;0.0597015;0.0629921;0;0.0677966;0.0634921;0;0
basename;0;0.015625;0;0.0163934;0;0;0;0
l’image;0;0.00787402;0;0;0;0;0;0
psd;0;0.015625;0;0;0.0178571;0;0;0
bmp;0;0.015625;0;0;0.0178571;0;0;0
img;0;0.0307692;0;0.0322581;0.0350877;0;0;0
librairie gd;0;0.015625;0;0;0.0178571;0;0;0
détruire;0;0.00787402;0;0;0;0;0;0
débogage;0;0.00787402;0;0;0;0;0;0
absent;0;0.00787402;0;0;0;0;0;0
erreur sémantique;0;0.015625;0;0;0;0;0;0.0178571
sémantique;0;0.015625;0;0;0;0;0;0.0178571
code parfait;0;0.00787402;0;0;0;0;0;0
bogue;0;0.00787402;0;0;0;0;0;0
adapter;0;0.00787402;0;0;0;0;0;0
notices;0;0.00787402;0;0;0;0;0;0
harmonieuse;0;0.00787402;0;0;0;0;0;0
string;0;0.0307692;0;0.0322581;0;0;0.0350877;0
log;0;0.015625;0;0;0;0.0166667;0;0
modulaire;0;0.0307692;0;0;0.0350877;0.0327869;0;0
réutilisation;0;0.015625;0;0;0;0;0;0.0178571
réutilisation de code;0;0.015625;0;0;0;0;0;0.0178571
interagir;0;0.0307692;0;0.0322581;0;0;0;0.0350877
effet externe;0;0.00787402;0;0;0;0;0;0
méthodologie;0;0.015625;0;0;0;0.0166667;0;0
conséquent;0;0.00787402;0;0;0;0;0;0
sein;0;0.00787402;0;0;0;0;0;0
polymorphisme;0;0.0597015;0.0629921;0;0.0677966;0;0;0.0677966
hiérarchique;0;0.015625;0;0;0;0;0;0.0178571
parent;0;0.015625;0;0;0.0178571;0;0;0
code réutilisable;0;0.00787402;0;0;0;0;0;0
corps de fonction;0;0.015625;0.0165289;0;0;0;0;0
fatal;0;0.00787402;0;0;0;0;0;0
redéfinir;0;0.015625;0;0;0.0178571;0;0;0
fonction de classe;0;0.00787402;0;0;0;0;0;0
variables locales;0;0.0597015;0.0629921;0;0.0677966;0;0;0.0677966
classe;0;0.351648;0.335196;0.333333;0.321839;0.337079;0.321839;0.321839
garder;0;0.0307692;0;0;0;0;0.0350877;0.0350877
possibilité;0;0.0597015;0;0.0625;0;0.0634921;0;0.0677966
véhicule;0;0.00787402;0;0;0;0;0;0
velo;0;0.00787402;0;0;0;0;0;0
hériter;0;0.00787402;0;0;0;0;0;0
cb 500;0;0.00787402;0;0;0;0;0;0
type primitifs;0;0.015625;0;0;0;0;0;0.0178571
enfant;0;0.0307692;0;0.0322581;0;0;0.0350877;0
effectivement;0;0.00787402;0;0;0;0;0;0
c++;0;0.112676;0.118519;0;0.126984;0.119403;0;0.126984
exception;0;0.0597015;0.0629921;0;0.0677966;0;0;0.0677966
clonage;0;0.015625;0;0;0.0178571;0;0;0
reference;0;0.015625;0;0;0;0;0;0.0178571
mot-clé;0;0.015625;0;0;0.0178571;0;0;0
hériter;0;0.015625;0;0;0;0;0;0.0178571
mot clé;0;0.015625;0.0165289;0;0;0;0;0
résolution;0;0.00787402;0;0;0;0;0;0
self;0;0.0307692;0;0;0.0350877;0.0327869;0;0
parente;0;0.015625;0;0;0.0178571;0;0;0
être valable;0;0.015625;0;0;0;0.0166667;0;0
créer;0;0.0307692;0.0325203;0.0322581;0;0;0;0
définie;0;0.00787402;0;0;0;0;0;0
abstraire;0;0.0597015;0;0;0.0677966;0.0634921;0;0.0677966
template;0;0.015625;0;0;0.0178571;0;0;0
ordinateur;0;0;0.0165289;0;0;0;0.0178571;0
gratuité;0;0;0.00833333;0;0;0;0;0
disponibilité;0;0;0.0165289;0;0;0;0;0.0178571
licence gnu;0;0;0.0325203;0;0.0350877;0;0.0350877;0
gnu;0;0;0.0165289;0;0;0;0.0178571;0
macos x;0;0;0.0165289;0;0;0.0166667;0;0
solaris;0;0;0.00833333;0;0;0;0;0
contrairement;0;0;0.00833333;0;0;0;0;0
intermédiaire;0;0;0.0165289;0;0;0;0;0.0178571
adabas;0;0;0.00833333;0;0;0;0;0
adabas d;0;0;0.00833333;0;0;0;0;0
écrire à;0;0;0.0165289;0.0163934;0;0;0;0
ensemble;0;0;0.00833333;0;0;0;0;0
spécification;0;0;0.0325203;0;0;0.0327869;0;0.0350877
type unix;0;0;0.00833333;0;0;0;0;0
compilateur;0;0;0.0629921;0;0;0.0634921;0.0677966;0.0677966
compilateur c;0;0;0.00833333;0;0;0;0;0
distribution linux;0;0;0.0325203;0;0.0350877;0.0327869;0;0
généralement;0;0;0.0165289;0;0;0;0;0.0178571
redémarrer;0;0;0.00833333;0;0;0;0;0
phrase;0;0;0.0165289;0;0;0;0.0178571;0
faire fonctionner;0;0;0.00833333;0;0;0;0;0
fichier exécutable;0;0;0.0165289;0;0;0;0;0.0178571
informatique;0;0;0.0629921;0;0;0.0634921;0.0677966;0.0677966
oeil;0;0;0.0165289;0;0.0178571;0;0;0
installeur;0;0;0.00833333;0;0;0;0;0
menu démarrer;0;0;0.00833333;0;0;0;0;0
remédier;0;0;0.0165289;0.0163934;0;0;0;0
copier;0;0;0.0325203;0;0;0;0.0350877;0.0350877
disque dur;0;0;0.0165289;0.0163934;0;0;0;0
windows 9x;0;0;0.00833333;0;0;0;0;0
ms-dos;0;0;0.00833333;0;0;0;0;0
renommer;0;0;0.0325203;0;0.0350877;0.0327869;0;0
sous-répertoire;0;0;0.0325203;0.0322581;0;0;0.0350877;0
faq;0;0;0.0165289;0;0;0;0.0178571;0
forum;0;0;0.0325203;0.0322581;0.0350877;0;0;0
précédemment;0;0;0.0165289;0;0;0;0;0.0178571
réels;0;0;0.0325203;0;0.0350877;0;0;0.0350877
double précision;0;0;0.0165289;0;0;0;0;0.0178571
caractère de contrôle;0;0;0.00833333;0;0;0;0;0
variable de type;0;0;0.0325203;0.0322581;0;0;0;0.0350877
autant;0;0;0.00833333;0;0;0;0;0
nom de famille;0;0;0.00833333;0;0;0;0;0
confiner;0;0;0.00833333;0;0;0;0;0
importe;0;0;0.00833333;0;0;0;0;0
locale;0;0;0.0165289;0;0.0178571;0;0;0
lisibilité;0;0;0.0165289;0;0;0;0;0.0178571
soustraire;0;0;0.0165289;0;0.0178571;0;0;0
opérateur de multiplication;0;0;0.00833333;0;0;0;0;0
reste;0;0;0.00833333;0;0;0;0;0
exclusif;0;0;0.0165289;0;0;0;0;0.0178571
égale;0;0;0.0325203;0.0322581;0.0350877;0;0;0
opérateur de différence;0;0;0.00833333;0;0;0;0;0
binaire;0;0;0.0165289;0.0163934;0;0;0;0
insérer;0;0;0.0325203;0;0.0350877;0;0;0.0350877
conservation;0;0;0.00833333;0;0;0;0;0
propriete;0;0;0.00833333;0;0;0;0;0
compliqué;0;0;0.00833333;0;0;0;0;0
exécutée;0;0;0.0325203;0;0.0350877;0;0.0350877;0
basiquement;0;0;0.00833333;0;0;0;0;0
boucle infinie;0;0;0.0165289;0.0163934;0;0;0;0
infinie;0;0;0.00833333;0;0;0;0;0
mettre fin à;0;0;0.0165289;0;0;0;0;0.0178571
division par zéro;0;0;0.0165289;0;0;0;0;0.0178571
dénominateur;0;0;0.00833333;0;0;0;0;0
équation;0;0;0.00833333;0;0;0;0;0
utile;0;0;0.0325203;0;0.0350877;0;0;0.0350877
fonction récursive;0;0;0.00833333;0;0;0;0;0
récursive;0;0;0.00833333;0;0;0;0;0
facultatifs;0;0;0.00833333;0;0;0;0;0
modifier;0;0;0.0165289;0;0.0178571;0;0;0
camion;0;0;0.00833333;0;0;0;0;0
passage par référence;0;0;0.0165289;0;0;0;0;0.0178571
adresse mémoire;0;0;0.00833333;0;0;0;0;0
arborescence;0;0;0.00833333;0;0;0;0;0
essentiel;0;0;0.00833333;0;0;0;0;0
