Objects;Weight
php bn:01753580n;0.142857
texte bn:00076732n;0.25
fichier bn:00021475n;0.25
données bn:00025314n;0.357143
site bn:00047172n;0.214286
client web bn:00013447n;0.357143
langage de script bn:01431715n;0.25
nombre bn:00058285n;0.25
code bn:00020354n;0.0714286
afficher bn:00087013v;0.321429
serveur bn:00044916n;0.142857
chaîne bn:00074685n;0.142857
hiérarchie bn:00044017n;0.0714286
pouvoir bn:00084451v;0.142857
echo bn:03626250n;0.142857
rue bn:00074595n;0.0714286
void bn:01326821n;0.0714286
exception bn:00032118n;0.142857
symfony bn:02798620n;0.0714286
doctype bn:15839327n;0.0714286
environnement de développement bn:00748100n;0.0714286
realisateur bn:00027369n;0.0714286
