X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6 ; CJA
timestamp bn:03603649n ; 0.0222222 ; 0.0222222 ; 0 ; 0 ; 0 ; 0.0222222 ; 0 ; 0
easyphp bn:14837849n ; 0.0444444 ; 0.0444444 ; 0 ; 0.0444444 ; 0.0444444 ; 0 ; 0 ; 0
pouvoir bn:00084451v ; 0 ; 0.0111111 ; 0 ; 0 ; 0 ; 0 ; 0.0111111 ; 0
impossible bn:00104687a ; 0 ; 0.0444444 ; 0 ; 0 ; 0.0444444 ; 0.0444444 ; 0 ; 0.0444444
public bn:00109211a ; 0.0444444 ; 0.0444444 ; 0 ; 0 ; 0.0444444 ; 0.0444444 ; 0 ; 0
en-tête bn:00043309n ; 0 ; 0.0777778 ; 0.0777778 ; 0 ; 0.0833333 ; 0 ; 0.0888889 ; 0.0777778
client bn:00019764n ; 0 ; 0.0888889 ; 0.0888889 ; 0.0888889 ; 0.0888889 ; 0 ; 0.0888889 ; 0
java bn:00048043n ; 0 ; 0.155556 ; 0.155556 ; 0.166667 ; 0.166667 ; 0.155556 ; 0.177778 ; 0
file bn:00065682n ; 0 ; 0.0777778 ; 0.0777778 ; 0.0833333 ; 0 ; 0 ; 0.0888889 ; 0.0777778
echo bn:03626250n ; 0 ; 0.0111111 ; 0 ; 0.0111111 ; 0 ; 0 ; 0 ; 0
rue bn:00074595n ; 0 ; 0 ; 0.00555556 ; 0 ; 0 ; 0 ; 0 ; 0
void bn:01326821n ; 0 ; 0.00555556 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
classe bn:03608262n ; 0 ; 0.155556 ; 0.155556 ; 0.166667 ; 0.166667 ; 0.155556 ; 0.177778 ; 0
exception bn:00032118n ; 0 ; 0.0111111 ; 0.0111111 ; 0 ; 0 ; 0 ; 0 ; 0
wamp bn:01708928n ; 0 ; 0 ; 0 ; 0 ; 0.0111111 ; 0.0111111 ; 0 ; 0
symfony bn:02798620n ; 0 ; 0 ; 0 ; 0.00555556 ; 0 ; 0 ; 0 ; 0
doctype bn:15839327n ; 0 ; 0 ; 0 ; 0.00555556 ; 0 ; 0 ; 0 ; 0
environnement de développement bn:00748100n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00555556
realisateur bn:00027369n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00555556 ; 0 ; 0
