X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6 ; CJA
php bn:01753580n ; 0.0222222 ; 0 ; 0.0222222 ; 0 ; 0 ; 0 ; 0.0222222 ; 0
mysql bn:01225760n ; 0 ; 0.155556 ; 0.155556 ; 0.166667 ; 0.166667 ; 0.155556 ; 0.177778 ; 0
texte bn:00076732n ; 0 ; 0 ; 0.0222222 ; 0 ; 0 ; 0.0222222 ; 0 ; 0.0222222
fichier bn:00021475n ; 0.0444444 ; 0 ; 0 ; 0 ; 0.0444444 ; 0.0444444 ; 0 ; 0.0444444
données bn:00025314n ; 0 ; 0 ; 0.0833333 ; 0.0833333 ; 0.0888889 ; 0.0833333 ; 0 ; 0.0833333
types bn:00016413n ; 0.283333 ; 0.283333 ; 0 ; 0.277778 ; 0.305556 ; 0.311111 ; 0.277778 ; 0.283333
session bn:03751534n ; 0.0888889 ; 0 ; 0 ; 0.0888889 ; 0.0888889 ; 0.0888889 ; 0.0888889 ; 0
base de donnees bn:00025333n ; 0 ; 0 ; 0.0833333 ; 0.0833333 ; 0.0888889 ; 0.0833333 ; 0 ; 0.0833333
entités bn:00031027n ; 0 ; 0.138889 ; 0.133333 ; 0 ; 0.161111 ; 0.144444 ; 0.166667 ; 0.144444
site bn:00047172n ; 0 ; 0 ; 0 ; 0 ; 0.0222222 ; 0.0222222 ; 0 ; 0.0222222
client web bn:00013447n ; 0 ; 0 ; 0 ; 0 ; 0.0444444 ; 0.0444444 ; 0.0444444 ; 0.0444444
langage de script bn:01431715n ; 0 ; 0 ; 0 ; 0.0222222 ; 0 ; 0.0222222 ; 0.0222222 ; 0
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.0222222 ; 0 ; 0.0222222 ; 0 ; 0.0222222
sélectionner bn:00084931v ; 0 ; 0.0222222 ; 0 ; 0 ; 0 ; 0 ; 0.0222222 ; 0.0222222
post bn:01500184n ; 0.0833333 ; 0.0833333 ; 0 ; 0 ; 0.0833333 ; 0.0888889 ; 0 ; 0.0833333
méthode get bn:00045088n ; 0.15 ; 0 ; 0.15 ; 0.144444 ; 0.161111 ; 0 ; 0.155556 ; 0.15
code bn:00020354n ; 0.0888889 ; 0.0888889 ; 0 ; 0 ; 0 ; 0.0888889 ; 0.0888889 ; 0.0888889
utilisateur bn:00079373n ; 0.25 ; 0.244444 ; 0.222222 ; 0 ; 0.272222 ; 0.25 ; 0.3 ; 0.261111
afficher bn:00087013v ; 0.0444444 ; 0 ; 0.0444444 ; 0 ; 0.0444444 ; 0 ; 0 ; 0.0444444
nécessaire bn:00107182a ; 0 ; 0.0444444 ; 0 ; 0 ; 0.0444444 ; 0 ; 0.0444444 ; 0.0444444
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0111111 ; 0.0111111
fois bn:00032768n ; 0.161111 ; 0.161111 ; 0 ; 0.166667 ; 0.166667 ; 0.177778 ; 0 ; 0.161111
programmation bn:00021493n ; 0.144444 ; 0.144444 ; 0.138889 ; 0.15 ; 0 ; 0.144444 ; 0.166667 ; 0
class bn:03598962n ; 0.0444444 ; 0.0444444 ; 0 ; 0.0444444 ; 0 ; 0.0444444 ; 0 ; 0
commentaires bn:00020978n ; 0.0888889 ; 0.0888889 ; 0 ; 0.0888889 ; 0.0888889 ; 0.0888889 ; 0 ; 0
composer bn:14766022n ; 0.0833333 ; 0.0777778 ; 0.0777778 ; 0 ; 0 ; 0 ; 0.0888889 ; 0.0777778
chaîne bn:00074685n ; 0.0833333 ; 0.0833333 ; 0 ; 0.0833333 ; 0 ; 0.0888889 ; 0 ; 0.0833333
syntaxe bn:00062118n ; 0.283333 ; 0.283333 ; 0 ; 0.277778 ; 0.305556 ; 0.311111 ; 0.277778 ; 0.283333
hiérarchie bn:00044017n ; 0.00555556 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
définition bn:00025928n ; 0.255556 ; 0 ; 0.238889 ; 0.255556 ; 0.294444 ; 0.25 ; 0.277778 ; 0.255556
langage bn:00049910n ; 0 ; 0.0888889 ; 0 ; 0.0888889 ; 0.0888889 ; 0.0888889 ; 0 ; 0.0888889
mise bn:00016287n ; 0.0444444 ; 0.0444444 ; 0 ; 0 ; 0.0444444 ; 0 ; 0.0444444 ; 0
mode bn:00033729n ; 0.283333 ; 0.283333 ; 0 ; 0.277778 ; 0.305556 ; 0.311111 ; 0.277778 ; 0.283333
configuration bn:03088982n ; 0.0888889 ; 0.0888889 ; 0.0888889 ; 0.0888889 ; 0.0888889 ; 0 ; 0 ; 0
xml bn:02771436n ; 0.0444444 ; 0 ; 0.0444444 ; 0 ; 0.0444444 ; 0 ; 0.0444444 ; 0
postgresql bn:01709156n ; 0.0444444 ; 0.0444444 ; 0.0444444 ; 0.0444444 ; 0 ; 0 ; 0 ; 0
web bn:00080772n ; 0 ; 0.0888889 ; 0 ; 0.0888889 ; 0.0888889 ; 0 ; 0.0888889 ; 0.0888889
méthode bn:01641329n ; 0.0444444 ; 0 ; 0 ; 0.0444444 ; 0 ; 0.0444444 ; 0.0444444 ; 0
bits bn:00010731n ; 0.0833333 ; 0.0833333 ; 0 ; 0 ; 0.0833333 ; 0.0888889 ; 0 ; 0.0833333
foreach bn:03463379n ; 0.161111 ; 0.161111 ; 0 ; 0 ; 0.161111 ; 0.172222 ; 0.166667 ; 0.166667
pouvoir bn:00084450v ; 0.0111111 ; 0.0111111 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
information bn:00046705n ; 0 ; 0 ; 0.0833333 ; 0.0833333 ; 0.0888889 ; 0.0833333 ; 0 ; 0.0833333
