Concept ID;Level;Nb Obj;Nb Att;Objects;Attributes;
0;5;0;8;;C11,C15,C17,C19,C3,C5,C6,CJA,;
1;3;1;3;texte bn:00076732n,;C17,C5,CJA,;
2;3;1;3;fichier bn:00021475n,;C11,C5,CJA,;
3;4;1;4;données bn:00025314n,;C19,C3,C5,CJA,;
4;4;1;4;client web bn:00013447n,;C3,C5,C6,CJA,;
5;3;1;3;langage de script bn:01431715n,;C19,C5,C6,;
6;3;1;4;afficher bn:00087013v,;C11,C17,C3,CJA,;
7;2;1;2;pouvoir bn:00084451v,;C15,C6,;
8;2;1;2;echo bn:03626250n,;C15,C19,;
9;2;1;2;exception bn:00032118n,;C15,C17,;
10;2;2;2;php bn:01753580n,afficher bn:00087013v,;C11,C17,;
11;2;2;2;texte bn:00076732n,afficher bn:00087013v,;C17,CJA,;
12;2;2;2;fichier bn:00021475n,afficher bn:00087013v,;C11,CJA,;
13;3;2;3;données bn:00025314n,nombre bn:00058285n,;C19,C5,CJA,;
14;2;2;2;client web bn:00013447n,langage de script bn:01431715n,;C5,C6,;
15;2;2;2;client web bn:00013447n,serveur bn:00044916n,;C6,CJA,;
16;3;3;3;données bn:00025314n,site bn:00047172n,client web bn:00013447n,;C3,C5,CJA,;
17;1;4;1;php bn:01753580n,fichier bn:00021475n,afficher bn:00087013v,hiérarchie bn:00044017n,;C11,;
18;2;4;2;données bn:00025314n,site bn:00047172n,client web bn:00013447n,afficher bn:00087013v,;C3,CJA,;
19;2;4;2;données bn:00025314n,langage de script bn:01431715n,nombre bn:00058285n,chaîne bn:00074685n,;C19,C5,;
20;1;4;1;pouvoir bn:00084451v,echo bn:03626250n,void bn:01326821n,exception bn:00032118n,;C15,;
21;1;5;1;php bn:01753580n,texte bn:00076732n,afficher bn:00087013v,rue bn:00074595n,exception bn:00032118n,;C17,;
22;1;5;1;client web bn:00013447n,langage de script bn:01431715n,code bn:00020354n,serveur bn:00044916n,pouvoir bn:00084451v,;C6,;
23;2;6;2;texte bn:00076732n,fichier bn:00021475n,données bn:00025314n,site bn:00047172n,client web bn:00013447n,nombre bn:00058285n,;C5,CJA,;
24;1;7;1;données bn:00025314n,langage de script bn:01431715n,nombre bn:00058285n,chaîne bn:00074685n,echo bn:03626250n,symfony bn:02798620n,doctype bn:15839327n,;C19,;
25;1;9;1;texte bn:00076732n,fichier bn:00021475n,données bn:00025314n,site bn:00047172n,client web bn:00013447n,langage de script bn:01431715n,nombre bn:00058285n,chaîne bn:00074685n,realisateur bn:00027369n,;C5,;
26;1;9;1;texte bn:00076732n,fichier bn:00021475n,données bn:00025314n,site bn:00047172n,client web bn:00013447n,nombre bn:00058285n,afficher bn:00087013v,serveur bn:00044916n,environnement de développement bn:00748100n,;CJA,;
27;0;22;0;php bn:01753580n,texte bn:00076732n,fichier bn:00021475n,données bn:00025314n,site bn:00047172n,client web bn:00013447n,langage de script bn:01431715n,nombre bn:00058285n,code bn:00020354n,afficher bn:00087013v,serveur bn:00044916n,chaîne bn:00074685n,hiérarchie bn:00044017n,pouvoir bn:00084451v,echo bn:03626250n,rue bn:00074595n,void bn:01326821n,exception bn:00032118n,symfony bn:02798620n,doctype bn:15839327n,environnement de développement bn:00748100n,realisateur bn:00027369n,;;
