X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6 ; CJA
php bn:01753580n ; 0.1 ; 0 ; 0.181818 ; 0 ; 0 ; 0 ; 0 ; 0
texte bn:00076732n ; 0 ; 0 ; 0.230769 ; 0 ; 0 ; 0.0882353 ; 0 ; 0.137931
fichier bn:00021475n ; 0.181818 ; 0 ; 0 ; 0 ; 0 ; 0.117647 ; 0 ; 0.133333
données bn:00025314n ; 0 ; 0 ; 0 ; 0.2 ; 0.1875 ; 0.228571 ; 0 ; 0.181818
base de donnees bn:00025333n ; 0 ; 0 ; 0.227273 ; 0.206897 ; 0.228571 ; 0.263158 ; 0 ; 0.294118
site bn:00047172n ; 0 ; 0 ; 0 ; 0 ; 0.137931 ; 0.117647 ; 0 ; 0.133333
client web bn:00013447n ; 0 ; 0 ; 0 ; 0 ; 0.1875 ; 0.162162 ; 0.263158 ; 0.21875
langage de script bn:01431715n ; 0 ; 0 ; 0 ; 0.142857 ; 0 ; 0.121212 ; 0.2 ; 0
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.142857 ; 0 ; 0.121212 ; 0 ; 0.1
sélectionner bn:00084931v ; 0 ; 0.148148 ; 0 ; 0 ; 0 ; 0 ; 0.266667 ; 0.133333
post bn:01500184n ; 0.30303 ; 0.297297 ; 0 ; 0 ; 0.315789 ; 0.27907 ; 0 ; 0.275
code bn:00020354n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0833333 ; 0
afficher bn:00087013v ; 0.24 ; 0 ; 0.294118 ; 0 ; 0.1875 ; 0 ; 0 ; 0.21875
nécessaire bn:00107182a ; 0 ; 0.233333 ; 0 ; 0 ; 0.181818 ; 0 ; 0.315789 ; 0.25
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.153846 ; 0.0714286
fois bn:00032768n ; 0.333333 ; 0.418605 ; 0 ; 0.309524 ; 0.4 ; 0.511111 ; 0 ; 0.306122
class bn:03598962n ; 0.230769 ; 0.233333 ; 0 ; 0.24 ; 0 ; 0.222222 ; 0 ; 0
commentaires bn:00020978n ; 0.28125 ; 0.352941 ; 0 ; 0.290323 ; 0.230769 ; 0.358974 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0.105263 ; 0 ; 0.0625 ; 0 ; 0
hiérarchie bn:00044017n ; 0.0526316 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
langage bn:00049910n ; 0 ; 0.305556 ; 0 ; 0.28125 ; 0.324324 ; 0.35 ; 0 ; 0.25
méthode bn:01641329n ; 0.16 ; 0 ; 0 ; 0.217391 ; 0 ; 0.205882 ; 0.222222 ; 0
pouvoir bn:00084450v ; 0.1 ; 0.08 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
timestamp bn:03603649n ; 0.181818 ; 0.148148 ; 0 ; 0 ; 0 ; 0.117647 ; 0 ; 0
pouvoir bn:00084451v ; 0 ; 0.08 ; 0 ; 0 ; 0 ; 0 ; 0.153846 ; 0
echo bn:03626250n ; 0 ; 0.08 ; 0 ; 0.105263 ; 0 ; 0 ; 0 ; 0
rue bn:00074595n ; 0 ; 0 ; 0.1 ; 0 ; 0 ; 0 ; 0 ; 0
void bn:01326821n ; 0 ; 0.0416667 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
exception bn:00032118n ; 0 ; 0.08 ; 0.181818 ; 0 ; 0 ; 0 ; 0 ; 0
wamp bn:01708928n ; 0 ; 0 ; 0 ; 0 ; 0.0740741 ; 0.0625 ; 0 ; 0
symfony bn:02798620n ; 0 ; 0 ; 0 ; 0.0555556 ; 0 ; 0 ; 0 ; 0
doctype bn:15839327n ; 0 ; 0 ; 0 ; 0.0555556 ; 0 ; 0 ; 0 ; 0
environnement de développement bn:00748100n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.037037
realisateur bn:00027369n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0 ; 0
