X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6 ; CJA
C11 ; 1 ; 0.484848 ; 0.3125 ; 0.28125 ; 0.258065 ; 0.0833333 ; 0.333333 ; 0.0416667
C15 ; 0.484848 ; 1 ; 0.324324 ; 0.411765 ; 0.314286 ; 0.137931 ; 0.342857 ; 0.0322581
C17 ; 0.3125 ; 0.324324 ; 1 ; 0.242424 ; 0.21875 ; 0.0833333 ; 0.290323 ; 0.0869565
C19 ; 0.28125 ; 0.411765 ; 0.242424 ; 1 ; 0.266667 ; 0.136364 ; 0.21875 ; 0.0434783
C3 ; 0.258065 ; 0.314286 ; 0.21875 ; 0.266667 ; 1 ; 0.15 ; 0.193548 ; 0.1
C5 ; 0.0833333 ; 0.137931 ; 0.0833333 ; 0.136364 ; 0.15 ; 1 ; 0.0434783 ; 0.125
C6 ; 0.333333 ; 0.342857 ; 0.290323 ; 0.21875 ; 0.193548 ; 0.0434783 ; 1 ; 0.0454545
CJA ; 0.0416667 ; 0.0322581 ; 0.0869565 ; 0.0434783 ; 0.1 ; 0.125 ; 0.0454545 ; 1
