X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10
C1 ; 1 ; 0.244552 ; 0.309524 ; 0.204878 ; 0.291572 ; 0.248731 ; 0.186893 ; 0.196517 ; 0.246575 ; 0.322115
C2 ; 0.244552 ; 1 ; 0.319911 ; 0.265403 ; 0.305376 ; 0.251765 ; 0.259524 ; 0.228774 ; 0.347126 ; 0.29386
C3 ; 0.309524 ; 0.319911 ; 1 ; 0.292517 ; 0.34238 ; 0.282167 ; 0.313953 ; 0.257336 ; 0.309474 ; 0.326271
C4 ; 0.204878 ; 0.265403 ; 0.292517 ; 1 ; 0.352535 ; 0.210402 ; 0.229469 ; 0.237037 ; 0.292237 ; 0.304348
C5 ; 0.291572 ; 0.305376 ; 0.34238 ; 0.352535 ; 1 ; 0.370023 ; 0.299107 ; 0.253275 ; 0.377155 ; 0.379828
C6 ; 0.248731 ; 0.251765 ; 0.282167 ; 0.210402 ; 0.370023 ; 1 ; 0.21875 ; 0.205314 ; 0.287671 ; 0.265033
C7 ; 0.186893 ; 0.259524 ; 0.313953 ; 0.229469 ; 0.299107 ; 0.21875 ; 1 ; 0.252525 ; 0.266366 ; 0.269663
C8 ; 0.196517 ; 0.228774 ; 0.257336 ; 0.237037 ; 0.253275 ; 0.205314 ; 0.252525 ; 1 ; 0.304245 ; 0.292343
C9 ; 0.246575 ; 0.347126 ; 0.309474 ; 0.292237 ; 0.377155 ; 0.287671 ; 0.266366 ; 0.304245 ; 1 ; 0.326226
C10 ; 0.322115 ; 0.29386 ; 0.326271 ; 0.304348 ; 0.379828 ; 0.265033 ; 0.269663 ; 0.292343 ; 0.326226 ; 1
