X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10
C1 ; 1 ; 0.153846 ; 0.235294 ; 0.153846 ; 0.0833333 ; 0.117647 ; 0.0769231 ; 0.125 ; 0.222222 ; 0.166667
C2 ; 0.153846 ; 1 ; 0.263158 ; 0.125 ; 0.380952 ; 0.222222 ; 0.133333 ; 0.0909091 ; 0.166667 ; 0.133333
C3 ; 0.235294 ; 0.263158 ; 1 ; 0.263158 ; 0.4 ; 0.217391 ; 0.277778 ; 0.0588235 ; 0.111111 ; 0.0454545
C4 ; 0.153846 ; 0.125 ; 0.263158 ; 1 ; 0.208333 ; 0.1 ; 0.416667 ; 0.2 ; 0.166667 ; 0.133333
C5 ; 0.0833333 ; 0.380952 ; 0.4 ; 0.208333 ; 1 ; 0.269231 ; 0.4 ; 0.15 ; 0.0869565 ; 0.217391
C6 ; 0.117647 ; 0.222222 ; 0.217391 ; 0.1 ; 0.269231 ; 1 ; 0.105263 ; 0.0666667 ; 0.384615 ; 0.235294
C7 ; 0.0769231 ; 0.133333 ; 0.277778 ; 0.416667 ; 0.4 ; 0.105263 ; 1 ; 0.222222 ; 0.0833333 ; 0.142857
C8 ; 0.125 ; 0.0909091 ; 0.0588235 ; 0.2 ; 0.15 ; 0.0666667 ; 0.222222 ; 1 ; 0.142857 ; 0.375
C9 ; 0.222222 ; 0.166667 ; 0.111111 ; 0.166667 ; 0.0869565 ; 0.384615 ; 0.0833333 ; 0.142857 ; 1 ; 0.181818
C10 ; 0.166667 ; 0.133333 ; 0.0454545 ; 0.133333 ; 0.217391 ; 0.235294 ; 0.142857 ; 0.375 ; 0.181818 ; 1
