X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10
configuration bn:03088982n ; 0 ; 0 ; 0.0392157 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0392157 ; 0.0392157
paris bn:00015540n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0196078 ; 0.0196078
langage de script bn:01431715n ; 0 ; 0.0490196 ; 0 ; 0 ; 0.0686275 ; 0.0686275 ; 0 ; 0 ; 0 ; 0.0490196
opérateur bn:16281811n ; 0 ; 0 ; 0.0196078 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0196078
super bn:17336345n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00980392
type bn:00016413n ; 0 ; 0 ; 0.0784314 ; 0 ; 0.0784314 ; 0.0784314 ; 0.0784314 ; 0 ; 0 ; 0
foreach bn:03463379n ; 0 ; 0.137255 ; 0.235294 ; 0.147059 ; 0.176471 ; 0.186275 ; 0 ; 0 ; 0.147059 ; 0
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00980392 ; 0 ; 0 ; 0 ; 0
communication bn:00021221n ; 0 ; 0 ; 0 ; 0 ; 0.0196078 ; 0.0196078 ; 0 ; 0 ; 0 ; 0
interpréter bn:00089840v ; 0 ; 0 ; 0 ; 0 ; 0.0392157 ; 0 ; 0 ; 0.0392157 ; 0 ; 0.0392157
transaction bn:01403911n ; 0 ; 0 ; 0.0392157 ; 0 ; 0.0392157 ; 0 ; 0 ; 0 ; 0 ; 0.0392157
bienvenue bn:00080852n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0196078 ; 0 ; 0 ; 0 ; 0.0196078
class bn:03598962n ; 0 ; 0 ; 0 ; 0 ; 0.0392157 ; 0 ; 0 ; 0 ; 0.0392157 ; 0.0392157
session bn:03751534n ; 0 ; 0 ; 0.0392157 ; 0 ; 0.0392157 ; 0.0392157 ; 0 ; 0 ; 0 ; 0
pouvoir bn:00084451v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00980392
mysqli bn:01438356n ; 0 ; 0 ; 0 ; 0 ; 0.0392157 ; 0 ; 0 ; 0 ; 0.0392157 ; 0.0392157
france bn:00036202n ; 0 ; 0.00980392 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
pointeur bn:03222272n ; 0 ; 0 ; 0.00980392 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
list bn:04720346n ; 0 ; 0.0294118 ; 0.0392157 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0294118 ; 0
casse bn:03225002n ; 0 ; 0 ; 0 ; 0 ; 0.00980392 ; 0 ; 0 ; 0 ; 0 ; 0
timestamp bn:03603649n ; 0 ; 0.0392157 ; 0 ; 0 ; 0.0392157 ; 0.0392157 ; 0 ; 0 ; 0 ; 0
xml bn:02771436n ; 0 ; 0 ; 0.0196078 ; 0 ; 0 ; 0.0196078 ; 0 ; 0 ; 0 ; 0
echo bn:03626250n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00980392 ; 0 ; 0 ; 0 ; 0
files bn:00065682n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0196078 ; 0.0196078 ; 0 ; 0 ; 0
varchar bn:01838409n ; 0 ; 0 ; 0.0196078 ; 0 ; 0.0196078 ; 0 ; 0 ; 0 ; 0 ; 0
valeur bn:00079508n ; 0 ; 0 ; 0.00980392 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
composer bn:14766022n ; 0 ; 0 ; 0 ; 0.0196078 ; 0 ; 0.0196078 ; 0 ; 0 ; 0 ; 0
null bn:15898583n ; 0 ; 0 ; 0 ; 0 ; 0.0196078 ; 0 ; 0 ; 0 ; 0.0196078 ; 0
généralité bn:00041249n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00980392 ; 0 ; 0 ; 0 ; 0
autre bn:00108013a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00980392 ; 0 ; 0 ; 0 ; 0
avoir accès bn:00082209v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0196078 ; 0 ; 0 ; 0.0196078 ; 0
