X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10
page web bn:00080778n ; 0 ; 0 ; 0.0784314 ; 0 ; 0.0686275 ; 0.0588235 ; 0 ; 0.0588235 ; 0 ; 0
navigateur bn:00013447n ; 0 ; 0.147059 ; 0.27451 ; 0 ; 0.215686 ; 0.196078 ; 0.137255 ; 0.117647 ; 0.127451 ; 0
serveur web bn:02705179n ; 0 ; 0.137255 ; 0.235294 ; 0.147059 ; 0.176471 ; 0.186275 ; 0 ; 0 ; 0.147059 ; 0
fichier bn:00021475n ; 0.0294118 ; 0 ; 0 ; 0 ; 0 ; 0.0588235 ; 0 ; 0 ; 0.0490196 ; 0.0588235
client bn:00019764n ; 0.0294118 ; 0 ; 0.0392157 ; 0.0294118 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
base de donnée bn:00025333n ; 0 ; 0 ; 0.0686275 ; 0.0588235 ; 0.0784314 ; 0 ; 0.0588235 ; 0 ; 0 ; 0
donnée bn:00025314n ; 0 ; 0.0784314 ; 0.127451 ; 0.0784314 ; 0.127451 ; 0 ; 0.0882353 ; 0 ; 0 ; 0
php bn:01753580n ; 0 ; 0 ; 0.0784314 ; 0.0784314 ; 0 ; 0.0784314 ; 0 ; 0 ; 0.0784314 ; 0
code bn:00020354n ; 0 ; 0 ; 0 ; 0.0784314 ; 0 ; 0.0784314 ; 0 ; 0 ; 0.0784314 ; 0.0784314
texte bn:00076732n ; 0 ; 0 ; 0 ; 0 ; 0.0784314 ; 0.0686275 ; 0.0588235 ; 0 ; 0 ; 0.0588235
délimiter bn:00086464v ; 0 ; 0 ; 0.107843 ; 0.107843 ; 0 ; 0.0882353 ; 0 ; 0.0686275 ; 0 ; 0.107843
post bn:01500184n ; 0 ; 0.107843 ; 0.137255 ; 0 ; 0.107843 ; 0.117647 ; 0 ; 0 ; 0.0882353 ; 0
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.0784314 ; 0.117647 ; 0 ; 0.0686275 ; 0.0882353 ; 0 ; 0.0980392
text bn:14981519n ; 0.0588235 ; 0.127451 ; 0.22549 ; 0.166667 ; 0.205882 ; 0.186275 ; 0 ; 0 ; 0 ; 0.147059
zones bn:00005513n ; 0 ; 0 ; 0.0196078 ; 0 ; 0 ; 0.0196078 ; 0 ; 0 ; 0 ; 0
personne bn:00046516n ; 0 ; 0 ; 0.186275 ; 0.156863 ; 0.176471 ; 0 ; 0 ; 0.117647 ; 0.137255 ; 0.176471
méthode post bn:00045088n ; 0 ; 0.0784314 ; 0.147059 ; 0 ; 0 ; 0.107843 ; 0.0686275 ; 0.0588235 ; 0.0784314 ; 0
mysql bn:01225760n ; 0 ; 0 ; 0.0784314 ; 0.0686275 ; 0.0686275 ; 0.0686275 ; 0 ; 0 ; 0 ; 0
salaire bn:15928884n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00980392
site bn:00047172n ; 0.0294118 ; 0.0490196 ; 0.0588235 ; 0 ; 0.0490196 ; 0 ; 0 ; 0 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0 ; 0.0392157 ; 0 ; 0 ; 0.0392157 ; 0 ; 0.0392157
