X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10
C1 ; 1 ; 0.14876 ; 0.205298 ; 0.217391 ; 0.227848 ; 0.217105 ; 0.0186916 ; 0.0526316 ; 0.206897 ; 0.355556
C2 ; 0.14876 ; 1 ; 0.233333 ; 0.171233 ; 0.23125 ; 0.261745 ; 0.178947 ; 0.0512821 ; 0.194631 ; 0.1625
C3 ; 0.205298 ; 0.233333 ; 1 ; 0.258824 ; 0.325967 ; 0.32 ; 0.139706 ; 0.144828 ; 0.292398 ; 0.331395
C4 ; 0.217391 ; 0.171233 ; 0.258824 ; 1 ; 0.329412 ; 0.24 ; 0.0846154 ; 0.134328 ; 0.246988 ; 0.319018
C5 ; 0.227848 ; 0.23125 ; 0.325967 ; 0.329412 ; 1 ; 0.35 ; 0.201439 ; 0.186667 ; 0.294444 ; 0.324176
C6 ; 0.217105 ; 0.261745 ; 0.32 ; 0.24 ; 0.35 ; 1 ; 0.17037 ; 0.141892 ; 0.349398 ; 0.325714
C7 ; 0.0186916 ; 0.178947 ; 0.139706 ; 0.0846154 ; 0.201439 ; 0.17037 ; 1 ; 0.120482 ; 0.121212 ; 0.0540541
C8 ; 0.0526316 ; 0.0512821 ; 0.144828 ; 0.134328 ; 0.186667 ; 0.141892 ; 0.120482 ; 1 ; 0.21374 ; 0.151724
C9 ; 0.206897 ; 0.194631 ; 0.292398 ; 0.246988 ; 0.294444 ; 0.349398 ; 0.121212 ; 0.21374 ; 1 ; 0.313609
C10 ; 0.355556 ; 0.1625 ; 0.331395 ; 0.319018 ; 0.324176 ; 0.325714 ; 0.0540541 ; 0.151724 ; 0.313609 ; 1
