X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10
fichier bn:00021475n ; 0.181818 ; 0 ; 0 ; 0 ; 0 ; 0.25 ; 0 ; 0 ; 0.2 ; 0.25
client bn:00019764n ; 0.3 ; 0 ; 0.222222 ; 0.230769 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
base de donnée bn:00025333n ; 0 ; 0 ; 0.25 ; 0.266667 ; 0.25 ; 0 ; 0.285714 ; 0 ; 0 ; 0
donnée bn:00025314n ; 0 ; 0.210526 ; 0.318182 ; 0.277778 ; 0.36 ; 0 ; 0.294118 ; 0 ; 0 ; 0
php bn:01753580n ; 0 ; 0 ; 0 ; 0.166667 ; 0 ; 0.2 ; 0 ; 0 ; 0.25 ; 0
post bn:01500184n ; 0 ; 0.277778 ; 0.26087 ; 0 ; 0.307692 ; 0.35 ; 0 ; 0 ; 0.117647 ; 0
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.2 ; 0.26087 ; 0 ; 0.214286 ; 0.2 ; 0 ; 0.307692
zones bn:00005513n ; 0 ; 0 ; 0.117647 ; 0 ; 0 ; 0.133333 ; 0 ; 0 ; 0 ; 0
salaire bn:15928884n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.111111
site bn:00047172n ; 0.230769 ; 0.266667 ; 0.25 ; 0 ; 0.2 ; 0 ; 0 ; 0 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0 ; 0.136364 ; 0 ; 0 ; 0.142857 ; 0 ; 0.3
langage de script bn:01431715n ; 0 ; 0.25 ; 0 ; 0 ; 0.24 ; 0.263158 ; 0 ; 0 ; 0 ; 0.266667
super bn:17336345n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.111111
type bn:00016413n ; 0 ; 0 ; 0.3 ; 0 ; 0.291667 ; 0.263158 ; 0.1875 ; 0 ; 0 ; 0
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0714286 ; 0 ; 0 ; 0 ; 0
pouvoir bn:00084451v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.111111
france bn:00036202n ; 0 ; 0.1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
pointeur bn:03222272n ; 0 ; 0 ; 0.0625 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
casse bn:03225002n ; 0 ; 0 ; 0 ; 0 ; 0.047619 ; 0 ; 0 ; 0 ; 0 ; 0
timestamp bn:03603649n ; 0 ; 0.230769 ; 0 ; 0 ; 0.173913 ; 0.176471 ; 0 ; 0 ; 0 ; 0
echo bn:03626250n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0714286 ; 0 ; 0 ; 0 ; 0
valeur bn:00079508n ; 0 ; 0 ; 0.0625 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
généralité bn:00041249n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0714286 ; 0 ; 0 ; 0 ; 0
autre bn:00108013a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0714286 ; 0 ; 0 ; 0 ; 0
