Objects;Weight
fichier bn:00021475n;0.2
client bn:00019764n;0.2
base de donnée bn:00025333n;0.285714
donnée bn:00025314n;0.4
php bn:01753580n;0.142857
post bn:01500184n;0.4
nombre bn:00058285n;0.257143
zones bn:00005513n;0.114286
salaire bn:15928884n;0.0571429
site bn:00047172n;0.285714
chaîne bn:00074685n;0.142857
langage de script bn:01431715n;0.314286
super bn:17336345n;0.0571429
type bn:00016413n;0.314286
serveur bn:00044916n;0.0571429
pouvoir bn:00084451v;0.0571429
france bn:00036202n;0.0571429
pointeur bn:03222272n;0.0571429
casse bn:03225002n;0.0571429
timestamp bn:03603649n;0.2
echo bn:03626250n;0.0571429
valeur bn:00079508n;0.0571429
généralité bn:00041249n;0.0571429
autre bn:00108013a;0.0571429
