X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10
C1 ; 1 ; 0.157895 ; 0.105263 ; 0.117647 ; 0.0666667 ; 0.214286 ; 0.0869565 ; 0.15 ; 0.190476 ; 0.173913
C2 ; 0.157895 ; 1 ; 0.210526 ; 0.105263 ; 0.2 ; 0.117647 ; 0.227273 ; 0.136364 ; 0.173913 ; 0.16
C3 ; 0.105263 ; 0.210526 ; 1 ; 0.25 ; 0.0625 ; 0.125 ; 0.238095 ; 0.0909091 ; 0.181818 ; 0.0769231
C4 ; 0.117647 ; 0.105263 ; 0.25 ; 1 ; 0.153846 ; 0.0666667 ; 0.333333 ; 0.1 ; 0.0909091 ; 0.181818
C5 ; 0.0666667 ; 0.2 ; 0.0625 ; 0.153846 ; 1 ; 0.0833333 ; 0.166667 ; 0.1875 ; 0.05 ; 0.210526
C6 ; 0.214286 ; 0.117647 ; 0.125 ; 0.0666667 ; 0.0833333 ; 1 ; 0.1 ; 0.176471 ; 0.294118 ; 0.142857
C7 ; 0.0869565 ; 0.227273 ; 0.238095 ; 0.333333 ; 0.166667 ; 0.1 ; 1 ; 0.333333 ; 0.153846 ; 0.185185
C8 ; 0.15 ; 0.136364 ; 0.0909091 ; 0.1 ; 0.1875 ; 0.176471 ; 0.333333 ; 1 ; 0.166667 ; 0.304348
C9 ; 0.190476 ; 0.173913 ; 0.181818 ; 0.0909091 ; 0.05 ; 0.294118 ; 0.153846 ; 0.166667 ; 1 ; 0.230769
C10 ; 0.173913 ; 0.16 ; 0.0769231 ; 0.181818 ; 0.210526 ; 0.142857 ; 0.185185 ; 0.304348 ; 0.230769 ; 1
