X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10
page web bn:00080778n ; 0 ; 0 ; 0.0655738 ; 0 ; 0.0597015 ; 0.064 ; 0 ; 0.133333 ; 0 ; 0
navigateur bn:00013447n ; 0 ; 0.222222 ; 0.231788 ; 0 ; 0.214724 ; 0.268456 ; 0.298851 ; 0.215686 ; 0.234483 ; 0
serveur web bn:02705179n ; 0 ; 0.23301 ; 0.197183 ; 0.2 ; 0.181818 ; 0.193103 ; 0 ; 0 ; 0.189781 ; 0
fichier bn:00021475n ; 0.154639 ; 0 ; 0 ; 0 ; 0.14094 ; 0.141844 ; 0 ; 0.185185 ; 0.170543 ; 0.169118
client bn:00019764n ; 0.0555556 ; 0 ; 0.0338983 ; 0.0384615 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
base de donnée bn:00025333n ; 0 ; 0 ; 0.0578512 ; 0.0555556 ; 0.0606061 ; 0 ; 0.122449 ; 0 ; 0 ; 0
donnée bn:00025314n ; 0 ; 0.164706 ; 0.109375 ; 0.103448 ; 0.115942 ; 0 ; 0.210526 ; 0 ; 0 ; 0
php bn:01753580n ; 0.26 ; 0 ; 0.178082 ; 0.224806 ; 0 ; 0.190476 ; 0 ; 0 ; 0.20438 ; 0.22695
code bn:00020354n ; 0 ; 0 ; 0 ; 0.0740741 ; 0 ; 0.064 ; 0 ; 0 ; 0.0695652 ; 0.0650407
texte bn:00076732n ; 0 ; 0 ; 0.175182 ; 0 ; 0.168919 ; 0.188406 ; 0.205479 ; 0 ; 0.157895 ; 0.132867
concerner bn:00083240v ; 0 ; 0 ; 0.166667 ; 0.166667 ; 0.184932 ; 0.163121 ; 0.205479 ; 0 ; 0 ; 0.140845
commentaire bn:00020978n ; 0.233871 ; 0 ; 0.24375 ; 0.267123 ; 0.248521 ; 0 ; 0 ; 0.245455 ; 0.271523 ; 0.30719
délimiter bn:00086464v ; 0 ; 0 ; 0.108527 ; 0.112069 ; 0 ; 0.106061 ; 0 ; 0.191176 ; 0 ; 0.116279
fois bn:00032768n ; 0.241379 ; 0.297872 ; 0.321637 ; 0 ; 0.286486 ; 0.35503 ; 0.186047 ; 0 ; 0.273256 ; 0.289773
url bn:00079080n ; 0.26 ; 0 ; 0.194444 ; 0.224806 ; 0.179487 ; 0 ; 0 ; 0 ; 0.18705 ; 0.22695
case à cocher bn:03157691n ; 0.105263 ; 0 ; 0 ; 0.0740741 ; 0 ; 0.064 ; 0 ; 0 ; 0.0695652 ; 0
post bn:01500184n ; 0 ; 0.16092 ; 0.116279 ; 0 ; 0.0985915 ; 0.122137 ; 0 ; 0 ; 0.113821 ; 0
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.106195 ; 0.110294 ; 0 ; 0.157895 ; 0.184615 ; 0 ; 0.0852713
text bn:14981519n ; 0.306452 ; 0.27907 ; 0.283951 ; 0.284768 ; 0.27907 ; 0.263473 ; 0 ; 0 ; 0 ; 0.298137
langage bn:00049910n ; 0.151515 ; 0 ; 0.15942 ; 0 ; 0.154362 ; 0 ; 0 ; 0.209877 ; 0.176923 ; 0.183824
zones bn:00005513n ; 0 ; 0 ; 0.0172414 ; 0 ; 0 ; 0.0168067 ; 0 ; 0 ; 0 ; 0
utilisateur bn:00079373n ; 0 ; 0 ; 0.219178 ; 0.242424 ; 0.202532 ; 0.214765 ; 0 ; 0 ; 0.230216 ; 0.217687
case bn:04777941n ; 0.193878 ; 0.2 ; 0.164286 ; 0 ; 0 ; 0.169014 ; 0 ; 0 ; 0.164179 ; 0.188406
associer bn:00082868v ; 0 ; 0 ; 0.123077 ; 0 ; 0.112676 ; 0.120301 ; 0 ; 0 ; 0.130081 ; 0.122137
personne bn:00046516n ; 0 ; 0 ; 0.172414 ; 0.19084 ; 0.174194 ; 0 ; 0 ; 0.285714 ; 0.207407 ; 0.195804
méthode post bn:00045088n ; 0 ; 0.148936 ; 0.135338 ; 0 ; 0 ; 0.149254 ; 0.2 ; 0.141026 ; 0.142857 ; 0
fermeture bn:16858148n ; 0.295858 ; 0 ; 0.352041 ; 0.371585 ; 0.35122 ; 0.326733 ; 0 ; 0.26087 ; 0.394595 ; 0.453552
machine bn:00054050n ; 0 ; 0 ; 0.0655738 ; 0 ; 0.0597015 ; 0.064 ; 0 ; 0 ; 0 ; 0.0650407
mysql bn:01225760n ; 0 ; 0 ; 0.0655738 ; 0.0740741 ; 0.0597015 ; 0.064 ; 0 ; 0 ; 0 ; 0
salaire bn:15928884n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00862069
jour bn:00000086n ; 0.0921053 ; 0 ; 0.057377 ; 0 ; 0 ; 0.056 ; 0 ; 0 ; 0 ; 0.0655738
programmation bn:00021493n ; 0.294118 ; 0.217054 ; 0 ; 0.273973 ; 0.232558 ; 0.26875 ; 0 ; 0 ; 0.245161 ; 0.288462
