X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10
site bn:00047172n ; 0.166667 ; 0.16092 ; 0.116279 ; 0.12069 ; 0.114286 ; 0 ; 0 ; 0 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0 ; 0.0307692 ; 0 ; 0 ; 0.0714286 ; 0 ; 0.0336134
header bn:00043309n ; 0 ; 0 ; 0.0655738 ; 0 ; 0 ; 0.064 ; 0 ; 0 ; 0.0695652 ; 0.0650407
doctype bn:15839327n ; 0 ; 0 ; 0 ; 0.0740741 ; 0 ; 0 ; 0 ; 0.133333 ; 0.0695652 ; 0.0650407
moteur bn:00030850n ; 0 ; 0 ; 0.0655738 ; 0 ; 0.0597015 ; 0.064 ; 0 ; 0 ; 0 ; 0.0650407
configuration bn:03088982n ; 0 ; 0 ; 0.0338983 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.036036 ; 0.0336134
paris bn:00015540n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0183486 ; 0.017094
langage de script bn:01431715n ; 0 ; 0.0886076 ; 0 ; 0 ; 0.0522388 ; 0.0645161 ; 0 ; 0 ; 0 ; 0.0569106
côté serveur bn:03816678n ; 0 ; 0 ; 0.123077 ; 0 ; 0.112676 ; 0.120301 ; 0 ; 0 ; 0.130081 ; 0.122137
opérateur bn:16281811n ; 0 ; 0 ; 0.0172414 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.017094
super bn:17336345n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00862069
type bn:00016413n ; 0 ; 0 ; 0.0655738 ; 0 ; 0.0597015 ; 0.064 ; 0.163265 ; 0 ; 0 ; 0
foreach bn:03463379n ; 0 ; 0.23301 ; 0.197183 ; 0.2 ; 0.181818 ; 0.193103 ; 0 ; 0 ; 0.189781 ; 0
cle bn:04756252n ; 0 ; 0.183908 ; 0.123077 ; 0.137931 ; 0 ; 0 ; 0 ; 0 ; 0.130081 ; 0.122137
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00847458 ; 0 ; 0 ; 0 ; 0
communication bn:00021221n ; 0 ; 0 ; 0 ; 0 ; 0.015625 ; 0.0168067 ; 0 ; 0 ; 0 ; 0
interpréter bn:00089840v ; 0 ; 0 ; 0 ; 0 ; 0.0307692 ; 0 ; 0 ; 0.0714286 ; 0 ; 0.0336134
transaction bn:01403911n ; 0 ; 0 ; 0.0338983 ; 0 ; 0.0307692 ; 0 ; 0 ; 0 ; 0 ; 0.0336134
côté client bn:03163702n ; 0 ; 0 ; 0.0655738 ; 0 ; 0.0597015 ; 0.064 ; 0 ; 0 ; 0 ; 0.0650407
classes bn:03608262n ; 0 ; 0 ; 0.123077 ; 0 ; 0.112676 ; 0.120301 ; 0 ; 0 ; 0.130081 ; 0.122137
bienvenue bn:00080852n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0168067 ; 0 ; 0 ; 0 ; 0.017094
class bn:03598962n ; 0 ; 0 ; 0 ; 0 ; 0.0307692 ; 0 ; 0 ; 0 ; 0.036036 ; 0.0336134
mot bn:00081546n ; 0 ; 0.23301 ; 0.197183 ; 0.2 ; 0.181818 ; 0.193103 ; 0 ; 0 ; 0 ; 0.17931
méthode bn:01641329n ; 0 ; 0.178571 ; 0 ; 0.175182 ; 0.214286 ; 0.202703 ; 0.228916 ; 0.215054 ; 0.191489 ; 0
session bn:03751534n ; 0 ; 0 ; 0.0655738 ; 0.0740741 ; 0.0597015 ; 0.064 ; 0 ; 0 ; 0 ; 0
visiteur bn:03106425n ; 0 ; 0 ; 0.0655738 ; 0 ; 0 ; 0.064 ; 0 ; 0.133333 ; 0 ; 0.0650407
afficher bn:00087013v ; 0 ; 0 ; 0.0655738 ; 0.0740741 ; 0 ; 0.064 ; 0 ; 0 ; 0 ; 0.0650407
pouvoir bn:00084451v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00862069
mysqli bn:01438356n ; 0 ; 0 ; 0 ; 0 ; 0.0307692 ; 0 ; 0 ; 0 ; 0.036036 ; 0.0336134
insert bn:03795444n ; 0 ; 0 ; 0.0655738 ; 0 ; 0 ; 0 ; 0 ; 0.133333 ; 0.0695652 ; 0.0650407
france bn:00036202n ; 0 ; 0.0138889 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
pointeur bn:03222272n ; 0 ; 0 ; 0.00869565 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
list bn:04720346n ; 0 ; 0.0533333 ; 0.0338983 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.036036 ; 0
casse bn:03225002n ; 0 ; 0 ; 0 ; 0 ; 0.00787402 ; 0 ; 0 ; 0 ; 0 ; 0
timestamp bn:03603649n ; 0 ; 0.0533333 ; 0 ; 0 ; 0.0307692 ; 0.0330579 ; 0 ; 0 ; 0 ; 0
xml bn:02771436n ; 0 ; 0 ; 0.0172414 ; 0 ; 0 ; 0.0168067 ; 0 ; 0 ; 0 ; 0
echo bn:03626250n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00847458 ; 0 ; 0 ; 0 ; 0
files bn:00065682n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0168067 ; 0.0465116 ; 0 ; 0 ; 0
varchar bn:01838409n ; 0 ; 0 ; 0.0172414 ; 0 ; 0.015625 ; 0 ; 0 ; 0 ; 0 ; 0
valeur bn:00079508n ; 0 ; 0 ; 0.00869565 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
composer bn:14766022n ; 0 ; 0 ; 0 ; 0.0196078 ; 0 ; 0.0168067 ; 0 ; 0 ; 0 ; 0
null bn:15898583n ; 0 ; 0 ; 0 ; 0 ; 0.015625 ; 0 ; 0 ; 0 ; 0.0183486 ; 0
généralité bn:00041249n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00847458 ; 0 ; 0 ; 0 ; 0
autre bn:00108013a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00847458 ; 0 ; 0 ; 0 ; 0
avoir accès bn:00082209v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0168067 ; 0 ; 0 ; 0.0183486 ; 0
