X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10
C1 ; 1 ; 0.157143 ; 0.203593 ; 0.198718 ; 0.231638 ; 0.218391 ; 0.0350877 ; 0.0625 ; 0.213415 ; 0.346405
C2 ; 0.157143 ; 1 ; 0.254335 ; 0.187135 ; 0.278689 ; 0.333333 ; 0.218182 ; 0.0704225 ; 0.279762 ; 0.213115
C3 ; 0.203593 ; 0.254335 ; 1 ; 0.280423 ; 0.344828 ; 0.341709 ; 0.130719 ; 0.19375 ; 0.316062 ; 0.331633
C4 ; 0.198718 ; 0.187135 ; 0.280423 ; 1 ; 0.356021 ; 0.271357 ; 0.135714 ; 0.156863 ; 0.269841 ; 0.306878
C5 ; 0.231638 ; 0.278689 ; 0.344828 ; 0.356021 ; 1 ; 0.405941 ; 0.217949 ; 0.202312 ; 0.348259 ; 0.369458
C6 ; 0.218391 ; 0.333333 ; 0.341709 ; 0.271357 ; 0.405941 ; 1 ; 0.179487 ; 0.181287 ; 0.402116 ; 0.380711
C7 ; 0.0350877 ; 0.218182 ; 0.130719 ; 0.135714 ; 0.217949 ; 0.179487 ; 1 ; 0.08 ; 0.117647 ; 0.0920245
C8 ; 0.0625 ; 0.0704225 ; 0.19375 ; 0.156863 ; 0.202312 ; 0.181287 ; 0.08 ; 1 ; 0.251656 ; 0.159763
C9 ; 0.213415 ; 0.279762 ; 0.316062 ; 0.269841 ; 0.348259 ; 0.402116 ; 0.117647 ; 0.251656 ; 1 ; 0.363158
C10 ; 0.346405 ; 0.213115 ; 0.331633 ; 0.306878 ; 0.369458 ; 0.380711 ; 0.0920245 ; 0.159763 ; 0.363158 ; 1
