X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10
C1 ; 1 ; 0.136364 ; 0.0909091 ; 0.1 ; 0.0555556 ; 0.294118 ; 0.0769231 ; 0.217391 ; 0.25 ; 0.230769
C2 ; 0.136364 ; 1 ; 0.210526 ; 0.105263 ; 0.2 ; 0.105263 ; 0.227273 ; 0.125 ; 0.16 ; 0.148148
C3 ; 0.0909091 ; 0.210526 ; 1 ; 0.25 ; 0.0625 ; 0.111111 ; 0.238095 ; 0.0833333 ; 0.166667 ; 0.0714286
C4 ; 0.1 ; 0.105263 ; 0.25 ; 1 ; 0.153846 ; 0.0588235 ; 0.333333 ; 0.0909091 ; 0.0833333 ; 0.166667
C5 ; 0.0555556 ; 0.2 ; 0.0625 ; 0.153846 ; 1 ; 0.0714286 ; 0.166667 ; 0.166667 ; 0.0454545 ; 0.190476
C6 ; 0.294118 ; 0.105263 ; 0.111111 ; 0.0588235 ; 0.0714286 ; 1 ; 0.0909091 ; 0.2 ; 0.368421 ; 0.166667
C7 ; 0.0769231 ; 0.227273 ; 0.238095 ; 0.333333 ; 0.166667 ; 0.0909091 ; 1 ; 0.304348 ; 0.142857 ; 0.172414
C8 ; 0.217391 ; 0.125 ; 0.0833333 ; 0.0909091 ; 0.166667 ; 0.2 ; 0.304348 ; 1 ; 0.185185 ; 0.36
C9 ; 0.25 ; 0.16 ; 0.166667 ; 0.0833333 ; 0.0454545 ; 0.368421 ; 0.142857 ; 0.185185 ; 1 ; 0.241379
C10 ; 0.230769 ; 0.148148 ; 0.0714286 ; 0.166667 ; 0.190476 ; 0.166667 ; 0.172414 ; 0.36 ; 0.241379 ; 1
