X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10
page web bn:00080778n ; 0 ; 0 ; 0.133333 ; 0 ; 0.127273 ; 0.125 ; 0 ; 0.206897 ; 0 ; 0
navigateur bn:00013447n ; 0 ; 0.272727 ; 0.383562 ; 0 ; 0.30137 ; 0.298507 ; 0.259259 ; 0.214286 ; 0.209677 ; 0
serveur web bn:02705179n ; 0 ; 0.285714 ; 0.342857 ; 0.25 ; 0.257143 ; 0.311475 ; 0 ; 0 ; 0.283019 ; 0
fichier bn:00021475n ; 0.1875 ; 0 ; 0 ; 0 ; 0 ; 0.133333 ; 0 ; 0 ; 0.147059 ; 0.157895
client bn:00019764n ; 0.25 ; 0 ; 0.0701754 ; 0.0769231 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
base de donnée bn:00025333n ; 0 ; 0 ; 0.114754 ; 0.139535 ; 0.148148 ; 0 ; 0.206897 ; 0 ; 0 ; 0
donnée bn:00025314n ; 0 ; 0.216216 ; 0.206349 ; 0.163265 ; 0.22807 ; 0 ; 0.264706 ; 0 ; 0 ; 0
php bn:01753580n ; 0 ; 0 ; 0.129032 ; 0.186047 ; 0 ; 0.166667 ; 0 ; 0 ; 0.222222 ; 0
code bn:00020354n ; 0 ; 0 ; 0 ; 0.186047 ; 0 ; 0.166667 ; 0 ; 0 ; 0.222222 ; 0.195122
texte bn:00076732n ; 0 ; 0 ; 0 ; 0 ; 0.148148 ; 0.148936 ; 0.206897 ; 0 ; 0 ; 0.146341
délimiter bn:00086464v ; 0 ; 0 ; 0.169231 ; 0.23913 ; 0 ; 0.169811 ; 0 ; 0.194444 ; 0 ; 0.25
post bn:01500184n ; 0 ; 0.297297 ; 0.215385 ; 0 ; 0.177419 ; 0.226415 ; 0 ; 0 ; 0.204545 ; 0
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.166667 ; 0.210526 ; 0 ; 0.2 ; 0.272727 ; 0 ; 0.227273
text bn:14981519n ; 0.130435 ; 0.240741 ; 0.306667 ; 0.274194 ; 0.295775 ; 0.292308 ; 0 ; 0 ; 0 ; 0.241935
zones bn:00005513n ; 0 ; 0 ; 0.0357143 ; 0 ; 0 ; 0.047619 ; 0 ; 0 ; 0 ; 0
personne bn:00046516n ; 0 ; 0 ; 0.256757 ; 0.275862 ; 0.26087 ; 0 ; 0 ; 0.25 ; 0.264151 ; 0.333333
méthode post bn:00045088n ; 0 ; 0.2 ; 0.234375 ; 0 ; 0 ; 0.203704 ; 0.179487 ; 0.15 ; 0.177778 ; 0
mysql bn:01225760n ; 0 ; 0 ; 0.131148 ; 0.162791 ; 0.125 ; 0.145833 ; 0 ; 0 ; 0 ; 0
salaire bn:15928884n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0294118
site bn:00047172n ; 0.1875 ; 0.172414 ; 0.101695 ; 0 ; 0.0925926 ; 0 ; 0 ; 0 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0 ; 0.0769231 ; 0 ; 0 ; 0.16 ; 0 ; 0.108108
configuration bn:03088982n ; 0 ; 0 ; 0.0689655 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.125 ; 0.108108
paris bn:00015540n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0666667 ; 0.0571429
langage de script bn:01431715n ; 0 ; 0.16129 ; 0 ; 0 ; 0.12963 ; 0.152174 ; 0 ; 0 ; 0 ; 0.121951
opérateur bn:16281811n ; 0 ; 0 ; 0.0357143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0571429
super bn:17336345n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0294118
type bn:00016413n ; 0 ; 0 ; 0.129032 ; 0 ; 0.142857 ; 0.166667 ; 0.275862 ; 0 ; 0 ; 0
foreach bn:03463379n ; 0 ; 0.285714 ; 0.342857 ; 0.25 ; 0.257143 ; 0.311475 ; 0 ; 0 ; 0.283019 ; 0
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0243902 ; 0 ; 0 ; 0 ; 0
communication bn:00021221n ; 0 ; 0 ; 0 ; 0 ; 0.04 ; 0.047619 ; 0 ; 0 ; 0 ; 0
interpréter bn:00089840v ; 0 ; 0 ; 0 ; 0 ; 0.0769231 ; 0 ; 0 ; 0.16 ; 0 ; 0.108108
transaction bn:01403911n ; 0 ; 0 ; 0.0689655 ; 0 ; 0.0769231 ; 0 ; 0 ; 0 ; 0 ; 0.108108
bienvenue bn:00080852n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.047619 ; 0 ; 0 ; 0 ; 0.0571429
class bn:03598962n ; 0 ; 0 ; 0 ; 0 ; 0.0769231 ; 0 ; 0 ; 0 ; 0.125 ; 0.108108
session bn:03751534n ; 0 ; 0 ; 0.0689655 ; 0 ; 0.0769231 ; 0.0909091 ; 0 ; 0 ; 0 ; 0
pouvoir bn:00084451v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0294118
mysqli bn:01438356n ; 0 ; 0 ; 0 ; 0 ; 0.0769231 ; 0 ; 0 ; 0 ; 0.125 ; 0.108108
france bn:00036202n ; 0 ; 0.0416667 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
pointeur bn:03222272n ; 0 ; 0 ; 0.0181818 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
list bn:04720346n ; 0 ; 0.111111 ; 0.0701754 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.09375 ; 0
casse bn:03225002n ; 0 ; 0 ; 0 ; 0 ; 0.0204082 ; 0 ; 0 ; 0 ; 0 ; 0
timestamp bn:03603649n ; 0 ; 0.148148 ; 0 ; 0 ; 0.0769231 ; 0.0909091 ; 0 ; 0 ; 0 ; 0
xml bn:02771436n ; 0 ; 0 ; 0.0357143 ; 0 ; 0 ; 0.047619 ; 0 ; 0 ; 0 ; 0
echo bn:03626250n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0243902 ; 0 ; 0 ; 0 ; 0
files bn:00065682n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.047619 ; 0.0869565 ; 0 ; 0 ; 0
varchar bn:01838409n ; 0 ; 0 ; 0.0357143 ; 0 ; 0.04 ; 0 ; 0 ; 0 ; 0 ; 0
valeur bn:00079508n ; 0 ; 0 ; 0.0181818 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
composer bn:14766022n ; 0 ; 0 ; 0 ; 0.0540541 ; 0 ; 0.047619 ; 0 ; 0 ; 0 ; 0
null bn:15898583n ; 0 ; 0 ; 0 ; 0 ; 0.04 ; 0 ; 0 ; 0 ; 0.0666667 ; 0
généralité bn:00041249n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0243902 ; 0 ; 0 ; 0 ; 0
autre bn:00108013a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0243902 ; 0 ; 0 ; 0 ; 0
avoir accès bn:00082209v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.047619 ; 0 ; 0 ; 0.0666667 ; 0
