Concept ID;Level;Nb Obj;Nb Att;Objects;Attributes;
0;3;0;10;;C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,;
1;2;1;2;navigateur bn:00013447n,;C1,C10,;
2;2;1;2;délimiter bn:00086464v,;C1,C2,;
3;2;1;2;text bn:14981519n,;C8,C9,;
4;2;1;2;personne bn:00046516n,;C1,C6,;
5;2;1;3;méthode post bn:00045088n,;C4,C5,C10,;
6;2;1;2;site bn:00047172n,;C7,C8,;
7;2;1;2;langage de script bn:01431715n,;C4,C9,;
8;2;1;2;timestamp bn:03603649n,;C3,C7,;
9;1;3;1;méthode post bn:00045088n,langage de script bn:01431715n,list bn:04720346n,;C4,;
10;1;4;1;navigateur bn:00013447n,serveur web bn:02705179n,méthode post bn:00045088n,communication bn:00021221n,;C10,;
11;1;4;1;programmation bn:00021493n,méthode bn:01641329n,timestamp bn:03603649n,files bn:00065682n,;C3,;
12;1;5;1;méthode post bn:00045088n,doctype bn:15839327n,configuration bn:03088982n,xml bn:02771436n,composer bn:14766022n,;C5,;
13;1;6;1;base de donnée bn:00025333n,donnée bn:00025314n,personne bn:00046516n,insert bn:03795444n,varchar bn:01838409n,null bn:15898583n,;C6,;
14;1;8;1;fichier bn:00021475n,commentaire bn:00020978n,délimiter bn:00086464v,case à cocher bn:03157691n,côté serveur bn:03816678n,serveur bn:00044916n,interpréter bn:00089840v,côté client bn:03163702n,;C2,;
15;1;8;1;text bn:14981519n,moteur bn:00030850n,langage de script bn:01431715n,type bn:00016413n,transaction bn:01403911n,mot bn:00081546n,visiteur bn:03106425n,afficher bn:00087013v,;C9,;
16;1;10;1;url bn:00079080n,langage bn:00049910n,case bn:04777941n,fermeture bn:16858148n,site bn:00047172n,chaîne bn:00074685n,header bn:00043309n,session bn:03751534n,timestamp bn:03603649n,avoir accès bn:00082209v,;C7,;
17;1;11;1;page web bn:00080778n,navigateur bn:00013447n,texte bn:00076732n,concerner bn:00083240v,délimiter bn:00086464v,utilisateur bn:00079373n,associer bn:00082868v,personne bn:00046516n,machine bn:00054050n,mysql bn:01225760n,salaire bn:15928884n,;C1,;
18;1;15;1;php bn:01753580n,code bn:00020354n,fois bn:00032768n,post bn:01500184n,text bn:14981519n,jour bn:00000086n,site bn:00047172n,paris bn:00015540n,opérateur bn:16281811n,foreach bn:03463379n,cle bn:04756252n,classes bn:03608262n,bienvenue bn:00080852n,class bn:03598962n,mysqli bn:01438356n,;C8,;
19;0;65;0;page web bn:00080778n,navigateur bn:00013447n,serveur web bn:02705179n,fichier bn:00021475n,base de donnée bn:00025333n,donnée bn:00025314n,php bn:01753580n,code bn:00020354n,texte bn:00076732n,concerner bn:00083240v,commentaire bn:00020978n,délimiter bn:00086464v,fois bn:00032768n,url bn:00079080n,case à cocher bn:03157691n,post bn:01500184n,text bn:14981519n,langage bn:00049910n,utilisateur bn:00079373n,case bn:04777941n,associer bn:00082868v,personne bn:00046516n,méthode post bn:00045088n,fermeture bn:16858148n,machine bn:00054050n,mysql bn:01225760n,salaire bn:15928884n,jour bn:00000086n,programmation bn:00021493n,site bn:00047172n,chaîne bn:00074685n,header bn:00043309n,doctype bn:15839327n,moteur bn:00030850n,configuration bn:03088982n,paris bn:00015540n,langage de script bn:01431715n,côté serveur bn:03816678n,opérateur bn:16281811n,type bn:00016413n,foreach bn:03463379n,cle bn:04756252n,serveur bn:00044916n,communication bn:00021221n,interpréter bn:00089840v,transaction bn:01403911n,côté client bn:03163702n,classes bn:03608262n,bienvenue bn:00080852n,class bn:03598962n,mot bn:00081546n,méthode bn:01641329n,session bn:03751534n,visiteur bn:03106425n,afficher bn:00087013v,mysqli bn:01438356n,insert bn:03795444n,list bn:04720346n,timestamp bn:03603649n,xml bn:02771436n,files bn:00065682n,varchar bn:01838409n,composer bn:14766022n,null bn:15898583n,avoir accès bn:00082209v,;;
