Concept ID;Level;Nb Obj;Nb Att;Objects;Attributes;
0;7;0;10;;C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,;
1;6;1;7;navigateur bn:00013447n,;C2,C3,C5,C6,C7,C8,C9,;
2;4;1;4;fichier bn:00021475n,;C1,C6,C9,C10,;
3;5;1;5;donnée bn:00025314n,;C2,C3,C4,C5,C7,;
4;4;1;4;code bn:00020354n,;C4,C6,C9,C10,;
5;4;1;4;texte bn:00076732n,;C5,C6,C7,C10,;
6;5;1;5;délimiter bn:00086464v,;C3,C4,C6,C8,C10,;
7;5;1;5;nombre bn:00058285n,;C4,C5,C7,C8,C10,;
8;6;1;7;text bn:14981519n,;C1,C2,C3,C4,C5,C6,C10,;
9;5;1;6;personne bn:00046516n,;C3,C4,C5,C8,C9,C10,;
10;4;2;4;page web bn:00080778n,navigateur bn:00013447n,;C3,C5,C6,C8,;
11;4;2;4;navigateur bn:00013447n,donnée bn:00025314n,;C2,C3,C5,C7,;
12;3;2;3;navigateur bn:00013447n,nombre bn:00058285n,;C5,C7,C8,;
13;4;2;4;navigateur bn:00013447n,personne bn:00046516n,;C3,C5,C8,C9,;
14;5;2;6;navigateur bn:00013447n,méthode post bn:00045088n,;C2,C3,C6,C7,C8,C9,;
15;4;2;4;navigateur bn:00013447n,type bn:00016413n,;C3,C5,C6,C7,;
16;6;2;6;serveur web bn:02705179n,foreach bn:03463379n,;C2,C3,C4,C5,C6,C9,;
17;3;2;3;fichier bn:00021475n,code bn:00020354n,;C6,C9,C10,;
18;3;2;3;fichier bn:00021475n,text bn:14981519n,;C1,C6,C10,;
19;3;2;3;client bn:00019764n,text bn:14981519n,;C1,C3,C4,;
20;4;2;4;base de donnée bn:00025333n,donnée bn:00025314n,;C3,C4,C5,C7,;
21;3;2;3;code bn:00020354n,personne bn:00046516n,;C4,C9,C10,;
22;3;2;3;texte bn:00076732n,nombre bn:00058285n,;C5,C7,C10,;
23;4;2;4;délimiter bn:00086464v,text bn:14981519n,;C3,C4,C6,C10,;
24;4;2;4;délimiter bn:00086464v,personne bn:00046516n,;C3,C4,C8,C10,;
25;4;2;4;nombre bn:00058285n,personne bn:00046516n,;C4,C5,C8,C10,;
26;4;2;4;text bn:14981519n,personne bn:00046516n,;C3,C4,C5,C10,;
27;4;2;4;text bn:14981519n,site bn:00047172n,;C1,C2,C3,C5,;
28;4;2;4;text bn:14981519n,langage de script bn:01431715n,;C2,C5,C6,C10,;
29;3;2;3;personne bn:00046516n,configuration bn:03088982n,;C3,C9,C10,;
30;3;3;3;page web bn:00080778n,navigateur bn:00013447n,personne bn:00046516n,;C3,C5,C8,;
