X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10
C1 ; 1 ; 0.271277 ; 0.231818 ; 0.174863 ; 0.269608 ; 0.272277 ; 0.164706 ; 0.111801 ; 0.208738 ; 0.28821
C2 ; 0.271277 ; 1 ; 0.323944 ; 0.228261 ; 0.232877 ; 0.282297 ; 0.229412 ; 0.130952 ; 0.226415 ; 0.302128
C3 ; 0.231818 ; 0.323944 ; 1 ; 0.258537 ; 0.318777 ; 0.315789 ; 0.281915 ; 0.138462 ; 0.280702 ; 0.362903
C4 ; 0.174863 ; 0.228261 ; 0.258537 ; 1 ; 0.217822 ; 0.207921 ; 0.114458 ; 0.106667 ; 0.229167 ; 0.27027
C5 ; 0.269608 ; 0.232877 ; 0.318777 ; 0.217822 ; 1 ; 0.425743 ; 0.192708 ; 0.117021 ; 0.327014 ; 0.319838
C6 ; 0.272277 ; 0.282297 ; 0.315789 ; 0.207921 ; 0.425743 ; 1 ; 0.176166 ; 0.106383 ; 0.281106 ; 0.327869
C7 ; 0.164706 ; 0.229412 ; 0.281915 ; 0.114458 ; 0.192708 ; 0.176166 ; 1 ; 0.0875912 ; 0.146597 ; 0.221198
C8 ; 0.111801 ; 0.130952 ; 0.138462 ; 0.106667 ; 0.117021 ; 0.106383 ; 0.0875912 ; 1 ; 0.183432 ; 0.287958
C9 ; 0.208738 ; 0.226415 ; 0.280702 ; 0.229167 ; 0.327014 ; 0.281106 ; 0.146597 ; 0.183432 ; 1 ; 0.385965
C10 ; 0.28821 ; 0.302128 ; 0.362903 ; 0.27027 ; 0.319838 ; 0.327869 ; 0.221198 ; 0.287958 ; 0.385965 ; 1
