X ; C1.csv ; C10.csv ; C2.csv ; C4.csv ; C7.csv ; C8.csv ; C9.csv
délimiter bn:00086464v ; 0 ; 0 ; 0 ; 0 ; 0.015625 ; 0 ; 0.015625
affichage bn:00010421n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0078125 ; 0
gras bn:00011848n ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
fois bn:00032768n ; 0 ; 0 ; 0 ; 0.0078125 ; 0 ; 0 ; 0
chemin bn:03131414n ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
lien hypertextes bn:00045513n ; 0 ; 0 ; 0 ; 0 ; 0.0078125 ; 0 ; 0
url bn:00079080n ; 0 ; 0 ; 0.015625 ; 0 ; 0 ; 0.015625 ; 0
textuels bn:00111786a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
case à cocher bn:03157691n ; 0 ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0
page web dynamique bn:00937946n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
champ de saisie bn:03113401n ; 0 ; 0 ; 0 ; 0 ; 0.0078125 ; 0 ; 0
size bn:03645138n ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0.0625
text bn:14981519n ; 0 ; 0 ; 0 ; 0 ; 0.0078125 ; 0 ; 0
vide bn:00087578v ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
liste déroulante bn:00028831n ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
sélectionner bn:00084931v ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
déclencher bn:00082306v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
réinitialisation bn:00067306n ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125
langage impératif bn:01246770n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
impératif bn:00104644a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
zones bn:00005513n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
utilisateur bn:00079373n ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0
affectation bn:02806034n ; 0 ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125
booléen bn:00294693n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0078125
réalité bn:00066414n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
concatène bn:00085508v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
addition bn:00001296n ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
soustraction bn:00055233n ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
multiplié bn:00090977v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
modulo bn:00553864n ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
égalité bn:00031284n ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
logiques bn:00051845n ; 0 ; 0 ; 0 ; 0.0078125 ; 0 ; 0 ; 0
syntaxe bn:00062118n ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0
case bn:04777941n ; 0 ; 0 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0
associer bn:00082868v ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
personne bn:00046516n ; 0 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0 ; 0
prenom bn:15996005n ; 0 ; 0 ; 0.015625 ; 0.015625 ; 0 ; 0 ; 0
structure de contrôle bn:00047734n ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
définition bn:00025928n ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0
initialiser bn:00089742v ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625
dépendre bn:00086606v ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
fermeture bn:16858148n ; 0 ; 0 ; 0.0078125 ; 0 ; 0 ; 0 ; 0
passwd bn:14874750n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
machine bn:00054050n ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
mysql bn:01225760n ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0
salaire bn:15928884n ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0.0625
phase bn:00061898n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
être utile bn:00085368v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
boucle while bn:03237310n ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0 ; 0
jour bn:00000086n ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0.0625
euro bn:00031888n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
etc bn:00114282r ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
programmation bn:00021493n ; 0 ; 0 ; 0 ; 0 ; 0.015625 ; 0.015625 ; 0
détruire bn:00084204v ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0
second bn:00105773a ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
ordinateur bn:00021464n ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
développement web bn:03446093n ; 0.125 ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
organisation bn:00059480n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
premier bn:00103006a ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
devoir sur table bn:04973014n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
semaine bn:00043484n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
devoir maison bn:00044563n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
interrogation bn:00047208n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
générale bn:00103507a ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
explication bn:00000741n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
front office bn:16857738n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
front bn:00013389n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
xamp bn:02350502n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
internet bn:00024712n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
faille de sécurité bn:00080285n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
sql bn:02266432n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0
concret bn:00100206a ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
chaîne bn:00074685n ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0 ; 0
header bn:00043309n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0
head bn:02338897n ; 0.125 ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
informatique bn:00100175a ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
doctype bn:15839327n ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0
w3c bn:02673666n ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0
dtd bn:15232677n ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0
firefox bn:01387235n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
internet explorer bn:17346309n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
internet explorer 9 bn:00863156n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
moteur bn:00030850n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
recherche bn:00067280n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
descriptions bn:04723965n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
précision bn:00641989n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
paragraphe bn:00060556n ; 0.125 ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
h2 bn:02803535n ; 0.125 ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
terme technique bn:00048027n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
tr bn:03561884n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
insertion bn:02234787n ; 0.125 ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
img bn:02450504n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
infobulle bn:03850072n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
balise html bn:02104867n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
js bn:15539067n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
css bn:00056944n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
dns bn:03714295n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
logique métier bn:00795795n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
port 443 bn:00560835n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
host bn:01846442n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0
uniform resource identifier bn:02569519n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
ipv4 bn:00749818n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
ipv6 bn:00749926n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
visiter bn:00084426v ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
nom de domaine bn:00028143n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
domaine bn:03853489n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
sous-domaines bn:03725510n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
configuration bn:03088982n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
common gateway interface bn:03588331n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
gateway bn:03381108n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
lire bn:00066357n ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0
langage de programmation bn:00064652n ; 0.0625 ; 0 ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625
paris bn:00015540n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0
langage de script bn:01431715n ; 0.015625 ; 0 ; 0 ; 0 ; 0 ; 0.015625 ; 0
côté serveur bn:03816678n ; 0.0625 ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
open source bn:01157392n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
grand nombre bn:14223782n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
facebook bn:03624775n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
wikipédia bn:03288118n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
opérateur bn:16281811n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
installation bn:03478637n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
wamp bn:01708928n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
mamp bn:03197470n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
éditeur de texte bn:00076736n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
macos bn:01415427n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
windows bn:00081305n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
emacs bn:01156253n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
nano bn:01478473n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
langage c bn:00014377n ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0
attribut bn:00007068n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
integer bn:00691555n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
super bn:17336345n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
type bn:00016413n ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0
concaténation bn:03489514n ; 0.0625 ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
opérateur logiques bn:00051853n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
multiplication bn:00056300n ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0
division bn:00027919n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
valeur numérique bn:00000451n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
comparaison bn:00021304n ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0
égal bn:00102336a ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0
inférieur bn:00035700n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
mathématiques bn:00106488a ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
extraction bn:04915718n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
procédural bn:00109049a ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
capables bn:00099215a ; 0.125 ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
tableau associatifs bn:03848413n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
hash bn:00583146n ; 0.125 ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
sizeof bn:03205994n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
foreach bn:03463379n ; 0.0078125 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
cle bn:04756252n ; 0.015625 ; 0 ; 0 ; 0 ; 0.015625 ; 0 ; 0
rappel bn:03490040n ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0
serveur bn:00044916n ; 0.015625 ; 0 ; 0 ; 0 ; 0.015625 ; 0 ; 0
unix bn:00079165n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
page bn:00060158n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
communication bn:00021221n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
possibilité bn:00045632n ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0
interpréter bn:00089840v ; 0.0625 ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625
linux bn:00051427n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
line bn:16701562n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
rows bn:03611246n ; 0.0625 ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
query string bn:03583474n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
clique bn:00015038n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
analyser bn:15790106n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
variables bn:00079583n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
transaction bn:01403911n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
femme bn:00001530n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0
côté client bn:03163702n ; 0.125 ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125
ok bn:00058395n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
droit bn:00048655n ; 0.125 ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
générique bn:00103518a ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
échouer bn:00087967v ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
contacter bn:00085696v ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
pouvoir bn:00063940n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
standard bn:00111129a ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
conditionnelles bn:00100214a ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
diagramme bn:00026817n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
switch bn:01071927n ; 0.0078125 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
bloc bn:03098513n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
prix unitaire bn:00587816n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
boucle for bn:03237322n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0
répéter bn:00089731v ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
initialisation bn:00046781n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
incrémentation bn:01936826n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
mettre à jour bn:00095451v ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
col bn:00018680n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
evaluation bn:02745649n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
binôme bn:00098404a ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
classes bn:03608262n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0
bienvenue bn:00080852n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
class bn:03598962n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0
constantes bn:00100331a ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
créer bn:00086008v ; 0.125 ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125
mot bn:00081546n ; 0.03125 ; 0 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0
méthode bn:01641329n ; 0.0078125 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
env bn:01199166n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0
session bn:03751534n ; 0.03125 ; 0 ; 0 ; 0 ; 0 ; 0.03125 ; 0.03125
temps bn:00077270n ; 0.015625 ; 0 ; 0 ; 0 ; 0 ; 0.015625 ; 0
visiteur bn:03106425n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0
adresse ip bn:00706454n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
ip bn:00046704n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
réutilisation bn:02823226n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
entité bn:00031027n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
entité html bn:01327413n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
afficher bn:00087013v ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0
comportement bn:00009657n ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0
trim bn:00074703n ; 0.0625 ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
séquence bn:00070574n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0
bcd bn:16690020n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
unset bn:00176172n ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0
vrai bn:00078452n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
disponible bn:00097846a ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
vides bn:00030635n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
possibles bn:00108829a ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
id bn:03885719n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
pouvoir bn:00084451v ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
essayer bn:00082844v ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
impossible bn:00104687a ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
mp4 bn:03619211n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
stream bn:02122367n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
développement bn:01834425n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
système de gestion bn:01510781n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
dbms bn:14249264n ; 0.125 ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
system bn:15125301n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
logiciel système bn:00075772n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
complexité bn:00021383n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
postgresql bn:01709156n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
mariadb bn:01841320n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
coder bn:00084976v ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
handle bn:00278322n ; 0.125 ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
bibliothèque bn:00050969n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
connecteur bn:00021903n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
