X ; C1.csv ; C10.csv ; C2.csv ; C4.csv ; C7.csv ; C8.csv ; C9.csv
page web bn:00080778n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.1 ; 0
navigateur bn:00013447n ; 0 ; 0 ; 0.222222 ; 0 ; 0.25 ; 0.266667 ; 0.210526
serveur web bn:02705179n ; 0 ; 0 ; 0.25 ; 0.190476 ; 0 ; 0 ; 0.235294
fichier bn:00021475n ; 0.285714 ; 0.2 ; 0 ; 0 ; 0 ; 0 ; 0.235294
client bn:00019764n ; 0.166667 ; 0 ; 0 ; 0.105263 ; 0 ; 0 ; 0
base de donnée bn:00025333n ; 0 ; 0 ; 0 ; 0.105263 ; 0.166667 ; 0 ; 0
donnée bn:00025314n ; 0 ; 0 ; 0.25 ; 0.190476 ; 0.285714 ; 0 ; 0
php bn:01753580n ; 0 ; 0 ; 0 ; 0.105263 ; 0 ; 0 ; 0.133333
code bn:00020354n ; 0 ; 0.2 ; 0 ; 0.190476 ; 0 ; 0 ; 0.235294
texte bn:00076732n ; 0 ; 0.111111 ; 0 ; 0 ; 0.166667 ; 0 ; 0
concerner bn:00083240v ; 0 ; 0.2 ; 0 ; 0.190476 ; 0.285714 ; 0 ; 0
délimiter bn:00086464v ; 0 ; 0.210526 ; 0 ; 0.142857 ; 0 ; 0.230769 ; 0
case à cocher bn:03157691n ; 0.285714 ; 0 ; 0 ; 0.190476 ; 0 ; 0 ; 0.235294
post bn:01500184n ; 0 ; 0 ; 0.142857 ; 0 ; 0 ; 0 ; 0.133333
nombre bn:00058285n ; 0 ; 0.318182 ; 0 ; 0.25 ; 0.352941 ; 0.294118 ; 0
text bn:14981519n ; 0.277778 ; 0.26087 ; 0.315789 ; 0.304348 ; 0 ; 0 ; 0
langage bn:00049910n ; 0.294118 ; 0.272727 ; 0 ; 0 ; 0 ; 0.235294 ; 0.315789
utilisateur bn:00079373n ; 0 ; 0.2 ; 0 ; 0.190476 ; 0 ; 0 ; 0.235294
associer bn:00082868v ; 0 ; 0.111111 ; 0 ; 0 ; 0 ; 0 ; 0.133333
méthode post bn:00045088n ; 0 ; 0 ; 0.222222 ; 0 ; 0.25 ; 0.266667 ; 0.210526
machine bn:00054050n ; 0 ; 0.0588235 ; 0 ; 0 ; 0 ; 0 ; 0
mysql bn:01225760n ; 0 ; 0 ; 0 ; 0.0555556 ; 0 ; 0 ; 0
salaire bn:15928884n ; 0 ; 0.0588235 ; 0 ; 0 ; 0 ; 0 ; 0
jour bn:00000086n ; 0.166667 ; 0.111111 ; 0 ; 0 ; 0 ; 0 ; 0
site bn:00047172n ; 0.214286 ; 0 ; 0.1875 ; 0.2 ; 0 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0.111111 ; 0 ; 0 ; 0 ; 0.181818 ; 0
header bn:00043309n ; 0 ; 0.111111 ; 0 ; 0 ; 0 ; 0 ; 0.133333
moteur bn:00030850n ; 0 ; 0.0588235 ; 0 ; 0 ; 0 ; 0 ; 0
paris bn:00015540n ; 0 ; 0.111111 ; 0 ; 0 ; 0 ; 0 ; 0.133333
langage de script bn:01431715n ; 0 ; 0.111111 ; 0.142857 ; 0 ; 0 ; 0 ; 0
côté serveur bn:03816678n ; 0 ; 0.111111 ; 0 ; 0 ; 0 ; 0 ; 0.133333
opérateur bn:16281811n ; 0 ; 0.0588235 ; 0 ; 0 ; 0 ; 0 ; 0
super bn:17336345n ; 0 ; 0.0588235 ; 0 ; 0 ; 0 ; 0 ; 0
type bn:00016413n ; 0 ; 0 ; 0 ; 0 ; 0.0909091 ; 0 ; 0
foreach bn:03463379n ; 0 ; 0 ; 0.25 ; 0.190476 ; 0 ; 0 ; 0.235294
interpréter bn:00089840v ; 0 ; 0.111111 ; 0 ; 0 ; 0 ; 0.181818 ; 0
transaction bn:01403911n ; 0 ; 0.0588235 ; 0 ; 0 ; 0 ; 0 ; 0
côté client bn:03163702n ; 0 ; 0.0588235 ; 0 ; 0 ; 0 ; 0 ; 0
classes bn:03608262n ; 0 ; 0.111111 ; 0 ; 0 ; 0 ; 0 ; 0.133333
bienvenue bn:00080852n ; 0 ; 0.0588235 ; 0 ; 0 ; 0 ; 0 ; 0
class bn:03598962n ; 0 ; 0.111111 ; 0 ; 0 ; 0 ; 0 ; 0.133333
mot bn:00081546n ; 0 ; 0.2 ; 0.25 ; 0.190476 ; 0 ; 0 ; 0
session bn:03751534n ; 0 ; 0 ; 0 ; 0.0555556 ; 0 ; 0 ; 0
visiteur bn:03106425n ; 0 ; 0.111111 ; 0 ; 0 ; 0 ; 0.181818 ; 0
afficher bn:00087013v ; 0 ; 0.111111 ; 0 ; 0.105263 ; 0 ; 0 ; 0
pouvoir bn:00084451v ; 0 ; 0.0588235 ; 0 ; 0 ; 0 ; 0 ; 0
mysqli bn:01438356n ; 0 ; 0.111111 ; 0 ; 0 ; 0 ; 0 ; 0.133333
france bn:00036202n ; 0 ; 0 ; 0.0769231 ; 0 ; 0 ; 0 ; 0
list bn:04720346n ; 0 ; 0 ; 0.142857 ; 0 ; 0 ; 0 ; 0.133333
timestamp bn:03603649n ; 0 ; 0 ; 0.0769231 ; 0 ; 0 ; 0 ; 0
accéder bn:00082209v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0714286
