X ; C1.csv ; C10.csv ; C2.csv ; C4.csv ; C7.csv ; C8.csv ; C9.csv
page web bn:00080778n ; 0 ; 0.0327869 ; 0 ; 0 ; 0 ; 0.0327869 ; 0
navigateur bn:00013447n ; 0 ; 0 ; 0.196721 ; 0.196721 ; 0.163934 ; 0.163934 ; 0.196721
serveur web bn:02705179n ; 0 ; 0 ; 0.0655738 ; 0.0655738 ; 0 ; 0 ; 0.0655738
fichier bn:00021475n ; 0.0819672 ; 0.114754 ; 0 ; 0 ; 0 ; 0.0819672 ; 0.114754
client bn:00019764n ; 0.0327869 ; 0 ; 0 ; 0.0327869 ; 0 ; 0 ; 0
base de donnée bn:00025333n ; 0 ; 0 ; 0 ; 0.0327869 ; 0.0327869 ; 0 ; 0
donnée bn:00025314n ; 0 ; 0 ; 0.0655738 ; 0.0655738 ; 0.0655738 ; 0 ; 0
php bn:01753580n ; 0.131148 ; 0.131148 ; 0 ; 0.131148 ; 0 ; 0 ; 0.131148
code bn:00020354n ; 0.262295 ; 0.360656 ; 0.360656 ; 0.344262 ; 0.196721 ; 0 ; 0.327869
texte bn:00076732n ; 0 ; 0.196721 ; 0.229508 ; 0.213115 ; 0.163934 ; 0 ; 0.196721
concerner bn:00083240v ; 0 ; 0.0655738 ; 0 ; 0.0655738 ; 0.0655738 ; 0 ; 0
commentaire bn:00020978n ; 0.163934 ; 0.229508 ; 0 ; 0.213115 ; 0 ; 0.163934 ; 0.229508
délimiter bn:00086464v ; 0 ; 0.0655738 ; 0 ; 0.0655738 ; 0 ; 0.0655738 ; 0
fois bn:00032768n ; 0.131148 ; 0.180328 ; 0.180328 ; 0 ; 0.0983607 ; 0 ; 0.163934
url bn:00079080n ; 0.131148 ; 0.131148 ; 0 ; 0.131148 ; 0 ; 0 ; 0.131148
case à cocher bn:03157691n ; 0.0655738 ; 0 ; 0 ; 0.0655738 ; 0 ; 0 ; 0.0655738
post bn:01500184n ; 0 ; 0 ; 0.0327869 ; 0 ; 0 ; 0 ; 0.0327869
nombre bn:00058285n ; 0 ; 0.114754 ; 0 ; 0.131148 ; 0.114754 ; 0.114754 ; 0
text bn:14981519n ; 0.131148 ; 0.131148 ; 0.131148 ; 0.131148 ; 0 ; 0 ; 0
langage bn:00049910n ; 0.278689 ; 0.377049 ; 0.278689 ; 0.360656 ; 0 ; 0.213115 ; 0.377049
utilisateur bn:00079373n ; 0 ; 0.0655738 ; 0 ; 0.0655738 ; 0 ; 0 ; 0.0655738
case bn:04777941n ; 0.114754 ; 0.131148 ; 0.114754 ; 0 ; 0 ; 0 ; 0.114754
associer bn:00082868v ; 0 ; 0.0327869 ; 0 ; 0 ; 0 ; 0 ; 0.0327869
personne bn:00046516n ; 0 ; 0.131148 ; 0 ; 0.131148 ; 0 ; 0.131148 ; 0.131148
méthode post bn:00045088n ; 0 ; 0 ; 0.0983607 ; 0 ; 0.0819672 ; 0.0819672 ; 0.0983607
fermeture bn:16858148n ; 0.163934 ; 0.229508 ; 0 ; 0.213115 ; 0 ; 0.163934 ; 0.229508
machine bn:00054050n ; 0 ; 0.0163934 ; 0 ; 0 ; 0 ; 0 ; 0
mysql bn:01225760n ; 0 ; 0.0655738 ; 0 ; 0.0655738 ; 0 ; 0 ; 0.0655738
salaire bn:15928884n ; 0 ; 0.0163934 ; 0 ; 0 ; 0 ; 0 ; 0
jour bn:00000086n ; 0.0327869 ; 0.0327869 ; 0 ; 0 ; 0 ; 0 ; 0
site bn:00047172n ; 0.0655738 ; 0 ; 0.0655738 ; 0.0655738 ; 0 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0.0327869 ; 0 ; 0 ; 0 ; 0.0327869 ; 0
header bn:00043309n ; 0 ; 0.0327869 ; 0 ; 0 ; 0 ; 0 ; 0.0327869
moteur bn:00030850n ; 0 ; 0.0163934 ; 0 ; 0 ; 0 ; 0 ; 0
paris bn:00015540n ; 0 ; 0.0327869 ; 0 ; 0 ; 0 ; 0 ; 0.0327869
langage de script bn:01431715n ; 0 ; 0.0327869 ; 0.0327869 ; 0 ; 0 ; 0 ; 0
côté serveur bn:03816678n ; 0 ; 0.0327869 ; 0 ; 0 ; 0 ; 0 ; 0.0327869
opérateur bn:16281811n ; 0 ; 0.0163934 ; 0 ; 0 ; 0 ; 0 ; 0
super bn:17336345n ; 0 ; 0.0163934 ; 0 ; 0 ; 0 ; 0 ; 0
type bn:00016413n ; 0 ; 0 ; 0 ; 0 ; 0.0163934 ; 0 ; 0
foreach bn:03463379n ; 0 ; 0 ; 0.0655738 ; 0.0655738 ; 0 ; 0 ; 0.0655738
cle bn:04756252n ; 0 ; 0.131148 ; 0.131148 ; 0.131148 ; 0 ; 0 ; 0.131148
serveur bn:00044916n ; 0 ; 0.131148 ; 0 ; 0.131148 ; 0 ; 0.131148 ; 0.131148
interpréter bn:00089840v ; 0 ; 0.0327869 ; 0 ; 0 ; 0 ; 0.0327869 ; 0
transaction bn:01403911n ; 0 ; 0.0163934 ; 0 ; 0 ; 0 ; 0 ; 0
côté client bn:03163702n ; 0 ; 0.0163934 ; 0 ; 0 ; 0 ; 0 ; 0
classes bn:03608262n ; 0 ; 0.0327869 ; 0 ; 0 ; 0 ; 0 ; 0.0327869
bienvenue bn:00080852n ; 0 ; 0.0163934 ; 0 ; 0 ; 0 ; 0 ; 0
class bn:03598962n ; 0 ; 0.0327869 ; 0 ; 0 ; 0 ; 0 ; 0.0327869
mot bn:00081546n ; 0 ; 0.0655738 ; 0.0655738 ; 0.0655738 ; 0 ; 0 ; 0
méthode bn:01641329n ; 0 ; 0 ; 0.196721 ; 0.196721 ; 0.163934 ; 0.163934 ; 0.196721
