X ; C1.csv ; C10.csv ; C2.csv ; C4.csv ; C7.csv ; C8.csv ; C9.csv
C1.csv ; 1 ; 0.361446 ; 0.321429 ; 0.243902 ; 0.292683 ; 0.280488 ; 0.292683
C10.csv ; 0.361446 ; 1 ; 0.363636 ; 0.353659 ; 0.337209 ; 0.357143 ; 0.337209
C2.csv ; 0.321429 ; 0.363636 ; 1 ; 0.329268 ; 0.345238 ; 0.333333 ; 0.345238
C4.csv ; 0.243902 ; 0.353659 ; 0.329268 ; 1 ; 0.268293 ; 0.256098 ; 0.268293
C7.csv ; 0.292683 ; 0.337209 ; 0.345238 ; 0.268293 ; 1 ; 0.304878 ; 0.285714
C8.csv ; 0.280488 ; 0.357143 ; 0.333333 ; 0.256098 ; 0.304878 ; 1 ; 0.304878
C9.csv ; 0.292683 ; 0.337209 ; 0.345238 ; 0.268293 ; 0.285714 ; 0.304878 ; 1
