X ; C1.csv ; C10.csv ; C2.csv ; C4.csv ; C7.csv ; C8.csv ; C9.csv
page web bn:00080778n ; 0 ; 0.0606061 ; 0 ; 0 ; 0 ; 0.0952381 ; 0
navigateur bn:00013447n ; 0 ; 0 ; 0.3 ; 0.272727 ; 0.3125 ; 0.30303 ; 0.272727
serveur web bn:02705179n ; 0 ; 0 ; 0.125 ; 0.111111 ; 0 ; 0 ; 0.111111
fichier bn:00021475n ; 0.178571 ; 0.189189 ; 0 ; 0 ; 0 ; 0.185185 ; 0.184211
client bn:00019764n ; 0.0909091 ; 0 ; 0 ; 0.0588235 ; 0 ; 0 ; 0
base de donnée bn:00025333n ; 0 ; 0 ; 0 ; 0.0588235 ; 0.1 ; 0 ; 0
donnée bn:00025314n ; 0 ; 0 ; 0.125 ; 0.111111 ; 0.181818 ; 0 ; 0
php bn:01753580n ; 0.285714 ; 0.205128 ; 0 ; 0.2 ; 0 ; 0 ; 0.2
code bn:00020354n ; 0.347826 ; 0.431373 ; 0.458333 ; 0.396226 ; 0.25 ; 0 ; 0.37037
texte bn:00076732n ; 0 ; 0.266667 ; 0.35 ; 0.288889 ; 0.294118 ; 0 ; 0.26087
concerner bn:00083240v ; 0 ; 0.114286 ; 0 ; 0.111111 ; 0.181818 ; 0 ; 0
commentaire bn:00020978n ; 0.277778 ; 0.325581 ; 0 ; 0.288889 ; 0 ; 0.285714 ; 0.318182
délimiter bn:00086464v ; 0 ; 0.114286 ; 0 ; 0.111111 ; 0 ; 0.173913 ; 0
fois bn:00032768n ; 0.242424 ; 0.268293 ; 0.289474 ; 0 ; 0.181818 ; 0 ; 0.232558
url bn:00079080n ; 0.285714 ; 0.205128 ; 0 ; 0.2 ; 0 ; 0 ; 0.2
case à cocher bn:03157691n ; 0.166667 ; 0 ; 0 ; 0.111111 ; 0 ; 0 ; 0.111111
post bn:01500184n ; 0 ; 0 ; 0.0666667 ; 0 ; 0 ; 0 ; 0.0588235
nombre bn:00058285n ; 0 ; 0.179487 ; 0 ; 0.205128 ; 0.269231 ; 0.259259 ; 0
text bn:14981519n ; 0.285714 ; 0.205128 ; 0.222222 ; 0.2 ; 0 ; 0 ; 0
langage bn:00049910n ; 0.369565 ; 0.45098 ; 0.314815 ; 0.415094 ; 0 ; 0.265306 ; 0.442308
utilisateur bn:00079373n ; 0 ; 0.114286 ; 0 ; 0.111111 ; 0 ; 0 ; 0.111111
case bn:04777941n ; 0.25 ; 0.210526 ; 0.194444 ; 0 ; 0 ; 0 ; 0.175
associer bn:00082868v ; 0 ; 0.0606061 ; 0 ; 0 ; 0 ; 0 ; 0.0588235
personne bn:00046516n ; 0 ; 0.205128 ; 0 ; 0.2 ; 0 ; 0.296296 ; 0.2
méthode post bn:00045088n ; 0 ; 0 ; 0.176471 ; 0 ; 0.2 ; 0.192308 ; 0.157895
fermeture bn:16858148n ; 0.277778 ; 0.325581 ; 0 ; 0.288889 ; 0 ; 0.285714 ; 0.318182
machine bn:00054050n ; 0 ; 0.03125 ; 0 ; 0 ; 0 ; 0 ; 0
