X ; C1.csv ; C10.csv ; C2.csv ; C4.csv ; C7.csv ; C8.csv ; C9.csv
stream bn:02122367n ; 0 ; 0.016129 ; 0 ; 0 ; 0 ; 0 ; 0
développement bn:01834425n ; 0 ; 0.016129 ; 0 ; 0 ; 0 ; 0 ; 0
système de gestion bn:01510781n ; 0 ; 0.016129 ; 0 ; 0 ; 0 ; 0 ; 0
dbms bn:14249264n ; 0 ; 0.031746 ; 0 ; 0.0384615 ; 0 ; 0 ; 0
system bn:15125301n ; 0 ; 0.031746 ; 0 ; 0 ; 0 ; 0 ; 0.04
logiciel système bn:00075772n ; 0 ; 0.031746 ; 0 ; 0 ; 0 ; 0 ; 0.04
complexité bn:00021383n ; 0 ; 0.031746 ; 0 ; 0 ; 0 ; 0 ; 0.04
postgresql bn:01709156n ; 0 ; 0.031746 ; 0 ; 0 ; 0 ; 0 ; 0.04
mariadb bn:01841320n ; 0 ; 0.031746 ; 0 ; 0 ; 0 ; 0 ; 0.04
coder bn:00084976v ; 0 ; 0.031746 ; 0 ; 0 ; 0 ; 0 ; 0.04
handle bn:00278322n ; 0 ; 0.031746 ; 0 ; 0.0384615 ; 0 ; 0 ; 0
bibliothèque bn:00050969n ; 0 ; 0.031746 ; 0 ; 0 ; 0 ; 0.0425532 ; 0
connecteur bn:00021903n ; 0 ; 0.016129 ; 0 ; 0 ; 0 ; 0 ; 0
mysqli bn:01438356n ; 0 ; 0.031746 ; 0 ; 0 ; 0 ; 0 ; 0.04
pilote bn:00026721n ; 0 ; 0.016129 ; 0 ; 0 ; 0 ; 0 ; 0
odbc bn:14228731n ; 0 ; 0.016129 ; 0 ; 0 ; 0 ; 0 ; 0
phpmyadmin bn:03382496n ; 0 ; 0.031746 ; 0 ; 0 ; 0 ; 0 ; 0.04
hébergeur bn:00801697n ; 0 ; 0.031746 ; 0 ; 0 ; 0 ; 0 ; 0.04
insert bn:03795444n ; 0 ; 0.0615385 ; 0 ; 0 ; 0 ; 0.0816327 ; 0.0769231
travers bn:00042404n ; 0 ; 0.031746 ; 0 ; 0 ; 0 ; 0.0425532 ; 0
mdp bn:00023218n ; 0 ; 0.0615385 ; 0.0689655 ; 0 ; 0 ; 0.0816327 ; 0
delete bn:00941697n ; 0 ; 0.031746 ; 0 ; 0 ; 0 ; 0.0425532 ; 0
val bn:00079476n ; 0 ; 0.016129 ; 0 ; 0 ; 0 ; 0 ; 0
debugger bn:00025641n ; 0 ; 0.016129 ; 0 ; 0 ; 0 ; 0 ; 0
nobody bn:01734927n ; 0 ; 0.016129 ; 0 ; 0 ; 0 ; 0 ; 0
printf bn:03243783n ; 0 ; 0.0615385 ; 0.0689655 ; 0 ; 0 ; 0 ; 0.0769231
