X ; C3.csv ; C5.csv ; C6.csv ; CJA-automatic.csv
rouge bn:00066631n ; 0 ; 0 ; 0.2 ; 0.2
vert bn:00041648n ; 0 ; 0 ; 0.2 ; 0.2
premier bn:00103006a ; 0 ; 0.111111 ; 0 ; 0
rvb bn:01953314n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
coordonnées bn:00022459n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
total bn:00102277a ; 0 ; 0.111111 ; 0 ; 0
zone bn:00005513n ; 0 ; 0.2 ; 0 ; 0.2
blue bn:00765896n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
cercle bn:00019169n ; 0 ; 0.2 ; 0 ; 0.2
ellipse bn:00030406n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
juste bn:00114626r ; 0 ; 0.333333 ; 0.333333 ; 0.333333
mot-clé bn:03277968n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
constante bn:14692918n ; 0 ; 0.2 ; 0.2 ; 0
classe d bn:14503356n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
autre bn:03870834n ; 0 ; 0.111111 ; 0 ; 0
héritage multiple bn:01226081n ; 0 ; 0.2 ; 0.2 ; 0
classe a bn:17130264n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
faire référence bn:00085006v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
générique bn:00103518a ; 0 ; 0.2 ; 0.2 ; 0
type b bn:00007599n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
ramasse-miettes bn:00037292n ; 0 ; 0.2 ; 0.2 ; 0
code objet bn:00058451n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
clonage bn:04738539n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
directe bn:00101420a ; 0 ; 0.2 ; 0.2 ; 0
explicite bn:00102589a ; 0 ; 0.2 ; 0.2 ; 0
via bn:01515703n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
descripteur de fichiers bn:03441901n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
o3 bn:01507028n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
substituer bn:00087802v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
être utile bn:00085368v ; 0 ; 0.111111 ; 0 ; 0
utile bn:00113456a ; 0 ; 0.2 ; 0.2 ; 0
abstraire bn:00082180v ; 0 ; 0 ; 0.111111 ; 0
abstraites bn:00096212a ; 0 ; 0.2 ; 0.2 ; 0
classe abstraite bn:03110061n ; 0 ; 0.2 ; 0.2 ; 0
dérivée bn:00026447n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
implémentant bn:00084595v ; 0 ; 0.2 ; 0.2 ; 0
redéfinition bn:00066711n ; 0 ; 0.2 ; 0.2 ; 0
final bn:01755798n ; 0 ; 0.2 ; 0.2 ; 0
final bn:00102969a ; 0 ; 0.2 ; 0.2 ; 0
prototypes bn:03593973n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
template bn:02473997n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
déclencher bn:00082306v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
contraire bn:00100398a ; 0 ; 0.333333 ; 0.333333 ; 0.333333
variable bn:00113503a ; 0 ; 0.2 ; 0 ; 0.2
iterator bn:00967687n ; 0 ; 0.2 ; 0.2 ; 0
numéro de ligne bn:03406633n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
erreur bn:00031485n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
parent bn:00060643n ; 0 ; 0.2 ; 0 ; 0.2
ancien système bn:01069561n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
stream bn:02122367n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
xampp bn:02350502n ; 0 ; 0 ; 0.2 ; 0.2
etc. bn:00114282r ; 0 ; 0 ; 0 ; 0.111111
erreur de syntaxe bn:00075740n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
intéresser bn:00089814v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
réception bn:00066489n ; 0 ; 0.2 ; 0.2 ; 0
répéter bn:00089731v ; 0 ; 0 ; 0.2 ; 0.2
cas objet bn:00000786n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
internes bn:00105292a ; 0 ; 0.2 ; 0.2 ; 0
supporter bn:00093674v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
remplissage bn:03416628n ; 0 ; 0.2 ; 0 ; 0.2
structure bn:00094491v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
epub bn:01314222n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
format pdf bn:01745594n ; 0.2 ; 0 ; 0 ; 0.2
caractéristique bn:00099532a ; 0.111111 ; 0 ; 0 ; 0
installation bn:03478637n ; 0.2 ; 0 ; 0.2 ; 0
3.14 bn:00062194n ; 0.2 ; 0 ; 0.2 ; 0
filtrage bn:00259585n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
validation bn:03925844n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
composer bn:14766022n ; 0.111111 ; 0 ; 0 ; 0
symfony bn:02798620n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
application bn:00005095n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
web service bn:03829842n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
web mobile bn:03168096n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
mobile bn:00106819a ; 0.333333 ; 0 ; 0.333333 ; 0.333333
informatique bn:00100175a ; 0.111111 ; 0 ; 0 ; 0
interpréter bn:00089840v ; 0.333333 ; 0 ; 0.333333 ; 0.333333
compilateur bn:00021344n ; 0.111111 ; 0 ; 0 ; 0
compilateur jit bn:01502421n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
facebook bn:03624775n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
coder bn:00084976v ; 0.111111 ; 0 ; 0 ; 0
fichier source bn:00072947n ; 0.111111 ; 0 ; 0 ; 0
sortie bn:00032242n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
retrouver bn:00088204v ; 0.2 ; 0 ; 0 ; 0.2
programmeur bn:00020358n ; 0.2 ; 0 ; 0.2 ; 0
développement bn:01834425n ; 0.2 ; 0 ; 0.2 ; 0
ca bn:00014403n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
livre bn:00012059n ; 0.2 ; 0 ; 0 ; 0.2
hiphop bn:01959769n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
machine virtuelle bn:02589960n ; 0.2 ; 0 ; 0.2 ; 0
typage fort bn:02560161n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
framework bn:14831528n ; 0.2 ; 0 ; 0.2 ; 0
phalcon bn:15355608n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
compilation aot bn:15411174n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
possibilité bn:00045632n ; 0.111111 ; 0 ; 0 ; 0
travers bn:00042404n ; 0.2 ; 0 ; 0.2 ; 0
yahoo bn:00081801n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
content management systems bn:03631223n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
gestion de contenu bn:00883027n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
joomla bn:01946532n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
développement web bn:03446093n ; 0.2 ; 0 ; 0 ; 0.2
laravel bn:02935312n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
mamp bn:03197470n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
indispensable bn:00104964a ; 0.111111 ; 0 ; 0 ; 0
macports bn:01068822n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
client serveur bn:03496583n ; 0.2 ; 0 ; 0 ; 0.2
communication bn:00021221n ; 0.111111 ; 0 ; 0 ; 0
fichier de configuration bn:03229365n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
numbers bn:00439302n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
compression bn:00021441n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
phase bn:00061898n ; 0.111111 ; 0 ; 0 ; 0
éxécution bn:16533697n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
logging bn:15274529n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
désactiver bn:00027407n ; 0.2 ; 0 ; 0 ; 0.2
démarrage bn:03140436n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
plugins bn:00001275n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
logger bn:00825346n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
rapporter bn:00034163n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
fuite de mémoire bn:01230884n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
chaine bn:00017487n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
socket bn:15776593n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
chemin bn:03131414n ; 0.2 ; 0 ; 0 ; 0.2
iconv bn:03672592n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
système d bn:04836299n ; 0.2 ; 0 ; 0.2 ; 0
smtp bn:02128235n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
set bn:04928161n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
lien permanents bn:03767636n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
links bn:01052609n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
host bn:01846442n ; 0.2 ; 0 ; 0 ; 0.2
passwd bn:14874750n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
mysqli bn:01438356n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
md5 bn:01141584n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
assertion bn:04728763n ; 0.2 ; 0 ; 0.2 ; 0
fonction utilisateur bn:00952651n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
doctype bn:15839327n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
mac os x bn:01334510n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
khtml bn:00975876n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
gecko bn:15456781n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
doc bn:17202928n ; 0.2 ; 0 ; 0 ; 0.2
msie bn:17346309n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
firefox bn:01387235n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
chrome bn:00018877n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
safari bn:00907501n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
remède bn:00054133n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
head bn:02338897n ; 0.2 ; 0 ; 0 ; 0.2
existence bn:00009676n ; 0.2 ; 0 ; 0 ; 0.2
répondre bn:00082225v ; 0.333333 ; 0 ; 0.333333 ; 0.333333
null bn:15898583n ; 0.111111 ; 0 ; 0 ; 0
simplifier bn:00087951v ; 0.333333 ; 0 ; 0.333333 ; 0.333333
concaténation bn:03489514n ; 0.111111 ; 0 ; 0 ; 0
majuscule bn:00015499n ; 0.2 ; 0 ; 0 ; 0.2
égalité bn:00031284n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
eval bn:03464447n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
tableau associatifs bn:03848413n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
parcours bn:03468087n ; 0.111111 ; 0 ; 0 ; 0
mardi bn:00078546n ; 0.2 ; 0 ; 0 ; 0.2
mercredi bn:00054897n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
jeudi bn:00076744n ; 0.2 ; 0 ; 0 ; 0.2
casse bn:03225002n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
query_string bn:03583474n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
externes bn:00102624a ; 0.333333 ; 0 ; 0.333333 ; 0.333333
racine bn:00008793n ; 0.2 ; 0 ; 0.2 ; 0
signaler bn:00071525n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
type de retour bn:03354146n ; 0.2 ; 0 ; 0.2 ; 0
etudiant bn:00029806n ; 0.2 ; 0 ; 0 ; 0.2
setter bn:00021412n ; 0.2 ; 0 ; 0.2 ; 0
attribut bn:00007068n ; 0.2 ; 0 ; 0.2 ; 0
espace de nommage bn:01468325n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
bleu bn:00011477n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
set bn:00062714n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
diff bn:16709776n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
ball bn:03442687n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
être bn:00004222n ; 0.2 ; 0 ; 0 ; 0.2
interrogation bn:00047208n ; 0.2 ; 0 ; 0.2 ; 0
prenom bn:15996005n ; 0.2 ; 0 ; 0 ; 0.2
jeanne bn:03888564n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
durand bn:04919129n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
andreas bn:02288585n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
dalton bn:00025070n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
fichier css bn:01642119n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
auto bn:00007309n ; 0.2 ; 0 ; 0.2 ; 0
tr bn:03561884n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
puce bn:03415182n ; 0.2 ; 0 ; 0.2 ; 0
clef primaire bn:03542434n ; 0.2 ; 0 ; 0 ; 0.2
franz kafka bn:00036274n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
cotes bn:01852996n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
systématiquement bn:00114825r ; 0.333333 ; 0 ; 0.333333 ; 0.333333
injections bn:03211312n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
injections sql bn:03319192n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
essayer bn:00082844v ; 0.2 ; 0 ; 0 ; 0.2
code malveillant bn:01363738n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
faille de sécurité bn:00080285n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
html5 bn:03675085n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
être valables bn:00082706v ; 0.333333 ; 0 ; 0.333333 ; 0.333333
injection de code bn:00184104n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
système d’information bn:00025331n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
credit bn:00022100n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
depot bn:03854733n ; 0.2 ; 0 ; 0 ; 0.2
commit bn:00085426v ; 0.333333 ; 0 ; 0.333333 ; 0.333333
réutilisé bn:00092558v ; 0.111111 ; 0 ; 0 ; 0
printf bn:03243783n ; 0.2 ; 0 ; 0.2 ; 0
action bn:00001127n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
courant bn:00024510n ; 0.2 ; 0 ; 0.2 ; 0
href bn:00045513n ; 0.2 ; 0 ; 0 ; 0.2
csrf bn:14277211n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
temporaire bn:00105439a ; 0.333333 ; 0 ; 0.333333 ; 0.333333
django bn:01551307n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
flask bn:14887813n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
token bn:00050895n ; 0.2 ; 0 ; 0.2 ; 0
svg bn:02136503n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
mathml bn:03313895n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
document object model bn:03762301n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
document xml bn:04725671n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
bas niveau bn:01163629n ; 0.2 ; 0 ; 0.2 ; 0
programme tv bn:00076429n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
tv bn:00076373n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
debut bn:01247692n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
smith bn:15137150n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
realisateur bn:00027369n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
dutchman bn:03862910n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
johnny guitar bn:00554585n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
guitar bn:00281486n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
woman under the influence bn:03640247n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
victor/victoria bn:01767778n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
simplexml bn:15053361n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
the flying dutchman bn:16075739n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
jour de fête bn:15946696n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
controleur bn:00022289n ; 0.2 ; 0 ; 0.2 ; 0
composants bn:00021396n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
version bn:00047114n ; 0.2 ; 0 ; 0 ; 0.2
framework web bn:01653710n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
cd bn:00016915n ; 0.2 ; 0 ; 0 ; 0.2
path bn:01205256n ; 0.2 ; 0 ; 0.2 ; 0
menu bn:00021485n ; 0.2 ; 0 ; 0 ; 0.2
poisson bn:00062612n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
catch bn:00037180n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
h2 bn:02803535n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
routage bn:01926016n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
familiariser bn:00082274v ; 0.333333 ; 0 ; 0.333333 ; 0.333333
micro-noyau bn:15964004n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
package bn:01408374n ; 0.2 ; 0 ; 0.2 ; 0
courantes bn:00107963a ; 0.333333 ; 0 ; 0.333333 ; 0.333333
bin bn:00000199n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
répertoire de travail bn:00826363n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
log bn:00051830n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
flex bn:00337264n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
test driven development bn:02924470n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
avant bn:00035855n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
méthodologie bn:00054633n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
spécification bn:00073217n ; 0.2 ; 0 ; 0.2 ; 0
junit bn:00861107n ; 0.2 ; 0 ; 0.2 ; 0
phpunit bn:00980999n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
sommes bn:00082322v ; 0.333333 ; 0 ; 0.333333 ; 0.333333
librairie bn:00050969n ; 0.111111 ; 0 ; 0 ; 0
mettre en place bn:00088250v ; 0.333333 ; 0 ; 0.333333 ; 0.333333
architecture rest bn:03799604n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
transfer bn:03128918n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
logique métier bn:00795795n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
json bn:00802141n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
js bn:15539067n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
rich internet application bn:00268208n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
patch bn:00060970n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
soap bn:02284891n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
microsoft bn:01165400n ; 0.2 ; 0 ; 0 ; 0.2
principe bn:00064428n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
roy fielding bn:00949159n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
thèse bn:00027718n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
séparation bn:00070542n ; 0.2 ; 0 ; 0 ; 0.2
code serveur bn:16078281n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
description bn:04723965n ; 0.2 ; 0 ; 0 ; 0.2
mémorisation bn:00021038n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
contact bn:00085696v ; 0.333333 ; 0 ; 0.333333 ; 0.333333
creation bn:03599511n ; 0.2 ; 0 ; 0.2 ; 0
détails bn:00067417n ; 0.2 ; 0 ; 0 ; 0.2
avérer bn:00095117v ; 0.2 ; 0 ; 0.2 ; 0
root bn:00168023n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
voter bn:00008198n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
mobile bn:00017029n ; 0.2 ; 0 ; 0.2 ; 0
informatique bn:00021494n ; 0.111111 ; 0 ; 0 ; 0
initialisation bn:00046781n ; 0.2 ; 0 ; 0.2 ; 0
gitlab bn:14257471n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
bitbucket bn:01444337n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
github bn:01101521n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
revue bn:00052671n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
gestion de version bn:03364124n ; 0.333333 ; 0 ; 0.333333 ; 0.333333
professionnelle bn:00109068a ; 0.333333 ; 0 ; 0.333333 ; 0.333333
historique bn:00104223a ; 0.333333 ; 0 ; 0.333333 ; 0.333333
dominique bn:00021210n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
novembre bn:00058192n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
document bn:00087138v ; 0.333333 ; 0.333333 ; 0 ; 0.333333
gnu bn:00324017n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
gnu fdl bn:01157394n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
généralité bn:00041249n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
langage intermédiaires bn:00350794n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
faq bn:00033653n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
préliminaire bn:00108949a ; 0.333333 ; 0.333333 ; 0 ; 0.333333
postgresql bn:01709156n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
pear bn:03735126n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
dbx bn:03185121n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
news bn:03357706n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
manipulation bn:00053225n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
accueil bn:00044514n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
étude de cas bn:02395950n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
évaluation bn:00031973n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
généalogie bn:00033524n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
généralité bn:00037670n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
optimisation bn:01564896n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
fonctionnement bn:00059128n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
remarque bn:00020977n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
autre bn:00108013a ; 0.333333 ; 0.333333 ; 0 ; 0.333333
traiter de bn:00083202v ; 0.333333 ; 0.333333 ; 0 ; 0.333333
aborder bn:00084117v ; 0.333333 ; 0.333333 ; 0 ; 0.333333
universitaires bn:00110169a ; 0.333333 ; 0.333333 ; 0 ; 0.333333
autonome bn:00097830a ; 0.333333 ; 0.333333 ; 0 ; 0.333333
logiciel bn:00021497n ; 0.2 ; 0.2 ; 0 ; 0
docbook bn:03194644n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
texte source bn:03152229n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
emacs bn:01156253n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
dtd bn:15232677n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
disponible bn:00097848a ; 0.333333 ; 0.333333 ; 0 ; 0.333333
seul bn:00110667a ; 0.333333 ; 0.333333 ; 0 ; 0.333333
langage naturels bn:00056990n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
ordinateur bn:00021464n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
processeur bn:00014395n ; 0.2 ; 0.2 ; 0 ; 0
réécrire bn:00092997v ; 0.333333 ; 0.333333 ; 0 ; 0.333333
portabilité bn:03720519n ; 0.2 ; 0.2 ; 0 ; 0
langage compilés bn:00981689n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
intelligible bn:00097389a ; 0.333333 ; 0.333333 ; 0 ; 0.333333
point de vue bn:00063237n ; 0.2 ; 0.2 ; 0 ; 0
auxiliaire bn:00007423n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
mesure bn:00090716v ; 0.333333 ; 0.333333 ; 0 ; 0.333333
exécutable bn:00102521a ; 0.2 ; 0.2 ; 0 ; 0
compilé bn:00085470v ; 0.333333 ; 0.333333 ; 0 ; 0.333333
confidentialité bn:00021748n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
paiement bn:00061119n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
paiement en ligne bn:05011741n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
lisp bn:00051502n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
applets bn:00005083n ; 0.2 ; 0.2 ; 0 ; 0
page web dynamiques bn:00937946n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
flash bn:01369336n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
problématique bn:00097982a ; 0.333333 ; 0.333333 ; 0 ; 0.333333
contrôle de sécurité bn:03784539n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
validité bn:01410980n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
être extrait bn:00087897v ; 0.333333 ; 0.333333 ; 0 ; 0.333333
réalité bn:00066414n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
outil de développement bn:03072994n ; 0.2 ; 0.2 ; 0 ; 0
importer bn:00046139n ; 0.2 ; 0.2 ; 0 ; 0
application web bn:02246184n ; 0.2 ; 0.2 ; 0 ; 0
tant bn:00114490r ; 0.333333 ; 0.333333 ; 0 ; 0.333333
cas particulier bn:02482901n ; 0.2 ; 0.2 ; 0 ; 0
générale bn:00103507a ; 0.2 ; 0.2 ; 0 ; 0
quelconques bn:00097433a ; 0.2 ; 0.2 ; 0 ; 0
soustraction bn:00055233n ; 0.2 ; 0.2 ; 0 ; 0
classiques bn:00019566n ; 0.2 ; 0.2 ; 0 ; 0
inférieur bn:00035700n ; 0.2 ; 0.2 ; 0 ; 0
table de multiplication bn:03381903n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
factorielles bn:00032673n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
enfant bn:00018346n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
common gateway interface bn:03588331n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
pouvoir bn:00084451v ; 0.333333 ; 0.333333 ; 0 ; 0.333333
après bn:00114165r ; 0.2 ; 0.2 ; 0 ; 0
bouton radio bn:03157702n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
radio bn:00065899n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
case à cocher bn:03157691n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
clic bn:00019758n ; 0.2 ; 0.2 ; 0 ; 0
exclusifs bn:00102512a ; 0.333333 ; 0.333333 ; 0 ; 0.333333
sélectionner bn:00084931v ; 0.2 ; 0.2 ; 0 ; 0
avoir accès bn:00082209v ; 0.333333 ; 0.333333 ; 0 ; 0.333333
phrase bn:00070528n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
bébé bn:00007630n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
distance bn:00027749n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
vrai bn:00078452n ; 0.333333 ; 0.333333 ; 0 ; 0.333333
