X ; C3.csv ; C5.csv ; C6.csv ; CJA-automatic.csv
permis de chasse bn:00037195n ; 0 ; 0 ; 0.0625 ; 0
capital bn:00015496n ; 0 ; 0 ; 0.0625 ; 0
coûter bn:00083193v ; 0 ; 0 ; 0.0625 ; 0
groupe bn:00041942n ; 0 ; 0 ; 0.0625 ; 0
liste déroulante bn:00028831n ; 0 ; 0 ; 0.0625 ; 0
incomplète bn:00104851a ; 0 ; 0 ; 0.0625 ; 0
devinette bn:00012686n ; 0 ; 0 ; 0.0625 ; 0
manipulation bn:00042822n ; 0 ; 0 ; 0.0625 ; 0
abuser bn:00090815v ; 0 ; 0 ; 0.0625 ; 0
string bn:00050078n ; 0 ; 0 ; 0.0625 ; 0
matrice bn:00053849n ; 0 ; 0 ; 0.0625 ; 0
boucle for bn:03237322n ; 0 ; 0 ; 0.125 ; 0.125
couple bn:00012597n ; 0 ; 0 ; 0.0625 ; 0
touch bn:03178622n ; 0 ; 0 ; 0.0625 ; 0
hoaxbuster bn:04764839n ; 0 ; 0 ; 0.0625 ; 0
virus bn:00021501n ; 0 ; 0 ; 0.0625 ; 0
e-mail bn:00029345n ; 0 ; 0 ; 0.0625 ; 0
identifier bn:00089575v ; 0 ; 0 ; 0.0625 ; 0
xxvii bn:00000091n ; 0 ; 0 ; 0.0625 ; 0
pilote bn:00026721n ; 0 ; 0 ; 0.0625 ; 0
fonction de base bn:03294262n ; 0 ; 0 ; 0.0625 ; 0
migration bn:00261245n ; 0 ; 0 ; 0.0625 ; 0
comme bn:00117173r ; 0 ; 0 ; 0.0625 ; 0
adodb bn:00868267n ; 0 ; 0 ; 0.0625 ; 0
metadata bn:00054548n ; 0 ; 0 ; 0.0625 ; 0
mssql bn:00605043n ; 0 ; 0 ; 0.0625 ; 0
firebird bn:02246711n ; 0 ; 0 ; 0.0625 ; 0
informix bn:03306725n ; 0 ; 0 ; 0.0625 ; 0
odbc bn:14228731n ; 0 ; 0 ; 0.0625 ; 0
clore bn:00087609v ; 0 ; 0 ; 0.125 ; 0.125
explicitement bn:00115285r ; 0 ; 0 ; 0.0625 ; 0
ansi bn:03507104n ; 0 ; 0 ; 0.0625 ; 0
homogène bn:00104286a ; 0 ; 0 ; 0.0625 ; 0
adresse mail bn:02312462n ; 0 ; 0 ; 0.0625 ; 0
copier-coller bn:00797466n ; 0 ; 0 ; 0.0625 ; 0
rendre bn:00067105n ; 0 ; 0 ; 0.0625 ; 0
détecter bn:00086708v ; 0 ; 0 ; 0.125 ; 0.125
envier bn:00083351v ; 0 ; 0 ; 0.0625 ; 0
souhaitable bn:00101237a ; 0 ; 0 ; 0.0625 ; 0
force brute bn:00149736n ; 0 ; 0 ; 0.0625 ; 0
bc bn:15403265n ; 0 ; 0 ; 0.0625 ; 0
temps de calcul bn:00068589n ; 0 ; 0 ; 0.0625 ; 0
compliquer bn:00085483v ; 0 ; 0 ; 0.0625 ; 0
chaîne littérale bn:01271375n ; 0 ; 0 ; 0.0625 ; 0
tex bn:02362481n ; 0 ; 0 ; 0.0625 ; 0
alex bn:03665083n ; 0 ; 0 ; 0.0625 ; 0
thomas bn:00005240n ; 0 ; 0 ; 0.0625 ; 0
avoir envie de bn:00088107v ; 0 ; 0 ; 0.0625 ; 0
impératif bn:00104644a ; 0 ; 0 ; 0.0625 ; 0
fonctionnalité bn:00036836n ; 0 ; 0 ; 0.125 ; 0.125
archiver bn:00005448n ; 0 ; 0 ; 0.0625 ; 0
stocker bn:00089368v ; 0 ; 0 ; 0.125 ; 0.125
particulier bn:00073185n ; 0 ; 0 ; 0.0625 ; 0
data source name bn:03804134n ; 0 ; 0 ; 0.0625 ; 0
héberger bn:00082216v ; 0 ; 0 ; 0.0625 ; 0
légèrement bn:00116111r ; 0 ; 0 ; 0.0625 ; 0
configurer bn:00085667v ; 0 ; 0 ; 0.0625 ; 0
affichage bn:00027675n ; 0 ; 0 ; 0.125 ; 0.125
tel bn:00000005n ; 0 ; 0 ; 0.0625 ; 0
fax bn:00032653n ; 0 ; 0 ; 0.0625 ; 0
guise bn:00000146n ; 0 ; 0 ; 0.0625 ; 0
rows bn:03611246n ; 0 ; 0 ; 0.0625 ; 0
bcd bn:16690020n ; 0 ; 0 ; 0.0625 ; 0
sous-répertoire bn:00074880n ; 0 ; 0 ; 0.0625 ; 0
article de presse bn:14993780n ; 0 ; 0 ; 0.0625 ; 0
copier bn:00022534n ; 0 ; 0 ; 0.125 ; 0.125
horizontale bn:00104328a ; 0 ; 0 ; 0.0625 ; 0
fin de paragraphe bn:03475717n ; 0 ; 0 ; 0.0625 ; 0
système d’exploitation bn:00059123n ; 0 ; 0 ; 0.0625 ; 0
disque dur bn:00073359n ; 0 ; 0 ; 0.0625 ; 0
disquette bn:00027619n ; 0 ; 0 ; 0.0625 ; 0
mini-site bn:00251724n ; 0 ; 0 ; 0.0625 ; 0
accès libre bn:04691509n ; 0 ; 0 ; 0.0625 ; 0
libre bn:00099806a ; 0 ; 0 ; 0.0625 ; 0
numéro de téléphone bn:00058286n ; 0 ; 0 ; 0.0625 ; 0
téléphone bn:00062020n ; 0 ; 0 ; 0.125 ; 0.125
énoncé bn:00087699v ; 0 ; 0 ; 0.0625 ; 0
punition bn:00061325n ; 0 ; 0 ; 0.0625 ; 0
récursive bn:00109560a ; 0 ; 0 ; 0.0625 ; 0
retour bn:00046318n ; 0 ; 0 ; 0.0625 ; 0
or bn:00006911n ; 0 ; 0 ; 0.0625 ; 0
compléter bn:00085479v ; 0 ; 0 ; 0.0625 ; 0
féminin bn:00102884a ; 0 ; 0 ; 0.0625 ; 0
chasse bn:00045245n ; 0 ; 0 ; 0.0625 ; 0
chiens bn:00015267n ; 0 ; 0 ; 0.0625 ; 0
amis bn:00036538n ; 0 ; 0 ; 0.0625 ; 0
bienvenue bn:00080852n ; 0 ; 0 ; 0.0625 ; 0
interdit bn:04029035n ; 0 ; 0 ; 0.0625 ; 0
correct bn:00100490a ; 0 ; 0 ; 0.125 ; 0.125
limiter bn:00086468v ; 0 ; 0 ; 0.0625 ; 0
min bn:00055094n ; 0 ; 0 ; 0.0625 ; 0
triche bn:00017978n ; 0 ; 0 ; 0.0625 ; 0
pipotron bn:04723513n ; 0 ; 0 ; 0.0625 ; 0
égard bn:00031654n ; 0 ; 0 ; 0.0625 ; 0
dégradation bn:02639083n ; 0 ; 0 ; 0.0625 ; 0
convient bn:00094581v ; 0 ; 0 ; 0.125 ; 0.125
anticiper bn:00082665v ; 0 ; 0 ; 0.0625 ; 0
préoccuper bn:00085522v ; 0 ; 0 ; 0.0625 ; 0
remémorer bn:00084413v ; 0 ; 0 ; 0.0625 ; 0
globalité bn:00031025n ; 0 ; 0 ; 0.0625 ; 0
possession bn:00059958n ; 0 ; 0 ; 0.0625 ; 0
bon sens bn:00021164n ; 0 ; 0 ; 0.0625 ; 0
correspondante bn:00096282a ; 0 ; 0 ; 0.0625 ; 0
onglets bn:00120018n ; 0 ; 0 ; 0.0625 ; 0
sciences bn:00069670n ; 0 ; 0 ; 0.0625 ; 0
créer bn:00086008v ; 0 ; 0 ; 0.0625 ; 0
chansons bn:00072794n ; 0 ; 0 ; 0.0625 ; 0
genre musicaux bn:00037743n ; 0 ; 0 ; 0.0625 ; 0
parole bn:00049911n ; 0 ; 0 ; 0.0625 ; 0
statistique bn:00074061n ; 0 ; 0 ; 0.0625 ; 0
droit d’auteur bn:03579896n ; 0 ; 0 ; 0.0625 ; 0
supprimer bn:00086081v ; 0 ; 0 ; 0.0625 ; 0
paroles de chanson bn:03103700n ; 0 ; 0 ; 0.0625 ; 0
orthographe bn:00059588n ; 0 ; 0 ; 0.0625 ; 0
familiarisation bn:00032889n ; 0 ; 0 ; 0.0625 ; 0
créneau horaires bn:00072215n ; 0 ; 0 ; 0.0625 ; 0
pouvoir bn:00063940n ; 0 ; 0 ; 0.0625 ; 0
notification bn:00005139n ; 0 ; 0 ; 0.0625 ; 0
tableur bn:00073631n ; 0 ; 0 ; 0.0625 ; 0
dérouler bn:00085568v ; 0 ; 0 ; 0.0625 ; 0
rue bn:00074595n ; 0 ; 0 ; 0.0625 ; 0
seance bn:03262459n ; 0 ; 0 ; 0.0625 ; 0
club de tennis bn:00076523n ; 0 ; 0 ; 0.0625 ; 0
tennis bn:00050287n ; 0 ; 0 ; 0.0625 ; 0
défaire bn:00083247v ; 0 ; 0 ; 0.0625 ; 0
payer bn:00091494v ; 0 ; 0 ; 0.0625 ; 0
sport bn:00006759n ; 0 ; 0 ; 0.0625 ; 0
matériel bn:00021480n ; 0 ; 0 ; 0.0625 ; 0
civile bn:00099730a ; 0 ; 0 ; 0.0625 ; 0
clavier bn:00021482n ; 0 ; 0 ; 0.125 ; 0.125
vol bn:00050004n ; 0 ; 0 ; 0.0625 ; 0
dégradation bn:03664474n ; 0 ; 0 ; 0.0625 ; 0
mettre en prison bn:00088673v ; 0 ; 0 ; 0.0625 ; 0
vainqueur bn:00079944n ; 0 ; 0 ; 0.0625 ; 0
logistiques bn:00051869n ; 0 ; 0 ; 0.0625 ; 0
match bn:00090698v ; 0 ; 0 ; 0.0625 ; 0
caravane bn:02932902n ; 0 ; 0 ; 0.0625 ; 0
branchement bn:00131727n ; 0 ; 0 ; 0.0625 ; 0
lit bn:00009472n ; 0 ; 0 ; 0.0625 ; 0
lit pliants bn:00015043n ; 0 ; 0 ; 0.0625 ; 0
nuit bn:00025236n ; 0 ; 0 ; 0.0625 ; 0
redevance bn:00068452n ; 0 ; 0 ; 0.0625 ; 0
véhicules bn:00079675n ; 0 ; 0 ; 0.0625 ; 0
courrier publicitaires bn:00027338n ; 0 ; 0 ; 0.0625 ; 0
publicitaires bn:00109098a ; 0 ; 0 ; 0.0625 ; 0
car bn:00007329n ; 0 ; 0 ; 0.0625 ; 0
réfrigérateur bn:00045744n ; 0 ; 0 ; 0.0625 ; 0
prestation bn:00064923n ; 0 ; 0 ; 0.0625 ; 0
localisation géographique bn:01504309n ; 0 ; 0 ; 0.0625 ; 0
téléphone bn:00084387v ; 0 ; 0 ; 0.0625 ; 0
entendre bn:00007120n ; 0 ; 0 ; 0.0625 ; 0
fin bn:00105751a ; 0 ; 0 ; 0.0625 ; 0
presque bn:00114079r ; 0 ; 0 ; 0.0625 ; 0
adhérents bn:00001362n ; 0 ; 0 ; 0.0625 ; 0
adhesion bn:00001361n ; 0 ; 0 ; 0.0625 ; 0
euro bn:00031888n ; 0 ; 0 ; 0.0625 ; 0
moindre bn:00105825a ; 0 ; 0 ; 0.0625 ; 0
intuitive bn:00105365a ; 0 ; 0 ; 0.0625 ; 0
vital bn:00113642a ; 0 ; 0 ; 0.0625 ; 0
bibliothèque thématiques bn:00482485n ; 0 ; 0 ; 0.0625 ; 0
thématiques bn:00111800a ; 0 ; 0 ; 0.0625 ; 0
avantageront bn:00083414v ; 0 ; 0 ; 0.0625 ; 0
aphorisme bn:00004883n ; 0 ; 0 ; 0.0625 ; 0
logiciel libres bn:00182120n ; 0 ; 0 ; 0.0625 ; 0
décès bn:00025582n ; 0 ; 0 ; 0.0625 ; 0
seul bn:00114235r ; 0 ; 0 ; 0.0625 ; 0
lieu de naissance bn:00010686n ; 0 ; 0 ; 0.0625 ; 0
multimédia bn:00056283n ; 0 ; 0 ; 0.0625 ; 0
document officiel bn:00046963n ; 0 ; 0 ; 0.0625 ; 0
acte bn:00001077n ; 0 ; 0 ; 0.0625 ; 0
acte de naissance bn:00010670n ; 0 ; 0 ; 0.0625 ; 0
mariage bn:00053107n ; 0 ; 0 ; 0.0625 ; 0
minimales bn:00106755a ; 0 ; 0 ; 0.0625 ; 0
album bn:00002488n ; 0 ; 0 ; 0.0625 ; 0
photo bn:00062084n ; 0 ; 0 ; 0.0625 ; 0
import-export bn:15970061n ; 0 ; 0 ; 0.0625 ; 0
gedcom bn:02074085n ; 0 ; 0 ; 0.0625 ; 0
mormons bn:00019012n ; 0 ; 0 ; 0.0625 ; 0
nom complet bn:01700772n ; 0 ; 0 ; 0.0625 ; 0
jésus-christ bn:00018805n ; 0 ; 0 ; 0.0625 ; 0
logiciel de généalogie bn:01872393n ; 0 ; 0 ; 0.0625 ; 0
stocker bn:00095635v ; 0 ; 0 ; 0.0625 ; 0
maladies bn:00027546n ; 0 ; 0 ; 0.0625 ; 0
bonheur bn:00042905n ; 0 ; 0 ; 0.0625 ; 0
organisation bn:00059480n ; 0 ; 0 ; 0.125 ; 0.125
part bn:00070912n ; 0 ; 0 ; 0.0625 ; 0
exception bn:00059781n ; 0 ; 0 ; 0.0625 ; 0
sexe bn:00037634n ; 0 ; 0 ; 0.0625 ; 0
gravite bn:00089032v ; 0 ; 0 ; 0.0625 ; 0
administratif bn:00096474a ; 0 ; 0 ; 0.0625 ; 0
besoin de savoir bn:03234470n ; 0 ; 0 ; 0.0625 ; 0
fier bn:00103467a ; 0 ; 0 ; 0.0625 ; 0
temps partiel bn:01038658n ; 0 ; 0 ; 0.0625 ; 0
partiel bn:00108290a ; 0 ; 0 ; 0.0625 ; 0
décharges bn:00086914v ; 0 ; 0 ; 0.0625 ; 0
contrat bn:00022227n ; 0 ; 0 ; 0.0625 ; 0
libre accès bn:03097420n ; 0 ; 0 ; 0.0625 ; 0
enseignant bn:00089791v ; 0 ; 0 ; 0.0625 ; 0
vacataires bn:05008890n ; 0 ; 0 ; 0.0625 ; 0
deug bn:02806247n ; 0 ; 0 ; 0.0625 ; 0
service bn:00070651n ; 0 ; 0 ; 0.0625 ; 0
semestre bn:00000561n ; 0 ; 0 ; 0.0625 ; 0
universitaires bn:00096228a ; 0 ; 0 ; 0.0625 ; 0
universitaire bn:00079152n ; 0 ; 0 ; 0.0625 ; 0
économie bn:00029676n ; 0 ; 0 ; 0.0625 ; 0
histoire bn:00044268n ; 0 ; 0 ; 0.0625 ; 0
maître de conférence bn:14504106n ; 0 ; 0 ; 0.0625 ; 0
moins bn:00116104r ; 0 ; 0 ; 0.0625 ; 0
pédagogique bn:00108383a ; 0 ; 0 ; 0.0625 ; 0
titulaires bn:14132983n ; 0 ; 0 ; 0.0625 ; 0
cm bn:00017163n ; 0 ; 0 ; 0.0625 ; 0
travaux dirigés bn:04778693n ; 0 ; 0 ; 0.0625 ; 0
parler bn:00090283v ; 0 ; 0 ; 0.0625 ; 0
obliger bn:00083496v ; 0 ; 0 ; 0.0625 ; 0
philosophie bn:00061984n ; 0 ; 0 ; 0.0625 ; 0
bac bn:00044028n ; 0 ; 0 ; 0.0625 ; 0
chargé bn:14456945n ; 0 ; 0 ; 0.0625 ; 0
chargé de cours bn:16339539n ; 0 ; 0 ; 0.0625 ; 0
criminelles bn:00100650a ; 0 ; 0 ; 0.0625 ; 0
institutions bn:00046954n ; 0 ; 0 ; 0.0625 ; 0
politique bn:00108759a ; 0 ; 0 ; 0.0625 ; 0
littérature bn:00051538n ; 0 ; 0 ; 0.0625 ; 0
littérature germaniques bn:00434180n ; 0 ; 0 ; 0.0625 ; 0
romanes bn:00105767a ; 0 ; 0 ; 0.0625 ; 0
littérature arabes bn:03227656n ; 0 ; 0 ; 0.0625 ; 0
psychologie bn:00065026n ; 0 ; 0 ; 0.0625 ; 0
psychologie clinique bn:00019826n ; 0 ; 0 ; 0.0625 ; 0
psychologie sociale bn:00072543n ; 0 ; 0 ; 0.0625 ; 0
arts bn:00005927n ; 0 ; 0 ; 0.0625 ; 0
musique bn:00056443n ; 0 ; 0 ; 0.0625 ; 0
musicologie bn:00056479n ; 0 ; 0 ; 0.0625 ; 0
anthropologie bn:00004584n ; 0 ; 0 ; 0.0625 ; 0
éthnologie bn:00031731n ; 0 ; 0 ; 0.0625 ; 0
préhistoire bn:00064143n ; 0 ; 0 ; 0.0625 ; 0
civilisation bn:00019384n ; 0 ; 0 ; 0.0625 ; 0
archéologie bn:00005391n ; 0 ; 0 ; 0.0625 ; 0
contemporain bn:00100361a ; 0 ; 0 ; 0.0625 ; 0
géographie bn:00040163n ; 0 ; 0 ; 0.0625 ; 0
géographie physique bn:00062165n ; 0 ; 0 ; 0.0625 ; 0
espace bn:00046665n ; 0 ; 0 ; 0.0625 ; 0
mathématiques bn:00053823n ; 0 ; 0 ; 0.125 ; 0.125
constituants bn:00100333a ; 0 ; 0 ; 0.0625 ; 0
chimie théorique bn:02502041n ; 0 ; 0 ; 0.0625 ; 0
chimie organique bn:00059474n ; 0 ; 0 ; 0.0625 ; 0
astronomie bn:00006663n ; 0 ; 0 ; 0.0625 ; 0
océanographie bn:00058585n ; 0 ; 0 ; 0.0625 ; 0
océanographie physique bn:03107326n ; 0 ; 0 ; 0.0625 ; 0
physique bn:00056996n ; 0 ; 0 ; 0.0625 ; 0
pharmaceutiques bn:00108518a ; 0 ; 0 ; 0.0625 ; 0
génie mécanique bn:00054054n ; 0 ; 0 ; 0.0625 ; 0
génie civil bn:00019361n ; 0 ; 0 ; 0.0625 ; 0
génie informatique bn:03287605n ; 0 ; 0 ; 0.0625 ; 0
procédés bn:03245758n ; 0 ; 0 ; 0.0625 ; 0
biochimie bn:00010518n ; 0 ; 0 ; 0.0625 ; 0
biologie bn:00010543n ; 0 ; 0 ; 0.0625 ; 0
biologie moléculaire bn:00055560n ; 0 ; 0 ; 0.0625 ; 0
moléculaire bn:00106855a ; 0 ; 0 ; 0.0625 ; 0
biologie cellulaire bn:00024908n ; 0 ; 0 ; 0.0625 ; 0
physiologie bn:00062182n ; 0 ; 0 ; 0.0625 ; 0
population bn:00063596n ; 0 ; 0 ; 0.0625 ; 0
écologie bn:00010564n ; 0 ; 0 ; 0.0625 ; 0
organismes bn:00009677n ; 0 ; 0 ; 0.0625 ; 0
éducation bn:00026980n ; 0 ; 0 ; 0.0625 ; 0
epistémologie bn:00031237n ; 0 ; 0 ; 0.0625 ; 0
cultures bn:01187943n ; 0 ; 0 ; 0.0625 ; 0
activité physiques bn:00032203n ; 0 ; 0 ; 0.0625 ; 0
théologie bn:00076827n ; 0 ; 0 ; 0.0625 ; 0
théologie catholique bn:00848908n ; 0 ; 0 ; 0.0625 ; 0
approche bn:00005141n ; 0 ; 0 ; 0.0625 ; 0
vinyl bn:00080027n ; 0 ; 0 ; 0.0625 ; 0
l’album bn:15350182n ; 0 ; 0 ; 0.0625 ; 0
ailleurs bn:00115192r ; 0 ; 0 ; 0.0625 ; 0
problème bn:00048242n ; 0 ; 0 ; 0.0625 ; 0
recherche bn:00067280n ; 0 ; 0 ; 0.0625 ; 0
là bn:00117260r ; 0 ; 0 ; 0.0625 ; 0
centrale bn:00063961n ; 0 ; 0 ; 0.0625 ; 0
intitulé bn:00043268n ; 0 ; 0 ; 0.125 ; 0.125
rock bn:00068049n ; 0 ; 0 ; 0.0625 ; 0
pénétration bn:00053473n ; 0 ; 0 ; 0.0625 ; 0
date de sortie bn:02421166n ; 0 ; 0 ; 0.0625 ; 0
figurer bn:00014691n ; 0 ; 0 ; 0.0625 ; 0
code postal bn:00063770n ; 0 ; 0 ; 0.0625 ; 0
bureau bn:00001961n ; 0 ; 0 ; 0.0625 ; 0
compte en banque bn:00008374n ; 0 ; 0 ; 0.0625 ; 0
numéro isbn bn:00706122n ; 0 ; 0 ; 0.0625 ; 0
axiome bn:00007529n ; 0 ; 0 ; 0.0625 ; 0
residents bn:02413054n ; 0 ; 0 ; 0.0625 ; 0
rolling stones bn:02456824n ; 0 ; 0 ; 0.0625 ; 0
mick jagger bn:00047889n ; 0 ; 0 ; 0.0625 ; 0
keith richard bn:00801879n ; 0 ; 0 ; 0.0625 ; 0
john lennon bn:00048320n ; 0 ; 0 ; 0.0625 ; 0
futur bn:00036941n ; 0 ; 0 ; 0.0625 ; 0
code barre bn:00008480n ; 0 ; 0 ; 0.0625 ; 0
compositeur bn:00021397n ; 0 ; 0 ; 0.0625 ; 0
song bn:00072798n ; 0 ; 0 ; 0.0625 ; 0
varier bn:00082554v ; 0 ; 0 ; 0.0625 ; 0
velvet underground bn:01244350n ; 0 ; 0 ; 0.0625 ; 0
terry riley bn:02491941n ; 0 ; 0 ; 0.0625 ; 0
probabilité bn:00017624n ; 0 ; 0 ; 0.0625 ; 0
mémoriser bn:00085506v ; 0 ; 0 ; 0.0625 ; 0
conceptuel bn:00100194a ; 0 ; 0 ; 0.0625 ; 0
numero bn:15898115n ; 0 ; 0 ; 0.0625 ; 0
facilité bn:00032642n ; 0 ; 0 ; 0.0625 ; 0
alternative bn:00096899a ; 0 ; 0 ; 0.0625 ; 0
quanta bn:00065554n ; 0 ; 0 ; 0.0625 ; 0
intermédiaire bn:00105288a ; 0 ; 0 ; 0.125 ; 0.125
associatif bn:00097619a ; 0 ; 0 ; 0.0625 ; 0
ébauche bn:00059783n ; 0 ; 0 ; 0.0625 ; 0
mémento bn:00611675n ; 0 ; 0 ; 0 ; 0.0625
reference bn:00001302n ; 0 ; 0 ; 0 ; 0.0625
générateur bn:03384822n ; 0 ; 0 ; 0 ; 0.0625
générateur de documentation bn:00750235n ; 0 ; 0 ; 0 ; 0.0625
javadoc bn:00527312n ; 0 ; 0 ; 0 ; 0.0625
style de programmation bn:01247117n ; 0 ; 0 ; 0 ; 0.0625
identificateurs bn:00045822n ; 0 ; 0 ; 0 ; 0.0625
type primitifs bn:02695430n ; 0 ; 0 ; 0 ; 0.0625
type statique bn:04749218n ; 0 ; 0 ; 0 ; 0.0625
hiérarchie bn:00044017n ; 0 ; 0 ; 0 ; 0.0625
nouvelle classe bn:02230821n ; 0 ; 0 ; 0 ; 0.0625
mise en page bn:01681906n ; 0 ; 0 ; 0 ; 0.0625
swing bn:02050247n ; 0 ; 0 ; 0 ; 0.0625
thread bn:03212986n ; 0 ; 0 ; 0 ; 0.0625
section critiques bn:03482397n ; 0 ; 0 ; 0 ; 0.0625
interactive bn:00105260a ; 0 ; 0 ; 0 ; 0.0625
test unitaires bn:01529126n ; 0 ; 0 ; 0 ; 0.0625
unitaires bn:00112905a ; 0 ; 0 ; 0 ; 0.0625
design pattern bn:00890994n ; 0 ; 0 ; 0 ; 0.0625
modèle singleton bn:03495688n ; 0 ; 0 ; 0 ; 0.0625
machine virtuelle java bn:00875176n ; 0 ; 0 ; 0 ; 0.0625
glossaire bn:00040717n ; 0 ; 0 ; 0 ; 0.0625
monde réel bn:00066402n ; 0 ; 0 ; 0 ; 0.0625
concrète bn:00100206a ; 0 ; 0 ; 0 ; 0.0625
grise bn:00041510n ; 0 ; 0 ; 0 ; 0.0625
typiquement bn:00117361r ; 0 ; 0 ; 0 ; 0.0625
encapsuler bn:00087590v ; 0 ; 0 ; 0 ; 0.0625
interagir bn:00089808v ; 0 ; 0 ; 0 ; 0.0625
nom générique bn:02017388n ; 0 ; 0 ; 0 ; 0.0625
consommation bn:00022109n ; 0 ; 0 ; 0 ; 0.0625
hiérarchique bn:00104156a ; 0 ; 0 ; 0 ; 0.0625
sun microsystems bn:02053714n ; 0 ; 0 ; 0 ; 0.0625
james gosling bn:03306336n ; 0 ; 0 ; 0 ; 0.0625
obligatoire bn:00107677a ; 0 ; 0 ; 0 ; 0.0625
lisibilité bn:04849472n ; 0 ; 0 ; 0 ; 0.0625
durée de vie bn:01120526n ; 0 ; 0 ; 0 ; 0.0625
verbe bn:00079778n ; 0 ; 0 ; 0 ; 0.0625
paraphraser bn:00060604n ; 0 ; 0 ; 0 ; 0.0625
intitulé bn:00087654v ; 0 ; 0 ; 0 ; 0.0625
complète bn:00100162a ; 0 ; 0 ; 0 ; 0.0625
lettre minuscules bn:00052186n ; 0 ; 0 ; 0 ; 0.0625
rassembler bn:00082246v ; 0 ; 0 ; 0 ; 0.0625
jar bn:02011849n ; 0 ; 0 ; 0 ; 0.0625
classpath bn:03476243n ; 0 ; 0 ; 0 ; 0.0625
void bn:01326821n ; 0 ; 0 ; 0 ; 0.0625
abstract bn:00000489n ; 0 ; 0 ; 0 ; 0.0625
sémantique bn:00110347a ; 0 ; 0 ; 0 ; 0.0625
matériels bn:00100487a ; 0 ; 0 ; 0 ; 0.0625
spécifique bn:00111001a ; 0 ; 0 ; 0 ; 0.0625
ajouter bn:00082317v ; 0 ; 0 ; 0 ; 0.0625
conformer bn:00082137v ; 0 ; 0 ; 0 ; 0.0625
contribuer bn:00085565v ; 0 ; 0 ; 0 ; 0.0625
concept bn:00021547n ; 0 ; 0 ; 0 ; 0.0625
intérieur bn:00046892n ; 0 ; 0 ; 0 ; 0.0625
classe internes bn:01035086n ; 0 ; 0 ; 0 ; 0.0625
regroupement bn:00021838n ; 0 ; 0 ; 0 ; 0.0625
encapsulation bn:01505556n ; 0 ; 0 ; 0 ; 0.0625
mots-clés bn:03224594n ; 0 ; 0 ; 0 ; 0.0625
modificateurs bn:00055488n ; 0 ; 0 ; 0 ; 0.0625
variable de classe bn:00938255n ; 0 ; 0 ; 0 ; 0.0625
variable de type bn:02158332n ; 0 ; 0 ; 0 ; 0.0625
tentative bn:00007011n ; 0 ; 0 ; 0 ; 0.0625
espace mémoire bn:03228212n ; 0 ; 0 ; 0 ; 0.0625
collector bn:05021864n ; 0 ; 0 ; 0 ; 0.0625
indirectement bn:00115900r ; 0 ; 0 ; 0 ; 0.0625
sémantique bn:00070404n ; 0 ; 0 ; 0 ; 0.0625
cyrillique bn:00100853a ; 0 ; 0 ; 0 ; 0.0625
windows nt bn:01409690n ; 0 ; 0 ; 0 ; 0.0625
système de codage bn:00020370n ; 0 ; 0 ; 0 ; 0.0625
byte bn:00014365n ; 0 ; 0 ; 0 ; 0.0625
simple précision bn:01672387n ; 0 ; 0 ; 0 ; 0.0625
double précision bn:03333822n ; 0 ; 0 ; 0 ; 0.0625
point décimal bn:00025705n ; 0 ; 0 ; 0 ; 0.0625
affection bn:00001744n ; 0 ; 0 ; 0 ; 0.0625
bibliothèque standard bn:03087001n ; 0 ; 0 ; 0 ; 0.0625
primitif bn:00097448a ; 0 ; 0 ; 0 ; 0.0625
autoboxing bn:02831394n ; 0 ; 0 ; 0 ; 0.0625
auparavant bn:00114297r ; 0 ; 0 ; 0 ; 0.0625
noter bn:00089002v ; 0 ; 0 ; 0 ; 0.0625
opérandes bn:00059114n ; 0 ; 0 ; 0 ; 0.0625
mark bn:16597230n ; 0 ; 0 ; 0 ; 0.0625
applicables bn:00097372a ; 0 ; 0 ; 0 ; 0.0625
agrégat bn:00096658a ; 0 ; 0 ; 0 ; 0.0625
fréquents bn:00103324a ; 0 ; 0 ; 0 ; 0.0625
généricité bn:00177619n ; 0 ; 0 ; 0 ; 0.0625
précédente bn:00016426n ; 0 ; 0 ; 0 ; 0.0625
gestion bn:00053116n ; 0 ; 0 ; 0 ; 0.0625
évolution bn:00032060n ; 0 ; 0 ; 0 ; 0.0625
is bn:03703419n ; 0 ; 0 ; 0 ; 0.0625
borne supérieure bn:13919837n ; 0 ; 0 ; 0 ; 0.0625
principales bn:00109011a ; 0 ; 0 ; 0 ; 0.0625
relever bn:00085329v ; 0 ; 0 ; 0 ; 0.0625
opération bn:00053826n ; 0 ; 0 ; 0 ; 0.0625
grand entier bn:00050016n ; 0 ; 0 ; 0 ; 0.0625
enveloppe bn:00031069n ; 0 ; 0 ; 0 ; 0.0625
explicite bn:00101176a ; 0 ; 0 ; 0 ; 0.0625
ordre normal bn:00331579n ; 0 ; 0 ; 0 ; 0.0625
division euclidienne bn:03534242n ; 0 ; 0 ; 0 ; 0.0625
euclidienne bn:00102428a ; 0 ; 0 ; 0 ; 0.0625
arrondir bn:00093135v ; 0 ; 0 ; 0 ; 0.0625
unaires bn:00112334a ; 0 ; 0 ; 0 ; 0.0625
exclusif bn:00102513a ; 0 ; 0 ; 0 ; 0.0625
inférer bn:00086431v ; 0 ; 0 ; 0 ; 0.0625
opérateur booléen bn:00012145n ; 0 ; 0 ; 0 ; 0.0625
négation bn:00057188n ; 0 ; 0 ; 0 ; 0.0625
